,what,kind,of,shows,were,used,as,counterprogramming,by,abc,in,the,fall,of,1959,?
abc,0.1317344456911087,0.16052275896072388,0.14607268571853638,0.3304527997970581,0.09045279771089554,0.16642345488071442,0.2286096066236496,0.2841138541698456,0.17600902915000916,1.0000001192092896,0.1697147786617279,0.2068762183189392,0.14103294909000397,0.14607268571853638,-0.034490931779146194,0.19065172970294952
's,0.02692362666130066,0.046514540910720825,-0.03817026689648628,0.02703757770359516,0.007088581565767527,0.00600846204906702,-0.05775856226682663,-0.008417217060923576,-0.010884488001465797,0.06670809537172318,-0.037580832839012146,-0.01540423184633255,-0.05826059728860855,-0.03817026689648628,0.023679634556174278,-0.023395681753754616
western,0.2454150915145874,0.10162355750799179,0.32974064350128174,0.13074004650115967,0.22601988911628723,0.15275569260120392,0.23040111362934113,0.1424003690481186,0.20149661600589752,0.20839235186576843,0.35160520672798157,0.37920868396759033,0.20288650691509247,0.32974064350128174,0.031117450445890427,0.17439141869544983
series,0.17328087985515594,0.1731864959001541,0.22268271446228027,0.3294292390346527,0.264431357383728,0.15618517994880676,0.2641415596008301,0.24470335245132446,0.267352432012558,0.38518208265304565,0.2914260923862457,0.31376904249191284,0.21089966595172882,0.22268271446228027,-0.027717486023902893,0.1709602326154709
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.18555068969726562,0.14743882417678833,0.19005385041236877,0.32029855251312256,0.2220371961593628,0.20696312189102173,0.183883935213089,0.3087427020072937,0.33289089798927307,0.1624525934457779,0.35032153129577637,-0.053789012134075165,0.40561532974243164
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.27829593420028687,0.3025437891483307,0.35160550475120544,1.0,0.3135286271572113,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.48381632566452026,0.19012849032878876,0.3886612355709076,0.12259241193532944,0.27043893933296204
well,0.4154493808746338,0.3272657096385956,0.3343164324760437,0.3024379312992096,0.37577003240585327,0.34104275703430176,0.5532534718513489,0.27396661043167114,0.2519793212413788,0.11003991216421127,0.36612698435783386,0.42630070447921753,0.20694324374198914,0.3343164324760437,0.04593551158905029,0.24815571308135986
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.27829593420028687,0.3025437891483307,0.35160550475120544,1.0,0.3135286271572113,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.48381632566452026,0.19012849032878876,0.3886612355709076,0.12259241193532944,0.27043893933296204
series,0.17328087985515594,0.1731864959001541,0.22268271446228027,0.3294292390346527,0.264431357383728,0.15618517994880676,0.2641415596008301,0.24470335245132446,0.267352432012558,0.38518208265304565,0.2914260923862457,0.31376904249191284,0.21089966595172882,0.22268271446228027,-0.027717486023902893,0.1709602326154709
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.31230586767196655,0.2970055043697357,0.4262988865375519,0.6207084655761719,0.314891517162323,0.2736194431781769,0.12735801935195923,0.2704046070575714,0.3575236201286316,0.15861719846725464,0.3209529519081116,0.08227565884590149,0.17851735651493073
