,who,does,a,gender,pay,gap,tend,to,favor,?
in,0.2792111933231354,0.214483380317688,0.539380669593811,0.20639578998088837,0.14415781199932098,0.1954546719789505,0.2306872308254242,0.45010748505592346,0.2092810571193695,0.20430970191955566
many,0.4149286150932312,0.30303922295570374,0.2872205972671509,0.21478547155857086,0.21472592651844025,0.15930962562561035,0.38413742184638977,0.40243685245513916,0.14624309539794922,0.2124512493610382
countries,0.3002627491950989,0.2621564269065857,0.2672088146209717,0.2715521454811096,0.30859214067459106,0.15931865572929382,0.221803218126297,0.3111797273159027,0.17828509211540222,0.15128466486930847
",",0.3365725874900818,0.28617382049560547,0.427140474319458,0.21584902703762054,0.18754567205905914,0.213828906416893,0.21972282230854034,0.44245919585227966,0.2809197008609772,0.31091248989105225
there,0.2844357192516327,0.2930194139480591,0.4214206337928772,0.17788800597190857,0.1666414886713028,0.2424214631319046,0.3141246438026428,0.40669289231300354,0.16837330162525177,0.29405656456947327
is,0.24293622374534607,0.4403602182865143,0.658733606338501,0.17580533027648926,0.12657347321510315,0.19868990778923035,0.23360416293144226,0.42745086550712585,0.19178210198879242,0.22961433231830597
a,0.36608949303627014,0.38201746344566345,1.0,0.22587965428829193,0.1940600425004959,0.22175835072994232,0.2651256024837494,0.45503583550453186,0.2670113742351532,0.23916715383529663
gender,0.3237629532814026,0.24271169304847717,0.22587965428829193,1.0,0.15415158867835999,0.14767587184906006,0.34336361289024353,0.23450952768325806,0.2410157024860382,0.22791960835456848
pay,0.31589654088020325,0.19371740520000458,0.1940600425004959,0.15415158867835999,1.0,0.1660258173942566,0.16837111115455627,0.26723966002464294,0.17782552540302277,0.19821009039878845
gap,0.11554999649524689,0.1271917223930359,0.22175835072994232,0.14767587184906006,0.1660258173942566,0.9999999403953552,0.200407013297081,0.22861579060554504,0.10322234779596329,0.09251954406499863
in,0.2792111933231354,0.214483380317688,0.539380669593811,0.20639578998088837,0.14415781199932098,0.1954546719789505,0.2306872308254242,0.45010748505592346,0.2092810571193695,0.20430970191955566
favor,0.23959270119667053,0.17713692784309387,0.2670113742351532,0.2410157024860382,0.17782552540302277,0.10322234779596329,0.27950888872146606,0.28869640827178955,0.9999998807907104,0.17767609655857086
of,0.2827862501144409,0.3119818866252899,0.5052502155303955,0.20023681223392487,0.1583462655544281,0.2172139286994934,0.1883462369441986,0.41548454761505127,0.25472742319107056,0.1826142966747284
males,0.21120920777320862,0.2087363451719284,0.229462668299675,0.3348914086818695,0.16779902577400208,0.17132596671581268,0.37135031819343567,0.2591097056865692,0.17677661776542664,0.16612517833709717
in,0.2792111933231354,0.214483380317688,0.539380669593811,0.20639578998088837,0.14415781199932098,0.1954546719789505,0.2306872308254242,0.45010748505592346,0.2092810571193695,0.20430970191955566
the,0.3733934462070465,0.35928019881248474,0.5829201340675354,0.24119289219379425,0.1903611719608307,0.27986636757850647,0.2505027651786804,0.535392165184021,0.24460799992084503,0.22068053483963013
labor,0.2242324948310852,0.12007958441972733,0.17354394495487213,0.16164124011993408,0.281541645526886,0.06279081851243973,0.09829320013523102,0.21037620306015015,0.2363557368516922,0.19386747479438782
market,0.10590363293886185,0.18972931802272797,0.2680419683456421,0.1590438187122345,0.22201301157474518,0.1379002332687378,0.14512206614017487,0.23798635601997375,0.15648669004440308,0.12805593013763428
.,0.3541337847709656,0.3022993505001068,0.50484299659729,0.2381640076637268,0.17372290790081024,0.17168964445590973,0.21436026692390442,0.4645031690597534,0.28438901901245117,0.4130953550338745
