,problems,capable,of,theoretical,solutions,but,consuming,unreasonable,time,in,practical,application,are,known,as,what,?
problems,1.0,0.20808522403240204,0.2450421154499054,0.23852582275867462,0.44229480624198914,0.34171879291534424,0.29260772466659546,0.3300688564777374,0.2643886208534241,0.21061907708644867,0.293827086687088,0.3368278443813324,0.2565869987010956,0.14510442316532135,0.22810567915439606,0.3306994140148163,0.2638136148452759
that,0.3758413791656494,0.3044392168521881,0.41498205065727234,0.3066844344139099,0.2931564450263977,0.7244205474853516,0.37004345655441284,0.4272988438606262,0.388528436422348,0.435920387506485,0.3579132854938507,0.28928107023239136,0.45265161991119385,0.20813259482383728,0.4735107421875,0.6297725439071655,0.32716336846351624
can,0.326987624168396,0.3358135521411896,0.2603091299533844,0.17708274722099304,0.3602675795555115,0.4161612093448639,0.393682062625885,0.3541533052921295,0.2720869183540344,0.26527702808380127,0.31162700057029724,0.35461360216140747,0.5408529043197632,0.18300224840641022,0.3245031237602234,0.34502777457237244,0.3226337134838104
be,0.2817195653915405,0.2964368164539337,0.33904364705085754,0.21655568480491638,0.2909974753856659,0.5764366984367371,0.3916747570037842,0.39191457629203796,0.3473503291606903,0.3481820821762085,0.2888796925544739,0.2895933985710144,0.5556803941726685,0.15196610987186432,0.5230465531349182,0.3929833769798279,0.3324260413646698
solved,0.4872119128704071,0.19150613248348236,0.17960071563720703,0.3412168622016907,0.49151182174682617,0.2757832109928131,0.22087302803993225,0.27521347999572754,0.2711636424064636,0.17707815766334534,0.2342333048582077,0.2613476514816284,0.17527443170547485,0.1911596655845642,0.18338219821453094,0.247396320104599,0.2692696750164032
in,0.21061907708644867,0.13216491043567657,0.5696388483047485,0.20558910071849823,0.1817752867937088,0.48674455285072327,0.2073933184146881,0.23204688727855682,0.3431483507156372,1.0,0.2407281994819641,0.23744744062423706,0.3841303884983063,0.32641831040382385,0.3887844979763031,0.30808621644973755,0.20430970191955566
theory,0.29832348227500916,0.1952553689479828,0.23506702482700348,0.6152767539024353,0.3495233356952667,0.2337767779827118,0.21946820616722107,0.22798672318458557,0.22444109618663788,0.16955126821994781,0.3305765688419342,0.3316873013973236,0.1918308287858963,0.17634540796279907,0.18675357103347778,0.297923743724823,0.1387292891740799
(,0.1654568463563919,0.11741603910923004,0.35032153129577637,0.20830149948596954,0.21049587428569794,0.26263320446014404,0.2007320076227188,0.1594497412443161,0.28391751646995544,0.3087427020072937,0.13449308276176453,0.17306745052337646,0.23263892531394958,0.2843264043331146,0.32029855251312256,0.2411840260028839,0.40561532974243164
e.g.,0.07306570559740067,-0.04864151403307915,-0.0030048114713281393,0.014507969841361046,0.01557771023362875,-0.08786210417747498,-0.09462186694145203,-0.04167429357767105,-0.005650139879435301,-0.06976211816072464,0.0437401719391346,0.01756010204553604,-0.04146725311875343,-0.013702183961868286,-0.031124062836170197,0.04733210429549217,0.018727071583271027
",",0.2596952021121979,0.17765167355537415,0.4946078956127167,0.2542550563812256,0.24611519277095795,0.48126736283302307,0.270248144865036,0.2353178709745407,0.3029961884021759,0.5201468467712402,0.29843440651893616,0.28270697593688965,0.4062570035457611,0.3604377806186676,0.48816442489624023,0.3087472915649414,0.31091248989105225
given,0.20150630176067352,0.16589173674583435,0.39388060569763184,0.2604272961616516,0.20223554968833923,0.36132124066352844,0.21781936287879944,0.28395238518714905,0.317789226770401,0.2528568208217621,0.2580818831920624,0.22779929637908936,0.20467253029346466,0.2580932676792145,0.32487574219703674,0.21883496642112732,0.2570464313030243
large,0.23442187905311584,0.3013269007205963,0.3569655418395996,0.13957080245018005,0.22311601042747498,0.26450419425964355,0.3367784917354584,0.24935412406921387,0.19091641902923584,0.2841601073741913,0.26397427916526794,0.18129314482212067,0.3467932939529419,0.24581857025623322,0.24282054603099823,0.2017821967601776,0.1355665624141693
but,0.34171879291534424,0.26895198225975037,0.39942997694015503,0.2560309171676636,0.26752007007598877,1.0000001192092896,0.3747916519641876,0.43507927656173706,0.4371204376220703,0.48674455285072327,0.321658194065094,0.2547864019870758,0.47990062832832336,0.22940602898597717,0.4864770472049713,0.5029441118240356,0.27921953797340393
finite,0.26105672121047974,0.17396332323551178,0.28330323100090027,0.45958569645881653,0.4111270308494568,0.269965797662735,0.292052686214447,0.3482004404067993,0.2462167590856552,0.25804632902145386,0.35759803652763367,0.3643939793109894,0.2578965425491333,0.18438689410686493,0.24356238543987274,0.24087895452976227,0.19618844985961914
time,0.2643886208534241,0.26054146885871887,0.35127586126327515,0.21936482191085815,0.20618733763694763,0.4371204376220703,0.34069347381591797,0.24679942429065704,0.9999998807907104,0.3431483507156372,0.2574077248573303,0.2209775447845459,0.24188680946826935,0.23656317591667175,0.3239102065563202,0.36319252848625183,0.27391523122787476
),0.17140987515449524,0.10987658053636551,0.3680361211299896,0.21593037247657776,0.21046404540538788,0.2897340953350067,0.19743500649929047,0.17552073299884796,0.2857224941253662,0.3326910734176636,0.1470361202955246,0.1863405406475067,0.2373749315738678,0.297453910112381,0.32161882519721985,0.26259949803352356,0.42300865054130554
",",0.2596952021121979,0.17765167355537415,0.4946078956127167,0.2542550563812256,0.24611519277095795,0.48126736283302307,0.270248144865036,0.2353178709745407,0.3029961884021759,0.5201468467712402,0.29843440651893616,0.28270697593688965,0.4062570035457611,0.3604377806186676,0.48816442489624023,0.3087472915649414,0.31091248989105225
but,0.34171879291534424,0.26895198225975037,0.39942997694015503,0.2560309171676636,0.26752007007598877,1.0000001192092896,0.3747916519641876,0.43507927656173706,0.4371204376220703,0.48674455285072327,0.321658194065094,0.2547864019870758,0.47990062832832336,0.22940602898597717,0.4864770472049713,0.5029441118240356,0.27921953797340393
which,0.3054017126560211,0.29143938422203064,0.5011631846427917,0.23816339671611786,0.2720232605934143,0.55336993932724,0.3338480591773987,0.3056509792804718,0.325231671333313,0.4840516746044159,0.30433377623558044,0.3377845883369446,0.42922598123550415,0.30223485827445984,0.41006597876548767,0.5261979103088379,0.25814583897590637
in,0.21061907708644867,0.13216491043567657,0.5696388483047485,0.20558910071849823,0.1817752867937088,0.48674455285072327,0.2073933184146881,0.23204688727855682,0.3431483507156372,1.0,0.2407281994819641,0.23744744062423706,0.3841303884983063,0.32641831040382385,0.3887844979763031,0.30808621644973755,0.20430970191955566
practice,0.24068264663219452,0.23766742646694183,0.2597380578517914,0.23357714712619781,0.19744528830051422,0.33915793895721436,0.24837858974933624,0.2958832085132599,0.303170770406723,0.24572531878948212,0.6141830086708069,0.32910051941871643,0.2532999813556671,0.18945755064487457,0.22643209993839264,0.2749895751476288,0.21386858820915222
take,0.2415052354335785,0.16974319517612457,0.29282352328300476,0.18616479635238647,0.19994328916072845,0.3614824414253235,0.3338967263698578,0.298772931098938,0.30334821343421936,0.21975718438625336,0.2897241711616516,0.18008172512054443,0.2774496376514435,0.10899697244167328,0.26337623596191406,0.3275112509727478,0.21897350251674652
too,0.42323899269104004,0.22784654796123505,0.22150669991970062,0.1439279466867447,0.23417893052101135,0.49988260865211487,0.3784162998199463,0.38777610659599304,0.37170642614364624,0.21702995896339417,0.25314241647720337,0.18922734260559082,0.32914406061172485,0.20101633667945862,0.37096092104911804,0.4120715260505676,0.33757779002189636
long,0.20667484402656555,0.2061014622449875,0.2567519545555115,0.1743338406085968,0.1390698254108429,0.33308175206184387,0.3061572015285492,0.2906995415687561,0.3612262010574341,0.2759332060813904,0.17931337654590607,0.12113562226295471,0.23909839987754822,0.24638257920742035,0.23432248830795288,0.28276848793029785,0.19699987769126892
for,0.27039530873298645,0.31242474913597107,0.4185989499092102,0.23397420346736908,0.28041526675224304,0.45162561535835266,0.35793939232826233,0.3004905581474304,0.3992156386375427,0.4322226941585541,0.3427330553531647,0.35991108417510986,0.3895993232727051,0.363901823759079,0.44774648547172546,0.3017193675041199,0.264628142118454
their,0.28772616386413574,0.2966020405292511,0.4329940676689148,0.22081533074378967,0.2104054093360901,0.409988135099411,0.3106608986854553,0.2981756627559662,0.32461634278297424,0.34976133704185486,0.27700650691986084,0.24447228014469147,0.46887820959091187,0.22521670162677765,0.29218852519989014,0.35142919421195984,0.1898253709077835
solutions,0.44229480624198914,0.2513335943222046,0.20114821195602417,0.381558358669281,1.0000001192092896,0.26752007007598877,0.3251112401485443,0.2961752712726593,0.20618733763694763,0.1817752867937088,0.3422538638114929,0.4555404782295227,0.2626994252204895,0.2168271541595459,0.24389544129371643,0.24168464541435242,0.2454053908586502
to,0.28989166021347046,0.21250563859939575,0.41548454761505127,0.20695699751377106,0.27792859077453613,0.5542377829551697,0.3648505210876465,0.3784061372280121,0.3679993152618408,0.45010748505592346,0.29423272609710693,0.28795427083969116,0.3504326641559601,0.14337651431560516,0.42092081904411316,0.455847829580307,0.29463258385658264
be,0.2817195653915405,0.2964368164539337,0.33904364705085754,0.21655568480491638,0.2909974753856659,0.5764366984367371,0.3916747570037842,0.39191457629203796,0.3473503291606903,0.3481820821762085,0.2888796925544739,0.2895933985710144,0.5556803941726685,0.15196610987186432,0.5230465531349182,0.3929833769798279,0.3324260413646698
useful,0.3308883011341095,0.449105829000473,0.2576141655445099,0.3533434569835663,0.4052574634552002,0.38023075461387634,0.4529753625392914,0.43771952390670776,0.28007131814956665,0.19052453339099884,0.4346466660499573,0.3603852391242981,0.3684089481830597,0.2607544958591461,0.29324379563331604,0.3494568169116974,0.3377096951007843
",",0.2596952021121979,0.17765167355537415,0.4946078956127167,0.2542550563812256,0.24611519277095795,0.48126736283302307,0.270248144865036,0.2353178709745407,0.3029961884021759,0.5201468467712402,0.29843440651893616,0.28270697593688965,0.4062570035457611,0.3604377806186676,0.48816442489624023,0.3087472915649414,0.31091248989105225
are,0.2565869987010956,0.328324556350708,0.39081433415412903,0.19839611649513245,0.2626994252204895,0.47990062832832336,0.34088820219039917,0.25581327080726624,0.24188680946826935,0.3841303884983063,0.24939797818660736,0.21877418458461761,1.0,0.26720109581947327,0.3826591968536377,0.29724663496017456,0.24591213464736938
known,0.14510442316532135,0.20970958471298218,0.35814476013183594,0.1973506659269333,0.2168271541595459,0.22940602898597717,0.20645089447498322,0.12972165644168854,0.23656317591667175,0.32641831040382385,0.17696082592010498,0.09075113385915756,0.26720109581947327,1.0,0.4815765619277954,0.20381177961826324,0.18314571678638458
as,0.22810567915439606,0.18422278761863708,0.3886612355709076,0.22322718799114227,0.24389544129371643,0.4864770472049713,0.27597469091415405,0.21963806450366974,0.3239102065563202,0.3887844979763031,0.2604967951774597,0.1925833374261856,0.3826591968536377,0.4815765619277954,1.0,0.31749409437179565,0.27043893933296204
