,how,many,times,has,doctor,who,won,the,hugo,for,best,dramatic,presentation,?
it,0.36714982986450195,0.39615920186042786,0.21116118133068085,0.41962623596191406,0.24568085372447968,0.2868398427963257,0.20621849596500397,0.6251175999641418,0.1864708513021469,0.32171204686164856,0.22620274126529694,0.21032118797302246,0.2597142457962036,0.25732165575027466
has,0.26820555329322815,0.4266262650489807,0.37720999121665955,1.0,0.1778179407119751,0.2558172643184662,0.24499812722206116,0.4177538752555847,0.13974733650684357,0.450642853975296,0.23016110062599182,0.21921321749687195,0.17885427176952362,0.15994466841220856
won,0.13434793055057526,0.2252970188856125,0.28882861137390137,0.24499812722206116,0.20737384259700775,0.24654650688171387,1.0000001192092896,0.29432493448257446,0.26134875416755676,0.3782569169998169,0.42620420455932617,0.23023530840873718,0.14877979457378387,0.17925700545310974
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.2820442318916321,0.3733934462070465,0.29432493448257446,1.0,0.2635921835899353,0.4739971458911896,0.3134109377861023,0.23786477744579315,0.27664121985435486,0.22068053483963013
short,0.17548030614852905,0.26838254928588867,0.17849205434322357,0.20035909116268158,0.17571565508842468,0.18928885459899902,0.1952017992734909,0.29603123664855957,0.23658081889152527,0.2793668806552887,0.21875157952308655,0.19193501770496368,0.1573144793510437,0.16194626688957214
form,0.1948026418685913,0.223133847117424,0.10354568064212799,0.19877426326274872,0.03511518985033035,0.137381911277771,0.0672290176153183,0.29286009073257446,0.14634570479393005,0.2342945635318756,0.11487211287021637,0.19634214043617249,0.26835182309150696,0.1463010311126709
of,0.2480744868516922,0.37253960967063904,0.24352745711803436,0.3909035325050354,0.16895952820777893,0.2827862501144409,0.20832067728042603,0.733189046382904,0.19666512310504913,0.4185989499092102,0.23660683631896973,0.2346239984035492,0.2509410083293915,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.2820442318916321,0.3733934462070465,0.29432493448257446,1.0,0.2635921835899353,0.4739971458911896,0.3134109377861023,0.23786477744579315,0.27664121985435486,0.22068053483963013
hugo,0.1649722456932068,0.17227429151535034,0.14226627349853516,0.13974733650684357,0.1866939216852188,0.22365671396255493,0.26134875416755676,0.2635921835899353,1.0,0.23698927462100983,0.2202010154724121,0.24447765946388245,0.24516360461711884,0.15095652639865875
award,0.1740884780883789,0.18274074792861938,0.1926097720861435,0.22060689330101013,0.14153583347797394,0.20553933084011078,0.5295910239219666,0.24073810875415802,0.279725581407547,0.33284175395965576,0.5186157822608948,0.2777005136013031,0.35761910676956177,0.18240714073181152
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.450642853975296,0.1556548923254013,0.37110671401023865,0.3782569169998169,0.4739971458911896,0.23698927462100983,0.9999999403953552,0.45128104090690613,0.23279651999473572,0.3882785737514496,0.264628142118454
best,0.25441184639930725,0.2589998245239258,0.20906665921211243,0.23016110062599182,0.1909310668706894,0.266329824924469,0.42620420455932617,0.3134109377861023,0.2202010154724121,0.45128104090690613,0.9999999403953552,0.31563228368759155,0.2466716319322586,0.2799045741558075
dramatic,0.2392929047346115,0.2381686568260193,0.1869594007730484,0.21921321749687195,0.17468443512916565,0.13409900665283203,0.23023530840873718,0.23786477744579315,0.24447765946388245,0.23279651999473572,0.31563228368759155,1.0,0.2727496027946472,0.12461373209953308
presentation,0.3268299996852875,0.23938016593456268,0.1335437297821045,0.17885427176952362,0.18348635733127594,0.13282035291194916,0.14877979457378387,0.27664121985435486,0.24516360461711884,0.3882785737514496,0.2466716319322586,0.2727496027946472,1.0,0.17073048651218414
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.20407600700855255,0.3365725874900818,0.35968565940856934,0.4933079481124878,0.26286637783050537,0.4464869201183319,0.3461092710494995,0.19951163232326508,0.21531207859516144,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.2820442318916321,0.3733934462070465,0.29432493448257446,1.0,0.2635921835899353,0.4739971458911896,0.3134109377861023,0.23786477744579315,0.27664121985435486,0.22068053483963013
oldest,0.04958721250295639,0.1858057677745819,0.1468438357114792,0.2517220079898834,0.09536710381507874,0.2502763569355011,0.1440572589635849,0.30836519598960876,0.1011783704161644,0.16757676005363464,0.2952125668525696,0.08964133262634277,0.08834321051836014,0.14864160120487213
science,0.23506508767604828,0.2819631099700928,0.1294589638710022,0.19469603896141052,0.3319964110851288,0.19709691405296326,0.19066646695137024,0.24037593603134155,0.2266315370798111,0.23603716492652893,0.23450696468353271,0.2097543478012085,0.3115357756614685,0.17974960803985596
fiction/fantasy,0.21933212876319885,0.20670917630195618,0.19206726551055908,0.17790062725543976,0.28659218549728394,0.24620525538921356,0.22484202682971954,0.24999485909938812,0.28434935212135315,0.24463209509849548,0.30867868661880493,0.2847227156162262,0.2841396927833557,0.2729892432689667
award,0.1740884780883789,0.18274074792861938,0.1926097720861435,0.22060689330101013,0.14153583347797394,0.20553933084011078,0.5295910239219666,0.24073810875415802,0.279725581407547,0.33284175395965576,0.5186157822608948,0.2777005136013031,0.35761910676956177,0.18240714073181152
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.450642853975296,0.1556548923254013,0.37110671401023865,0.3782569169998169,0.4739971458911896,0.23698927462100983,0.9999999403953552,0.45128104090690613,0.23279651999473572,0.3882785737514496,0.264628142118454
films,0.18827912211418152,0.2388986349105835,0.18322430551052094,0.16915294528007507,0.14038881659507751,0.15749689936637878,0.20299483835697174,0.23072484135627747,0.23476609587669373,0.22327518463134766,0.23824934661388397,0.31838852167129517,0.23424895107746124,0.20618696510791779
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.43716782331466675,0.21673844754695892,0.41279885172843933,0.2795773446559906,0.5171257257461548,0.19064243137836456,0.5064792633056641,0.30328524112701416,0.25150761008262634,0.25603896379470825,0.20544172823429108
series,0.17967022955417633,0.2703429162502289,0.16098327934741974,0.16834278404712677,0.2712797522544861,0.21484537422657013,0.25377801060676575,0.31376904249191284,0.21912063658237457,0.2715710699558258,0.3025350868701935,0.28817224502563477,0.22507590055465698,0.1709602326154709
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.20407600700855255,0.3365725874900818,0.35968565940856934,0.4933079481124878,0.26286637783050537,0.4464869201183319,0.3461092710494995,0.19951163232326508,0.21531207859516144,0.31091248989105225
six,0.20644865930080414,0.37673795223236084,0.30399569869041443,0.30793946981430054,0.12391873449087143,0.19475196301937103,0.2379620522260666,0.3614266812801361,0.13906531035900116,0.2699260711669922,0.20134198665618896,0.14205725491046906,0.12038338929414749,0.15298804640769958
