,there,is,criticism,that,the,energy,policies,are,expensive,quick,fixes,that,ignore,which,facts,?
there,1.0,0.3904260993003845,0.20181097090244293,0.6006520986557007,0.47025805711746216,0.2063765823841095,0.22976191341876984,0.5433560013771057,0.2969856858253479,0.2832079529762268,0.2795464098453522,0.6006520986557007,0.2634831666946411,0.45256471633911133,0.25645557045936584,0.29405656456947327
is,0.3904260993003845,1.0,0.15568317472934723,0.3995479643344879,0.5823672413825989,0.2171693742275238,0.1406831294298172,0.5330929756164551,0.2977083623409271,0.1939457505941391,0.17081254720687866,0.3995479643344879,0.1976896971464157,0.4457404911518097,0.2542523145675659,0.22961433231830597
criticism,0.20181097090244293,0.15568317472934723,1.0,0.3213452100753784,0.2245102971792221,0.19225823879241943,0.42789313197135925,0.20460060238838196,0.14550668001174927,0.24597734212875366,0.18040025234222412,0.3213452100753784,0.33545875549316406,0.2056928277015686,0.32695743441581726,0.23740006983280182
that,0.6006520986557007,0.3995479643344879,0.3213452100753784,1.0,0.5473989248275757,0.2617390751838684,0.3485647439956665,0.45265161991119385,0.2968493402004242,0.3616274893283844,0.31581613421440125,1.0,0.43740540742874146,0.6894589066505432,0.38290709257125854,0.32716336846351624
american,0.1605825424194336,0.1853146106004715,0.212019145488739,0.24748189747333527,0.24562937021255493,0.12031588703393936,0.10015968978404999,0.1369791477918625,0.19502772390842438,0.12219072133302689,0.11229218542575836,0.24748189747333527,0.17415864765644073,0.16603466868400574,0.1386842131614685,0.18877598643302917
energy,0.2063765823841095,0.2171693742275238,0.19225823879241943,0.2617390751838684,0.26756542921066284,1.0000001192092896,0.23545806109905243,0.24820072948932648,0.2667793333530426,0.16057313978672028,0.19467024505138397,0.2617390751838684,0.24395395815372467,0.29086095094680786,0.18816187977790833,0.14860127866268158
policies,0.22976191341876984,0.1406831294298172,0.42789313197135925,0.3485647439956665,0.22566401958465576,0.23545806109905243,0.9999998807907104,0.22035543620586395,0.11838876456022263,0.2661357522010803,0.23468315601348877,0.3485647439956665,0.4001856744289398,0.23623785376548767,0.3170374631881714,0.2969106435775757
since,0.3364269733428955,0.3567592203617096,0.2101633995771408,0.3873181641101837,0.4054957628250122,0.22388285398483276,0.27668496966362,0.30560651421546936,0.2074071168899536,0.15371227264404297,0.2197520136833191,0.3873181641101837,0.22797967493534088,0.3523256182670593,0.2045900672674179,0.2876587212085724
the,0.47025805711746216,0.5823672413825989,0.2245102971792221,0.5473989248275757,1.0,0.26756542921066284,0.22566401958465576,0.40399202704429626,0.2281464785337448,0.23670247197151184,0.2439296990633011,0.5473989248275757,0.25636082887649536,0.6521818041801453,0.22043980658054352,0.22068053483963013
crisis,0.17287962138652802,0.14325910806655884,0.27362412214279175,0.23239389061927795,0.263981431722641,0.18093205988407135,0.3428289592266083,0.07034463435411453,0.12894223630428314,0.10803300887346268,0.16498875617980957,0.23239389061927795,0.21069516241550446,0.21961601078510284,0.20555232465267181,0.17902959883213043
have,0.5194604992866516,0.3613572418689728,0.2468452751636505,0.6182622313499451,0.40389683842658997,0.2782949209213257,0.299193799495697,0.6577680706977844,0.3034162223339081,0.27450332045555115,0.30949920415878296,0.6182622313499451,0.35623982548713684,0.49652695655822754,0.29325202107429504,0.32991164922714233
been,0.3571467399597168,0.39566612243652344,0.28237950801849365,0.4152003228664398,0.3563927710056305,0.2079356610774994,0.28417736291885376,0.4703826308250427,0.19820231199264526,0.21651585400104523,0.21991479396820068,0.4152003228664398,0.18802614510059357,0.36993977427482605,0.18438774347305298,0.24354910850524902
dominated,0.22019194066524506,0.18273897469043732,0.21743892133235931,0.2431122362613678,0.33543094992637634,0.21640950441360474,0.20797047019004822,0.18188512325286865,0.199677973985672,0.12081920355558395,0.060591913759708405,0.2431122362613678,0.12385860830545425,0.27477967739105225,0.11358457058668137,0.04715321213006973
by,0.20383623242378235,0.3899846076965332,0.2550610303878784,0.37496164441108704,0.4408751428127289,0.1721600890159607,0.12518560886383057,0.37842893600463867,0.15005412697792053,0.1718015968799591,0.11424838751554489,0.37496164441108704,0.14636117219924927,0.40543368458747864,0.18269173800945282,0.17966607213020325
crisis-mentality,0.2942241132259369,0.20887887477874756,0.46711015701293945,0.35744285583496094,0.32846978306770325,0.2602461874485016,0.4549402892589569,0.24276484549045563,0.17380671203136444,0.22887969017028809,0.22836153209209442,0.35744285583496094,0.3355830907821655,0.350458025932312,0.31759804487228394,0.2847450375556946
thinking,0.29643306136131287,0.17938415706157684,0.4140514135360718,0.4971897304058075,0.27663561701774597,0.18355588614940643,0.35503271222114563,0.2588248550891876,0.0955716148018837,0.27397245168685913,0.32057246565818787,0.4971897304058075,0.39796343445777893,0.34627121686935425,0.31675684452056885,0.3342305123806
",",0.4587128460407257,0.4691906273365021,0.28347697854042053,0.4137537479400635,0.4933079481124878,0.21156731247901917,0.2566804587841034,0.4062570035457611,0.22158445417881012,0.24379722774028778,0.24122409522533417,0.4137537479400635,0.2911418080329895,0.3658004403114319,0.2449224591255188,0.31091248989105225
promoting,0.23389673233032227,0.2041218876838684,0.4220203757286072,0.2878778576850891,0.26784375309944153,0.20809558033943176,0.41370806097984314,0.22572815418243408,0.18334424495697021,0.207312673330307,0.16031493246555328,0.2878778576850891,0.2924342155456543,0.2573382258415222,0.2180725634098053,0.2656548321247101
expensive,0.2969856858253479,0.2977083623409271,0.14550668001174927,0.2968493402004242,0.2281464785337448,0.2667793333530426,0.11838876456022263,0.30867236852645874,1.0000001192092896,0.21323877573013306,0.19259880483150482,0.2968493402004242,0.21865464746952057,0.294033944606781,0.1614418625831604,0.12475880235433578
quick,0.2832079529762268,0.1939457505941391,0.24597734212875366,0.3616274893283844,0.23670247197151184,0.16057313978672028,0.2661357522010803,0.2141704559326172,0.21323877573013306,1.0,0.27326881885528564,0.3616274893283844,0.2646210193634033,0.30242273211479187,0.2841225862503052,0.29684531688690186
fixes,0.2795464098453522,0.17081254720687866,0.18040025234222412,0.31581613421440125,0.2439296990633011,0.19467024505138397,0.23468315601348877,0.250350683927536,0.19259880483150482,0.27326881885528564,1.0000001192092896,0.31581613421440125,0.31259527802467346,0.32557031512260437,0.2631373405456543,0.2970799207687378
and,0.4242868423461914,0.3859752118587494,0.21094533801078796,0.4731321930885315,0.5171257257461548,0.23934243619441986,0.2788451910018921,0.48576638102531433,0.27837496995925903,0.23873266577720642,0.22537380456924438,0.4731321930885315,0.2607077360153198,0.506277859210968,0.1798204630613327,0.20544172823429108
single-shot,0.24009749293327332,0.2308034747838974,0.19322547316551208,0.23898018896579742,0.26630327105522156,0.19554148614406586,0.20280249416828156,0.15986424684524536,0.1515481323003769,0.18977729976177216,0.19123555719852448,0.23898018896579742,0.17311713099479675,0.2588745951652527,0.20751771330833435,0.322216659784317
solutions,0.2861114740371704,0.21688924729824066,0.23724158108234406,0.2931564450263977,0.16011716425418854,0.29525718092918396,0.3189229667186737,0.2626994252204895,0.3109269142150879,0.23769046366214752,0.3454761207103729,0.2931564450263977,0.2657862901687622,0.2720232605934143,0.31531867384910583,0.2454053908586502
that,0.6006520986557007,0.3995479643344879,0.3213452100753784,1.0,0.5473989248275757,0.2617390751838684,0.3485647439956665,0.45265161991119385,0.2968493402004242,0.3616274893283844,0.31581613421440125,1.0,0.43740540742874146,0.6894589066505432,0.38290709257125854,0.32716336846351624
ignore,0.2634831666946411,0.1976896971464157,0.33545875549316406,0.43740540742874146,0.25636082887649536,0.24395395815372467,0.4001856744289398,0.28551942110061646,0.21865464746952057,0.2646210193634033,0.31259527802467346,0.43740540742874146,1.0000001192092896,0.2596490979194641,0.31885501742362976,0.4064903259277344
market,0.22767995297908783,0.2463478147983551,0.19347943365573883,0.21578849852085114,0.2041238248348236,0.24071530997753143,0.2716822922229767,0.18948231637477875,0.3173096179962158,0.1991971731185913,0.1360776424407959,0.21578849852085114,0.14711390435695648,0.2237280309200287,0.13707444071769714,0.12805593013763428
and,0.4242868423461914,0.3859752118587494,0.21094533801078796,0.4731321930885315,0.5171257257461548,0.23934243619441986,0.2788451910018921,0.48576638102531433,0.27837496995925903,0.23873266577720642,0.22537380456924438,0.4731321930885315,0.2607077360153198,0.506277859210968,0.1798204630613327,0.20544172823429108
technology,0.1632518172264099,0.20767556130886078,0.21292072534561157,0.24191969633102417,0.21669498085975647,0.27981114387512207,0.2698710262775421,0.17493250966072083,0.2681756615638733,0.11575695872306824,0.2132568210363388,0.24191969633102417,0.15128476917743683,0.24444639682769775,0.25103217363357544,0.11564995348453522
realities,0.28803741931915283,0.14976650476455688,0.19821704924106598,0.319397509098053,0.21952907741069794,0.15344785153865814,0.26774102449417114,0.2730588912963867,0.15287883579730988,0.03700217232108116,0.23195239901542664,0.319397509098053,0.1748686581850052,0.23722921311855316,0.2833254635334015,0.16218289732933044
.,0.43897318840026855,0.4569662809371948,0.24778856337070465,0.4460422694683075,0.5934505462646484,0.22292809188365936,0.226143017411232,0.3452940285205841,0.21495631337165833,0.23678062856197357,0.2267397940158844,0.4460422694683075,0.30513086915016174,0.45942068099975586,0.2316446155309677,0.4130953550338745
