,what,car,is,licensed,by,the,fso,car,factory,and,built,in,egypt,?
a,0.3320399522781372,0.2654946446418762,0.658733606338501,0.14556461572647095,0.32094135880470276,0.5829201340675354,0.184408038854599,0.2654946446418762,0.28819453716278076,0.3739250600337982,0.23064446449279785,0.539380669593811,0.14361631870269775,0.23916715383529663
number,0.23046229779720306,0.188363716006279,0.22390379011631012,0.1436518281698227,0.2551532983779907,0.35145696997642517,0.10552021116018295,0.188363716006279,0.15032054483890533,0.28545793890953064,0.11348818987607956,0.3024539053440094,0.1119522750377655,0.19256845116615295
of,0.33290785551071167,0.1781313419342041,0.4854315221309662,0.14828701317310333,0.3646814823150635,0.733189046382904,0.22767525911331177,0.1781313419342041,0.1801474392414093,0.5116966962814331,0.23442776501178741,0.5696388483047485,0.25414037704467773,0.1826142966747284
vehicles,0.1784372627735138,0.5367982387542725,0.20329910516738892,0.2750275731086731,0.2279520183801651,0.23281720280647278,0.1537230759859085,0.5367982387542725,0.29961323738098145,0.25169602036476135,0.3695409595966339,0.23028446733951569,0.12269172072410583,0.1874745488166809
have,0.39808809757232666,0.1899665892124176,0.3613572418689728,0.24496886134147644,0.3359639644622803,0.40389683842658997,0.17481569945812225,0.1899665892124176,0.15398351848125458,0.4711785912513733,0.20832817256450653,0.36843645572662354,0.23609213531017303,0.32991164922714233
been,0.2567804455757141,0.1932159811258316,0.39566612243652344,0.24276666343212128,0.39107078313827515,0.3563927710056305,0.13087807595729828,0.1932159811258316,0.1832345575094223,0.3424558639526367,0.22656546533107758,0.3515113592147827,0.26431670784950256,0.24354910850524902
assembled,0.20026713609695435,0.18651415407657623,0.11690685153007507,0.2296770066022873,0.30667755007743835,0.2575589418411255,0.11612903326749802,0.18651415407657623,0.21819627285003662,0.21196071803569794,0.33989760279655457,0.187361940741539,0.1717737317085266,0.1162143424153328
there,0.35085538029670715,0.13314156234264374,0.3904260993003845,0.19170750677585602,0.20383623242378235,0.47025805711746216,0.09505421668291092,0.13314156234264374,0.2221163660287857,0.4242868423461914,0.30883505940437317,0.5361666083335876,0.1324310600757599,0.29405656456947327
over,0.28007611632347107,0.17507444322109222,0.2159561663866043,0.19840741157531738,0.29360154271125793,0.39856547117233276,0.14093896746635437,0.17507444322109222,0.19147080183029175,0.4021143913269043,0.18102437257766724,0.3605569899082184,0.24696265161037445,0.25742942094802856
the,0.42745697498321533,0.19754165410995483,0.5823672413825989,0.17307333648204803,0.4408751428127289,1.0,0.2721681594848633,0.19754165410995483,0.2101404368877411,0.5171257257461548,0.2950156033039093,0.6662389636039734,0.2536296546459198,0.22068053483963013
decades,0.12673556804656982,0.11832089722156525,0.1783199906349182,0.10815726965665817,0.24845539033412933,0.3027496635913849,0.14669083058834076,0.11832089722156525,0.14347845315933228,0.2763746976852417,0.2084343284368515,0.3152613043785095,0.23972800374031067,0.06808225065469742
",",0.3087472915649414,0.21104301512241364,0.4691906273365021,0.20353545248508453,0.3680937886238098,0.4933079481124878,0.2673012316226959,0.21104301512241364,0.2301664799451828,0.6633074283599854,0.22658206522464752,0.5201468467712402,0.2490617334842682,0.31091248989105225
including,0.18328791856765747,0.09223921597003937,0.25093933939933777,0.22969870269298553,0.30155983567237854,0.3738902807235718,0.14243048429489136,0.09223921597003937,0.2091783881187439,0.5144438743591309,0.19578436017036438,0.35857823491096497,0.14428989589214325,0.1633303165435791
the,0.42745697498321533,0.19754165410995483,0.5823672413825989,0.17307333648204803,0.4408751428127289,1.0,0.2721681594848633,0.19754165410995483,0.2101404368877411,0.5171257257461548,0.2950156033039093,0.6662389636039734,0.2536296546459198,0.22068053483963013
warszawa,0.10578237473964691,0.11360707879066467,0.14272388815879822,0.12983375787734985,0.137865349650383,0.20702846348285675,0.32507553696632385,0.11360707879066467,0.2515767812728882,0.19907118380069733,0.212491974234581,0.21249134838581085,0.1889123171567917,0.16275280714035034
",",0.3087472915649414,0.21104301512241364,0.4691906273365021,0.20353545248508453,0.3680937886238098,0.4933079481124878,0.2673012316226959,0.21104301512241364,0.2301664799451828,0.6633074283599854,0.22658206522464752,0.5201468467712402,0.2490617334842682,0.31091248989105225
syrena,0.19264093041419983,0.18863533437252045,0.21638040244579315,0.17276042699813843,0.17641252279281616,0.22859975695610046,0.43033671379089355,0.18863533437252045,0.21747621893882751,0.2875262498855591,0.22689233720302582,0.23886753618717194,0.33731982111930847,0.1762932687997818
",",0.3087472915649414,0.21104301512241364,0.4691906273365021,0.20353545248508453,0.3680937886238098,0.4933079481124878,0.2673012316226959,0.21104301512241364,0.2301664799451828,0.6633074283599854,0.22658206522464752,0.5201468467712402,0.2490617334842682,0.31091248989105225
fiat,0.11148767173290253,0.4613640308380127,0.15464046597480774,0.1949622631072998,0.2467930167913437,0.1668221354484558,0.2826630175113678,0.4613640308380127,0.328445702791214,0.12082833796739578,0.29830020666122437,0.1658797264099121,0.19373734295368195,0.1531507670879364
125p,-0.14966388046741486,0.014605890028178692,-0.10673778504133224,-0.09857674688100815,-0.012555559165775776,-0.12735484540462494,-0.0030113565735518932,0.014605890028178692,0.005002050660550594,-0.04018249735236168,-0.051246099174022675,-0.14405661821365356,-0.10838276892900467,-0.029878683388233185
(,0.2411840260028839,0.16872528195381165,0.35393038392066956,0.09735765308141708,0.20696312189102173,0.33289089798927307,0.26614898443222046,0.16872528195381165,0.0808730199933052,0.4862271547317505,0.16360275447368622,0.3087427020072937,0.1353471428155899,0.40561532974243164
under,0.20154598355293274,0.09238623827695847,0.21294879913330078,0.38822245597839355,0.3161602020263672,0.3348022699356079,0.1221693679690361,0.09238623827695847,0.1524898111820221,0.3005301356315613,0.17528566718101501,0.2535393238067627,0.18593448400497437,0.18233340978622437
