,what,was,kenneth,swezey,'s,job,?
:208,0.04810479283332825,0.038292158395051956,0.03124450519680977,0.013349958695471287,0.08228225260972977,0.13450093567371368,0.13365799188613892
kenneth,0.11926113069057465,0.2813189625740051,0.9999999403953552,0.2806941568851471,-0.027648475021123886,0.13313236832618713,0.15436260402202606
swezey,0.2543463408946991,0.20405460894107819,0.2806941568851471,1.0000001192092896,-0.0016246746527031064,0.20824770629405975,0.3264000415802002
",",0.3087472915649414,0.45456063747406006,0.3547704219818115,0.28562432527542114,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.17835351824760437,0.2316761016845703,0.04866964742541313,0.2834402620792389,0.23916715383529663
journalist,0.1052299290895462,0.2929614186286926,0.26099705696105957,0.2555273175239563,0.08392947167158127,0.19828177988529205,0.09252665191888809
whom,0.27163395285606384,0.2438793033361435,0.09558847546577454,0.19693556427955627,0.006846526637673378,0.2056918740272522,0.222135990858078
tesla,0.23221199214458466,0.16455206274986267,0.09915949404239655,0.1981232911348343,0.06449045985937119,0.18396559357643127,0.10250775516033173
had,0.23849567770957947,0.5927209258079529,0.18690505623817444,0.17892438173294067,-0.004401352722197771,0.2812505066394806,0.20728366076946259
befriended,0.22227007150650024,0.3344184160232544,0.23162142932415009,0.24589723348617554,0.024402037262916565,0.27365192770957947,0.1948019415140152
",",0.3087472915649414,0.45456063747406006,0.3547704219818115,0.28562432527542114,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
confirmed,0.1880883276462555,0.29274246096611023,0.1746620237827301,0.165779709815979,-0.08550186455249786,0.11885645985603333,0.20580808818340302
that,0.6297725439071655,0.33670201897621155,0.16163328289985657,0.2446352243423462,0.04397977516055107,0.2914779484272003,0.32716336846351624
tesla,0.23221199214458466,0.16455206274986267,0.09915949404239655,0.1981232911348343,0.06449045985937119,0.18396559357643127,0.10250775516033173
rarely,0.2806011736392975,0.1621934175491333,0.1432880312204361,0.1743229329586029,0.0658126026391983,0.17265719175338745,0.23009803891181946
slept,0.24127089977264404,0.27003780007362366,0.14699582755565643,0.288543701171875,0.019608430564403534,0.1613709181547165,0.15845751762390137
.,0.3567904531955719,0.40146201848983765,0.27217209339141846,0.27546268701553345,-0.003708066651597619,0.2807863652706146,0.4130953550338745
