,what,series,featured,doctors,from,the,revised,version,of,doctor,who,?
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
2013,-0.3886653184890747,-0.1826438158750534,-0.29958924651145935,-0.12017527967691422,-0.24895043671131134,-0.38509321212768555,-0.10770288109779358,-0.2572754919528961,-0.2904720902442932,0.0035236324183642864,-0.16540901362895966,-0.2969330847263336
series,0.17328087985515594,1.0000001192092896,0.3595673739910126,0.1435336321592331,0.20279763638973236,0.31376904249191284,0.1119956374168396,0.2539559602737427,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.1709602326154709
destiny,0.2099398374557495,0.2025710493326187,0.329620897769928,0.08446785807609558,0.1521819680929184,0.28041332960128784,0.21018725633621216,0.3020442724227905,0.2154339998960495,0.18067297339439392,0.2515856921672821,0.12272091209888458
of,0.33290785551071167,0.22268271446228027,0.2342860847711563,0.18925178050994873,0.4249346852302551,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctor,0.20870667695999146,0.2712797522544861,0.16105584800243378,0.6945362687110901,0.15658842027187347,0.2820442318916321,0.13595445454120636,0.16003715991973877,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.1462511420249939
",",0.3087472915649414,0.24060699343681335,0.27189624309539795,0.18616431951522827,0.39760664105415344,0.4933079481124878,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
produced,0.1393624097108841,0.2875058650970459,0.3326459228992462,0.15561862289905548,0.19831010699272156,0.22045251727104187,0.23701077699661255,0.2219395935535431,0.18961067497730255,0.12545296549797058,0.12907662987709045,0.1623450517654419
as,0.31749409437179565,0.2641415596008301,0.29986897110939026,0.17983488738536835,0.3251767158508301,0.48381632566452026,0.21643254160881042,0.26424798369407654,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
part,0.3476244807243347,0.24268841743469238,0.22346150875091553,0.16617967188358307,0.31841611862182617,0.527681291103363,0.15486203134059906,0.21203647553920746,0.452393114566803,0.19045589864253998,0.19576206803321838,0.08557961881160736
of,0.33290785551071167,0.22268271446228027,0.2342860847711563,0.18925178050994873,0.4249346852302551,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
series,0.17328087985515594,1.0000001192092896,0.3595673739910126,0.1435336321592331,0.20279763638973236,0.31376904249191284,0.1119956374168396,0.2539559602737427,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.1709602326154709
',0.3245812654495239,0.22980502247810364,0.20920433104038239,0.1494600772857666,0.20019984245300293,0.474788099527359,0.17963653802871704,0.27915048599243164,0.39136970043182373,0.2026606649160385,0.22534559667110443,0.330942302942276
50th,0.08142440766096115,0.1081300899386406,0.10224851220846176,0.0973779559135437,0.11018968373537064,0.19595111906528473,0.06230999901890755,0.097201406955719,0.11716882884502411,0.19160239398479462,0.009327351115643978,0.004919986240565777
anniversary,0.15616674721240997,0.2369382679462433,0.30546027421951294,0.13385212421417236,0.11344804614782333,0.29318708181381226,0.2306670993566513,0.19815655052661896,0.2393128126859665,0.17330653965473175,0.16220717132091522,0.1981802135705948
celebrations,0.1892576813697815,0.179985910654068,0.25824910402297974,0.1663707196712494,0.16479037702083588,0.30438849329948425,0.1557554006576538,0.2059873789548874,0.28678983449935913,0.09891873598098755,0.23617152869701385,0.18535248935222626
",",0.3087472915649414,0.24060699343681335,0.27189624309539795,0.18616431951522827,0.39760664105415344,0.4933079481124878,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
marked,0.20913204550743103,0.15302102267742157,0.2564103901386261,0.08040061593055725,0.22576399147510529,0.36085957288742065,0.25527557730674744,0.16652798652648926,0.3172365128993988,0.08557219058275223,0.1486900895833969,0.1466940939426422
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
first,0.28086137771606445,0.3264976441860199,0.2963907718658447,0.16617467999458313,0.23348960280418396,0.49448907375335693,0.27674391865730286,0.2650057077407837,0.3536086082458496,0.27244147658348083,0.39065709710121155,0.18701928853988647
time,0.36319252848625183,0.2359362095594406,0.2096555531024933,0.2065565437078476,0.2964353561401367,0.43061500787734985,0.2030428647994995,0.2723047733306885,0.35127586126327515,0.22827142477035522,0.36634087562561035,0.27391523122787476
big,0.2788069546222687,0.1839488297700882,0.2321292757987976,0.13763509690761566,0.10916395485401154,0.308749794960022,0.05193709209561348,0.16207988560199738,0.2513701021671295,0.1275855153799057,0.2366105318069458,0.20497842133045197
finish,0.21988750994205475,0.21782651543617249,0.20231182873249054,0.21032607555389404,0.17266243696212769,0.23846492171287537,0.11897095292806625,0.16828908026218414,0.13930197060108185,0.20019887387752533,0.20959937572479248,0.11681990325450897
created,0.20714101195335388,0.25338736176490784,0.2760995924472809,0.16340485215187073,0.18235871195793152,0.3539263904094696,0.2406570315361023,0.2228955179452896,0.32043445110321045,0.1847328394651413,0.25695955753326416,0.21177415549755096
stories,0.2844959497451782,0.36305397748947144,0.2915675938129425,0.20062699913978577,0.19101926684379578,0.2397296130657196,0.1630169004201889,0.2180623859167099,0.2577437460422516,0.20147667825222015,0.3021683990955353,0.20536305010318756
(,0.2411840260028839,0.21145714819431305,0.2362716943025589,0.10164801776409149,0.25806233286857605,0.33289089798927307,0.21540679037570953,0.2838994860649109,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.40561532974243164
in,0.30808621644973755,0.2914260923862457,0.2658694386482239,0.1817551702260971,0.4274188280105591,0.6662389636039734,0.19535814225673676,0.19599339365959167,0.5696388483047485,0.25567495822906494,0.2792111933231354,0.20430970191955566
this,0.5489566326141357,0.23312100768089294,0.2519071400165558,0.21960808336734772,0.3469814360141754,0.6274310946464539,0.24107570946216583,0.27579987049102783,0.45148900151252747,0.16758373379707336,0.3345087468624115,0.3155723512172699
case,0.30770957469940186,0.21239185333251953,0.15500806272029877,0.2106013149023056,0.19219538569450378,0.31022098660469055,0.23247870802879333,0.23534274101257324,0.24743439257144928,0.1958233118057251,0.2483663111925125,0.33232852816581726
audiobooks,0.27760592103004456,0.333904892206192,0.34272855520248413,0.18843916058540344,0.18884184956550598,0.2125837802886963,0.21691223978996277,0.33499300479888916,0.15957452356815338,0.20892153680324554,0.22547771036624908,0.23995740711688995
),0.26259949803352356,0.20434704422950745,0.20441238582134247,0.0938401073217392,0.2672361731529236,0.3456730246543884,0.22171202301979065,0.27895456552505493,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.42300865054130554
featuring,0.18412666022777557,0.25784483551979065,0.6700529456138611,0.14189252257347107,0.14762552082538605,0.21340800821781158,0.13998952507972717,0.32384514808654785,0.1792638599872589,0.1270301192998886,0.19577710330486298,0.24838131666183472
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctors,0.28694474697113037,0.1435336321592331,0.12192442268133163,1.0,0.17152954638004303,0.24499839544296265,0.13527481257915497,0.12168007344007492,0.18925178050994873,0.6945362687110901,0.34335678815841675,0.19305896759033203
from,0.2737620174884796,0.20279763638973236,0.2378813475370407,0.17152954638004303,1.0,0.40150508284568787,0.10490268468856812,0.22506564855575562,0.4249346852302551,0.15658842027187347,0.27839982509613037,0.19969791173934937
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
revived,0.1789238303899765,0.24519865214824677,0.2559550404548645,0.13164637982845306,0.22777017951011658,0.2936354875564575,0.4087350070476532,0.28049299120903015,0.24642160534858704,0.1418628692626953,0.19575545191764832,0.1299351006746292
show,0.29653704166412354,0.41789430379867554,0.3722992241382599,0.2387276291847229,0.2004580795764923,0.319829523563385,0.13791663944721222,0.2658119201660156,0.21383242309093475,0.2094513326883316,0.2095358669757843,0.2520138621330261
.,0.3567904531955719,0.3121925890445709,0.27540460228919983,0.1993139684200287,0.41536515951156616,0.5934505462646484,0.21657389402389526,0.2754054665565491,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
,what,series,featured,doctors,from,the,revised,version,of,doctor,who,?
along,0.22421957552433014,0.14483198523521423,0.29288753867149353,0.20114277303218842,0.279703289270401,0.39495137333869934,0.1325611174106598,0.16426174342632294,0.34889817237854004,0.20117047429084778,0.2523764669895172,0.17134909331798553
with,0.2464839518070221,0.17767351865768433,0.2371402531862259,0.21453820168972015,0.26272761821746826,0.4223487675189972,0.21975326538085938,0.2542000412940979,0.41827285289764404,0.17277967929840088,0.3282766342163086,0.2433311939239502
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
main,0.2344268560409546,0.2151961624622345,0.2925284504890442,0.11658399552106857,0.22770823538303375,0.38631999492645264,0.08472781628370285,0.1661939024925232,0.3177044689655304,0.16093844175338745,0.18417203426361084,0.1665669083595276
range,0.19613829255104065,0.1605021357536316,0.12841153144836426,0.07471080124378204,0.2519944906234741,0.2311336100101471,0.09817680716514587,0.1109107956290245,0.234999418258667,0.04843427613377571,0.1519712656736374,0.1204894632101059
",",0.3087472915649414,0.24060699343681335,0.27189624309539795,0.18616431951522827,0.39760664105415344,0.4933079481124878,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
