,how,much,weight,could,the,saturn,ib,send,into,space,with,this,amount,of,thrust,?
a,0.29312583804130554,0.2958075702190399,0.2418769896030426,0.3736826181411743,0.5829201340675354,0.20805643498897552,0.21355868875980377,0.2153356671333313,0.3461161255836487,0.20296213030815125,0.3783375024795532,0.5422310829162598,0.3439450263977051,0.5052502155303955,0.2908261716365814,0.23916715383529663
restartable,0.3158285319805145,0.2735491693019867,0.300426721572876,0.38963526487350464,0.34501853585243225,0.27838805317878723,0.22746975719928741,0.28167101740837097,0.26813971996307373,0.32055315375328064,0.30340340733528137,0.42054224014282227,0.3043949604034424,0.24799290299415588,0.30047738552093506,0.3082503080368042
version,0.21470944583415985,0.27927321195602417,0.17759564518928528,0.24337568879127502,0.27268242835998535,0.1825740784406662,0.10918260365724564,0.1440713256597519,0.14342673122882843,0.13222786784172058,0.2542000412940979,0.27579987049102783,0.22131726145744324,0.14166875183582306,0.18288441002368927,0.2573966085910797
of,0.2480744868516922,0.2671096920967102,0.1631830334663391,0.29043012857437134,0.733189046382904,0.19011574983596802,0.1537172794342041,0.22127455472946167,0.32255905866622925,0.21300287544727325,0.41827285289764404,0.45148900151252747,0.2541177570819855,1.0,0.17752546072006226,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.19469641149044037,0.35393214225769043,1.0,0.24189656972885132,0.14590691030025482,0.2581755518913269,0.39493247866630554,0.24495907127857208,0.4223487675189972,0.6274310946464539,0.3336862325668335,0.733189046382904,0.28476181626319885,0.22068053483963013
s-ivb,0.27194392681121826,0.2628885507583618,0.2600856125354767,0.262060284614563,0.3730037808418274,0.29092708230018616,0.30009785294532776,0.2473270148038864,0.2044854462146759,0.20485015213489532,0.20702223479747772,0.3497637212276459,0.2939890921115875,0.3328222632408142,0.23201808333396912,0.1708081215620041
was,0.16678167879581451,0.2580166161060333,0.11494074761867523,0.39896807074546814,0.48711544275283813,0.24932558834552765,0.12603223323822021,0.11789905279874802,0.2322220653295517,0.14677780866622925,0.27411898970603943,0.3638818562030792,0.18062427639961243,0.4069072902202606,0.18145988881587982,0.18412111699581146
used,0.34819337725639343,0.3209210932254791,0.24245426058769226,0.3978976011276245,0.3718377649784088,0.13609382510185242,0.14382220804691315,0.28857919573783875,0.21789848804473877,0.18470054864883423,0.3047430217266083,0.3996967375278473,0.27664682269096375,0.3075267970561981,0.2509884536266327,0.22430120408535004
as,0.33782753348350525,0.36514025926589966,0.18253348767757416,0.32771480083465576,0.48381632566452026,0.15707606077194214,0.14246046543121338,0.21457357704639435,0.24094121158123016,0.1954064816236496,0.40387406945228577,0.43993282318115234,0.19476667046546936,0.3886612355709076,0.13047778606414795,0.27043893933296204
the,0.33890387415885925,0.35023224353790283,0.19469641149044037,0.35393214225769043,1.0,0.24189656972885132,0.14590691030025482,0.2581755518913269,0.39493247866630554,0.24495907127857208,0.4223487675189972,0.6274310946464539,0.3336862325668335,0.733189046382904,0.28476181626319885,0.22068053483963013
third,0.14508451521396637,0.18641111254692078,0.08453879505395889,0.18891629576683044,0.4229298532009125,0.17948243021965027,0.13756151497364044,0.12543123960494995,0.16614145040512085,0.1163499504327774,0.25535592436790466,0.3156605660915375,0.11837919056415558,0.30602210760116577,0.14442558586597443,0.15394791960716248
stage,0.1827659159898758,0.20447398722171783,0.11061836779117584,0.14734719693660736,0.22652170062065125,0.18939214944839478,0.13966669142246246,0.05249015986919403,0.1644117832183838,0.10189281404018402,0.1076672300696373,0.19488343596458435,0.12009022384881973,0.1389172226190567,0.16727915406227112,0.14916576445102692
of,0.2480744868516922,0.2671096920967102,0.1631830334663391,0.29043012857437134,0.733189046382904,0.19011574983596802,0.1537172794342041,0.22127455472946167,0.32255905866622925,0.21300287544727325,0.41827285289764404,0.45148900151252747,0.2541177570819855,1.0,0.17752546072006226,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.19469641149044037,0.35393214225769043,1.0,0.24189656972885132,0.14590691030025482,0.2581755518913269,0.39493247866630554,0.24495907127857208,0.4223487675189972,0.6274310946464539,0.3336862325668335,0.733189046382904,0.28476181626319885,0.22068053483963013
saturn,0.1258738934993744,0.15977877378463745,0.15394192934036255,0.17870256304740906,0.24189656972885132,1.0,0.25456637144088745,0.22143831849098206,0.13052208721637726,0.2759999632835388,0.15670639276504517,0.24697645008563995,0.2129344344139099,0.19011574983596802,0.2821305990219116,0.1619711071252823
v.,0.07870125025510788,0.05672408640384674,-0.014474469237029552,0.02732696942985058,-0.028345759958028793,-0.003872098634019494,-0.06138862669467926,0.01213232520967722,-0.07305634766817093,0.009385607205331326,-0.03290359675884247,0.04859299585223198,0.02634936198592186,-0.02588406391441822,0.013968411833047867,0.13179227709770203
the,0.33890387415885925,0.35023224353790283,0.19469641149044037,0.35393214225769043,1.0,0.24189656972885132,0.14590691030025482,0.2581755518913269,0.39493247866630554,0.24495907127857208,0.4223487675189972,0.6274310946464539,0.3336862325668335,0.733189046382904,0.28476181626319885,0.22068053483963013
saturn,0.1258738934993744,0.15977877378463745,0.15394192934036255,0.17870256304740906,0.24189656972885132,1.0,0.25456637144088745,0.22143831849098206,0.13052208721637726,0.2759999632835388,0.15670639276504517,0.24697645008563995,0.2129344344139099,0.19011574983596802,0.2821305990219116,0.1619711071252823
ib,0.15913702547550201,0.1182614266872406,0.22659307718276978,0.1473028063774109,0.14590691030025482,0.25456637144088745,1.0,0.14372913539409637,0.11366188526153564,0.17248393595218658,0.15180453658103943,0.14211507141590118,0.09188428521156311,0.1537172794342041,0.24766913056373596,0.23230938613414764
could,0.47830453515052795,0.39719825983047485,0.24680978059768677,0.9999998807907104,0.35393214225769043,0.17870256304740906,0.1473028063774109,0.3249029815196991,0.2989432215690613,0.20742769539356232,0.32055896520614624,0.4042564332485199,0.3368902802467346,0.29043012857437134,0.25842854380607605,0.3411986827850342
send,0.29191675782203674,0.21643635630607605,0.11918113380670547,0.3249029815196991,0.2581755518913269,0.22143831849098206,0.14372913539409637,1.0000001192092896,0.26142972707748413,0.21346624195575714,0.2329832762479782,0.30416378378868103,0.23670156300067902,0.22127455472946167,0.16096138954162598,0.1784207671880722
over,0.31446483731269836,0.3711091876029968,0.18443547189235687,0.3118501901626587,0.39856547117233276,0.10847608000040054,0.2325177639722824,0.20815689861774445,0.372319757938385,0.16284048557281494,0.34885337948799133,0.3688461482524872,0.3027430474758148,0.36136594414711,0.3017728626728058,0.25742942094802856
"40,000",0.08398868143558502,0.06464225053787231,0.052002374082803726,0.055714353919029236,0.21362866461277008,0.1326030045747757,-0.018653810024261475,0.019571907818317413,0.09662805497646332,0.11178947240114212,0.09744581580162048,0.15600237250328064,0.11761963367462158,0.20713761448860168,-0.061701204627752304,0.262452632188797
pounds,0.2724916338920593,0.28722459077835083,0.508823037147522,0.26127976179122925,0.18430368602275848,0.12039061635732651,0.221128910779953,0.17479899525642395,0.1557627022266388,0.1454886794090271,0.18692977726459503,0.23441779613494873,0.35333436727523804,0.16210339963436127,0.29952114820480347,0.1807934194803238
(,0.1676948219537735,0.21788647770881653,0.16016703844070435,0.18447557091712952,0.33289089798927307,0.16996361315250397,0.17188982665538788,0.22480164468288422,0.1606949418783188,0.23673366010189056,0.29503780603408813,0.3388223350048065,0.1956038922071457,0.35032153129577637,0.16461241245269775,0.40561532974243164
"18,100",0.08644650876522064,0.11393658816814423,0.14948631823062897,0.1483435183763504,0.21016894280910492,0.11107001453638077,0.1298680156469345,0.06993643194437027,0.14060960710048676,0.07393331825733185,0.19901004433631897,0.16974158585071564,0.10564710944890976,0.2130550593137741,0.08403155207633972,0.1868671029806137
kg,0.14154522120952606,0.17589454352855682,0.5483795404434204,0.13350233435630798,0.14337459206581116,0.1705811321735382,0.28515055775642395,0.1303487867116928,0.07378283888101578,0.17047694325447083,0.12194111198186874,0.17382290959358215,0.26163506507873535,0.1790316253900528,0.29367125034332275,0.14374905824661255
),0.17939934134483337,0.22256317734718323,0.17326390743255615,0.19699417054653168,0.3456730246543884,0.18594779074192047,0.1824624389410019,0.21408022940158844,0.1600802093744278,0.24192531406879425,0.3069596290588379,0.3621573746204376,0.19204795360565186,0.3680361211299896,0.18580129742622375,0.42300865054130554
into,0.2303972691297531,0.24201840162277222,0.1420111358165741,0.2989432215690613,0.39493247866630554,0.13052208721637726,0.11366188526153564,0.26142972707748413,1.0,0.21390677988529205,0.2912435233592987,0.32724273204803467,0.2708504796028137,0.32255905866622925,0.24899907410144806,0.15662476420402527
low,0.24991987645626068,0.3446047902107239,0.22548872232437134,0.20762786269187927,0.2544175982475281,0.1439170241355896,0.1640268713235855,0.2054169923067093,0.2090941220521927,0.18392392992973328,0.2028178721666336,0.29596036672592163,0.3268926441669464,0.27171993255615234,0.262245774269104,0.10658930987119675
earth,0.2756480276584625,0.23964592814445496,0.19863981008529663,0.21314898133277893,0.2801888585090637,0.38226228952407837,0.1888345330953598,0.1788845956325531,0.1798887848854065,0.3202928602695465,0.21692633628845215,0.2956106662750244,0.24613416194915771,0.2329314798116684,0.2947893738746643,0.17717236280441284
