,what,century,was,newcastle,'s,port,developed,in,?
the,0.42745697498321533,0.3617299497127533,0.48711544275283813,0.2253497689962387,-0.01540423184633255,0.2648184895515442,0.24490751326084137,0.6662389636039734,0.22068053483963013
port,0.1327695995569229,0.21601252257823944,0.22027286887168884,0.2810113728046417,-0.003070170758292079,1.0,0.1204678863286972,0.20519298315048218,0.06519711017608643
developed,0.15555569529533386,0.33233582973480225,0.3253139555454254,0.14132197201251984,0.04590931162238121,0.1204678863286972,1.0000001192092896,0.2498214840888977,0.10763012617826462
in,0.30808621644973755,0.3174034655094147,0.45514053106307983,0.19270820915699005,-0.037580832839012146,0.20519298315048218,0.2498214840888977,1.0,0.20430970191955566
the,0.42745697498321533,0.3617299497127533,0.48711544275283813,0.2253497689962387,-0.01540423184633255,0.2648184895515442,0.24490751326084137,0.6662389636039734,0.22068053483963013
16th,0.08221480250358582,0.22404831647872925,0.23553764820098877,0.13582229614257812,0.11839229613542557,0.08464503288269043,0.05604865774512291,0.1515994518995285,0.06695828586816788
century,0.20422613620758057,1.0,0.3521432876586914,0.17024719715118408,-0.0005286295781843364,0.21601252257823944,0.33233582973480225,0.3174034655094147,0.1026201918721199
and,0.31309178471565247,0.2726690471172333,0.3740963041782379,0.20204751193523407,0.06895173341035843,0.21930254995822906,0.25542938709259033,0.4954058527946472,0.20544172823429108
",",0.3087472915649414,0.24487493932247162,0.45456063747406006,0.251589834690094,-0.0016132977325469255,0.26668232679367065,0.24565434455871582,0.5201468467712402,0.31091248989105225
along,0.22421957552433014,0.10333268344402313,0.24175575375556946,0.129317969083786,-0.05784126743674278,0.18385609984397888,0.16121245920658112,0.3603311777114868,0.17134909331798553
with,0.2464839518070221,0.1467021107673645,0.27411898970603943,0.1710812896490097,-0.04624466598033905,0.15417149662971497,0.257305771112442,0.4080928862094879,0.2433311939239502
the,0.42745697498321533,0.3617299497127533,0.48711544275283813,0.2253497689962387,-0.01540423184633255,0.2648184895515442,0.24490751326084137,0.6662389636039734,0.22068053483963013
shipyards,0.10996319353580475,0.28894591331481934,0.3250926733016968,0.3814181089401245,-0.013482293114066124,0.4468469023704529,0.20046116411685944,0.28740450739860535,0.07631432265043259
lower,0.20079238712787628,0.19078531861305237,0.1138346716761589,0.1356305629014969,0.08257514238357544,0.07644980400800705,0.1683838963508606,0.27455443143844604,0.08471795171499252
down,0.26226112246513367,0.2034510374069214,0.19277216494083405,0.12665027379989624,-0.0948290154337883,0.14020909368991852,0.12029990553855896,0.2321847528219223,0.13836295902729034
the,0.42745697498321533,0.3617299497127533,0.48711544275283813,0.2253497689962387,-0.01540423184633255,0.2648184895515442,0.24490751326084137,0.6662389636039734,0.22068053483963013
river,0.13815869390964508,0.19776281714439392,0.15785206854343414,0.22174765169620514,-0.03599277883768082,0.31388694047927856,0.06898820400238037,0.2149806171655655,0.15390869975090027
tyne,0.14296641945838928,0.1505732238292694,0.2610088884830475,0.6070957183837891,0.01980343833565712,0.22304584085941315,0.1543181985616684,0.20370638370513916,0.07377036660909653
",",0.3087472915649414,0.24487493932247162,0.45456063747406006,0.251589834690094,-0.0016132977325469255,0.26668232679367065,0.24565434455871582,0.5201468467712402,0.31091248989105225
was,0.22111038863658905,0.3521432876586914,1.0000001192092896,0.25710436701774597,0.008974763564765453,0.22027286887168884,0.3253139555454254,0.45514053106307983,0.18412111699581146
amongst,0.20627230405807495,0.20237396657466888,0.15412168204784393,0.11114079505205154,-0.023191340267658234,0.08515290915966034,0.2449038177728653,0.30727991461753845,0.16806721687316895
the,0.42745697498321533,0.3617299497127533,0.48711544275283813,0.2253497689962387,-0.01540423184633255,0.2648184895515442,0.24490751326084137,0.6662389636039734,0.22068053483963013
world,0.21669597923755646,0.2372988611459732,0.3097524344921112,0.1675499528646469,0.11877062171697617,0.11644814908504486,0.23664195835590363,0.3038199245929718,0.17579582333564758
's,0.02692362666130066,-0.0005286295781843364,0.008974763564765453,-0.017262522131204605,0.9999999403953552,-0.003070170758292079,0.04590931162238121,-0.037580832839012146,-0.023395681753754616
largest,0.13463157415390015,0.24630793929100037,0.2198711782693863,0.17620566487312317,-0.02050611935555935,0.216330423951149,0.15380407869815826,0.3017216920852661,0.12401245534420013
shipbuilding,0.18820497393608093,0.3117765486240387,0.29551875591278076,0.33717235922813416,-0.0032450042199343443,0.40420183539390564,0.273846834897995,0.3171049952507019,0.10001028329133987
and,0.31309178471565247,0.2726690471172333,0.3740963041782379,0.20204751193523407,0.06895173341035843,0.21930254995822906,0.25542938709259033,0.4954058527946472,0.20544172823429108
ship-repairing,0.27208051085472107,0.23677228391170502,0.27200451493263245,0.31151464581489563,-0.09111742675304413,0.32009974122047424,0.24343718588352203,0.3153963088989258,0.13692525029182434
centres,0.1298195868730545,0.2876512408256531,0.17077842354774475,0.2375919222831726,0.051496751606464386,0.26199832558631897,0.20220984518527985,0.2435951828956604,0.07723820209503174
.,0.3567904531955719,0.27413639426231384,0.40146201848983765,0.2714749276638031,-0.003708066651597619,0.22629979252815247,0.2569568455219269,0.5591574311256409,0.4130953550338745
