,what,is,the,full,official,city,name,of,warsaw,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2988807260990143,0.3133983910083771,0.35769423842430115,0.3171212375164032,0.733189046382904,0.23137180507183075,0.22068053483963013
official,0.18967986106872559,0.21236078441143036,0.3133983910083771,0.19763025641441345,1.0,0.2381451278924942,0.2171209156513214,0.2864961326122284,0.09282933920621872,0.18097688257694244
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.09111567586660385,0.2381451278924942,1.0,0.22892655432224274,0.32503411173820496,0.25006377696990967,0.13423943519592285
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,0.2631998658180237,0.2171209156513214,0.22892655432224274,1.0,0.24075818061828613,0.07886209338903427,0.15381577610969543
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.20023053884506226,0.25180214643478394,0.3911624252796173,0.2459065467119217,0.5696388483047485,0.22642600536346436,0.20430970191955566
full,0.20298334956169128,0.18005375564098358,0.2988807260990143,1.0,0.19763025641441345,0.09111567586660385,0.2631998658180237,0.3238043189048767,0.12134358286857605,0.168479785323143
is,0.28837618231773376,1.0,0.5823672413825989,0.18005375564098358,0.21236078441143036,0.3186660706996918,0.3359788954257965,0.4854315221309662,0.09741193056106567,0.22961433231830597
miasto,0.20286117494106293,0.22381168603897095,0.24114921689033508,0.17407388985157013,0.22117365896701813,0.27365824580192566,0.23979096114635468,0.2927193343639374,0.3189609944820404,0.19960489869117737
stołeczne,0.2787594795227051,0.36883121728897095,0.3458743393421173,0.22772857546806335,0.17686700820922852,0.21222499012947083,0.2268534004688263,0.3579951226711273,0.2590348720550537,0.25161030888557434
warszawa,0.10578237473964691,0.14272388815879822,0.20702846348285675,0.14837363362312317,0.16630086302757263,0.24860961735248566,0.16953648626804352,0.19571930170059204,0.5773555040359497,0.16275280714035034
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1530357152223587,0.20883582532405853,0.19590984284877777,0.2706909477710724,0.35032153129577637,0.1835584193468094,0.40561532974243164
english,0.25060737133026123,0.24613474309444427,0.23982001841068268,0.15470848977565765,0.2640875577926636,0.1934635192155838,0.27055349946022034,0.17198967933654785,0.10915514826774597,0.23251567780971527
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.07906080037355423,-0.031326934695243835,-0.06421580910682678,-0.0774015560746193,-0.08807745575904846,0.07365122437477112,-0.07156077772378922
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.01934840716421604,-0.07170416414737701,-0.009671642445027828,0.1001104861497879,0.06780257821083069,0.12440727651119232,0.0685480609536171
the,0.42745697498321533,0.5823672413825989,1.0,0.2988807260990143,0.3133983910083771,0.35769423842430115,0.3171212375164032,0.733189046382904,0.23137180507183075,0.22068053483963013
capital,0.17967931926250458,0.2849797308444977,0.3049491047859192,0.05552760511636734,0.1952010840177536,0.5637158751487732,0.19736909866333008,0.30823585391044617,0.15139155089855194,0.0907452180981636
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.09111567586660385,0.2381451278924942,1.0,0.22892655432224274,0.32503411173820496,0.25006377696990967,0.13423943519592285
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3238043189048767,0.2864961326122284,0.32503411173820496,0.24075818061828613,1.0,0.19253842532634735,0.1826142966747284
warsaw,0.10373849421739578,0.09741193056106567,0.23137180507183075,0.12134358286857605,0.09282933920621872,0.25006377696990967,0.07886209338903427,0.19253842532634735,1.0,0.09769917279481888
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.0077558355405926704,-0.08154091984033585,0.08278307318687439,0.003883055876940489,0.13035868108272552,-0.05188906192779541,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.16275009512901306,0.2148369550704956,0.2113075703382492,0.2638341188430786,0.3680361211299896,0.19817118346691132,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23337839543819427,0.2367454320192337,0.29856356978416443,0.24737101793289185,0.5352458953857422,0.26825499534606934,0.4130953550338745
