,what,is,the,vast,disparities,in,wealth,attributed,to,by,socialists,?
socialists,0.27393391728401184,0.14094442129135132,0.2460591197013855,0.21718861162662506,0.43586936593055725,0.19073569774627686,0.3115237355232239,0.18844199180603027,0.2196017950773239,0.21940681338310242,0.9999998807907104,0.1783614307641983
attribute,0.32497695088386536,0.20073039829730988,0.20785148441791534,0.11014851182699203,0.31475189328193665,0.12301790714263916,0.20243936777114868,0.7683476805686951,0.2883511781692505,0.22101859748363495,0.20545978844165802,0.3005339205265045
the,0.42745697498321533,0.5823672413825989,1.0,0.28638118505477905,0.3086199462413788,0.6662389636039734,0.24999672174453735,0.21220806241035461,0.535392165184021,0.4408751428127289,0.2460591197013855,0.22068053483963013
vast,0.23471814393997192,0.2100648730993271,0.28638118505477905,1.0,0.3519386053085327,0.24572928249835968,0.2988802194595337,0.1911102682352066,0.25245171785354614,0.26657533645629883,0.21718861162662506,0.12112510949373245
disparities,0.36671045422554016,0.2413650006055832,0.3086199462413788,0.3519386053085327,1.0,0.24803519248962402,0.40862563252449036,0.31329047679901123,0.35580894351005554,0.2233363389968872,0.43586936593055725,0.24453845620155334
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24572928249835968,0.24803519248962402,1.0,0.1835664063692093,0.1462014615535736,0.45010748505592346,0.370934396982193,0.19073569774627686,0.20430970191955566
wealth,0.2415573000907898,0.19482117891311646,0.24999672174453735,0.2988802194595337,0.40862563252449036,0.1835664063692093,0.9999998807907104,0.20942172408103943,0.30562296509742737,0.1584445983171463,0.3115237355232239,0.1624586433172226
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.25245171785354614,0.35580894351005554,0.45010748505592346,0.30562296509742737,0.1937648355960846,1.0,0.33534231781959534,0.2196017950773239,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.28638118505477905,0.3086199462413788,0.6662389636039734,0.24999672174453735,0.21220806241035461,0.535392165184021,0.4408751428127289,0.2460591197013855,0.22068053483963013
private,0.16778090596199036,0.1420905888080597,0.18291357159614563,0.1527802050113678,0.30137893557548523,0.21135757863521576,0.3056280016899109,0.10293056815862656,0.18892748653888702,0.18554414808750153,0.24979530274868011,0.14389030635356903
ownership,0.2581227421760559,0.22822703421115875,0.261578768491745,0.3213624060153961,0.32026398181915283,0.22562521696090698,0.3493177592754364,0.1474432349205017,0.2847251296043396,0.2687806189060211,0.2803434133529663,0.19719240069389343
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.28792089223861694,0.31611835956573486,0.5696388483047485,0.27235376834869385,0.2709019184112549,0.41548454761505127,0.3646814823150635,0.22956755757331848,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.28638118505477905,0.3086199462413788,0.6662389636039734,0.24999672174453735,0.21220806241035461,0.535392165184021,0.4408751428127289,0.2460591197013855,0.22068053483963013
means,0.2553325295448303,0.4087343215942383,0.32225894927978516,0.20128467679023743,0.24158912897109985,0.1979396492242813,0.16219159960746765,0.15817758440971375,0.2301892638206482,0.16834649443626404,0.19573315978050232,0.21233566105365753
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.28792089223861694,0.31611835956573486,0.5696388483047485,0.27235376834869385,0.2709019184112549,0.41548454761505127,0.3646814823150635,0.22956755757331848,0.1826142966747284
production,0.16636081039905548,0.19756923615932465,0.2657334506511688,0.16402801871299744,0.2013581395149231,0.22079120576381683,0.2379963994026184,0.1351538747549057,0.2144220918416977,0.24570661783218384,0.09793578088283539,0.19318072497844696
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.26657533645629883,0.2233363389968872,0.370934396982193,0.1584445983171463,0.3223225772380829,0.33534231781959534,1.0000001192092896,0.21940681338310242,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1758710741996765,0.25679895281791687,0.539380669593811,0.20101723074913025,0.17105847597122192,0.45503583550453186,0.32094135880470276,0.16789919137954712,0.23916715383529663
class,0.16880196332931519,0.1275252103805542,0.18034407496452332,0.08901892602443695,0.20223015546798706,0.1761927455663681,0.17521880567073822,0.15872009098529816,0.18696844577789307,0.12142201513051987,0.16591058671474457,0.12778934836387634
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.28792089223861694,0.31611835956573486,0.5696388483047485,0.27235376834869385,0.2709019184112549,0.41548454761505127,0.3646814823150635,0.22956755757331848,0.1826142966747284
owners,0.20311963558197021,0.21077795326709747,0.23230907320976257,0.19669756293296814,0.29143357276916504,0.21173186600208282,0.2635119557380676,0.06717386841773987,0.3001708984375,0.2390284389257431,0.32548788189888,0.15586642920970917
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26677265763282776,0.28689268231391907,0.5201468467712402,0.22482609748840332,0.23475953936576843,0.44245919585227966,0.3680937886238098,0.24083997309207916,0.31091248989105225
creating,0.28780505061149597,0.2656192183494568,0.286904513835907,0.22208541631698608,0.2714100480079651,0.20338892936706543,0.2205425500869751,0.15358470380306244,0.31553950905799866,0.24793528020381927,0.15246371924877167,0.2842518985271454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1758710741996765,0.25679895281791687,0.539380669593811,0.20101723074913025,0.17105847597122192,0.45503583550453186,0.32094135880470276,0.16789919137954712,0.23916715383529663
situation,0.4481324255466461,0.2855897843837738,0.29657405614852905,0.24044698476791382,0.4039310812950134,0.2606582045555115,0.25188302993774414,0.1915147751569748,0.3826505243778229,0.20389829576015472,0.26243120431900024,0.2714049518108368
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.2667447626590729,0.2809237539768219,0.5344807505607605,0.19527192413806915,0.1441899538040161,0.47735077142715454,0.2641284465789795,0.13193285465240479,0.24793872237205505
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1758710741996765,0.25679895281791687,0.539380669593811,0.20101723074913025,0.17105847597122192,0.45503583550453186,0.32094135880470276,0.16789919137954712,0.23916715383529663
small,0.2504110634326935,0.32085540890693665,0.39655908942222595,0.3408377170562744,0.2560446560382843,0.3722202181816101,0.1361168771982193,0.10605742782354355,0.3054737150669098,0.19286847114562988,0.15146146714687347,0.13914890587329865
portion,0.287394255399704,0.317487508058548,0.42017096281051636,0.41567516326904297,0.29959675669670105,0.2811550498008728,0.24058370292186737,0.1393967866897583,0.3284904956817627,0.2383880317211151,0.07691404968500137,0.11719609797000885
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.28792089223861694,0.31611835956573486,0.5696388483047485,0.27235376834869385,0.2709019184112549,0.41548454761505127,0.3646814823150635,0.22956755757331848,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.28638118505477905,0.3086199462413788,0.6662389636039734,0.24999672174453735,0.21220806241035461,0.535392165184021,0.4408751428127289,0.2460591197013855,0.22068053483963013
population,0.2000674307346344,0.2727566361427307,0.32044094800949097,0.23622781038284302,0.2984311580657959,0.3268454372882843,0.259223073720932,0.10619392991065979,0.19776633381843567,0.17143253982067108,0.2381269335746765,0.14449454843997955
lives,0.19772474467754364,0.3232544958591461,0.24881523847579956,0.24387559294700623,0.21242158114910126,0.3182811737060547,0.24964174628257751,0.14575308561325073,0.24778319895267487,0.07278885692358017,0.20500782132148743,0.15810374915599823
off,0.2350364625453949,0.20147104561328888,0.2773582935333252,0.19415834546089172,0.17882615327835083,0.25627145171165466,0.10836184769868851,0.010734835639595985,0.3533020317554474,0.28998351097106934,0.09012392163276672,0.12937544286251068
unearned,0.2546524405479431,0.15327724814414978,0.2675676643848419,0.2396470606327057,0.32042741775512695,0.33021509647369385,0.36180761456489563,0.3249432444572449,0.27206316590309143,0.21638892590999603,0.21884074807167053,0.2534394860267639
property,0.24978817999362946,0.1944577693939209,0.2061677873134613,0.21145512163639069,0.32633620500564575,0.19798405468463898,0.37547537684440613,0.18438395857810974,0.26292115449905396,0.1791124939918518,0.22479993104934692,0.16865147650241852
income,0.21837803721427917,0.14559021592140198,0.23699946701526642,0.24439091980457306,0.3443276882171631,0.1795814335346222,0.46220239996910095,0.19990859925746918,0.27188464999198914,0.17474129796028137,0.23897360265254974,0.14935168623924255
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.26657533645629883,0.2233363389968872,0.370934396982193,0.1584445983171463,0.3223225772380829,0.33534231781959534,1.0000001192092896,0.21940681338310242,0.17966607213020325
virtue,0.21740642189979553,0.20900632441043854,0.18091565370559692,0.24192658066749573,0.3033173382282257,0.1818474382162094,0.37155652046203613,0.23486503958702087,0.18482764065265656,0.17422901093959808,0.32989054918289185,0.1632612943649292
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.28792089223861694,0.31611835956573486,0.5696388483047485,0.27235376834869385,0.2709019184112549,0.41548454761505127,0.3646814823150635,0.22956755757331848,0.1826142966747284
ownership,0.2581227421760559,0.22822703421115875,0.261578768491745,0.3213624060153961,0.32026398181915283,0.22562521696090698,0.3493177592754364,0.1474432349205017,0.2847251296043396,0.2687806189060211,0.2803434133529663,0.19719240069389343
titles,0.1285797506570816,0.15148578584194183,0.28764477372169495,0.12908460199832916,0.2039848417043686,0.21707631647586823,0.2046322524547577,0.17116421461105347,0.24865800142288208,0.18104544281959534,0.21502086520195007,0.19587254524230957
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24572928249835968,0.24803519248962402,1.0,0.1835664063692093,0.1462014615535736,0.45010748505592346,0.370934396982193,0.19073569774627686,0.20430970191955566
capital,0.17967931926250458,0.2849797308444977,0.3049491047859192,0.09950759261846542,0.19049756228923798,0.3233928978443146,0.2671343684196472,0.07134464383125305,0.1844596415758133,0.1853148639202118,0.25006040930747986,0.0907452180981636
equipment,0.21531300246715546,0.15240977704524994,0.22635069489479065,0.21559728682041168,0.23989740014076233,0.1740107387304306,0.16579283773899078,0.12155098468065262,0.21870006620883942,0.19691988825798035,0.13065840303897858,0.0920877456665039
