,what,may,have,caused,rainforests,to,grow,across,south,america,?
following,0.2506418824195862,0.2204643338918686,0.25506630539894104,0.24484312534332275,0.12275470793247223,0.31711265444755554,0.07555656880140305,0.1555611938238144,0.13130585849285126,0.10268813371658325,0.1555173695087433
the,0.42745697498321533,0.2694292366504669,0.40389683842658997,0.24990202486515045,0.2820507287979126,0.535392165184021,0.2652076482772827,0.3816230297088623,0.3129390776157379,0.37090015411376953,0.22068053483963013
cretaceous–paleogene,0.30254629254341125,0.2545587122440338,0.3286634385585785,0.2756965756416321,0.43554696440696716,0.2186785787343979,0.2874540388584137,0.22639772295951843,0.282969206571579,0.31848233938217163,0.20868074893951416
extinction,0.2586557865142822,0.21995984017848969,0.2628747522830963,0.33550915122032166,0.3664199709892273,0.20060859620571136,0.19926142692565918,0.1113554835319519,0.19005292654037476,0.2049279659986496,0.17184245586395264
event,0.26981404423713684,0.21385762095451355,0.23173485696315765,0.29243823885917664,0.19333474338054657,0.2585321366786957,0.12212397903203964,0.1982082575559616,0.1445276290178299,0.16677771508693695,0.16076280176639557
",",0.3087472915649414,0.5007920861244202,0.3541618287563324,0.2600580155849457,0.2829539477825165,0.44245919585227966,0.2585790455341339,0.22515052556991577,0.3256652057170868,0.253568559885025,0.31091248989105225
the,0.42745697498321533,0.2694292366504669,0.40389683842658997,0.24990202486515045,0.2820507287979126,0.535392165184021,0.2652076482772827,0.3816230297088623,0.3129390776157379,0.37090015411376953,0.22068053483963013
extinction,0.2586557865142822,0.21995984017848969,0.2628747522830963,0.33550915122032166,0.3664199709892273,0.20060859620571136,0.19926142692565918,0.1113554835319519,0.19005292654037476,0.2049279659986496,0.17184245586395264
of,0.33290785551071167,0.26447007060050964,0.3802283704280853,0.29665443301200867,0.25672608613967896,0.41548454761505127,0.2535724341869354,0.2936134934425354,0.33382371068000793,0.28803038597106934,0.1826142966747284
the,0.42745697498321533,0.2694292366504669,0.40389683842658997,0.24990202486515045,0.2820507287979126,0.535392165184021,0.2652076482772827,0.3816230297088623,0.3129390776157379,0.37090015411376953,0.22068053483963013
dinosaurs,0.24707119166851044,0.1801387369632721,0.28987616300582886,0.18876008689403534,0.3519224226474762,0.1482633650302887,0.23511795699596405,0.11408637464046478,0.22857755422592163,0.25783324241638184,0.17711585760116577
and,0.31309178471565247,0.34598252177238464,0.4711785912513733,0.2892237603664398,0.2924107611179352,0.48971283435821533,0.3117977976799011,0.3308866024017334,0.3140619993209839,0.2647855281829834,0.20544172823429108
the,0.42745697498321533,0.2694292366504669,0.40389683842658997,0.24990202486515045,0.2820507287979126,0.535392165184021,0.2652076482772827,0.3816230297088623,0.3129390776157379,0.37090015411376953,0.22068053483963013
wetter,0.172394260764122,0.20977164804935455,0.21436472237110138,0.22760151326656342,0.4649185538291931,0.18424677848815918,0.3216092586517334,0.28236934542655945,0.3712197542190552,0.2155001312494278,0.14166587591171265
climate,0.2854173183441162,0.138997420668602,0.2120167762041092,0.24975024163722992,0.48363152146339417,0.3023298978805542,0.29406750202178955,0.16103634238243103,0.24848546087741852,0.17762687802314758,0.19998492300510406
may,0.25739946961402893,0.9999998807907104,0.35194188356399536,0.2750105857849121,0.12244873493909836,0.391582727432251,0.19296382367610931,0.12086745351552963,0.12898966670036316,0.13337063789367676,0.2768254578113556
have,0.39808809757232666,0.35194188356399536,0.9999999403953552,0.3129173517227173,0.3322288393974304,0.4544740617275238,0.37363195419311523,0.26921841502189636,0.15469403564929962,0.21805447340011597,0.32991164922714233
allowed,0.2693612575531006,0.30221495032310486,0.34924131631851196,0.31485462188720703,0.12356596440076828,0.42967355251312256,0.1644895374774933,0.19522929191589355,0.12177880853414536,0.14575186371803284,0.2309964895248413
the,0.42745697498321533,0.2694292366504669,0.40389683842658997,0.24990202486515045,0.2820507287979126,0.535392165184021,0.2652076482772827,0.3816230297088623,0.3129390776157379,0.37090015411376953,0.22068053483963013
tropical,0.204971045255661,0.16640149056911469,0.23852360248565674,0.28876128792762756,0.47580045461654663,0.19421429932117462,0.36124807596206665,0.19601592421531677,0.24402360618114471,0.2820313274860382,0.16629411280155182
rainforest,0.22127854824066162,0.0928340032696724,0.29352760314941406,0.2313433289527893,0.9502372741699219,0.23412610590457916,0.3646980822086334,0.2698415219783783,0.3335019052028656,0.28362059593200684,0.1917492002248764
to,0.455847829580307,0.391582727432251,0.4544740617275238,0.2414499819278717,0.2547144293785095,1.0,0.3296493887901306,0.36818596720695496,0.25657615065574646,0.2636699676513672,0.29463258385658264
spread,0.22287604212760925,0.16676124930381775,0.27420684695243835,0.36363136768341064,0.2450839728116989,0.2748686373233795,0.39631158113479614,0.41741684079170227,0.18901479244232178,0.25294357538223267,0.16482828557491302
out,0.3633197546005249,0.20134450495243073,0.3612789809703827,0.255919873714447,0.1499311774969101,0.42386990785598755,0.2561456263065338,0.39612263441085815,0.192146897315979,0.2317066341638565,0.22020699083805084
across,0.24809791147708893,0.12086745351552963,0.26921841502189636,0.29350802302360535,0.3092367649078369,0.36818596720695496,0.2287803441286087,1.0,0.33147987723350525,0.31821295619010925,0.17034576833248138
the,0.42745697498321533,0.2694292366504669,0.40389683842658997,0.24990202486515045,0.2820507287979126,0.535392165184021,0.2652076482772827,0.3816230297088623,0.3129390776157379,0.37090015411376953,0.22068053483963013
continent,0.23903432488441467,0.17595519125461578,0.24655956029891968,0.19481216371059418,0.3777148127555847,0.21310271322727203,0.20221653580665588,0.3579186499118805,0.3711594343185425,0.4555659592151642,0.17592057585716248
.,0.3567904531955719,0.35826805233955383,0.41614407300949097,0.2413787543773651,0.25197991728782654,0.4645031690597534,0.30482572317123413,0.26410314440727234,0.2798699140548706,0.29180291295051575,0.4130953550338745
