,when,do,cash,flow,problems,exist,?
cash,0.2519286870956421,0.12298762053251266,0.9999999403953552,0.2361118644475937,0.1429869830608368,0.08837798237800598,0.19009602069854736
flow,0.19531626999378204,0.2006714940071106,0.2361118644475937,0.9999999403953552,0.23120525479316711,0.19919472932815552,0.10458291321992874
problems,0.35367631912231445,0.3000752329826355,0.1429869830608368,0.23120525479316711,1.0,0.2678762674331665,0.2638136148452759
exist,0.21716834604740143,0.3994499742984772,0.08837798237800598,0.19919472932815552,0.2678762674331665,0.9999999403953552,0.28923845291137695
when,0.9999999403953552,0.28572237491607666,0.2519286870956421,0.19531626999378204,0.35367631912231445,0.21716834604740143,0.22841128706932068
the,0.5091903209686279,0.30239659547805786,0.20180898904800415,0.314039409160614,0.2659202516078949,0.3024537265300751,0.22068053483963013
present,0.20709340274333954,0.13416007161140442,0.09116814285516739,0.16181175410747528,0.1049773097038269,0.18985097110271454,0.21759982407093048
amount,0.33989670872688293,0.23061631619930267,0.38418757915496826,0.33463549613952637,0.24342669546604156,0.19610735774040222,0.17984020709991455
of,0.3757161796092987,0.26150479912757874,0.12202408164739609,0.2407451719045639,0.2450421154499054,0.28013259172439575,0.1826142966747284
funding,0.20840217173099518,0.19519318640232086,0.31716489791870117,0.22779694199562073,0.2568930387496948,0.15302181243896484,0.1842934638261795
can,0.39191514253616333,0.45775556564331055,0.16906031966209412,0.2780390679836273,0.326987624168396,0.3189353048801422,0.3226337134838104
not,0.4799930453300476,0.6619802713394165,0.1909290999174118,0.21227192878723145,0.3441416919231415,0.4296533465385437,0.41942933201789856
cover,0.17469893395900726,0.20163749158382416,0.27139851450920105,0.23247715830802917,0.18594178557395935,0.20703716576099396,0.18414615094661713
the,0.5091903209686279,0.30239659547805786,0.20180898904800415,0.314039409160614,0.2659202516078949,0.3024537265300751,0.22068053483963013
current,0.23252347111701965,0.20353420078754425,0.1529083102941513,0.2894294559955597,0.134680837392807,0.19689907133579254,0.12074550241231918
costs,0.21439620852470398,0.20183351635932922,0.3678062856197357,0.18189238011837006,0.31853750348091125,0.11112715303897858,0.19150719046592712
for,0.43402108550071716,0.29510271549224854,0.2626926004886627,0.1708725541830063,0.27039530873298645,0.23112118244171143,0.264628142118454
labour,0.1308453381061554,0.10816111415624619,0.11853164434432983,0.08009405434131622,0.21641676127910614,0.10515879839658737,0.15689024329185486
and,0.4716290831565857,0.276123583316803,0.2646300196647644,0.2773895561695099,0.285793662071228,0.2538236081600189,0.20544172823429108
materials,0.2447008192539215,0.20214726030826569,0.156638965010643,0.325188547372818,0.24867574870586395,0.19251033663749695,0.1301651895046234
",",0.36674630641937256,0.3283645510673523,0.2564946413040161,0.23027558624744415,0.2596952021121979,0.2977049946784973,0.31091248989105225
and,0.4716290831565857,0.276123583316803,0.2646300196647644,0.2773895561695099,0.285793662071228,0.2538236081600189,0.20544172823429108
because,0.6114379167556763,0.39530807733535767,0.20312802493572235,0.2356083244085312,0.41531071066856384,0.3196401000022888,0.2528740465641022
they,0.5090266466140747,0.4667694866657257,0.25139856338500977,0.21838334202766418,0.3100776970386505,0.3090543746948242,0.2753053903579712
are,0.29873907566070557,0.41111594438552856,0.18309243023395538,0.22352072596549988,0.2565869987010956,0.4066506326198578,0.24591213464736938
a,0.44397395849227905,0.26237669587135315,0.16808761656284332,0.21422207355499268,0.21523453295230865,0.20179782807826996,0.23916715383529663
matter,0.3388529121875763,0.29229918122291565,0.17274677753448486,0.26579388976097107,0.2697775959968567,0.38356131315231323,0.269619345664978
of,0.3757161796092987,0.26150479912757874,0.12202408164739609,0.2407451719045639,0.2450421154499054,0.28013259172439575,0.1826142966747284
having,0.4296937882900238,0.3518594801425934,0.1598961502313614,0.15087655186653137,0.3877001106739044,0.2689768373966217,0.22418256103992462
sufficient,0.283358097076416,0.33676671981811523,0.20239198207855225,0.26132482290267944,0.3145450949668884,0.3755301237106323,0.2950035035610199
funds,0.20126473903656006,0.17185050249099731,0.40757736563682556,0.18745867908000946,0.24600477516651154,0.13206851482391357,0.12731410562992096
at,0.38876327872276306,0.1511090099811554,0.08789627254009247,0.11778592318296432,0.22145189344882965,0.18357796967029572,0.21978627145290375
a,0.44397395849227905,0.26237669587135315,0.16808761656284332,0.21422207355499268,0.21523453295230865,0.20179782807826996,0.23916715383529663
specific,0.2782887816429138,0.30611661076545715,0.20345844328403473,0.20299126207828522,0.22581808269023895,0.30154260993003845,0.30923372507095337
time,0.4363728165626526,0.27283716201782227,0.2532119154930115,0.17181266844272614,0.2643886208534241,0.20869114995002747,0.27391523122787476
",",0.36674630641937256,0.3283645510673523,0.2564946413040161,0.23027558624744415,0.2596952021121979,0.2977049946784973,0.31091248989105225
can,0.39191514253616333,0.45775556564331055,0.16906031966209412,0.2780390679836273,0.326987624168396,0.3189353048801422,0.3226337134838104
arise,0.206645667552948,0.3088722825050354,0.1386571228504181,0.2485782504081726,0.32188093662261963,0.2764342725276947,0.2458506077528
even,0.5135882496833801,0.4404686391353607,0.23090942203998566,0.1962272822856903,0.3299194276332855,0.467116117477417,0.30082517862319946
when,0.9999999403953552,0.28572237491607666,0.2519286870956421,0.19531626999378204,0.35367631912231445,0.21716834604740143,0.22841128706932068
