,what,is,the,alpine,valley,that,the,rhine,flows,through,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.20262263715267181,0.18660639226436615,0.6909449696540833,0.6274310946464539,0.16867555677890778,0.2018253654241562,0.33597511053085327,0.3155723512172699
section,0.28602200746536255,0.22237545251846313,0.3365345895290375,0.2007877677679062,0.12257915735244751,0.2808297276496887,0.3365345895290375,0.15145494043827057,0.18790024518966675,0.24739643931388855,0.2733710706233978
is,0.28837618231773376,1.0,0.5823672413825989,0.1825626790523529,0.21787452697753906,0.3995479643344879,0.5823672413825989,0.15617261826992035,0.3137552738189697,0.27805060148239136,0.22961433231830597
nearly,0.21304303407669067,0.268917441368103,0.3409946858882904,0.11725015193223953,0.19538241624832153,0.3343394100666046,0.3409946858882904,0.2093522697687149,0.21027156710624695,0.27274954319000244,0.11670064926147461
86,0.11274068057537079,0.036284711211919785,0.10089810192584991,-0.03283822536468506,-0.034961193799972534,0.14635203778743744,0.10089810192584991,0.01013562735170126,-0.03590831533074379,-0.037722762674093246,0.10934870690107346
km,0.1805391013622284,0.24258680641651154,0.21376769244670868,0.20026211440563202,0.3136627674102783,0.1602332592010498,0.21376769244670868,0.22496221959590912,0.3926330804824829,0.2034611701965332,0.08180338144302368
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.17545558512210846,0.18953363597393036,0.34424030780792236,0.3075225353240967,0.1596824824810028,0.1851889044046402,0.27183258533477783,0.19699987769126892
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23049885034561157,0.212855726480484,0.4137537479400635,0.4933079481124878,0.167837992310524,0.2638954818248749,0.3060276508331299,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1990346759557724,0.2519688308238983,0.4731321930885315,0.5171257257461548,0.22029656171798706,0.2396772801876068,0.3666759729385376,0.20544172823429108
descends,0.1785305142402649,0.21271087229251862,0.30480852723121643,0.19057948887348175,0.1688605695962906,0.2528283894062042,0.30480852723121643,0.10400070995092392,0.23299455642700195,0.28464722633361816,0.1150875836610794
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.17628835141658783,0.2079152762889862,0.3477667272090912,0.40150508284568787,0.2181936800479889,0.247153639793396,0.4291878044605255,0.19969791173934937
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2221900075674057,0.20923256874084473,0.47537946701049805,0.5829201340675354,0.1823403388261795,0.1886882185935974,0.3399752974510193,0.23916715383529663
height,0.2337305247783661,0.19831733405590057,0.2694929540157318,0.23230193555355072,0.18389800190925598,0.21551740169525146,0.2694929540157318,0.20244354009628296,0.1923401951789856,0.1619265079498291,0.1599798947572708
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22056277096271515,0.23914365470409393,0.41498205065727234,0.733189046382904,0.2548927664756775,0.25574392080307007,0.3647414743900299,0.1826142966747284
599,0.2175392210483551,0.13035725057125092,0.15995720028877258,-0.046140156686306,-0.04135366156697273,0.303027868270874,0.15995720028877258,0.06591647863388062,-0.055853523313999176,0.04973398894071579,0.198044091463089
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.16461293399333954,0.16780148446559906,0.19798317551612854,0.15156042575836182,0.1758568435907364,0.1700625717639923,0.1473115086555481,0.2618667185306549
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.19123923778533936,0.161836177110672,0.5436353087425232,0.535392165184021,0.1736302673816681,0.20357775688171387,0.4062686562538147,0.29463258385658264
396,-0.04647032544016838,-0.09864754229784012,-0.028713300824165344,0.02744474448263645,-0.07550988346338272,-0.11029846221208572,-0.028713300824165344,-0.04578840732574463,-0.017262347042560577,-0.009588190354406834,-0.0029854411259293556
m.,-0.032949499785900116,-0.06526678055524826,0.11779511719942093,-0.09064704924821854,0.04749562218785286,-0.06254849582910538,0.11779511719942093,0.10418839007616043,-0.05813746899366379,-0.03410734981298447,-0.0002856669598259032
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.18530720472335815,0.19872286915779114,0.5921133160591125,0.6251175999641418,0.17693428695201874,0.30584630370140076,0.3374522924423218,0.25732165575027466
flows,0.14294633269309998,0.3137552738189697,0.32405155897140503,0.20498570799827576,0.4366324543952942,0.1644459366798401,0.32405155897140503,0.2871347963809967,1.0,0.4745402932167053,0.11636040359735489
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.2093849629163742,0.27807632088661194,0.3152649402618408,0.44071322679519653,0.23343999683856964,0.4745402932167053,1.0,0.16913433372974396
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2221900075674057,0.20923256874084473,0.47537946701049805,0.5829201340675354,0.1823403388261795,0.1886882185935974,0.3399752974510193,0.23916715383529663
wide,0.22181174159049988,0.22456400096416473,0.28078147768974304,0.2005450427532196,0.1692439168691635,0.25266513228416443,0.28078147768974304,0.11839058250188828,0.17875337600708008,0.24673423171043396,0.12719376385211945
glacial,0.15804831683635712,0.18735899031162262,0.23225238919258118,0.3659910261631012,0.332054078578949,0.20797422528266907,0.23225238919258118,0.20400404930114746,0.4150749444961548,0.27703869342803955,0.09140896797180176
alpine,0.08638320118188858,0.1825626790523529,0.25914666056632996,1.0000001192092896,0.30119097232818604,0.10647699236869812,0.25914666056632996,0.18429382145404816,0.20498570799827576,0.2093849629163742,0.08546924591064453
valley,0.15729281306266785,0.21787452697753906,0.2923165559768677,0.30119097232818604,1.0000001192092896,0.2223651260137558,0.2923165559768677,0.28803977370262146,0.4366324543952942,0.27807632088661194,0.11486150324344635
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.13370831310749054,0.15061192214488983,0.20813259482383728,0.3624623417854309,0.12647588551044464,0.11280269175767899,0.14444924890995026,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.15438082814216614,0.17314809560775757,0.4735107421875,0.48381632566452026,0.18380387127399445,0.13158734142780304,0.24602261185646057,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.25914666056632996,0.2923165559768677,0.5473989248275757,1.0,0.30735138058662415,0.32405155897140503,0.44071322679519653,0.22068053483963013
