,what,is,responsible,for,constraining,p,according,to,the,time,hierarchy,theorem,?
for,0.3017193675041199,0.43268078565597534,0.35061514377593994,0.9999999403953552,0.3639303743839264,0.13376198709011078,0.1956551969051361,0.4451248347759247,0.4739971458911896,0.3992156386375427,0.09427861869335175,0.1530822366476059,0.264628142118454
instance,0.3862040638923645,0.33154773712158203,0.2163524329662323,0.4085063934326172,0.3493787348270416,0.17039689421653748,0.20297206938266754,0.3533851206302643,0.3539782464504242,0.31412214040756226,0.33230605721473694,0.3324032127857208,0.30205854773521423
",",0.3087472915649414,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.3057691156864166,0.291064590215683,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.3029961884021759,0.15345069766044617,0.16003508865833282,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2580648958683014,0.16481639444828033,0.3202974498271942,0.535392165184021,1.0,0.43061500787734985,0.22604632377624512,0.18430666625499725,0.22068053483963013
time,0.36319252848625183,0.25187405943870544,0.21692870557308197,0.3992156386375427,0.25500574707984924,0.15822714567184448,0.19635933637619019,0.3679993152618408,0.43061500787734985,0.9999998807907104,0.20482023060321808,0.22138014435768127,0.27391523122787476
hierarchy,0.2107066512107849,0.1292576938867569,0.20509149134159088,0.09427861869335175,0.3145444095134735,0.1364784836769104,0.2108030915260315,0.19228041172027588,0.22604632377624512,0.20482023060321808,1.0000001192092896,0.2230001538991928,0.23208312690258026
theorem,0.27076783776283264,0.23679251968860626,0.1099371463060379,0.1530822366476059,0.32803258299827576,0.17553406953811646,0.14784882962703705,0.14878395199775696,0.18430666625499725,0.22138014435768127,0.2230001538991928,1.0,0.18729111552238464
tells,0.39625248312950134,0.2967565357685089,0.226992666721344,0.19361217319965363,0.10262618958950043,0.10049768537282944,0.3396879732608795,0.30534905195236206,0.28859055042266846,0.2143283635377884,0.13048258423805237,0.17400167882442474,0.20469747483730316
us,0.32081687450408936,0.1808239072561264,0.18651871383190155,0.26768606901168823,0.155592679977417,0.07530724257230759,0.2053021490573883,0.2928973436355591,0.25727739930152893,0.19773826003074646,0.06423437595367432,0.13351380825042725,0.2742428481578827
that,0.6297725439071655,0.3995479643344879,0.3398503065109253,0.4137635827064514,0.37125614285469055,0.15546166896820068,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.388528436422348,0.24586151540279388,0.28924983739852905,0.32716336846351624
p,0.18586504459381104,0.11757151037454605,0.13109025359153748,0.13376198709011078,0.17998316884040833,1.0,0.057343341410160065,0.14269764721393585,0.16481639444828033,0.15822714567184448,0.1364784836769104,0.17553406953811646,0.20840544998645782
is,0.28837618231773376,1.0,0.24123810231685638,0.43268078565597534,0.2444262057542801,0.11757151037454605,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.25187405943870544,0.1292576938867569,0.23679251968860626,0.22961433231830597
strictly,0.2703031599521637,0.25468918681144714,0.16062527894973755,0.23536372184753418,0.31300657987594604,0.1115163117647171,0.23929913341999054,0.281207412481308,0.24418626725673676,0.15978088974952698,0.28122586011886597,0.14588403701782227,0.20292048156261444
contained,0.18997789919376373,0.3143906593322754,0.19679923355579376,0.2593417465686798,0.22737322747707367,0.1349617838859558,0.25199493765830994,0.21074968576431274,0.31440216302871704,0.167996346950531,0.154193714261055,0.09515611827373505,0.171995609998703
in,0.30808621644973755,0.5394441485404968,0.24309778213500977,0.4322226941585541,0.2793591320514679,0.10853569954633713,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.3431483507156372,0.09286253154277802,0.12508544325828552,0.20430970191955566
exptime,0.28059884905815125,0.22815822064876556,0.28448426723480225,0.37719959020614624,0.3483840525150299,0.20582056045532227,0.2921064496040344,0.4072270691394806,0.303646057844162,0.47158166766166687,0.1718948930501938,0.2915225028991699,0.20754913985729218
",",0.3087472915649414,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.3057691156864166,0.291064590215683,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.3029961884021759,0.15345069766044617,0.16003508865833282,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.3021927773952484,0.198231041431427,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.3025408685207367,0.2264053225517273,0.10136619955301285,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2580648958683014,0.16481639444828033,0.3202974498271942,0.535392165184021,1.0,0.43061500787734985,0.22604632377624512,0.18430666625499725,0.22068053483963013
space,0.20525942742824554,0.18578536808490753,0.17341704666614532,0.24232043325901031,0.2866699993610382,0.17297589778900146,0.10243743658065796,0.22712917625904083,0.24495907127857208,0.2780037522315979,0.13987702131271362,0.26214468479156494,0.1885536164045334
hierarchy,0.2107066512107849,0.1292576938867569,0.20509149134159088,0.09427861869335175,0.3145444095134735,0.1364784836769104,0.2108030915260315,0.19228041172027588,0.22604632377624512,0.20482023060321808,1.0000001192092896,0.2230001538991928,0.23208312690258026
theorem,0.27076783776283264,0.23679251968860626,0.1099371463060379,0.1530822366476059,0.32803258299827576,0.17553406953811646,0.14784882962703705,0.14878395199775696,0.18430666625499725,0.22138014435768127,0.2230001538991928,1.0,0.18729111552238464
tells,0.39625248312950134,0.2967565357685089,0.226992666721344,0.19361217319965363,0.10262618958950043,0.10049768537282944,0.3396879732608795,0.30534905195236206,0.28859055042266846,0.2143283635377884,0.13048258423805237,0.17400167882442474,0.20469747483730316
us,0.32081687450408936,0.1808239072561264,0.18651871383190155,0.26768606901168823,0.155592679977417,0.07530724257230759,0.2053021490573883,0.2928973436355591,0.25727739930152893,0.19773826003074646,0.06423437595367432,0.13351380825042725,0.2742428481578827
