,what,sea,were,ctenophores,accidently,introduced,?
one,0.376489520072937,0.20915639400482178,0.3453167676925659,0.19246654212474823,0.2519457936286926,0.21464288234710693,0.2673267424106598
ctenophore,0.2381439507007599,0.3315829038619995,0.157918781042099,0.9598069787025452,0.2075875848531723,0.20592758059501648,0.2190871685743332
",",0.3087472915649414,0.30078184604644775,0.36755475401878357,0.19362998008728027,0.2695695757865906,0.22034090757369995,0.31091248989105225
mnemiopsis,0.3030424118041992,0.24282921850681305,0.06993475556373596,0.5556114912033081,0.23417022824287415,0.14781096577644348,0.3170430064201355
",",0.3087472915649414,0.30078184604644775,0.36755475401878357,0.19362998008728027,0.2695695757865906,0.22034090757369995,0.31091248989105225
has,0.20338068902492523,0.15683573484420776,0.2784052789211273,0.16783113777637482,0.26386529207229614,0.18661446869373322,0.15994466841220856
accidentally,0.24162557721138,0.12145590782165527,0.2640041410923004,0.1707734316587448,0.8090494871139526,0.2518576383590698,0.2163393795490265
been,0.2567804455757141,0.1618814766407013,0.5062422156333923,0.18695539236068726,0.3950500786304474,0.3029422163963318,0.24354910850524902
introduced,0.09417270123958588,0.15340259671211243,0.27468806505203247,0.17239025235176086,0.20879384875297546,1.0,0.16386865079402924
into,0.2180619090795517,0.2345193475484848,0.2657007873058319,0.1655902862548828,0.23132827877998352,0.26064932346343994,0.15662476420402527
the,0.42745697498321533,0.30363768339157104,0.3906462490558624,0.2543465793132782,0.21443066000938416,0.242969810962677,0.22068053483963013
black,0.12054000794887543,0.1989918053150177,0.1622566133737564,0.2584832012653351,0.14103659987449646,0.087015800178051,0.15159966051578522
sea,0.19525039196014404,1.0,0.21790136396884918,0.3502740263938904,0.09564488381147385,0.15340259671211243,0.15551945567131042
",",0.3087472915649414,0.30078184604644775,0.36755475401878357,0.19362998008728027,0.2695695757865906,0.22034090757369995,0.31091248989105225
where,0.4457937180995941,0.18630823493003845,0.2363632768392563,0.15624114871025085,0.2677893042564392,0.16159963607788086,0.24793872237205505
it,0.45803478360176086,0.2367796152830124,0.25487732887268066,0.19476552307605743,0.26153889298439026,0.20284441113471985,0.25732165575027466
is,0.28837618231773376,0.22288988530635834,0.29386836290359497,0.22332732379436493,0.20492473244667053,0.18314895033836365,0.22961433231830597
blamed,0.21846549212932587,0.1522158533334732,0.2820588946342468,0.14086899161338806,0.2889881730079651,0.16338440775871277,0.14765259623527527
for,0.3017193675041199,0.17241841554641724,0.33592689037323,0.1783297061920166,0.22861726582050323,0.2018822282552719,0.264628142118454
causing,0.24770919978618622,0.1976320743560791,0.19000954926013947,0.17436011135578156,0.3858967423439026,0.1672491580247879,0.1852436512708664
fish,0.18598103523254395,0.3753899931907654,0.18209333717823029,0.4341622591018677,0.18497450649738312,0.20949895679950714,0.1945318728685379
stocks,0.18014369904994965,0.19054527580738068,0.23700779676437378,0.33102020621299744,0.26630276441574097,0.19264912605285645,0.17080073058605194
to,0.455847829580307,0.2749888300895691,0.31913647055625916,0.2038351595401764,0.27748870849609375,0.22615164518356323,0.29463258385658264
collapse,0.24220240116119385,0.17096355557441711,0.1581236869096756,0.2344532459974289,0.23265302181243896,0.09015017747879028,0.11913932114839554
by,0.2455483376979828,0.19145366549491882,0.4406847059726715,0.13966427743434906,0.3239542841911316,0.2554222345352173,0.17966607213020325
eating,0.2731613218784332,0.23818005621433258,0.15312714874744415,0.3740854561328888,0.20809388160705566,0.20064763724803925,0.24161317944526672
both,0.3361809551715851,0.21250498294830322,0.4254525601863861,0.2218228578567505,0.3032153248786926,0.22054380178451538,0.19455738365650177
fish,0.18598103523254395,0.3753899931907654,0.18209333717823029,0.4341622591018677,0.18497450649738312,0.20949895679950714,0.1945318728685379
larvae,0.186910018324852,0.32635697722435,0.1992286890745163,0.5994699001312256,0.19549481570720673,0.13062603771686554,0.18174287676811218
and,0.31309178471565247,0.30105236172676086,0.42175528407096863,0.20973104238510132,0.2510876953601837,0.27894338965415955,0.20544172823429108
organisms,0.22214920818805695,0.3303220272064209,0.21431204676628113,0.6084904670715332,0.21413308382034302,0.18799328804016113,0.22621455788612366
that,0.6297725439071655,0.2267688512802124,0.35517072677612305,0.3005664348602295,0.3662915527820587,0.2056519091129303,0.32716336846351624
would,0.45766422152519226,0.17596907913684845,0.37426912784576416,0.18394112586975098,0.31555840373039246,0.2076328545808792,0.37178951501846313
otherwise,0.39239436388015747,0.15130341053009033,0.2518835961818695,0.3013495206832886,0.2877941131591797,0.092874675989151,0.29367905855178833
have,0.39808809757232666,0.19277073442935944,0.5193349123001099,0.3612369894981384,0.34836089611053467,0.2228332906961441,0.32991164922714233
fed,0.18619252741336823,0.19041097164154053,0.20112472772598267,0.23674233257770538,0.13206429779529572,0.18376603722572327,0.17320656776428223
the,0.42745697498321533,0.30363768339157104,0.3906462490558624,0.2543465793132782,0.21443066000938416,0.242969810962677,0.22068053483963013
fish,0.18598103523254395,0.3753899931907654,0.18209333717823029,0.4341622591018677,0.18497450649738312,0.20949895679950714,0.1945318728685379
.,0.3567904531955719,0.2680719196796417,0.3378238379955292,0.22269779443740845,0.260446161031723,0.2799728810787201,0.4130953550338745
