,while,competition,between,workers,drives,down,wages,for,jobs,with,a,high,supply,of,worker,",",whose,competition,drives,wages,up,for,the,inverse,?
competition,0.21836040914058685,1.0000001192092896,0.2236829549074173,0.1193387508392334,0.15758684277534485,0.18292471766471863,0.2876517176628113,0.3370633125305176,0.18966630101203918,0.19646349549293518,0.2435162365436554,0.2065102905035019,0.19089461863040924,0.2000187635421753,0.09699072688817978,0.2820526659488678,0.11931867152452469,1.0000001192092896,0.15758684277534485,0.2876517176628113,0.14734140038490295,0.3370633125305176,0.257230669260025,0.2125631719827652,0.1394461691379547
amongst,0.2639685869216919,0.2243967056274414,0.30236566066741943,0.18081927299499512,0.10041644424200058,0.17437279224395752,0.19528287649154663,0.2812219262123108,0.17554955184459686,0.30075716972351074,0.129265695810318,0.1325870007276535,0.17171697318553925,0.29788947105407715,0.08358234912157059,0.2884790003299713,0.2420613020658493,0.2243967056274414,0.10041644424200058,0.19528287649154663,0.2584051787853241,0.2812219262123108,0.30752041935920715,0.12258691340684891,0.16806721687316895
employers,0.1897469013929367,0.23874138295650482,0.15171949565410614,0.5320605635643005,0.19656024873256683,0.13694699108600616,0.529556930065155,0.27313733100891113,0.5029590725898743,0.2906072735786438,0.23693116009235382,0.1699230819940567,0.3227573037147522,0.20863482356071472,0.43915238976478577,0.22034861147403717,0.2374228984117508,0.23874138295650482,0.19656024873256683,0.529556930065155,0.17236776649951935,0.27313733100891113,0.2401597499847412,0.24613535404205322,0.1917707920074463
tends,0.2924066483974457,0.16510708630084991,0.24175035953521729,0.16141574084758759,0.2719746232032776,0.22475284337997437,0.25073105096817017,0.2141730785369873,0.164315328001976,0.2311040461063385,0.39721885323524475,0.20748406648635864,0.16377413272857666,0.2451501041650772,0.16052420437335968,0.20800141990184784,0.2174980342388153,0.16510708630084991,0.2719746232032776,0.25073105096817017,0.255462110042572,0.2141730785369873,0.32723093032836914,0.2717874050140381,0.1290840357542038
to,0.43899232149124146,0.20617300271987915,0.3639189600944519,0.2307046800851822,0.27728408575057983,0.33130598068237305,0.24337364733219147,0.4451248347759247,0.29148486256599426,0.4239959120750427,0.45503583550453186,0.28947713971138,0.29291704297065735,0.41548454761505127,0.16837060451507568,0.44245919585227966,0.320825457572937,0.20617300271987915,0.27728408575057983,0.24337364733219147,0.40375280380249023,0.4451248347759247,0.535392165184021,0.1778864860534668,0.29463258385658264
drive,0.21924397349357605,0.125806525349617,0.12518839538097382,0.22282765805721283,0.7771962285041809,0.22938218712806702,0.2037554234266281,0.2716398239135742,0.21271240711212158,0.1761467009782791,0.24929353594779968,0.1258660852909088,0.23411673307418823,0.17806991934776306,0.1941937357187271,0.17920437455177307,0.06377442926168442,0.125806525349617,0.7771962285041809,0.2037554234266281,0.17436625063419342,0.2716398239135742,0.2083187699317932,0.0589267835021019,0.11447915434837341
up,0.3290449380874634,0.14734140038490295,0.2911964952945709,0.17912854254245758,0.17931240797042847,0.4720439314842224,0.1906406134366989,0.342966228723526,0.25555792450904846,0.38676461577415466,0.32523053884506226,0.26585808396339417,0.2266700118780136,0.32945773005485535,0.15425021946430206,0.34193792939186096,0.1685670018196106,0.14734140038490295,0.17931240797042847,0.1906406134366989,1.0000001192092896,0.342966228723526,0.38423117995262146,0.18605667352676392,0.1819818764925003
wages,0.26668837666511536,0.2876517176628113,0.23426558077335358,0.5291796326637268,0.2373020499944687,0.1579688936471939,1.0,0.28834453225135803,0.4461614489555359,0.14361517131328583,0.19376714527606964,0.19796505570411682,0.3687954545021057,0.17478904128074646,0.43805068731307983,0.2121202051639557,0.06871386617422104,0.2876517176628113,0.2373020499944687,1.0,0.1906406134366989,0.28834453225135803,0.15546856820583344,0.20925229787826538,0.19884631037712097
due,0.28285807371139526,0.13438445329666138,0.26288264989852905,0.11186375468969345,0.12095391750335693,0.23974093794822693,0.21971037983894348,0.2363993525505066,0.13747769594192505,0.22345976531505585,0.2190696746110916,0.21090322732925415,0.2543080747127533,0.2533245384693146,0.04670698568224907,0.3106630742549896,0.20591336488723755,0.13438445329666138,0.12095391750335693,0.21971037983894348,0.17410676181316376,0.2363993525505066,0.22577603161334991,0.22350026667118073,0.10954997688531876
to,0.43899232149124146,0.20617300271987915,0.3639189600944519,0.2307046800851822,0.27728408575057983,0.33130598068237305,0.24337364733219147,0.4451248347759247,0.29148486256599426,0.4239959120750427,0.45503583550453186,0.28947713971138,0.29291704297065735,0.41548454761505127,0.16837060451507568,0.44245919585227966,0.320825457572937,0.20617300271987915,0.27728408575057983,0.24337364733219147,0.40375280380249023,0.4451248347759247,0.535392165184021,0.1778864860534668,0.29463258385658264
the,0.39804592728614807,0.257230669260025,0.39067012071609497,0.23066683113574982,0.20820994675159454,0.3325848877429962,0.15546856820583344,0.4739971458911896,0.25216126441955566,0.4223487675189972,0.5829201340675354,0.28034812211990356,0.31942567229270935,0.733189046382904,0.19223305583000183,0.4933079481124878,0.38253846764564514,0.257230669260025,0.20820994675159454,0.15546856820583344,0.38423117995262146,0.4739971458911896,1.0,0.1972402185201645,0.22068053483963013
nature,0.08787721395492554,0.1848900318145752,0.17737561464309692,0.10148555040359497,0.1322859823703766,0.1385618895292282,0.18057450652122498,0.18949057161808014,0.08523263782262802,0.17157115042209625,0.22402097284793854,0.20152588188648224,0.13887041807174683,0.22892364859580994,0.023813733831048012,0.24335457384586334,0.14769376814365387,0.1848900318145752,0.1322859823703766,0.18057450652122498,0.12698368728160858,0.18949057161808014,0.19596898555755615,0.2945808470249176,0.17397694289684296
of,0.3366928696632385,0.2000187635421753,0.3737983703613281,0.20827822387218475,0.1603955775499344,0.23279321193695068,0.17478904128074646,0.4185989499092102,0.27215415239334106,0.41827285289764404,0.5052502155303955,0.2803038954734802,0.23476092517375946,1.0,0.1631152182817459,0.4946078956127167,0.37058958411216736,0.2000187635421753,0.1603955775499344,0.17478904128074646,0.32945773005485535,0.4185989499092102,0.733189046382904,0.22207649052143097,0.1826142966747284
