,which,noble,helped,establish,the,huguenot,settlement,in,saarland,?
prince,0.15987098217010498,0.21974439918994904,0.05107731372117996,0.07632748037576675,0.24284426867961884,0.26659655570983887,0.1665959507226944,0.16662997007369995,0.16099777817726135,0.15431542694568634
louis,0.14282557368278503,0.13208873569965363,0.12492790818214417,0.0967021957039833,0.22078758478164673,0.40179088711738586,0.08620359003543854,0.2117311805486679,0.2756846249103546,0.09819188714027405
de,0.13585758209228516,0.13414137065410614,0.09399556368589401,0.16102133691310883,0.23491892218589783,0.3515174984931946,0.1251508742570877,0.24818959832191467,0.18577764928340912,0.11064168810844421
condé,0.16022975742816925,0.2759060561656952,0.043850477784872055,0.14703606069087982,0.3040870726108551,0.5455445051193237,0.1790980100631714,0.28415852785110474,0.29581737518310547,0.2364301085472107
",",0.3658004403114319,0.2267053723335266,0.2661169171333313,0.19669954478740692,0.4933079481124878,0.24752236902713776,0.25103551149368286,0.5201468467712402,0.22834095358848572,0.31091248989105225
along,0.33404073119163513,0.10967319458723068,0.27904826402664185,0.19120173156261444,0.39495137333869934,0.16033333539962769,0.17045778036117554,0.3603311777114868,0.16305504739284515,0.17134909331798553
with,0.46403205394744873,0.13586647808551788,0.24667875468730927,0.20996610820293427,0.4223487675189972,0.19856593012809753,0.1540074348449707,0.4080928862094879,0.19865547120571136,0.2433311939239502
his,0.32283493876457214,0.19504152238368988,0.3259269595146179,0.22794736921787262,0.4394008219242096,0.33871108293533325,0.13701152801513672,0.3598145842552185,0.19999155402183533,0.18075084686279297
sons,0.09716101735830307,0.3294035494327545,0.19527578353881836,0.0685064047574997,0.16342225670814514,0.2270575761795044,0.08611121028661728,0.17819298803806305,0.1657002568244934,0.13006451725959778
daniel,0.11263065040111542,0.08672889322042465,0.18089085817337036,0.084401935338974,0.16781723499298096,0.19123242795467377,0.15573106706142426,0.1751832365989685,0.14771758019924164,0.1540297418832779
and,0.506277859210968,0.1789873242378235,0.318156898021698,0.2462419867515564,0.5171257257461548,0.2762077748775482,0.24081379175186157,0.4954058527946472,0.22706294059753418,0.20544172823429108
osias,0.27818378806114197,0.19778399169445038,0.16861151158809662,0.14234547317028046,0.323503702878952,0.3021555542945862,0.12197056412696838,0.26853081583976746,0.3567377030849457,0.1580829918384552
",",0.3658004403114319,0.2267053723335266,0.2661169171333313,0.19669954478740692,0.4933079481124878,0.24752236902713776,0.25103551149368286,0.5201468467712402,0.22834095358848572,0.31091248989105225
[,0.07771235704421997,-0.025069139897823334,0.05879649519920349,0.06153838336467743,0.07130392640829086,0.04302043840289116,0.019606422632932663,0.12324675917625427,0.021785717457532883,0.011015460826456547
citation,0.26387810707092285,0.09261808544397354,0.08893200010061264,0.27135151624679565,0.2536581754684448,0.141378715634346,0.1854475438594818,0.22942641377449036,0.14562448859214783,0.3382055461406708
needed,0.3787943422794342,0.10681352764368057,0.3325880765914917,0.2885151207447052,0.3064746856689453,0.14385370910167694,0.13463419675827026,0.21117523312568665,0.1777494251728058,0.2863257825374603
],-0.0305959302932024,0.12330781668424606,-0.004126992542296648,-0.003000324359163642,-0.04779602214694023,0.002196822315454483,-0.016086313873529434,-0.1088862195611,-0.05939089134335518,-0.0022520492784678936
arranged,0.2944372296333313,0.1657838076353073,0.19221408665180206,0.13772648572921753,0.26620063185691833,0.23003894090652466,0.05440448597073555,0.20203842222690582,0.09780057519674301,0.08499907702207565
with,0.46403205394744873,0.13586647808551788,0.24667875468730927,0.20996610820293427,0.4223487675189972,0.19856593012809753,0.1540074348449707,0.4080928862094879,0.19865547120571136,0.2433311939239502
count,0.1345900148153305,0.16332489252090454,0.10386357456445694,0.12609131634235382,0.21435627341270447,0.3314203917980194,0.07899327576160431,0.1993972808122635,0.15770426392555237,0.15563273429870605
ludwig,0.11653880029916763,0.12479419261217117,0.10489526391029358,0.09887903183698654,0.19800813496112823,0.301472008228302,0.1290072500705719,0.15832993388175964,0.3610047698020935,0.12184596061706543
von,0.13997842371463776,0.11616366356611252,0.18311071395874023,0.1069277673959732,0.21817399561405182,0.3540573716163635,0.10663505643606186,0.20116294920444489,0.3104635775089264,0.13907472789287567
nassau-saarbrücken,0.29994192719459534,0.18414025008678436,0.18180952966213226,0.24523262679576874,0.35661113262176514,0.4234636127948761,0.3669361472129822,0.3845076560974121,0.6937533020973206,0.16090570390224457
to,0.5345056653022766,0.18826298415660858,0.42226478457450867,0.32019129395484924,0.535392165184021,0.24496324360370636,0.2762512266635895,0.45010748505592346,0.23232343792915344,0.29463258385658264
establish,0.27973246574401855,0.1291390061378479,0.24919669330120087,1.0,0.31343501806259155,0.2819488048553467,0.31646060943603516,0.25682297348976135,0.16755957901477814,0.21678102016448975
a,0.56894451379776,0.2411855012178421,0.24550430476665497,0.22806213796138763,0.5829201340675354,0.22502337396144867,0.24842394888401031,0.539380669593811,0.21399958431720734,0.23916715383529663
huguenot,0.22239398956298828,0.2710804045200348,0.22508132457733154,0.2819488048553467,0.29557526111602783,1.0000001192092896,0.2632204294204712,0.26198551058769226,0.3358261287212372,0.1359742432832718
community,0.2314024716615677,0.1412757784128189,0.16329194605350494,0.26343005895614624,0.2601400911808014,0.2314910590648651,0.3429877460002899,0.21838891506195068,0.20802395045757294,0.2380419820547104
in,0.4840516746044159,0.21956220269203186,0.304380863904953,0.25682297348976135,0.6662389636039734,0.26198551058769226,0.26083990931510925,1.0,0.3195685148239136,0.20430970191955566
present-day,0.3039051592350006,0.16438288986682892,0.19176185131072998,0.19657699763774872,0.36770060658454895,0.2443682700395584,0.24924656748771667,0.3419967591762543,0.18105512857437134,0.24972984194755554
saarland,0.23095865547657013,0.13169127702713013,0.17697788774967194,0.16755957901477814,0.34381306171417236,0.3358261287212372,0.29768070578575134,0.3195685148239136,1.0000001192092896,0.12275537103414536
in,0.4840516746044159,0.21956220269203186,0.304380863904953,0.25682297348976135,0.6662389636039734,0.26198551058769226,0.26083990931510925,1.0,0.3195685148239136,0.20430970191955566
1604,-0.21600191295146942,-0.03268967941403389,0.011651256121695042,-0.04967598244547844,-0.12858067452907562,0.09003058075904846,-0.14575167000293732,-0.06793160736560822,0.10499206930398941,-0.08472089469432831
.,0.45942068099975586,0.2001064568758011,0.25779226422309875,0.2126183956861496,0.5934505462646484,0.2060975730419159,0.233600914478302,0.5591574311256409,0.28220421075820923,0.4130953550338745
