,at,first,what,did,tesla,think,was,the,main,cause,of,damage,to,skin,cells,when,they,were,exposed,to,x-rays,?
he,0.3280475437641144,0.3826274573802948,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.26572662591934204,0.5410010814666748,0.4571082592010498,0.166281059384346,0.18035364151000977,0.38706058263778687,0.16558954119682312,0.385390967130661,0.14558614790439606,0.09247757494449615,0.39115971326828003,0.4156855344772339,0.31267037987709045,0.12384699285030365,0.385390967130661,0.21479810774326324,0.2089974731206894
believed,0.21055130660533905,0.19041430950164795,0.32626157999038696,0.3807709813117981,0.08292704075574875,0.4662465453147888,0.3758357763290405,0.324635773897171,0.13799068331718445,0.27930060029029846,0.2945859134197235,0.16906467080116272,0.35322412848472595,0.1956719309091568,0.16840389370918274,0.29870954155921936,0.3861163556575775,0.35804519057273865,0.2638234794139862,0.35322412848472595,0.23632803559303284,0.17606885731220245
early,0.2549361288547516,0.4007106125354767,0.2454567849636078,0.32047218084335327,0.10564569383859634,0.22186368703842163,0.4148794412612915,0.34442198276519775,0.17594249546527863,0.16670967638492584,0.30937549471855164,0.17323589324951172,0.24557004868984222,0.1887151300907135,0.13514961302280426,0.32107013463974,0.29354071617126465,0.39198037981987,0.22638912498950958,0.24557004868984222,0.15389469265937805,0.15272949635982513
on,0.4806317389011383,0.3120559751987457,0.34226128458976746,0.2670976221561432,0.16159376502037048,0.2772510051727295,0.3909217119216919,0.5107308030128479,0.2898236811161041,0.2381288707256317,0.3966929316520691,0.2573733925819397,0.41031414270401,0.22873356938362122,0.14727668464183807,0.37706470489501953,0.31295230984687805,0.2774328887462616,0.25001898407936096,0.41031414270401,0.2341572493314743,0.2714994251728058
that,0.3183255195617676,0.3482176661491394,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.5798900723457336,0.33670201897621155,0.5473989248275757,0.3140498101711273,0.40003344416618347,0.41498205065727234,0.27735164761543274,0.5436353087425232,0.25139883160591125,0.2709589898586273,0.5860282182693481,0.5710820555686951,0.35517072677612305,0.2854120433330536,0.5436353087425232,0.36275678873062134,0.32716336846351624
damage,0.16601966321468353,0.12687428295612335,0.2590121924877167,0.24770227074623108,0.16247212886810303,0.19714879989624023,0.18585361540317535,0.2545957863330841,0.16055382788181305,0.5174788236618042,0.23761005699634552,1.0,0.23714354634284973,0.28846582770347595,0.26883000135421753,0.2285926789045334,0.2491721510887146,0.25053563714027405,0.30401164293289185,0.23714354634284973,0.2917855978012085,0.2121051400899887
to,0.36524343490600586,0.3792489171028137,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3748004138469696,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3172815442085266,0.41548454761505127,0.23714354634284973,1.0,0.21441614627838135,0.26320719718933105,0.5423505902290344,0.5452046394348145,0.31913647055625916,0.26349055767059326,1.0,0.3761973977088928,0.29463258385658264
the,0.457212895154953,0.49448907375335693,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.48711544275283813,1.0,0.38631999492645264,0.2551237642765045,0.733189046382904,0.2545957863330841,0.535392165184021,0.2213820368051529,0.19095487892627716,0.5091903209686279,0.49925389885902405,0.3906462490558624,0.23872122168540955,0.535392165184021,0.2762417197227478,0.22068053483963013
skin,0.13828162848949432,0.1832548826932907,0.22670333087444305,0.15159635245800018,0.08597852289676666,0.2606259882450104,0.123672254383564,0.2213820368051529,0.14875221252441406,0.36456841230392456,0.177443727850914,0.28846582770347595,0.21441614627838135,0.9999999403953552,0.3692505359649658,0.2756267786026001,0.2781796455383301,0.1538611650466919,0.3876190781593323,0.21441614627838135,0.3275090754032135,0.21488560736179352
was,0.36707764863967896,0.5022147297859192,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.245719313621521,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.1555917114019394,0.4069072902202606,0.18585361540317535,0.3636345863342285,0.123672254383564,0.12093250453472137,0.37326499819755554,0.3300964832305908,0.590133786201477,0.18868671357631683,0.3636345863342285,0.12231310456991196,0.18412111699581146
