,university,city,is,an,example,of,a,business,district,located,in,which,city,?
downtown,0.24075117707252502,0.45015019178390503,0.21999821066856384,0.1701103150844574,0.1507561355829239,0.21455974876880646,0.20975551009178162,0.3174465298652649,0.40016987919807434,0.4125281572341919,0.2716291546821594,0.22559411823749542,0.45015019178390503,0.15638743340969086
san,0.235455721616745,0.32193511724472046,0.1594623327255249,0.16998007893562317,0.15956735610961914,0.25237205624580383,0.19931553304195404,0.16463854908943176,0.18726517260074615,0.19361372292041779,0.2617562413215637,0.190042182803154,0.32193511724472046,0.10952327400445938
diego,0.19632387161254883,0.2495635747909546,0.1608497053384781,0.17028963565826416,0.12889350950717926,0.1941702961921692,0.202764630317688,0.16646680235862732,0.11401040107011795,0.1347682774066925,0.2255222201347351,0.12495049089193344,0.2495635747909546,0.11438121646642685
is,0.20346471667289734,0.3186660706996918,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.658733606338501,0.19332653284072876,0.2656395733356476,0.35717159509658813,0.5394441485404968,0.4457404911518097,0.3186660706996918,0.22961433231830597
the,0.263973206281662,0.35769423842430115,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.2389037162065506,0.2690705955028534,0.407527357339859,0.6662389636039734,0.6521818041801453,0.35769423842430115,0.22068053483963013
central,0.20941095054149628,0.2984377145767212,0.273421049118042,0.18265970051288605,0.16211716830730438,0.3415789008140564,0.26925721764564514,0.1912079155445099,0.22319814562797546,0.33153802156448364,0.30844059586524963,0.2778315246105194,0.2984377145767212,0.14787602424621582
business,0.3387548327445984,0.27742817997932434,0.19332653284072876,0.2052680253982544,0.19424402713775635,0.23985227942466736,0.2670866549015045,1.0,0.18776759505271912,0.17554257810115814,0.2298729121685028,0.2152334302663803,0.27742817997932434,0.1545659303665161
district,0.22784672677516937,0.42766356468200684,0.2656395733356476,0.11356060951948166,0.10380416363477707,0.2673880457878113,0.20739410817623138,0.18776759505271912,1.0,0.33509042859077454,0.30883273482322693,0.2036324292421341,0.42766356468200684,0.06725285202264786
of,0.30646374821662903,0.32503411173820496,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.23985227942466736,0.2673880457878113,0.32520920038223267,0.5696388483047485,0.5011631846427917,0.32503411173820496,0.1826142966747284
san,0.235455721616745,0.32193511724472046,0.1594623327255249,0.16998007893562317,0.15956735610961914,0.25237205624580383,0.19931553304195404,0.16463854908943176,0.18726517260074615,0.19361372292041779,0.2617562413215637,0.190042182803154,0.32193511724472046,0.10952327400445938
diego,0.19632387161254883,0.2495635747909546,0.1608497053384781,0.17028963565826416,0.12889350950717926,0.1941702961921692,0.202764630317688,0.16646680235862732,0.11401040107011795,0.1347682774066925,0.2255222201347351,0.12495049089193344,0.2495635747909546,0.11438121646642685
",",0.3017033040523529,0.35839709639549255,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.2952407896518707,0.25852543115615845,0.2678719460964203,0.5201468467712402,0.3658004403114319,0.35839709639549255,0.31091248989105225
though,0.13381965458393097,0.16408811509609222,0.3265945613384247,0.22405017912387848,0.2817342281341553,0.37307101488113403,0.33230000734329224,0.23514626920223236,0.13468442857265472,0.07632234692573547,0.3193182945251465,0.4655933380126953,0.16408811509609222,0.3188856542110443
the,0.263973206281662,0.35769423842430115,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.2389037162065506,0.2690705955028534,0.407527357339859,0.6662389636039734,0.6521818041801453,0.35769423842430115,0.22068053483963013
city,0.38537919521331787,1.0,0.3186660706996918,0.17270074784755707,0.15744195878505707,0.32503411173820496,0.2349124401807785,0.27742817997932434,0.42766356468200684,0.3682219088077545,0.3911624252796173,0.22264601290225983,1.0,0.13423943519592285
is,0.20346471667289734,0.3186660706996918,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.658733606338501,0.19332653284072876,0.2656395733356476,0.35717159509658813,0.5394441485404968,0.4457404911518097,0.3186660706996918,0.22961433231830597
filled,0.07417505979537964,0.144709050655365,0.17559823393821716,0.15843623876571655,0.2355222851037979,0.24504315853118896,0.26714956760406494,0.14914143085479736,0.07532503455877304,0.19249312579631805,0.21960462629795074,0.33108773827552795,0.144709050655365,0.1782117635011673
with,0.13264121115207672,0.19554263353347778,0.3250955045223236,0.2730048894882202,0.3082926869392395,0.41827285289764404,0.3783375024795532,0.2318158596754074,0.12251965701580048,0.12990716099739075,0.4080928862094879,0.46403205394744873,0.19554263353347778,0.2433311939239502
business,0.3387548327445984,0.27742817997932434,0.19332653284072876,0.2052680253982544,0.19424402713775635,0.23985227942466736,0.2670866549015045,1.0,0.18776759505271912,0.17554257810115814,0.2298729121685028,0.2152334302663803,0.27742817997932434,0.1545659303665161
districts,0.2290971875190735,0.35535481572151184,0.20545536279678345,0.0912480279803276,0.10199608653783798,0.2693168818950653,0.14769643545150757,0.138702392578125,0.7729225754737854,0.24233360588550568,0.26488247513771057,0.22943581640720367,0.35535481572151184,0.10677915066480637
.,0.290679007768631,0.29856356978416443,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.25987809896469116,0.23195737600326538,0.28226932883262634,0.5591574311256409,0.45942068099975586,0.29856356978416443,0.4130953550338745
