,antigone,was,a,play,made,by,whom,?
one,0.20232835412025452,0.3752199709415436,0.4910551905632019,0.24414552748203278,0.3043140470981598,0.29445651173591614,0.35118117928504944,0.2673267424106598
of,0.2282322198152542,0.4069072902202606,0.5052502155303955,0.15350224077701569,0.33167365193367004,0.3646814823150635,0.2070929855108261,0.1826142966747284
the,0.20033924281597137,0.48711544275283813,0.5829201340675354,0.24793598055839539,0.3885267674922943,0.4408751428127289,0.23752936720848083,0.22068053483963013
oldest,0.1516818404197693,0.29228392243385315,0.2483421117067337,0.17077448964118958,0.21468184888362885,0.1444724202156067,0.1937379240989685,0.14864160120487213
depictions,0.31593823432922363,0.22501371800899506,0.22417543828487396,0.15006107091903687,0.21378228068351746,0.24722343683242798,0.23273107409477234,0.14728380739688873
of,0.2282322198152542,0.4069072902202606,0.5052502155303955,0.15350224077701569,0.33167365193367004,0.3646814823150635,0.2070929855108261,0.1826142966747284
civil,0.1779717206954956,0.24303317070007324,0.21693918108940125,0.0800999104976654,0.13227912783622742,0.15479567646980286,0.14977195858955383,0.1494513899087906
disobedience,0.25068399310112,0.28287848830223083,0.25352153182029724,0.18516378104686737,0.18467193841934204,0.2563513219356537,0.31382063031196594,0.19890835881233215
is,0.15813754498958588,0.5810302495956421,0.658733606338501,0.2174319475889206,0.29543453454971313,0.3899846076965332,0.15196239948272705,0.22961433231830597
in,0.17945496737957,0.45514053106307983,0.539380669593811,0.24321173131465912,0.25271502137184143,0.370934396982193,0.20012985169887543,0.20430970191955566
sophocles,0.44340935349464417,0.2613391578197479,0.21582545340061188,0.34479448199272156,0.15340034663677216,0.2526697516441345,0.32673749327659607,0.1973816305398941
',0.17648760974407196,0.33675912022590637,0.48837921023368835,0.16186515986919403,0.27472299337387085,0.2610379159450531,0.13826081156730652,0.330942302942276
play,0.22160761058330536,0.23784595727920532,0.21130098402500153,1.0,0.17698843777179718,0.20151817798614502,0.17032338678836823,0.11059518158435822
antigone,1.0,0.20026780664920807,0.21860060095787048,0.22160761058330536,0.07119162380695343,0.16307780146598816,0.22890184819698334,0.10473794490098953
",",0.209270179271698,0.45456063747406006,0.427140474319458,0.2231253683567047,0.32507219910621643,0.3680937886238098,0.25587570667266846,0.31091248989105225
in,0.17945496737957,0.45514053106307983,0.539380669593811,0.24321173131465912,0.25271502137184143,0.370934396982193,0.20012985169887543,0.20430970191955566
which,0.15784083306789398,0.2830964922904968,0.56894451379776,0.24836887419223785,0.3407467305660248,0.40543368458747864,0.2923651933670044,0.25814583897590637
antigone,1.0,0.20026780664920807,0.21860060095787048,0.22160761058330536,0.07119162380695343,0.16307780146598816,0.22890184819698334,0.10473794490098953
",",0.209270179271698,0.45456063747406006,0.427140474319458,0.2231253683567047,0.32507219910621643,0.3680937886238098,0.25587570667266846,0.31091248989105225
one,0.20232835412025452,0.3752199709415436,0.4910551905632019,0.24414552748203278,0.3043140470981598,0.29445651173591614,0.35118117928504944,0.2673267424106598
of,0.2282322198152542,0.4069072902202606,0.5052502155303955,0.15350224077701569,0.33167365193367004,0.3646814823150635,0.2070929855108261,0.1826142966747284
the,0.20033924281597137,0.48711544275283813,0.5829201340675354,0.24793598055839539,0.3885267674922943,0.4408751428127289,0.23752936720848083,0.22068053483963013
daughters,0.2919502258300781,0.19965700805187225,0.10850556194782257,0.18181462585926056,0.16322734951972961,0.20387007296085358,0.4461744725704193,0.13857798278331757
of,0.2282322198152542,0.4069072902202606,0.5052502155303955,0.15350224077701569,0.33167365193367004,0.3646814823150635,0.2070929855108261,0.1826142966747284
former,0.13478094339370728,0.2544213533401489,0.2562483549118042,0.09847991168498993,0.15760082006454468,0.18490687012672424,0.1654280573129654,0.10570605844259262
king,0.32412102818489075,0.27377256751060486,0.18420645594596863,0.2164204865694046,0.15927617251873016,0.23436301946640015,0.16858084499835968,0.19130074977874756
of,0.2282322198152542,0.4069072902202606,0.5052502155303955,0.15350224077701569,0.33167365193367004,0.3646814823150635,0.2070929855108261,0.1826142966747284
thebes,0.46927374601364136,0.24601739645004272,0.24306835234165192,0.19824160635471344,0.13240446150302887,0.16254039108753204,0.23048043251037598,0.12076496332883835
",",0.209270179271698,0.45456063747406006,0.427140474319458,0.2231253683567047,0.32507219910621643,0.3680937886238098,0.25587570667266846,0.31091248989105225
oedipus,0.5076553821563721,0.21518371999263763,0.25500765442848206,0.2949906885623932,0.1164272278547287,0.17509323358535767,0.31302544474601746,0.21369202435016632
",",0.209270179271698,0.45456063747406006,0.427140474319458,0.2231253683567047,0.32507219910621643,0.3680937886238098,0.25587570667266846,0.31091248989105225
defies,0.2490464448928833,0.2556408941745758,0.3052651882171631,0.13291077315807343,0.17576542496681213,0.24087420105934143,0.21500256657600403,0.29705896973609924
creon,0.36536380648612976,0.2844116985797882,0.21144388616085052,0.1389773041009903,0.22418345510959625,0.233346626162529,0.26199451088905334,0.2820618748664856
",",0.209270179271698,0.45456063747406006,0.427140474319458,0.2231253683567047,0.32507219910621643,0.3680937886238098,0.25587570667266846,0.31091248989105225
the,0.20033924281597137,0.48711544275283813,0.5829201340675354,0.24793598055839539,0.3885267674922943,0.4408751428127289,0.23752936720848083,0.22068053483963013
current,0.09661836177110672,0.20140352845191956,0.1987239569425583,0.1214204877614975,0.32412558794021606,0.20655159652233124,0.12876076996326447,0.12074550241231918
king,0.32412102818489075,0.27377256751060486,0.18420645594596863,0.2164204865694046,0.15927617251873016,0.23436301946640015,0.16858084499835968,0.19130074977874756
of,0.2282322198152542,0.4069072902202606,0.5052502155303955,0.15350224077701569,0.33167365193367004,0.3646814823150635,0.2070929855108261,0.1826142966747284
thebes,0.46927374601364136,0.24601739645004272,0.24306835234165192,0.19824160635471344,0.13240446150302887,0.16254039108753204,0.23048043251037598,0.12076496332883835
",",0.209270179271698,0.45456063747406006,0.427140474319458,0.2231253683567047,0.32507219910621643,0.3680937886238098,0.25587570667266846,0.31091248989105225
who,0.1943591684103012,0.3318818509578705,0.36608949303627014,0.2742305099964142,0.2576322853565216,0.39727845788002014,0.6214004158973694,0.26220351457595825
is,0.15813754498958588,0.5810302495956421,0.658733606338501,0.2174319475889206,0.29543453454971313,0.3899846076965332,0.15196239948272705,0.22961433231830597
trying,0.11833140254020691,0.19752094149589539,0.3045077919960022,0.14221662282943726,0.21064189076423645,0.19801901280879974,0.26864099502563477,0.3144860565662384
to,0.12166310101747513,0.3636345863342285,0.45503583550453186,0.272149920463562,0.3377571105957031,0.33534231781959534,0.3108522593975067,0.29463258385658264
stop,0.12830546498298645,0.1702059656381607,0.21033835411071777,0.1670970916748047,0.2385341078042984,0.25859901309013367,0.05060120299458504,0.23117060959339142
