,what,shape,is,the,water,feature,in,the,john,madejski,garden,?
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,1.0,0.297396719455719,0.3053930699825287,0.6662389636039734,1.0,0.2230520099401474,0.34439072012901306,0.23359008133411407,0.22068053483963013
design,0.23893405497074127,0.29507628083229065,0.18976035714149475,0.27913451194763184,0.17718811333179474,0.2821003496646881,0.21856798231601715,0.27913451194763184,0.1501639187335968,0.24876950681209564,0.17691153287887573,0.16351860761642456
is,0.28837618231773376,0.2674638032913208,1.0,0.5823672413825989,0.2879090905189514,0.2553035318851471,0.5394441485404968,0.5823672413825989,0.16449548304080963,0.2535191476345062,0.21094022691249847,0.22961433231830597
a,0.3320399522781372,0.32737624645233154,0.658733606338501,0.5829201340675354,0.2979097068309784,0.2832804024219513,0.539380669593811,0.5829201340675354,0.20638683438301086,0.3517478406429291,0.2035326063632965,0.23916715383529663
subtle,0.37590155005455017,0.3495386242866516,0.2464529275894165,0.22949697077274323,0.21146410703659058,0.273336261510849,0.164841890335083,0.22949697077274323,0.09285876899957657,0.14669547975063324,0.17848573625087738,0.19043481349945068
blend,0.18345262110233307,0.27154797315597534,0.17217591404914856,0.18428699672222137,0.25916314125061035,0.23607678711414337,0.1656091809272766,0.18428699672222137,0.10490129142999649,0.18101245164871216,0.11075644195079803,0.09344823658466339
of,0.33290785551071167,0.2597946226596832,0.4854315221309662,0.733189046382904,0.2741255462169647,0.2117752879858017,0.5696388483047485,0.733189046382904,0.2407056987285614,0.3011236786842346,0.23306405544281006,0.1826142966747284
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,1.0,0.297396719455719,0.3053930699825287,0.6662389636039734,1.0,0.2230520099401474,0.34439072012901306,0.23359008133411407,0.22068053483963013
traditional,0.20066824555397034,0.22101691365242004,0.24577821791172028,0.25703898072242737,0.20994848012924194,0.20020003616809845,0.2736763060092926,0.25703898072242737,0.08911211043596268,0.21278084814548492,0.14732658863067627,0.1327509582042694
and,0.31309178471565247,0.2703090310096741,0.3859752118587494,0.5171257257461548,0.3054247498512268,0.29179611802101135,0.4954058527946472,0.5171257257461548,0.21634717285633087,0.34239163994789124,0.2236175239086151,0.20544172823429108
modern,0.2655639946460724,0.1965814083814621,0.24170172214508057,0.3283970355987549,0.17969892919063568,0.1877819001674652,0.29808807373046875,0.3283970355987549,0.11538884043693542,0.1800801157951355,0.10477713495492935,0.12475407868623734
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.4933079481124878,0.26706066727638245,0.22241170704364777,0.5201468467712402,0.4933079481124878,0.23961079120635986,0.4347159266471863,0.2712799608707428,0.31091248989105225
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,1.0,0.297396719455719,0.3053930699825287,0.6662389636039734,1.0,0.2230520099401474,0.34439072012901306,0.23359008133411407,0.22068053483963013
layout,0.251471608877182,0.3335992991924286,0.16519670188426971,0.22861109673976898,0.14192312955856323,0.31744709610939026,0.16416937112808228,0.22861109673976898,0.07234732061624527,0.189322829246521,0.12134313583374023,0.16854165494441986
is,0.28837618231773376,0.2674638032913208,1.0,0.5823672413825989,0.2879090905189514,0.2553035318851471,0.5394441485404968,0.5823672413825989,0.16449548304080963,0.2535191476345062,0.21094022691249847,0.22961433231830597
formal,0.26485171914100647,0.2789333462715149,0.21914683282375336,0.245810866355896,0.11025410145521164,0.11809337884187698,0.2482539862394333,0.245810866355896,0.17007488012313843,0.21657970547676086,0.17607073485851288,0.1989586055278778
;,0.10986888408660889,0.020368635654449463,0.05324986204504967,0.09152708947658539,0.007055493537336588,0.0473792739212513,0.092739537358284,0.09152708947658539,-0.03077564761042595,0.05314847081899643,0.08480541408061981,0.10349778085947037
there,0.35085538029670715,0.22336813807487488,0.3904260993003845,0.47025805711746216,0.2772720456123352,0.24982772767543793,0.5361666083335876,0.47025805711746216,0.09766856580972672,0.25105202198028564,0.2057621330022812,0.29405656456947327
is,0.28837618231773376,0.2674638032913208,1.0,0.5823672413825989,0.2879090905189514,0.2553035318851471,0.5394441485404968,0.5823672413825989,0.16449548304080963,0.2535191476345062,0.21094022691249847,0.22961433231830597
an,0.2821882665157318,0.21149155497550964,0.4654068350791931,0.4207492768764496,0.19103862345218658,0.22609657049179077,0.2605783939361572,0.4207492768764496,0.16678237915039062,0.1616184562444687,0.16632457077503204,0.19793890416622162
elliptical,0.2293611764907837,0.5084087252616882,0.2676111161708832,0.23766641318798065,0.274955153465271,0.21730028092861176,0.2024981826543808,0.23766641318798065,0.22579967975616455,0.2115059345960617,0.14831410348415375,0.13614435493946075
water,0.17456887662410736,0.2844559848308563,0.2879090905189514,0.297396719455719,0.9999998807907104,0.17179641127586365,0.23966141045093536,0.297396719455719,0.14688117802143097,0.1630762666463852,0.23609833419322968,0.14731885492801666
feature,0.23320603370666504,0.23333391547203064,0.2553035318851471,0.3053930699825287,0.17179641127586365,0.9999998807907104,0.24296961724758148,0.3053930699825287,0.11801491677761078,0.20275187492370605,0.19143477082252502,0.2893312871456146
lined,0.1342983841896057,0.2944118082523346,0.2078096568584442,0.31698378920555115,0.38971495628356934,0.15981312096118927,0.25171858072280884,0.31698378920555115,0.1154407188296318,0.21564997732639313,0.1498536616563797,0.1190037727355957
in,0.30808621644973755,0.193584606051445,0.5394441485404968,0.6662389636039734,0.23966141045093536,0.24296961724758148,1.0,0.6662389636039734,0.22177861630916595,0.3246527910232544,0.22543586790561676,0.20430970191955566
stone,0.1478947550058365,0.26772305369377136,0.2026512622833252,0.2695024907588959,0.1772603690624237,0.1922888606786728,0.20180901885032654,0.2695024907588959,0.12332742661237717,0.21564555168151855,0.19483385980129242,0.11966012418270111
with,0.2464839518070221,0.23492549359798431,0.3250955045223236,0.4223487675189972,0.20542247593402863,0.18796177208423615,0.4080928862094879,0.4223487675189972,0.1736196130514145,0.29949241876602173,0.12836827337741852,0.2433311939239502
steps,0.29850611090660095,0.23968647420406342,0.21692372858524323,0.252070814371109,0.14330826699733734,0.17806994915008545,0.16691924631595612,0.252070814371109,0.10915421694517136,0.1259029060602188,0.1912122368812561,0.17527498304843903
around,0.27475327253341675,0.3542582392692566,0.286477267742157,0.40085816383361816,0.2884896397590637,0.19797396659851074,0.41294145584106445,0.40085816383361816,0.1299714744091034,0.1783175766468048,0.19349049031734467,0.14729668200016022
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,1.0,0.297396719455719,0.3053930699825287,0.6662389636039734,1.0,0.2230520099401474,0.34439072012901306,0.23359008133411407,0.22068053483963013
edge,0.2064312994480133,0.31959933042526245,0.27232471108436584,0.3453350365161896,0.23458172380924225,0.24191181361675262,0.258846253156662,0.3453350365161896,0.1993381828069687,0.20000123977661133,0.22624553740024567,0.06842754781246185
which,0.5261979103088379,0.39473384618759155,0.4457404911518097,0.6521818041801453,0.3689718246459961,0.35925614833831787,0.4840516746044159,0.6521818041801453,0.20415355265140533,0.22866806387901306,0.24091947078704834,0.25814583897590637
may,0.25739946961402893,0.20264606177806854,0.322792649269104,0.2694292366504669,0.16756772994995117,0.18233966827392578,0.3424151837825775,0.2694292366504669,0.15738528966903687,0.27342671155929565,0.12636500597000122,0.2768254578113556
