,what,company,was,this,the,last,super,bowl,they,would,let,customers,have,an,opportunity,to,get,their,own,commercial,ideas,aired,?
it,0.45803478360176086,0.3082790970802307,0.4577186405658722,0.6107783317565918,0.6251175999641418,0.23236626386642456,0.19638319313526154,0.1748591959476471,0.44394949078559875,0.36398744583129883,0.2730162739753723,0.2198726236820221,0.40974161028862,0.39472338557243347,0.19256480038166046,0.513711154460907,0.2993776202201843,0.3067983090877533,0.2588726878166199,0.2612326145172119,0.27018237113952637,0.28247150778770447,0.25732165575027466
was,0.22111038863658905,0.2293137013912201,1.0000001192092896,0.3638818562030792,0.48711544275283813,0.32424551248550415,0.21420986950397491,0.21915455162525177,0.3300964832305908,0.41663143038749695,0.18481817841529846,0.16072756052017212,0.2863433063030243,0.3694365322589874,0.1782187968492508,0.3636345863342285,0.2066597044467926,0.2396296262741089,0.19632458686828613,0.22333669662475586,0.2628113329410553,0.27861282229423523,0.18412111699581146
also,0.42747777700424194,0.21313920617103577,0.4032125174999237,0.5539565086364746,0.6021018624305725,0.3057452142238617,0.27527010440826416,0.2647361755371094,0.5272021293640137,0.4152511954307556,0.28383657336235046,0.26035481691360474,0.5252172946929932,0.36835694313049316,0.2842774987220764,0.5348826050758362,0.3570755124092102,0.4181114733219147,0.36576277017593384,0.2830050587654114,0.2649582624435425,0.18926744163036346,0.21848613023757935
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6274310946464539,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.49925389885902405,0.4133751392364502,0.2692858874797821,0.18648205697536469,0.40389683842658997,0.4207492768764496,0.2641824185848236,0.535392165184021,0.29667025804519653,0.516537070274353,0.334675133228302,0.23051398992538452,0.22381870448589325,0.2525516450405121,0.22068053483963013
final,0.20972409844398499,0.07612226158380508,0.23547481000423431,0.2752659320831299,0.3543182611465454,0.4394223988056183,0.18389330804347992,0.2308216542005539,0.1924978792667389,0.25731417536735535,0.19757160544395447,0.1348205953836441,0.13584725558757782,0.18066252768039703,0.16794051229953766,0.26099109649658203,0.1557837724685669,0.2108406126499176,0.20727448165416718,0.14757727086544037,0.15205509960651398,0.2129766345024109,0.17315025627613068
year,0.15184831619262695,0.1253320872783661,0.3209837079048157,0.24877788126468658,0.3609684407711029,0.3419959247112274,0.20762673020362854,0.22878921031951904,0.22890345752239227,0.259968101978302,0.2529211938381195,0.12422675639390945,0.23220738768577576,0.17045794427394867,0.24790845811367035,0.23523004353046417,0.20975780487060547,0.20591455698013306,0.10865867882966995,0.12610527873039246,0.15589329600334167,0.2463400959968567,0.18315006792545319
that,0.6297725439071655,0.22723333537578583,0.33670201897621155,0.6909449696540833,0.5473989248275757,0.31652477383613586,0.18258553743362427,0.10987387597560883,0.5710820555686951,0.5895259380340576,0.4170008599758148,0.3066955804824829,0.6182622313499451,0.365763783454895,0.30605313181877136,0.5436353087425232,0.3748580515384674,0.4266771972179413,0.37425005435943604,0.18704216182231903,0.39306163787841797,0.22264628112316132,0.32716336846351624
doritos,0.23697175085544586,0.1841714084148407,0.24263055622577667,0.19314970076084137,0.2968476712703705,0.25931504368782043,0.21040309965610504,0.15428942441940308,0.25349026918411255,0.1754126101732254,0.20068147778511047,0.2914428412914276,0.22043874859809875,0.12191528081893921,0.19272491335868835,0.22078846395015717,0.15359976887702942,0.20420221984386444,0.23570461571216583,0.24089697003364563,0.20891548693180084,0.28314295411109924,0.2596014738082886
",",0.3087472915649414,0.2697763442993164,0.45456063747406006,0.4316047728061676,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.390799880027771,0.32586824893951416,0.3187675476074219,0.15941546857357025,0.3541618287563324,0.3581022024154663,0.20449496805667877,0.44245919585227966,0.2926318049430847,0.3045167922973633,0.2796398997306824,0.26546892523765564,0.26492518186569214,0.2195960283279419,0.31091248989105225
a,0.3320399522781372,0.22037413716316223,0.4508470594882965,0.5422310829162598,0.5829201340675354,0.2864423990249634,0.26005712151527405,0.19533146917819977,0.3528250455856323,0.398599237203598,0.24970728158950806,0.2641109228134155,0.338716596364975,0.44552403688430786,0.2521498501300812,0.45503583550453186,0.27948489785194397,0.29698723554611206,0.3093770742416382,0.2696971893310547,0.2439810186624527,0.1767585724592209,0.23916715383529663
longtime,0.10752114653587341,0.25642478466033936,0.3365395665168762,0.22745442390441895,0.2717287242412567,0.15450501441955566,0.13511623442173004,0.13373984396457672,0.1911955177783966,0.2359199821949005,0.17093931138515472,0.27827391028404236,0.17189256846904755,0.24100689589977264,0.24402453005313873,0.27073341608047485,0.11771278828382492,0.2501727044582367,0.2430361956357956,0.17127613723278046,0.23294520378112793,0.21811828017234802,0.07657656818628311
sponsor,0.12293374538421631,0.3738391101360321,0.2237473726272583,0.20061182975769043,0.251558393239975,0.12663139402866364,0.15293210744857788,0.14598821103572845,0.18769977986812592,0.22495441138744354,0.22859613597393036,0.3461032211780548,0.17546968162059784,0.14441625773906708,0.29231175780296326,0.1991434097290039,0.1322769969701767,0.20181888341903687,0.25093093514442444,0.3017388582229614,0.1754503697156906,0.22507576644420624,0.10142356157302856
of,0.33290785551071167,0.20467796921730042,0.4069072902202606,0.45148900151252747,0.733189046382904,0.3052992522716522,0.14718765020370483,0.2243070751428604,0.3426007330417633,0.3353942930698395,0.18526852130889893,0.1474810689687729,0.3802283704280853,0.32280945777893066,0.2255665808916092,0.41548454761505127,0.26628199219703674,0.4329940676689148,0.3269667625427246,0.21107374131679535,0.22676146030426025,0.15519371628761292,0.1826142966747284
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6274310946464539,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.49925389885902405,0.4133751392364502,0.2692858874797821,0.18648205697536469,0.40389683842658997,0.4207492768764496,0.2641824185848236,0.535392165184021,0.29667025804519653,0.516537070274353,0.334675133228302,0.23051398992538452,0.22381870448589325,0.2525516450405121,0.22068053483963013
game,0.2246788740158081,0.19029217958450317,0.2568269371986389,0.22182756662368774,0.285271555185318,0.15705397725105286,0.3480181396007538,0.2413962334394455,0.2399950921535492,0.20549730956554413,0.24367673695087433,0.20146805047988892,0.2211744487285614,0.16604416072368622,0.15916456282138824,0.2540906071662903,0.19948551058769226,0.2491205334663391,0.19526849687099457,0.20594170689582825,0.1971178650856018,0.3074551820755005,0.1829071193933487
",",0.3087472915649414,0.2697763442993164,0.45456063747406006,0.4316047728061676,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.390799880027771,0.32586824893951416,0.3187675476074219,0.15941546857357025,0.3541618287563324,0.3581022024154663,0.20449496805667877,0.44245919585227966,0.2926318049430847,0.3045167922973633,0.2796398997306824,0.26546892523765564,0.26492518186569214,0.2195960283279419,0.31091248989105225
