,what,is,another,term,for,x-ray,imaging,?
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.27866655588150024,0.4322226941585541,0.27182886004447937,0.20635999739170074,0.20430970191955566
march,0.20529508590698242,0.22987359762191772,0.18082624673843384,0.12616010010242462,0.2775171995162964,0.20251059532165527,0.12249237298965454,0.2802562415599823
1896,0.11299002915620804,0.17997929453849792,0.23091764748096466,0.0999373197555542,0.25254833698272705,0.1624978929758072,0.20991086959838867,0.05348491296172142
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.2764621376991272,0.1535363644361496,0.31091248989105225
after,0.21973377466201782,0.2835143506526947,0.3540703058242798,0.1965337097644806,0.3650246858596802,0.23959162831306458,0.08494774252176285,0.16608688235282898
hearing,0.34058091044425964,0.14262065291404724,0.2489802986383438,0.15662233531475067,0.24957765638828278,0.20200160145759583,0.3277490437030792,0.19994913041591644
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.26047757267951965,0.4185989499092102,0.19506630301475525,0.2478860467672348,0.1826142966747284
wilhelm,0.19761525094509125,0.1476813107728958,0.23071761429309845,0.17820502817630768,0.17676526308059692,0.01274450309574604,0.16976088285446167,0.12678855657577515
röntgen,0.17986534535884857,0.23314611613750458,0.23326440155506134,0.1717660278081894,0.19793853163719177,0.17287158966064453,0.32756370306015015,0.19019243121147156
's,0.02692362666130066,0.02396530658006668,0.026405371725559235,-0.02037568762898445,-0.07241261005401611,0.03043914958834648,0.014660782180726528,-0.023395681753754616
discovery,0.16559629142284393,0.17897257208824158,0.21979056298732758,0.16801796853542328,0.2152697890996933,0.1410597860813141,0.33956632018089294,0.11594310402870178
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.26047757267951965,0.4185989499092102,0.19506630301475525,0.2478860467672348,0.1826142966747284
x-ray,0.24739032983779907,0.21356084942817688,0.22368159890174866,0.16592730581760406,0.2114228457212448,1.0000001192092896,0.17581111192703247,0.26398539543151855
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.22272127866744995,0.5064792633056641,0.27761489152908325,0.2447846680879593,0.20544172823429108
x-ray,0.24739032983779907,0.21356084942817688,0.22368159890174866,0.16592730581760406,0.2114228457212448,1.0000001192092896,0.17581111192703247,0.26398539543151855
imaging,0.2268199324607849,0.21047765016555786,0.18566901981830597,0.21279579401016235,0.23348510265350342,0.17581111192703247,1.0,0.0898628756403923
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.16755855083465576,0.3357032239437103,0.24844886362552643,0.1157996729016304,0.40561532974243164
radiography,0.26185622811317444,0.13735346496105194,0.15585123002529144,0.21453320980072021,0.22707849740982056,0.14166374504566193,0.401486873626709,0.17347325384616852
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.14937621355056763,0.3639558255672455,0.23654557764530182,0.12324066460132599,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.2764621376991272,0.1535363644361496,0.31091248989105225
tesla,0.23221199214458466,0.14061255753040314,0.1668986827135086,0.13398443162441254,0.13983871042728424,0.07060568034648895,0.29163673520088196,0.10250775516033173
proceeded,0.27625489234924316,0.08503670245409012,0.33824366331100464,0.18101027607917786,0.27380457520484924,0.177689790725708,0.14111967384815216,0.15368618071079254
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.3310292959213257,0.4451248347759247,0.2863662540912628,0.17666667699813843,0.29463258385658264
do,0.4609605669975281,0.30895981192588806,0.25910091400146484,0.2098703533411026,0.29510271549224854,0.20907720923423767,0.18657901883125305,0.4093979299068451
his,0.26976513862609863,0.24372583627700806,0.349472314119339,0.1899632215499878,0.39312878251075745,0.17810890078544617,0.1682628095149994,0.18075084686279297
own,0.35062843561172485,0.2145606279373169,0.3790215253829956,0.07638253271579742,0.30703625082969666,0.15563112497329712,0.12000628560781479,0.1937696635723114
experiments,0.3106561601161957,0.16474494338035583,0.22532516717910767,0.19612951576709747,0.2637265622615814,0.15353381633758545,0.40680745244026184,0.14564716815948486
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.27866655588150024,0.4322226941585541,0.27182886004447937,0.20635999739170074,0.20430970191955566
x-ray,0.24739032983779907,0.21356084942817688,0.22368159890174866,0.16592730581760406,0.2114228457212448,1.0000001192092896,0.17581111192703247,0.26398539543151855
imaging,0.2268199324607849,0.21047765016555786,0.18566901981830597,0.21279579401016235,0.23348510265350342,0.17581111192703247,1.0,0.0898628756403923
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.2764621376991272,0.1535363644361496,0.31091248989105225
developing,0.22094523906707764,0.22658659517765045,0.2568141222000122,0.2334585338830948,0.32847198843955994,0.11036242544651031,0.358648419380188,0.1301516592502594
