,according,to,agreement,between,iroquois,and,british,",",where,was,a,strong,house,to,be,built,?
he,0.1964288353919983,0.385390967130661,0.2570803165435791,0.20695680379867554,0.21294748783111572,0.45427167415618896,0.20335537195205688,0.40251094102859497,0.3705328106880188,0.5410010814666748,0.4393508732318878,0.2531505525112152,0.31719887256622314,0.385390967130661,0.3325980603694916,0.19984933733940125,0.2089974731206894
completed,0.21184276044368744,0.2867361009120941,0.1946287602186203,0.21500778198242188,0.05427880212664604,0.24284477531909943,0.10557474941015244,0.26047438383102417,0.1817370355129242,0.3156263828277588,0.2692357301712036,0.08601438254117966,0.15359602868556976,0.2867361009120941,0.2236461490392685,0.4019291400909424,0.08272653818130493
the,0.3202974498271942,0.535392165184021,0.2490699142217636,0.39067012071609497,0.2624127268791199,0.5171257257461548,0.28973397612571716,0.4933079481124878,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.22482411563396454,0.2847244441509247,0.535392165184021,0.4248143136501312,0.2950156033039093,0.22068053483963013
1752,0.20527777075767517,0.03632325306534767,0.13174310326576233,-0.03159492462873459,0.1937561333179474,0.08033834397792816,0.11189160495996475,0.17440256476402283,-0.008299125358462334,0.08384682983160019,-0.016527606174349785,-0.05167330056428909,0.08766304701566696,0.03632325306534767,0.02618682011961937,0.025200003758072853,0.1778085082769394
treaty,0.16011418402194977,0.1986158937215805,0.6315374374389648,0.31517088413238525,0.33641916513442993,0.1592116355895996,0.18525288999080658,0.21270246803760529,0.15556932985782623,0.2409621626138687,0.14753150939941406,0.1480400711297989,0.17001095414161682,0.1986158937215805,0.17763298749923706,0.16526716947555542,0.1174844279885292
of,0.3307822346687317,0.41548454761505127,0.21259461343288422,0.3737983703613281,0.1605978161096573,0.5116966962814331,0.23701532185077667,0.4946078956127167,0.38066378235816956,0.4069072902202606,0.5052502155303955,0.2524286210536957,0.285114049911499,0.41548454761505127,0.33904364705085754,0.23442776501178741,0.1826142966747284
logstown,0.15693268179893494,0.18499471247196198,0.1084388941526413,0.12791793048381805,0.29768484830856323,0.26477086544036865,0.2545379400253296,0.3108678460121155,0.23330198228359222,0.2794228494167328,0.2150721400976181,0.04635728523135185,0.26421815156936646,0.18499471247196198,0.15693581104278564,0.24842986464500427,0.2342851161956787
in,0.29259276390075684,0.45010748505592346,0.20350398123264313,0.41100412607192993,0.20779527723789215,0.4954058527946472,0.23084034025669098,0.5201468467712402,0.5344807505607605,0.45514053106307983,0.539380669593811,0.21198557317256927,0.20026938617229462,0.45010748505592346,0.3481820821762085,0.25829681754112244,0.20430970191955566
which,0.28790292143821716,0.5345056653022766,0.24597544968128204,0.395174115896225,0.23257917165756226,0.506277859210968,0.2002234309911728,0.3658004403114319,0.5477990508079529,0.2830964922904968,0.56894451379776,0.32346853613853455,0.20384521782398224,0.5345056653022766,0.476310670375824,0.2829757332801819,0.25814583897590637
the,0.3202974498271942,0.535392165184021,0.2490699142217636,0.39067012071609497,0.2624127268791199,0.5171257257461548,0.28973397612571716,0.4933079481124878,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.22482411563396454,0.2847244441509247,0.535392165184021,0.4248143136501312,0.2950156033039093,0.22068053483963013
local,0.17566755414009094,0.2207600325345993,0.13879729807376862,0.148005872964859,0.19056987762451172,0.2468787580728531,0.17293424904346466,0.20673875510692596,0.2570968568325043,0.11715790629386902,0.2435571700334549,0.18626441061496735,0.11024098098278046,0.2207600325345993,0.18838182091712952,0.1414063423871994,0.15022775530815125
indians,0.11356699466705322,0.22704793512821198,0.18466512858867645,0.14262963831424713,0.4734148681163788,0.2537406086921692,0.23816223442554474,0.24523240327835083,0.23892813920974731,0.207571879029274,0.20217923820018768,0.17774051427841187,0.1651674211025238,0.22704793512821198,0.20177601277828217,0.13596050441265106,0.13372346758842468
",",0.3107093870639801,0.44245919585227966,0.23435252904891968,0.27714940905570984,0.22774100303649902,0.6633074283599854,0.25734075903892517,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.427140474319458,0.3008308410644531,0.28236111998558044,0.44245919585227966,0.39254459738731384,0.22658206522464752,0.31091248989105225
through,0.19898328185081482,0.4062686562538147,0.15969470143318176,0.3930896520614624,0.195086270570755,0.3666759729385376,0.09790610522031784,0.3060276508331299,0.331196665763855,0.21752823889255524,0.3399752974510193,0.2053471952676773,0.18917158246040344,0.4062686562538147,0.290402352809906,0.14990244805812836,0.16913433372974396
their,0.22182291746139526,0.44619059562683105,0.19614875316619873,0.26017478108406067,0.21684062480926514,0.45114588737487793,0.19777938723564148,0.3045167922973633,0.3356108069419861,0.2396296262741089,0.29698723554611206,0.2735729515552521,0.16313053667545319,0.44619059562683105,0.3200586438179016,0.19523783028125763,0.1898253709077835
``,0.008405309170484543,0.06720756739377975,0.1097528263926506,0.08136986941099167,0.060207799077034,0.036644238978624344,0.01002498995512724,0.09681109338998795,0.020612511783838272,-0.012679691426455975,0.07272057235240936,0.054558463394641876,-0.06780067831277847,0.06720756739377975,0.07670000940561295,-0.08544228971004486,0.0685480609536171
half-king,0.20763342082500458,0.37734803557395935,0.21387845277786255,0.3288175165653229,0.22629296779632568,0.4189487099647522,0.19917261600494385,0.4124043583869934,0.3092556595802307,0.3069092929363251,0.39766359329223633,0.2536063492298126,0.2820272743701935,0.37734803557395935,0.32219263911247253,0.2273452877998352,0.2437925785779953
'',0.06436512619256973,-0.009905828163027763,0.05314817652106285,0.060806289315223694,-0.07274112850427628,0.021612688899040222,0.042234957218170166,-0.037358131259679794,0.016034942120313644,0.04456103965640068,0.04890415817499161,-0.007613490801304579,0.03461001440882683,-0.009905828163027763,0.08835477381944656,0.015334987081587315,0.018684765323996544
tanacharison,0.2269049435853958,0.2156219482421875,0.19898121058940887,0.17790381610393524,0.29858633875846863,0.30397987365722656,0.24991554021835327,0.3562627136707306,0.19226600229740143,0.2882919907569885,0.2498181164264679,0.17646761238574982,0.24470482766628265,0.2156219482421875,0.2175477296113968,0.17518573999404907,0.20297423005104065
and,0.30645591020584106,0.48971283435821533,0.22375741600990295,0.40645647048950195,0.16835255920886993,1.0,0.325880765914917,0.6633074283599854,0.43859338760375977,0.3740963041782379,0.3739250600337982,0.3578340411186218,0.2552875876426697,0.48971283435821533,0.41766801476478577,0.2814858853816986,0.20544172823429108
an,0.16550497710704803,0.3138085603713989,0.18085570633411407,0.18003802001476288,0.10687960684299469,0.2838519215583801,0.21499769389629364,0.3581022024154663,0.24824833869934082,0.3694365322589874,0.44552403688430786,0.2345537394285202,0.16477175056934357,0.3138085603713989,0.33041056990623474,0.11691489815711975,0.19793890416622162
