,what,is,the,principle,about,relating,spin,and,space,variables,?
however,0.4480680823326111,0.33769986033439636,0.49814513325691223,0.3442814350128174,0.37023138999938965,0.35370004177093506,0.22456935048103333,0.498121976852417,0.1864045262336731,0.2989550828933716,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22548964619636536,0.3877100944519043,0.29289937019348145,0.21235895156860352,0.6633074283599854,0.2285580337047577,0.20117178559303284,0.31091248989105225
already,0.4530037045478821,0.27460595965385437,0.34582915902137756,0.2635100781917572,0.3399427831172943,0.31183379888534546,0.20135582983493805,0.3149968087673187,0.20959123969078064,0.2353159338235855,0.3477933406829834
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.16382117569446564,0.39797019958496094,0.27110689878463745,0.16934846341609955,0.4954058527946472,0.17648501694202423,0.15370500087738037,0.20430970191955566
quantum,0.3095471262931824,0.2059895545244217,0.21868084371089935,0.410897433757782,0.2050238996744156,0.2986893057823181,0.30698543787002563,0.16976895928382874,0.2666035592556,0.41893211007118225,0.20770002901554108
mechanics,0.3135516941547394,0.2192002385854721,0.25626060366630554,0.4046744704246521,0.19516617059707642,0.2682083547115326,0.26607024669647217,0.1544848382472992,0.2339528501033783,0.37024611234664917,0.15634238719940186
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1713743507862091,0.463201105594635,0.29478099942207336,0.15366044640541077,0.4242868423461914,0.2094677835702896,0.2778307795524597,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.20634804666042328,0.3532065451145172,0.1891622692346573,0.17025168240070343,0.3859752118587494,0.18578536808490753,0.26567497849464417,0.22961433231830597
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.20325309038162231,0.35568177700042725,0.19686728715896606,0.1954004466533661,0.42438167333602905,0.2563493549823761,0.249581977725029,0.2673267424106598
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.066971555352211,0.008102871477603912,0.024261318147182465,0.015050219371914864,0.036644238978624344,0.004888324998319149,0.21952009201049805,0.0685480609536171
caveat,0.374467670917511,0.2899625599384308,0.33872711658477783,0.2223624587059021,0.2923842966556549,0.2834797203540802,0.1550593227148056,0.26384153962135315,0.21563905477523804,0.29732710123062134,0.41447290778160095
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.06804671138525009,0.007750829216092825,-0.004889956675469875,-0.07358875870704651,0.021612688899040222,-0.03227292746305466,0.047772590070962906,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22548964619636536,0.3877100944519043,0.29289937019348145,0.21235895156860352,0.6633074283599854,0.2285580337047577,0.20117178559303284,0.31091248989105225
namely,0.25631916522979736,0.24186751246452332,0.309270441532135,0.3136960566043854,0.23216821253299713,0.3208950161933899,0.0691792294383049,0.33242514729499817,0.14524181187152863,0.20348048210144043,0.18782232701778412
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.37995871901512146,0.2858445942401886,0.22827482223510742,0.5171257257461548,0.24495907127857208,0.1977231651544571,0.22068053483963013
particles,0.26094838976860046,0.2492663413286209,0.23884518444538116,0.4140239655971527,0.20009799301624298,0.23653854429721832,0.4308435320854187,0.23946726322174072,0.3015560805797577,0.422610342502594,0.22255320847034454
acting,0.2151678204536438,0.1378737837076187,0.26443079113960266,0.12711021304130554,0.1274992972612381,0.1983322948217392,0.24162697792053223,0.2282276749610901,0.023603735491633415,0.12389896810054779,0.15597198903560638
onto,0.24182499945163727,0.1889614462852478,0.26941725611686707,0.13824355602264404,0.15763041377067566,0.1699991226196289,0.27392449975013733,0.2557806670665741,0.20171113312244415,0.10817814618349075,0.1694815307855606
each,0.3353266417980194,0.2954041659832001,0.470844566822052,0.22356760501861572,0.25596532225608826,0.27207624912261963,0.24050430953502655,0.2984027564525604,0.20209328830242157,0.339690625667572,0.21173812448978424
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.20284399390220642,0.3130497336387634,0.41600242257118225,0.2224147915840149,0.5504306554794312,0.21113267540931702,0.2583477795124054,0.24682199954986572
do,0.4609605669975281,0.30895981192588806,0.30239659547805786,0.24831102788448334,0.3183841109275818,0.25550559163093567,0.17261752486228943,0.276123583316803,0.17791397869586945,0.26834267377853394,0.4093979299068451
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.3059917986392975,0.36646416783332825,0.28903940320014954,0.17965228855609894,0.39099299907684326,0.2228187918663025,0.28697454929351807,0.41942933201789856
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.23495034873485565,0.43077903985977173,0.23355227708816528,0.1693187952041626,0.4542345404624939,0.2498323619365692,0.3096631169319153,0.2767370045185089
possess,0.26773881912231445,0.23095563054084778,0.2654380798339844,0.23799876868724823,0.20625783503055573,0.29412880539894104,0.19787630438804626,0.2894821763038635,0.16035892069339752,0.2379021942615509,0.1285712569952011
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.37995871901512146,0.2858445942401886,0.22827482223510742,0.5171257257461548,0.24495907127857208,0.1977231651544571,0.22068053483963013
spatial,0.2384750097990036,0.23371939361095428,0.21930328011512756,0.3102574050426483,0.1649174690246582,0.31166142225265503,0.1518070101737976,0.2839864194393158,0.3502028286457062,0.41970786452293396,0.13860870897769928
variable,0.21000628173351288,0.2842993140220642,0.18287865817546844,0.2929987609386444,0.14856070280075073,0.23985923826694489,0.16374175250530243,0.1734716147184372,0.19811657071113586,0.9105321764945984,0.1795729100704193
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22548964619636536,0.3877100944519043,0.29289937019348145,0.21235895156860352,0.6633074283599854,0.2285580337047577,0.20117178559303284,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.2799842357635498,0.4257524609565735,0.29099464416503906,0.1892096996307373,0.5762497186660767,0.23279379308223724,0.27767160534858704,0.27921953797340393
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.22708576917648315,0.32894372940063477,0.3552267551422119,0.21146005392074585,0.5755972862243652,0.17468027770519257,0.2418743371963501,0.21848613023757935
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1871873140335083,0.34171196818351746,0.26078587770462036,0.2491714507341385,0.3739250600337982,0.20296213030815125,0.2785695791244507,0.23916715383529663
discrete,0.19722126424312592,0.06391964852809906,0.12987491488456726,0.33911028504371643,0.11173626780509949,0.26100149750709534,0.19788116216659546,0.1342693567276001,0.2041803002357483,0.39027997851371765,0.08500554412603378
intrinsic,0.38694334030151367,0.3108851909637451,0.31427040696144104,0.398471474647522,0.20573674142360687,0.3978753089904785,0.22126208245754242,0.28279972076416016,0.2804804742336273,0.4752810597419739,0.2300206422805786
angular,0.21473631262779236,0.19060391187667847,0.23341166973114014,0.28376391530036926,0.18142294883728027,0.25473400950431824,0.2961342930793762,0.2351670116186142,0.31216156482696533,0.3645511865615845,0.0890423133969307
momentum-like,0.3691146671772003,0.2085522562265396,0.3232214152812958,0.40992406010627747,0.30250585079193115,0.3034849762916565,0.42970985174179077,0.2856137752532959,0.27401116490364075,0.3700854182243347,0.25860726833343506
variable,0.21000628173351288,0.2842993140220642,0.18287865817546844,0.2929987609386444,0.14856070280075073,0.23985923826694489,0.16374175250530243,0.1734716147184372,0.19811657071113586,0.9105321764945984,0.1795729100704193
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.23009182512760162,0.3000706732273102,0.2442842572927475,0.24411025643348694,0.3251761794090271,0.14801733195781708,0.21013912558555603,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.37995871901512146,0.2858445942401886,0.22827482223510742,0.5171257257461548,0.24495907127857208,0.1977231651544571,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.066971555352211,0.008102871477603912,0.024261318147182465,0.015050219371914864,0.036644238978624344,0.004888324998319149,0.21952009201049805,0.0685480609536171
spin,0.1801164597272873,0.17025168240070343,0.22827482223510742,0.20321956276893616,0.13945503532886505,0.17021280527114868,1.0000001192092896,0.16865940392017365,0.2182469666004181,0.18802671134471893,0.10766658186912537
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.06804671138525009,0.007750829216092825,-0.004889956675469875,-0.07358875870704651,0.021612688899040222,-0.03227292746305466,0.047772590070962906,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22548964619636536,0.3877100944519043,0.29289937019348145,0.21235895156860352,0.6633074283599854,0.2285580337047577,0.20117178559303284,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18017759919166565,0.3875081241130829,0.353814959526062,0.16865940392017365,1.0,0.22901733219623566,0.19382593035697937,0.20544172823429108
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1713743507862091,0.463201105594635,0.29478099942207336,0.15366044640541077,0.4242868423461914,0.2094677835702896,0.2778307795524597,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.20634804666042328,0.3532065451145172,0.1891622692346573,0.17025168240070343,0.3859752118587494,0.18578536808490753,0.26567497849464417,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.37995871901512146,0.2858445942401886,0.22827482223510742,0.5171257257461548,0.24495907127857208,0.1977231651544571,0.22068053483963013
pauli,0.1464306265115738,0.1987379640340805,0.23044893145561218,0.30770745873451233,0.1827191710472107,0.1824941188097,0.26052355766296387,0.1958770900964737,0.05850047245621681,0.2544332444667816,0.11045613139867783
principle,0.3569014072418213,0.20634804666042328,0.24017377197742462,1.0,0.19510005414485931,0.32789120078086853,0.20321956276893616,0.18017759919166565,0.16281959414482117,0.32870417833328247,0.2002675086259842
relating,0.30636364221572876,0.1891622692346573,0.2858445942401886,0.32789120078086853,0.3327748775482178,1.0,0.17021280527114868,0.353814959526062,0.20100419223308563,0.3218902349472046,0.2191188931465149
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.37995871901512146,0.2858445942401886,0.22827482223510742,0.5171257257461548,0.24495907127857208,0.1977231651544571,0.22068053483963013
space,0.20525942742824554,0.18578536808490753,0.24495907127857208,0.16281959414482117,0.1689152717590332,0.20100419223308563,0.2182469666004181,0.22901733219623566,1.0000001192092896,0.2429201304912567,0.1885536164045334
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18017759919166565,0.3875081241130829,0.353814959526062,0.16865940392017365,1.0,0.22901733219623566,0.19382593035697937,0.20544172823429108
