,which,count,did,the,prince,strike,an,arrangement,with,?
prince,0.15987098217010498,0.29303690791130066,0.1430761069059372,0.24284426867961884,1.0,0.09492186456918716,0.11054988205432892,0.1345810890197754,0.19996966421604156,0.15431542694568634
louis,0.14282557368278503,0.23050923645496368,0.21384841203689575,0.22078758478164673,0.2687215805053711,0.16499961912631989,0.13496483862400055,0.1269635409116745,0.1528971940279007,0.09819188714027405
de,0.13585758209228516,0.27406877279281616,0.09745011478662491,0.23491892218589783,0.14946283400058746,0.12696431577205658,0.13640527427196503,0.06212577223777771,0.18490396440029144,0.11064168810844421
condé,0.16022975742816925,0.3314591348171234,0.17295880615711212,0.3040870726108551,0.46086108684539795,0.11395850777626038,0.11211781948804855,0.17231734097003937,0.19815029203891754,0.2364301085472107
",",0.3658004403114319,0.25886058807373047,0.3015086054801941,0.4933079481124878,0.27037322521209717,0.20861901342868805,0.3581022024154663,0.21289794147014618,0.4120737314224243,0.31091248989105225
along,0.33404073119163513,0.033078186213970184,0.18832118809223175,0.39495137333869934,0.10095828771591187,0.12367215007543564,0.1581498235464096,0.2549680769443512,0.47997185587882996,0.17134909331798553
with,0.46403205394744873,0.19780637323856354,0.25472134351730347,0.4223487675189972,0.19996966421604156,0.17841042578220367,0.2730048894882202,0.33442118763923645,0.9999999403953552,0.2433311939239502
his,0.32283493876457214,0.27201569080352783,0.3546801507472992,0.4394008219242096,0.28939980268478394,0.190408393740654,0.24025635421276093,0.18082989752292633,0.33836179971694946,0.18075084686279297
sons,0.09716101735830307,0.13146209716796875,0.19547776877880096,0.16342225670814514,0.24638907611370087,0.09458315372467041,0.06735191494226456,0.07120669633150101,0.16226254403591156,0.13006451725959778
daniel,0.11263065040111542,0.15537863969802856,0.12625107169151306,0.16781723499298096,0.1733967363834381,0.06988426297903061,0.12941718101501465,0.1561679244041443,0.1615474373102188,0.1540297418832779
and,0.506277859210968,0.2053399533033371,0.34479495882987976,0.5171257257461548,0.2184920310974121,0.1997775286436081,0.2838519215583801,0.24378909170627594,0.5477725267410278,0.20544172823429108
osias,0.27818378806114197,0.2079005241394043,0.2406555563211441,0.323503702878952,0.2569082975387573,0.09281182289123535,0.1443190574645996,0.18007369339466095,0.2578638792037964,0.1580829918384552
",",0.3658004403114319,0.25886058807373047,0.3015086054801941,0.4933079481124878,0.27037322521209717,0.20861901342868805,0.3581022024154663,0.21289794147014618,0.4120737314224243,0.31091248989105225
[,0.07771235704421997,-0.05117416754364967,0.030549485236406326,0.07130392640829086,0.08821062743663788,0.10833428055047989,-0.051928628236055374,0.03205553814768791,0.07157395780086517,0.011015460826456547
citation,0.26387810707092285,0.15812969207763672,0.18243058025836945,0.2536581754684448,0.0962381437420845,0.1321549266576767,0.16231699287891388,0.2217538058757782,0.22510166466236115,0.3382055461406708
needed,0.3787943422794342,0.15147565305233002,0.40049824118614197,0.3064746856689453,0.08065212517976761,0.19255369901657104,0.27356213331222534,0.3041304647922516,0.33687737584114075,0.2863257825374603
],-0.0305959302932024,0.017970627173781395,0.024806415662169456,-0.04779602214694023,0.013499275781214237,0.05805719643831253,0.038778070360422134,-0.032075680792331696,-0.05078836530447006,-0.0022520492784678936
arranged,0.2944372296333313,0.24096165597438812,0.28978756070137024,0.26620063185691833,0.15843164920806885,0.09172084182500839,0.1747078150510788,0.6275907158851624,0.3234456181526184,0.08499907702207565
with,0.46403205394744873,0.19780637323856354,0.25472134351730347,0.4223487675189972,0.19996966421604156,0.17841042578220367,0.2730048894882202,0.33442118763923645,0.9999999403953552,0.2433311939239502
count,0.1345900148153305,0.9999999403953552,0.18198063969612122,0.21435627341270447,0.29303690791130066,0.17200633883476257,0.20062413811683655,0.14714810252189636,0.19780637323856354,0.15563273429870605
ludwig,0.11653880029916763,0.16215099394321442,0.18469740450382233,0.19800813496112823,0.23819078505039215,0.047657232731580734,0.1189795657992363,0.20643270015716553,0.0950147956609726,0.12184596061706543
von,0.13997842371463776,0.21324661374092102,0.22224590182304382,0.21817399561405182,0.25209277868270874,0.049764156341552734,0.15605303645133972,0.12006842344999313,0.14107652008533478,0.13907472789287567
nassau-saarbrücken,0.29994192719459534,0.2503034174442291,0.1673325002193451,0.35661113262176514,0.284670889377594,0.15322497487068176,0.1923319548368454,0.17486463487148285,0.23993214964866638,0.16090570390224457
to,0.5345056653022766,0.25972336530685425,0.4452643394470215,0.535392165184021,0.1818697601556778,0.26054802536964417,0.3138085603713989,0.24179738759994507,0.4239959120750427,0.29463258385658264
establish,0.27973246574401855,0.12609131634235382,0.26464948058128357,0.31343501806259155,0.07632748037576675,0.1540675163269043,0.16808341443538666,0.1922059953212738,0.20996610820293427,0.21678102016448975
a,0.56894451379776,0.20051807165145874,0.2552328109741211,0.5829201340675354,0.14827799797058105,0.2384190857410431,0.44552403688430786,0.279064804315567,0.3783375024795532,0.23916715383529663
huguenot,0.22239398956298828,0.3314203917980194,0.22897696495056152,0.29557526111602783,0.26659655570983887,0.15685303509235382,0.18697282671928406,0.19278931617736816,0.19856593012809753,0.1359742432832718
community,0.2314024716615677,0.17654550075531006,0.1464618593454361,0.2601400911808014,0.14472314715385437,0.2081168293952942,0.24982967972755432,0.07916861772537231,0.15797209739685059,0.2380419820547104
in,0.4840516746044159,0.1993972808122635,0.2593238651752472,0.6662389636039734,0.16662997007369995,0.2068100869655609,0.2605783939361572,0.20867182314395905,0.4080928862094879,0.20430970191955566
present-day,0.3039051592350006,0.11079514771699905,0.20096364617347717,0.36770060658454895,0.2766704857349396,0.1475299745798111,0.2403136044740677,0.22675953805446625,0.2727690041065216,0.24972984194755554
saarland,0.23095865547657013,0.15770426392555237,0.1839105188846588,0.34381306171417236,0.16099777817726135,0.14789371192455292,0.1413099765777588,0.1593889594078064,0.19865547120571136,0.12275537103414536
in,0.4840516746044159,0.1993972808122635,0.2593238651752472,0.6662389636039734,0.16662997007369995,0.2068100869655609,0.2605783939361572,0.20867182314395905,0.4080928862094879,0.20430970191955566
1604,-0.21600191295146942,-0.029524553567171097,-0.07672140002250671,-0.12858067452907562,0.11196375638246536,-0.04971814155578613,-0.10183767974376678,-0.01579046994447708,-0.12932097911834717,-0.08472089469432831
.,0.45942068099975586,0.2325478494167328,0.35288307070732117,0.5934505462646484,0.2213638871908188,0.21452727913856506,0.3581749200820923,0.21111422777175903,0.4446153938770294,0.4130953550338745
