,who,helped,temüjin,rescue,his,wife,from,the,merkits,?
temüjin,0.416724294424057,0.2676631510257721,1.0,0.2696496546268463,0.4682264029979706,0.28186294436454773,0.29172295331954956,0.43713900446891785,0.4439863860607147,0.21090233325958252
rescued,0.35089442133903503,0.20816466212272644,0.2923511862754822,0.7866910696029663,0.27911025285720825,0.2887943387031555,0.21733854711055756,0.17659100890159607,0.2250717431306839,0.09475589543581009
her,0.3824957311153412,0.2503006160259247,0.40914061665534973,0.18233105540275574,0.6726034283638,0.46476471424102783,0.2772032916545868,0.354963481426239,0.33642202615737915,0.20310723781585693
with,0.3282766342163086,0.24667875468730927,0.26846927404403687,0.16851972043514252,0.33836179971694946,0.2190551608800888,0.26272761821746826,0.4223487675189972,0.29341593384742737,0.2433311939239502
the,0.3733934462070465,0.3108886480331421,0.43713900446891785,0.19659951329231262,0.4394008219242096,0.18555577099323273,0.40150508284568787,1.0,0.37148115038871765,0.22068053483963013
help,0.3826322555541992,0.5497440695762634,0.28650879859924316,0.3751535415649414,0.22868521511554718,0.18631719052791595,0.22515058517456055,0.30064165592193604,0.2287474274635315,0.28403452038764954
of,0.2827862501144409,0.26548290252685547,0.378805011510849,0.1726287603378296,0.38364991545677185,0.2074100226163864,0.4249346852302551,0.733189046382904,0.3127204477787018,0.1826142966747284
his,0.44966956973075867,0.3259269595146179,0.4682264029979706,0.24150875210762024,0.9999998807907104,0.4532906115055084,0.3195365369319916,0.4394008219242096,0.3602944612503052,0.18075084686279297
friend,0.4425715506076813,0.23727068305015564,0.2848464548587799,0.3208140730857849,0.4291400909423828,0.43247470259666443,0.16866987943649292,0.1746615767478943,0.3194650113582611,0.12953594326972961
and,0.41279885172843933,0.318156898021698,0.3789469599723816,0.2207195907831192,0.4234102666378021,0.284628689289093,0.3601827025413513,0.5171257257461548,0.4145353138446808,0.20544172823429108
future,0.2509129047393799,0.2505360543727875,0.26498523354530334,0.16330592334270477,0.2392699122428894,0.24782556295394897,0.1756477802991867,0.2337762415409088,0.19783443212509155,0.3367180824279785
rival,0.2481742799282074,0.20019572973251343,0.3461460769176483,0.1375686228275299,0.3003861904144287,0.22927415370941162,0.15283001959323883,0.2149961143732071,0.27549779415130615,0.08066411316394806
",",0.3365725874900818,0.2661169171333313,0.3484273850917816,0.1754511147737503,0.3378419280052185,0.27755871415138245,0.39760664105415344,0.4933079481124878,0.35825666785240173,0.31091248989105225
jamukha,0.26036083698272705,0.152317076921463,0.48555630445480347,0.13526283204555511,0.2645959258079529,0.1996789276599884,0.1774546205997467,0.26145488023757935,0.3650866746902466,0.20055611431598663
",",0.3365725874900818,0.2661169171333313,0.3484273850917816,0.1754511147737503,0.3378419280052185,0.27755871415138245,0.39760664105415344,0.4933079481124878,0.35825666785240173,0.31091248989105225
and,0.41279885172843933,0.318156898021698,0.3789469599723816,0.2207195907831192,0.4234102666378021,0.284628689289093,0.3601827025413513,0.5171257257461548,0.4145353138446808,0.20544172823429108
his,0.44966956973075867,0.3259269595146179,0.4682264029979706,0.24150875210762024,0.9999998807907104,0.4532906115055084,0.3195365369319916,0.4394008219242096,0.3602944612503052,0.18075084686279297
protector,0.27219995856285095,0.16000035405158997,0.3618009090423584,0.23578861355781555,0.2329423576593399,0.29095926880836487,0.17658904194831848,0.27254918217658997,0.2957184314727783,0.11493951827287674
",",0.3365725874900818,0.2661169171333313,0.3484273850917816,0.1754511147737503,0.3378419280052185,0.27755871415138245,0.39760664105415344,0.4933079481124878,0.35825666785240173,0.31091248989105225
toghrul,0.21635739505290985,0.18185773491859436,0.3945753872394562,0.1821693480014801,0.22943545877933502,0.1864813268184662,0.2109271138906479,0.3152857720851898,0.35799112915992737,0.24630779027938843
khan,0.2616176903247833,0.1386224627494812,0.5100751519203186,0.14543068408966064,0.26570460200309753,0.19329942762851715,0.10581372678279877,0.21067845821380615,0.36517420411109924,0.12862591445446014
of,0.2827862501144409,0.26548290252685547,0.378805011510849,0.1726287603378296,0.38364991545677185,0.2074100226163864,0.4249346852302551,0.733189046382904,0.3127204477787018,0.1826142966747284
the,0.3733934462070465,0.3108886480331421,0.43713900446891785,0.19659951329231262,0.4394008219242096,0.18555577099323273,0.40150508284568787,1.0,0.37148115038871765,0.22068053483963013
keraite,0.3203418552875519,0.13996262848377228,0.45074760913848877,0.17462141811847687,0.21356803178787231,0.20424625277519226,0.27990081906318665,0.3522890508174896,0.3553031086921692,0.23286446928977966
tribe,0.2723805904388428,0.13833032548427582,0.40159136056900024,0.15763624012470245,0.1629103273153305,0.13890691101551056,0.15360133349895477,0.280248761177063,0.29250264167785645,0.11037874221801758
.,0.3541337847709656,0.25779226422309875,0.31788840889930725,0.1853991001844406,0.3119256794452667,0.24426577985286713,0.41536515951156616,0.5934505462646484,0.3160746395587921,0.4130953550338745
