,what,position,does,jerricho,cotchery,play,?
newton,0.20841743052005768,0.12257702648639679,0.15700970590114594,0.22996702790260315,0.19579501450061798,0.17000392079353333,0.09645649790763855
's,0.02692362666130066,-0.02956485003232956,-0.02895052544772625,-0.029720455408096313,0.0719536766409874,0.08983290195465088,-0.023395681753754616
leading,0.197072371840477,0.251803994178772,0.206157386302948,0.23036696016788483,0.2191416621208191,0.2027329057455063,0.1360926628112793
receivers,0.17180560529232025,0.2670903205871582,0.2605198919773102,0.2997710406780243,0.1983480304479599,0.2857995629310608,0.11676301807165146
were,0.22298263013362885,0.14195087552070618,0.046230707317590714,0.2559523582458496,0.26246753334999084,0.21322371065616608,0.17890112102031708
tight,0.1766127198934555,0.19480983912944794,0.22512082755565643,0.31641441583633423,0.2809240221977234,0.2583619952201843,0.11662518978118896
end,0.29234179854393005,0.20241278409957886,0.15173913538455963,0.18605300784111023,0.17600291967391968,0.19739589095115662,0.12543344497680664
greg,0.15950119495391846,0.084375761449337,0.1591954529285431,0.3143483102321625,0.15401768684387207,0.1753617525100708,0.1691211611032486
olsen,0.08416438102722168,0.07210838049650192,0.1413251757621765,0.26705217361450195,0.20384618639945984,0.18276986479759216,0.17089590430259705
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3537760078907013,0.31863659620285034,0.2231253683567047,0.31091248989105225
who,0.40942975878715515,0.2597297430038452,0.25013914704322815,0.3134932219982147,0.22373145818710327,0.2742305099964142,0.26220351457595825
caught,0.19015973806381226,0.16445545852184296,0.14851319789886475,0.28506186604499817,0.27406224608421326,0.1288856565952301,0.20266211032867432
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.2963279187679291,0.308576762676239,0.21130098402500153,0.23916715383529663
career-high,0.19118095934391022,0.3093600273132324,0.17394207417964935,0.3241039514541626,0.29649055004119873,0.2875168025493622,0.18277767300605774
77,-0.16739307343959808,0.04558355361223221,-0.14433273673057556,-0.07796743512153625,0.019408343359827995,-0.07893867045640945,-0.11628354340791702
passes,0.21615341305732727,0.13335710763931274,0.26493188738822937,0.14487694203853607,0.1542375236749649,0.11461707204580307,0.09716983139514923
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
"1,104",0.1036493331193924,0.019459212198853493,0.05684005469083786,0.10035038739442825,0.08265597373247147,-0.007685734890401363,0.1270933896303177
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.37535470724105835,0.29357481002807617,0.25634777545928955,0.20544172823429108
seven,0.15978287160396576,0.07951556146144867,0.1019262820482254,0.18759995698928833,0.17952950298786163,0.20631389319896698,0.1732930988073349
touchdowns,0.15067923069000244,0.23205097019672394,0.15000702440738678,0.34718057513237,0.32029518485069275,0.286289244890213,0.1509619653224945
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3537760078907013,0.31863659620285034,0.2231253683567047,0.31091248989105225
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.37535470724105835,0.29357481002807617,0.25634777545928955,0.20544172823429108
wide,0.22181174159049988,0.17484159767627716,0.18184135854244232,0.24640311300754547,0.25025421380996704,0.15404103696346283,0.12719376385211945
receiver,0.17021551728248596,0.27198052406311035,0.25325995683670044,0.2903132140636444,0.16182826459407806,0.27691423892974854,0.11587938666343689
ted,0.12786968052387238,0.061104025691747665,0.0979970395565033,0.37548717856407166,0.20267963409423828,0.16417324542999268,0.19378185272216797
ginn,0.16056986153125763,0.04379850998520851,0.11360583454370499,0.34109771251678467,0.34366855025291443,0.1093672588467598,0.1626676321029663
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3537760078907013,0.31863659620285034,0.2231253683567047,0.31091248989105225
jr.,0.2862679958343506,0.17505872249603271,0.2723725438117981,0.25084978342056274,0.17877434194087982,0.2688128352165222,0.3112807273864746
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3537760078907013,0.31863659620285034,0.2231253683567047,0.31091248989105225
who,0.40942975878715515,0.2597297430038452,0.25013914704322815,0.3134932219982147,0.22373145818710327,0.2742305099964142,0.26220351457595825
caught,0.19015973806381226,0.16445545852184296,0.14851319789886475,0.28506186604499817,0.27406224608421326,0.1288856565952301,0.20266211032867432
