,what,are,the,attacks,on,teachers,causing,?
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.24573074281215668,0.3848365545272827,0.2509842813014984,0.23259559273719788,0.23916715383529663
growing,0.20045997202396393,0.2877160608768463,0.33280637860298157,0.19541358947753906,0.1896074265241623,0.14682292938232422,0.26033350825309753,0.10178618133068085
cause,0.24883218109607697,0.2999303638935089,0.2551237642765045,0.2273973971605301,0.2381288707256317,0.11293970793485641,0.6712627410888672,0.240532785654068
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.18891674280166626,0.3966929316520691,0.27737662196159363,0.2885251045227051,0.1826142966747284
concern,0.3580206632614136,0.3281269371509552,0.23735320568084717,0.24358777701854706,0.176092728972435,0.17425408959388733,0.37283608317375183,0.3455961048603058
are,0.29724663496017456,1.0,0.40399202704429626,0.2667422592639923,0.268924742937088,0.2565288841724396,0.23055166006088257,0.24591213464736938
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.2314392775297165,0.42569106817245483,0.24071024358272552,0.3118148148059845,0.32716336846351624
attacks,0.19946885108947754,0.2667422592639923,0.2845265567302704,0.9999999403953552,0.2935330867767334,0.11091060936450958,0.340355783700943,0.14532065391540527
on,0.34226128458976746,0.268924742937088,0.5107308030128479,0.2935330867767334,0.9999999403953552,0.24610933661460876,0.32226383686065674,0.2714994251728058
teachers,0.2526462972164154,0.2565288841724396,0.22025763988494873,0.11091060936450958,0.24610933661460876,1.0,0.10594671964645386,0.19522249698638916
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.223388671875,0.46853652596473694,0.2128150761127472,0.25844457745552063,0.20430970191955566
welsh,0.11973178386688232,0.15960480272769928,0.181475430727005,0.11609465628862381,0.14429384469985962,0.1403873711824417,0.011529388837516308,0.0826316848397255
schools,0.1820785105228424,0.30816179513931274,0.22905772924423218,0.1464446634054184,0.18452578783035278,0.5533654689788818,0.12761424481868744,0.18349280953407288
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.2929956614971161,0.4245251417160034,0.17664629220962524,0.34433284401893616,0.25814583897590637
reached,0.20202487707138062,0.12146332114934921,0.29860952496528625,0.1893419623374939,0.321969211101532,0.15568052232265472,0.25572600960731506,0.1518019139766693
an,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.1693469136953354,0.3192969560623169,0.12090782821178436,0.17839857935905457,0.19793890416622162
all-time,0.3151063621044159,0.25025901198387146,0.35489556193351746,0.25526100397109985,0.3246498107910156,0.2577279806137085,0.21688960492610931,0.324725866317749
high,0.20466077327728271,0.21708175539970398,0.28034812211990356,0.09873289614915848,0.20843200385570526,0.24631401896476746,0.19636103510856628,0.11137914657592773
between,0.2462156116962433,0.2766000032424927,0.39067012071609497,0.2005220651626587,0.3335416913032532,0.0932917594909668,0.2779425382614136,0.12887074053287506
2005,0.0704459398984909,-0.040318891406059265,0.037273142486810684,-0.020099278539419174,0.018048860132694244,0.07854188233613968,-0.06703174114227295,0.10709824413061142
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.28638073801994324,0.4077630043029785,0.28640416264533997,0.293680340051651,0.20544172823429108
2010,0.2741409242153168,0.2871919572353363,0.31722962856292725,0.05855758488178253,0.18072794377803802,0.20494592189788818,0.058879535645246506,0.21232788264751434
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.295037180185318,0.49257001280784607,0.24628326296806335,0.23749417066574097,0.4130953550338745
,what,are,the,attacks,on,teachers,causing,?
teachers,0.2526462972164154,0.2565288841724396,0.22025763988494873,0.11091060936450958,0.24610933661460876,1.0,0.10594671964645386,0.19522249698638916
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.223388671875,0.46853652596473694,0.2128150761127472,0.25844457745552063,0.20430970191955566
wales,0.1505342721939087,0.18246807157993317,0.23852568864822388,0.13633863627910614,0.1974547952413559,0.14693664014339447,0.15689334273338318,0.15627945959568024
can,0.34502777457237244,0.5408529043197632,0.312528520822525,0.23074594140052795,0.2772369682788849,0.1946156919002533,0.34438854455947876,0.3226337134838104
be,0.3929833769798279,0.5556803941726685,0.4248143136501312,0.21628189086914062,0.37900757789611816,0.20256873965263367,0.21423572301864624,0.3324260413646698
registered,0.18316222727298737,0.2125171422958374,0.23383188247680664,0.1198873519897461,0.2645626962184906,0.222023606300354,0.16727794706821442,0.24155336618423462
members,0.16873176395893097,0.31528955698013306,0.3321719169616699,0.19387148320674896,0.22849144041538239,0.3276892304420471,0.13674314320087433,0.10212311148643494
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.18891674280166626,0.3966929316520691,0.27737662196159363,0.2885251045227051,0.1826142966747284
trade,0.1555381417274475,0.18692101538181305,0.2681608200073242,0.2622315585613251,0.20021353662014008,0.20088323950767517,0.1394813358783722,0.09336511790752411
unions,0.19864864647388458,0.31914952397346497,0.2158300280570984,0.24595429003238678,0.14511168003082275,0.352300226688385,0.16557547450065613,0.1424994021654129
such,0.23989605903625488,0.4654397666454315,0.3575236201286316,0.20113161206245422,0.3181164264678955,0.21735963225364685,0.25808846950531006,0.17851735651493073
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.20575103163719177,0.36047765612602234,0.24171572923660278,0.19677193462848663,0.27043893933296204
atl,0.19645370543003082,0.08066381514072418,0.17604634165763855,0.11623828858137131,0.12351654469966888,0.04350176081061363,0.22136978805065155,0.1988709270954132
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.25300389528274536,0.49057599902153015,0.28049156069755554,0.2622236907482147,0.31091248989105225
nut,0.18874987959861755,0.2118934690952301,0.19436371326446533,0.03464675322175026,0.13416153192520142,0.12997014820575714,0.14626699686050415,0.18353772163391113
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.19375577569007874,0.2897229492664337,0.2126750648021698,0.2984115481376648,0.32389625906944275
nasuwt,0.1438373327255249,0.11615927517414093,0.25629210472106934,0.1549055576324463,0.18832652270793915,0.08346541225910187,0.1438339352607727,0.18428707122802734
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.28638073801994324,0.4077630043029785,0.28640416264533997,0.293680340051651,0.20544172823429108
reports,0.24207861721515656,0.2517082691192627,0.2622474431991577,0.26711273193359375,0.26750078797340393,0.23133595287799835,0.27107521891593933,0.23746368288993835
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.223388671875,0.46853652596473694,0.2128150761127472,0.25844457745552063,0.20430970191955566
recent,0.24256184697151184,0.2818499803543091,0.31046223640441895,0.13286961615085602,0.26223310828208923,0.09841229021549225,0.23588170111179352,0.2544887959957123
years,0.1981470286846161,0.17491404712200165,0.2912273406982422,0.13439635932445526,0.2152649462223053,0.18620695173740387,0.11905395239591599,0.1914375126361847
suggest,0.39558762311935425,0.31504109501838684,0.2682655155658722,0.18370181322097778,0.25547099113464355,0.17552579939365387,0.2830086946487427,0.39672672748565674
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.2314392775297165,0.42569106817245483,0.24071024358272552,0.3118148148059845,0.32716336846351624
the,0.42745697498321533,0.40399202704429626,1.0,0.2845265567302704,0.5107308030128479,0.22025763988494873,0.2816545367240906,0.22068053483963013
average,0.24068789184093475,0.25111138820648193,0.27058175206184387,0.19096504151821136,0.2780454754829407,0.18556272983551025,0.1773652285337448,0.21764592826366425
age,0.1895245760679245,0.1542336493730545,0.24711290001869202,0.13714741170406342,0.23768801987171173,0.24455204606056213,0.14690111577510834,0.16859300434589386
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.18891674280166626,0.3966929316520691,0.27737662196159363,0.2885251045227051,0.1826142966747284
teachers,0.2526462972164154,0.2565288841724396,0.22025763988494873,0.11091060936450958,0.24610933661460876,1.0,0.10594671964645386,0.19522249698638916
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.223388671875,0.46853652596473694,0.2128150761127472,0.25844457745552063,0.20430970191955566
wales,0.1505342721939087,0.18246807157993317,0.23852568864822388,0.13633863627910614,0.1974547952413559,0.14693664014339447,0.15689334273338318,0.15627945959568024
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.23290947079658508,0.3635730445384979,0.15701442956924438,0.17441625893115997,0.22961433231830597
falling,0.26906242966651917,0.1977693885564804,0.3168080151081085,0.28416532278060913,0.30342039465904236,0.08296145498752594,0.4105105400085449,0.159834623336792
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.23502978682518005,0.40749499201774597,0.17936164140701294,0.34201884269714355,0.2433311939239502
teachers,0.2526462972164154,0.2565288841724396,0.22025763988494873,0.11091060936450958,0.24610933661460876,1.0,0.10594671964645386,0.19522249698638916
being,0.3760843276977539,0.4656608998775482,0.419739305973053,0.28188464045524597,0.3119087219238281,0.1817714124917984,0.31051918864250183,0.26743772625923157
younger,0.1693686693906784,0.1360478401184082,0.19571860134601593,0.13459278643131256,0.08506304025650024,0.2734074890613556,0.10186006873846054,0.12709127366542816
than,0.29388150572776794,0.39206281304359436,0.3227543234825134,0.21333101391792297,0.2864885926246643,0.19273844361305237,0.26037025451660156,0.24917294085025787
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.223388671875,0.46853652596473694,0.2128150761127472,0.25844457745552063,0.20430970191955566
previous,0.2743692696094513,0.18899986147880554,0.34706559777259827,0.148966446518898,0.24665234982967377,0.08585592359304428,0.15233327448368073,0.16724538803100586
years,0.1981470286846161,0.17491404712200165,0.2912273406982422,0.13439635932445526,0.2152649462223053,0.18620695173740387,0.11905395239591599,0.1914375126361847
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.295037180185318,0.49257001280784607,0.24628326296806335,0.23749417066574097,0.4130953550338745
