,who,makes,up,the,bbc,commentary,team,with,greg,brady,and,rocky,boiman,?
the,0.3733934462070465,0.3029823303222656,0.38423117995262146,1.0,0.2735401690006256,0.2209595888853073,0.22564226388931274,0.4223487675189972,0.1689821034669876,0.22030501067638397,0.5171257257461548,0.23650658130645752,0.308314710855484,0.22068053483963013
bbc,0.2086644321680069,0.12847192585468292,0.1300956904888153,0.2735401690006256,1.0000001192092896,0.3456023037433624,0.11248676478862762,0.20973603427410126,0.1921943873167038,0.21984851360321045,0.17831335961818695,0.16874440014362335,0.21130773425102234,0.20556949079036713
will,0.24651563167572021,0.4518732726573944,0.3349364995956421,0.3635469079017639,0.2193043977022171,0.12890705466270447,0.1701771467924118,0.33888739347457886,0.17383404076099396,0.15774743258953094,0.35983073711395264,0.15833830833435059,0.14493384957313538,0.35046905279159546
carry,0.20254260301589966,0.2700241804122925,0.27313753962516785,0.26752355694770813,0.13913553953170776,0.07607835531234741,0.07758895307779312,0.22976382076740265,0.1336032897233963,0.16088777780532837,0.2731964588165283,0.1238628402352333,0.1074160635471344,0.17171701788902283
its,0.1326070874929428,0.3279924988746643,0.2559551000595093,0.559237003326416,0.20280002057552338,0.1341812014579773,0.1276291012763977,0.3087116777896881,0.09129177033901215,0.17857478559017181,0.3841775357723236,0.21029914915561676,0.16612929105758667,0.15103481709957123
own,0.31838667392730713,0.26275742053985596,0.2973838150501251,0.334675133228302,0.17825062572956085,0.1594984531402588,0.18196836113929749,0.290842205286026,0.18129536509513855,0.23683325946331024,0.3142828047275543,0.14406520128250122,0.11969153583049774,0.1937696635723114
british,0.2666113078594208,0.12958192825317383,0.17518854141235352,0.28973397612571716,0.32780835032463074,0.15148207545280457,0.13236497342586517,0.1637800633907318,0.23189835250377655,0.22104968130588531,0.325880765914917,0.20216669142246246,0.23305851221084595,0.09711728990077972
english,0.33983519673347473,0.15778431296348572,0.13459719717502594,0.23982001841068268,0.27608463168144226,0.20830218493938446,0.1154167577624321,0.1562870889902115,0.18001613020896912,0.1667831391096115,0.3409043252468109,0.12597905099391937,0.21712307631969452,0.23251567780971527
broadcast,0.18632595241069794,0.11959793418645859,0.1665463149547577,0.2713715434074402,0.5486354827880859,0.4153614938259125,0.15148718655109406,0.1932039111852646,0.20704342424869537,0.21583394706249237,0.22526025772094727,0.20136511325836182,0.20454861223697662,0.15760008990764618
",",0.3365725874900818,0.2926395535469055,0.34193792939186096,0.4933079481124878,0.14724469184875488,0.2477271854877472,0.21287471055984497,0.4120737314224243,0.23601293563842773,0.247231587767601,0.6633074283599854,0.23212578892707825,0.36496078968048096,0.31091248989105225
with,0.3282766342163086,0.33933931589126587,0.38676461577415466,0.4223487675189972,0.20973603427410126,0.17662520706653595,0.21111343801021576,0.9999999403953552,0.1441548615694046,0.1410597562789917,0.5477725267410278,0.16756199300289154,0.21751372516155243,0.2433311939239502
greg,0.21012353897094727,0.12926164269447327,0.22998224198818207,0.1689821034669876,0.1921943873167038,0.2280621975660324,0.17809736728668213,0.1441548615694046,1.0,0.31174975633621216,0.20227330923080444,0.23282788693904877,0.2511536777019501,0.1691211611032486
brady,0.24164094030857086,0.08566351234912872,0.16627298295497894,0.22030501067638397,0.21984851360321045,0.19011598825454712,0.0871041789650917,0.1410597562789917,0.31174975633621216,1.0000001192092896,0.16817504167556763,0.23116172850131989,0.28830769658088684,0.20001526176929474
",",0.3365725874900818,0.2926395535469055,0.34193792939186096,0.4933079481124878,0.14724469184875488,0.2477271854877472,0.21287471055984497,0.4120737314224243,0.23601293563842773,0.247231587767601,0.6633074283599854,0.23212578892707825,0.36496078968048096,0.31091248989105225
darren,0.28232020139694214,0.12533420324325562,0.17876073718070984,0.22341585159301758,0.23271997272968292,0.152326300740242,0.20994523167610168,0.2045293152332306,0.4540558159351349,0.33933892846107483,0.2266722172498703,0.2673795819282532,0.3581847846508026,0.20729461312294006
fletcher,0.2663099467754364,0.13402704894542694,0.20684123039245605,0.22613143920898438,0.22034190595149994,0.14994317293167114,0.17567993700504303,0.18070392310619354,0.23439276218414307,0.19564774632453918,0.27621525526046753,0.159788116812706,0.23216748237609863,0.1911897510290146
and,0.41279885172843933,0.34688496589660645,0.4032393991947174,0.5171257257461548,0.17831335961818695,0.2618425786495209,0.22394508123397827,0.5477725267410278,0.20227330923080444,0.16817504167556763,1.0,0.21744650602340698,0.33316436409950256,0.20544172823429108
rocky,0.16639487445354462,0.11523657292127609,0.22321617603302002,0.23650658130645752,0.16874440014362335,0.1156122088432312,0.13279005885124207,0.16756199300289154,0.23282788693904877,0.23116172850131989,0.21744650602340698,0.9999999403953552,0.2528340220451355,0.1464167684316635
boiman,0.301522433757782,0.1320537030696869,0.11402538418769836,0.308314710855484,0.21130773425102234,0.21719053387641907,0.2122063785791397,0.21751372516155243,0.2511536777019501,0.28830769658088684,0.33316436409950256,0.2528340220451355,1.0000001192092896,0.20635423064231873
on,0.2340552806854248,0.2151028960943222,0.34194523096084595,0.5107308030128479,0.2646632492542267,0.24374806880950928,0.13870710134506226,0.40749499201774597,0.18189699947834015,0.2069142609834671,0.4077630043029785,0.21027562022209167,0.22760415077209473,0.2714994251728058
commentary,0.2012261152267456,0.11962678283452988,0.13204388320446014,0.2209595888853073,0.3456023037433624,1.0,0.11691542714834213,0.17662520706653595,0.2280621975660324,0.19011598825454712,0.2618425786495209,0.1156122088432312,0.21719053387641907,0.20364898443222046
.,0.3541337847709656,0.265095978975296,0.351434588432312,0.5934505462646484,0.20265105366706848,0.159536674618721,0.26467522978782654,0.4446153938770294,0.1809452772140503,0.27011528611183167,0.588965117931366,0.23569029569625854,0.3398309051990509,0.4130953550338745
