,who,recorded,``,walking,in,fresno,?,''
in,0.2792111933231354,0.27585887908935547,0.04765888676047325,0.2079416811466217,1.0,0.26126348972320557,0.20430970191955566,0.07432962208986282
the,0.3733934462070465,0.2759207487106323,0.029072100296616554,0.22236526012420654,0.6662389636039734,0.22571885585784912,0.22068053483963013,0.041273195296525955
1970s,0.02405538223683834,-0.007092194631695747,-0.022992221638560295,0.034568700939416885,0.057396724820137024,0.05998651310801506,0.03861190751194954,-0.07546577602624893
",",0.3365725874900818,0.2596049904823303,0.09681109338998795,0.1997017115354538,0.5201468467712402,0.2561432421207428,0.31091248989105225,-0.037358131259679794
the,0.3733934462070465,0.2759207487106323,0.029072100296616554,0.22236526012420654,0.6662389636039734,0.22571885585784912,0.22068053483963013,0.041273195296525955
city,0.21073515713214874,0.1761283129453659,-0.009671642445027828,0.03497713804244995,0.3911624252796173,0.2780216634273529,0.13423943519592285,0.08278307318687439
was,0.3318818509578705,0.328198105096817,-0.012679691426455975,0.1614665687084198,0.45514053106307983,0.2749030292034149,0.18412111699581146,0.04456103965640068
the,0.3733934462070465,0.2759207487106323,0.029072100296616554,0.22236526012420654,0.6662389636039734,0.22571885585784912,0.22068053483963013,0.041273195296525955
subject,0.29749795794487,0.13897506892681122,0.0066905757412314415,0.17076583206653595,0.21163184940814972,0.16846446692943573,0.33952999114990234,0.04051326587796211
of,0.2827862501144409,0.21896186470985413,0.06780257821083069,0.17382390797138214,0.5696388483047485,0.1875009983778,0.1826142966747284,0.13035868108272552
a,0.36608949303627014,0.21145537495613098,0.07272057235240936,0.2478427141904831,0.539380669593811,0.22242428362369537,0.23916715383529663,0.04890415817499161
song,0.22163687646389008,0.42898568511009216,-0.009448634460568428,0.18674702942371368,0.22749996185302734,0.15105071663856506,0.20782215893268585,-0.0036455560475587845
",",0.3365725874900818,0.2596049904823303,0.09681109338998795,0.1997017115354538,0.5201468467712402,0.2561432421207428,0.31091248989105225,-0.037358131259679794
``,0.02397952415049076,-0.06672187894582748,1.0,-0.048725828528404236,0.04765888676047325,0.05810604989528656,0.0685480609536171,-0.09173435717821121
walking,0.25616875290870667,0.18588754534721375,-0.048725828528404236,1.0,0.2079416811466217,0.1678204983472824,0.14641889929771423,-0.07290264964103699
into,0.16956904530525208,0.1063823401927948,0.02736244536936283,0.12711413204669952,0.38021373748779297,0.1685473471879959,0.15662476420402527,-0.043979667127132416
fresno,0.13491588830947876,0.21074239909648895,0.05810604989528656,0.1678204983472824,0.26126348972320557,1.0000001192092896,0.13224096596240997,0.00738918874412775
'',0.024401003494858742,0.03543894737958908,-0.09173435717821121,-0.07290264964103699,0.07432962208986282,0.00738918874412775,0.018684765323996544,1.0
",",0.3365725874900818,0.2596049904823303,0.09681109338998795,0.1997017115354538,0.5201468467712402,0.2561432421207428,0.31091248989105225,-0.037358131259679794
written,0.26459524035453796,0.3671780228614807,0.08063548058271408,0.09768163412809372,0.20878943800926208,0.012044225819408894,0.21451954543590546,0.06271407008171082
by,0.39727845788002014,0.2354571372270584,-0.030704375356435776,0.17649058997631073,0.370934396982193,0.12580959498882294,0.17966607213020325,-0.010275691747665405
hall,0.21594181656837463,0.17601555585861206,-0.11985046416521072,0.1857375055551529,0.23692627251148224,0.25295186042785645,0.13520537316799164,-0.0650692880153656
of,0.2827862501144409,0.21896186470985413,0.06780257821083069,0.17382390797138214,0.5696388483047485,0.1875009983778,0.1826142966747284,0.13035868108272552
fame,0.21945296227931976,0.16987396776676178,-0.056257523596286774,0.21474172174930573,0.1918509304523468,0.25291404128074646,0.12045944482088089,-0.024311665445566177
guitarist,0.1986539661884308,0.24422897398471832,0.03570013865828514,0.12311910092830658,0.12696312367916107,0.21604880690574646,0.20946814119815826,0.02315486967563629
bill,0.19545355439186096,0.13197070360183716,-0.015507252886891365,0.16215845942497253,0.1447519063949585,0.21956105530261993,0.12855131924152374,-0.02734319306910038
aken,0.2896546721458435,0.15025581419467926,-0.03185628354549408,0.17639465630054474,0.33187350630760193,0.23335033655166626,0.1133575513958931,0.022558650001883507
and,0.41279885172843933,0.18660911917686462,0.036644238978624344,0.23937377333641052,0.4954058527946472,0.21513071656227112,0.20544172823429108,0.021612688899040222
recorded,0.18934021890163422,0.9999998807907104,-0.06672187894582748,0.18588754534721375,0.27585887908935547,0.21074239909648895,0.19213420152664185,0.03543894737958908
by,0.39727845788002014,0.2354571372270584,-0.030704375356435776,0.17649058997631073,0.370934396982193,0.12580959498882294,0.17966607213020325,-0.010275691747665405
bob,0.24693970382213593,0.19698858261108398,-0.08798588067293167,0.14650146663188934,0.18750905990600586,0.1248902752995491,0.14176081120967865,-0.08136585354804993
gallion,0.25070998072624207,0.10252779722213745,0.04754473641514778,0.16445370018482208,0.20529912412166595,0.19353027641773224,0.1125786155462265,0.05658832937479019
of,0.2827862501144409,0.21896186470985413,0.06780257821083069,0.17382390797138214,0.5696388483047485,0.1875009983778,0.1826142966747284,0.13035868108272552
the,0.3733934462070465,0.2759207487106323,0.029072100296616554,0.22236526012420654,0.6662389636039734,0.22571885585784912,0.22068053483963013,0.041273195296525955
world-famous,0.342474102973938,0.3602064847946167,-0.0640452429652214,0.264445036649704,0.3797872066497803,0.18968744575977325,0.17645074427127838,0.050793733447790146
``,0.02397952415049076,-0.06672187894582748,1.0,-0.048725828528404236,0.04765888676047325,0.05810604989528656,0.0685480609536171,-0.09173435717821121
wwva,0.18030601739883423,0.19507601857185364,0.06083144620060921,0.17587509751319885,0.18119581043720245,0.24084289371967316,0.277732789516449,-0.043359942734241486
jamboree,0.24834345281124115,0.2802066504955292,-0.04104698449373245,0.26871487498283386,0.3051872253417969,0.2559117376804352,0.1478504240512848,0.00692337192595005
'',0.024401003494858742,0.03543894737958908,-0.09173435717821121,-0.07290264964103699,0.07432962208986282,0.00738918874412775,0.018684765323996544,1.0
radio,0.20289050042629242,0.2630997598171234,-0.0929090604186058,0.05947364866733551,0.22625693678855896,0.24672970175743103,0.08763375133275986,0.040941011160612106
and,0.41279885172843933,0.18660911917686462,0.036644238978624344,0.23937377333641052,0.4954058527946472,0.21513071656227112,0.20544172823429108,0.021612688899040222
television,0.2515988349914551,0.24276234209537506,-0.06242398917675018,0.16846852004528046,0.2689782977104187,0.2899557948112488,0.16825827956199646,0.06711827218532562
show,0.2095358669757843,0.1879468560218811,0.015512588433921337,0.17749753594398499,0.27595704793930054,0.17245998978614807,0.2520138621330261,0.04856986179947853
