,very,small,markets,had,to,wait,until,what,decade,to,support,an,abc,affiliate,?
still,0.47362613677978516,0.32337430119514465,0.23769152164459229,0.2935110330581665,0.41205283999443054,0.3737247884273529,0.4099406898021698,0.4548931419849396,0.16759511828422546,0.41205283999443054,0.3350483179092407,0.20023715496063232,0.09773536026477814,0.13250881433486938,0.3039587736129761
",",0.34709087014198303,0.3083299398422241,0.24350304901599884,0.35487717390060425,0.44245919585227966,0.2526383101940155,0.2947838604450226,0.3087472915649414,0.18535472452640533,0.44245919585227966,0.2733234167098999,0.3581022024154663,0.2097204476594925,0.20519042015075684,0.31091248989105225
abc,0.08320367336273193,0.07600761950016022,0.16946740448474884,0.18355661630630493,0.1762417107820511,0.11851435154676437,0.175827294588089,0.1317344456911087,0.21094603836536407,0.1762417107820511,0.10650366544723511,0.16561369597911835,1.0000001192092896,0.2614424228668213,0.19065172970294952
's,0.024833835661411285,0.08369652181863785,0.12300296127796173,-0.004401352722197771,0.03782717138528824,0.04901524633169174,0.02445155940949917,0.02692362666130066,-0.05015040934085846,0.03782717138528824,-0.013377348892390728,0.025255560874938965,0.06670809537172318,0.06567194312810898,-0.023395681753754616
limited,0.2532503306865692,0.304183691740036,0.2936481535434723,0.2716013193130493,0.2564510405063629,0.22025081515312195,0.21432530879974365,0.23110276460647583,0.17298714816570282,0.2564510405063629,0.30721500515937805,0.17557017505168915,0.1643701046705246,0.15854190289974213,0.09444807469844818
reach,0.23315829038619995,0.19760151207447052,0.25168249011039734,0.21661508083343506,0.37959611415863037,0.2757115066051483,0.18839429318904877,0.23399507999420166,0.17488183081150055,0.37959611415863037,0.21857865154743195,0.14843446016311646,0.05181146413087845,0.1630299687385559,0.13152138888835907
would,0.38255003094673157,0.23819421231746674,0.25448572635650635,0.5436059832572937,0.5965728163719177,0.40179991722106934,0.31353649497032166,0.45766422152519226,0.16306330263614655,0.5965728163719177,0.37229225039482117,0.2650099992752075,0.13780725002288818,0.18564574420452118,0.37178951501846313
continue,0.26791733503341675,0.18401113152503967,0.23101602494716644,0.2806638777256012,0.4441169500350952,0.348343163728714,0.3793383836746216,0.34721019864082336,0.2329293191432953,0.4441169500350952,0.2901573181152344,0.2012978345155716,0.18366219103336334,0.19690382480621338,0.23903685808181763
to,0.3902553617954254,0.3054737150669098,0.23568420112133026,0.37984350323677063,1.0,0.33569201827049255,0.354556679725647,0.455847829580307,0.16759321093559265,1.0,0.2742273211479187,0.3138085603713989,0.1762417107820511,0.23261301219463348,0.29463258385658264
hobble,0.327674925327301,0.31522244215011597,0.2641589641571045,0.21297746896743774,0.22313910722732544,0.1809762716293335,0.12465493381023407,0.25633302330970764,0.16089138388633728,0.22313910722732544,0.18327026069164276,0.245451882481575,0.15122266113758087,0.04297574982047081,0.17296719551086426
it,0.4389229118824005,0.2971538305282593,0.26906734704971313,0.2910259962081909,0.513711154460907,0.28165203332901,0.31202051043510437,0.45803478360176086,0.17343537509441376,0.513711154460907,0.2199798822402954,0.39472338557243347,0.17324577271938324,0.10855108499526978,0.25732165575027466
for,0.3639320731163025,0.20376276969909668,0.24505305290222168,0.3270139992237091,0.4451248347759247,0.31390970945358276,0.2802979350090027,0.3017193675041199,0.2559126317501068,0.4451248347759247,0.3156939148902893,0.3236706852912903,0.22510288655757904,0.21401958167552948,0.264628142118454
the,0.34171217679977417,0.39655908942222595,0.23818166553974152,0.3875846862792969,0.535392165184021,0.23338010907173157,0.37191009521484375,0.42745697498321533,0.2552448511123657,0.535392165184021,0.22984638810157776,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.22068053483963013
next,0.1854885220527649,0.12511655688285828,0.21641886234283447,0.29034528136253357,0.3416391611099243,0.2955208122730255,0.25522756576538086,0.25980645418167114,0.2790047526359558,0.3416391611099243,0.14893095195293427,0.15683439373970032,0.1395609974861145,0.09317216277122498,0.167460098862648
two,0.2929183542728424,0.3017333149909973,0.13914848864078522,0.41487234830856323,0.3343428373336792,0.25810280442237854,0.3112592101097107,0.23363454639911652,0.18418395519256592,0.3343428373336792,0.16180743277072906,0.1867314726114273,0.15247683227062225,0.22714833915233612,0.19645625352859497
decades,0.2594497799873352,0.13749398291110992,0.28534284234046936,0.3975333869457245,0.22118385136127472,0.1821182817220688,0.3482087254524231,0.12673556804656982,0.693686842918396,0.22118385136127472,0.1891893595457077,0.08877226710319519,0.1780346781015396,0.13721425831317902,0.06808225065469742
;,0.06903229653835297,0.08264435827732086,0.024919601157307625,0.036781277507543564,0.0979827418923378,-0.04474633187055588,0.06415168941020966,0.10986888408660889,-0.06477196514606476,0.0979827418923378,0.013119024224579334,-0.0424368716776371,-0.0012340332614257932,0.061708442866802216,0.10349778085947037
several,0.3615834414958954,0.3101399540901184,0.1827276051044464,0.3695624768733978,0.36196985840797424,0.2284013032913208,0.23970575630664825,0.22446060180664062,0.20361930131912231,0.36196985840797424,0.19908928871154785,0.21064363420009613,0.1428346037864685,0.19032450020313263,0.15595775842666626
smaller,0.26235800981521606,0.660792350769043,0.18428024649620056,0.2563222050666809,0.2597835958003998,0.18349801003932953,0.15525612235069275,0.23730900883674622,0.05874192342162132,0.2597835958003998,0.16353753209114075,0.17761343717575073,0.010554306209087372,0.14212176203727722,0.17881669104099274
markets,0.18254557251930237,0.20252114534378052,1.0000001192092896,0.19512154161930084,0.23568420112133026,0.14465634524822235,0.2063906043767929,0.12341798096895218,0.13865572214126587,0.23568420112133026,0.10839293152093887,0.14215992391109467,0.16946740448474884,0.14650484919548035,0.11209505051374435
would,0.38255003094673157,0.23819421231746674,0.25448572635650635,0.5436059832572937,0.5965728163719177,0.40179991722106934,0.31353649497032166,0.45766422152519226,0.16306330263614655,0.5965728163719177,0.37229225039482117,0.2650099992752075,0.13780725002288818,0.18564574420452118,0.37178951501846313
not,0.4733414649963379,0.27482494711875916,0.18162000179290771,0.3714721202850342,0.5149973034858704,0.39333924651145935,0.3178916871547699,0.5449194312095642,0.1700124591588974,0.5149973034858704,0.3891409933567047,0.3722182512283325,0.15984800457954407,0.19365842640399933,0.41942933201789856
grow,0.3151264190673828,0.3110749125480652,0.2725549638271332,0.21367043256759644,0.3296493887901306,0.1367659568786621,0.20575982332229614,0.23171839118003845,0.19511620700359344,0.3296493887901306,0.18947917222976685,0.1422024965286255,0.1124480813741684,0.1459328681230545,0.12417493760585785
large,0.40810373425483704,0.7174716591835022,0.22781461477279663,0.3191347122192383,0.3150999844074249,0.1809971183538437,0.16103622317314148,0.2017821967601776,0.16802938282489777,0.3150999844074249,0.20025323331356049,0.25319868326187134,0.08852197974920273,0.17060352861881256,0.1355665624141693
enough,0.5631506443023682,0.2607726454734802,0.1689491719007492,0.3470923900604248,0.43150144815444946,0.39688223600387573,0.25574421882629395,0.3944990336894989,0.14844316244125366,0.43150144815444946,0.3853091895580292,0.27753549814224243,0.1581021547317505,0.13343101739883423,0.3526461720466614
to,0.3902553617954254,0.3054737150669098,0.23568420112133026,0.37984350323677063,1.0,0.33569201827049255,0.354556679725647,0.455847829580307,0.16759321093559265,1.0,0.2742273211479187,0.3138085603713989,0.1762417107820511,0.23261301219463348,0.29463258385658264
support,0.27490782737731934,0.15004676580429077,0.10839293152093887,0.2458699643611908,0.2742273211479187,0.30660736560821533,0.19316132366657257,0.2797985076904297,0.21679390966892242,0.2742273211479187,1.0000001192092896,0.22892893850803375,0.10650366544723511,0.2212035059928894,0.22626608610153198
a,0.45312565565109253,0.41262131929397583,0.1907232105731964,0.34897568821907043,0.45503583550453186,0.29910290241241455,0.2314814180135727,0.3320399522781372,0.17141307890415192,0.45503583550453186,0.2484646886587143,0.44552403688430786,0.21331243216991425,0.15037991106510162,0.23916715383529663
full-time,0.23335695266723633,0.15982840955257416,0.20058739185333252,0.3273373246192932,0.3979185223579407,0.34850844740867615,0.33717337250709534,0.3223298490047455,0.256236732006073,0.3979185223579407,0.38430163264274597,0.3236754536628723,0.31901079416275024,0.2852357029914856,0.2854166030883789
abc,0.08320367336273193,0.07600761950016022,0.16946740448474884,0.18355661630630493,0.1762417107820511,0.11851435154676437,0.175827294588089,0.1317344456911087,0.21094603836536407,0.1762417107820511,0.10650366544723511,0.16561369597911835,1.0000001192092896,0.2614424228668213,0.19065172970294952
affiliate,0.05319337546825409,0.13645869493484497,0.14650484919548035,0.10391118377447128,0.23261301219463348,0.13193067908287048,0.1438164860010147,0.16121849417686462,0.12713302671909332,0.23261301219463348,0.2212035059928894,0.13780094683170319,0.2614424228668213,0.9999999403953552,0.10958297550678253
until,0.2064284384250641,0.19888821244239807,0.2063906043767929,0.42164283990859985,0.354556679725647,0.28570735454559326,1.0,0.2693650424480438,0.23819531500339508,0.354556679725647,0.19316132366657257,0.2086891084909439,0.175827294588089,0.1438164860010147,0.20304496586322784
the,0.34171217679977417,0.39655908942222595,0.23818166553974152,0.3875846862792969,0.535392165184021,0.23338010907173157,0.37191009521484375,0.42745697498321533,0.2552448511123657,0.535392165184021,0.22984638810157776,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.22068053483963013
1960s,-0.09396542608737946,0.04797830805182457,-0.046738989651203156,-0.1378762573003769,-0.1955609768629074,-0.14184261858463287,-0.13017430901527405,-0.17530474066734314,-0.07060196995735168,-0.1955609768629074,-0.09955767542123795,-0.011944194324314594,0.11778279393911362,0.0315839946269989,-0.08257022500038147
",",0.34709087014198303,0.3083299398422241,0.24350304901599884,0.35487717390060425,0.44245919585227966,0.2526383101940155,0.2947838604450226,0.3087472915649414,0.18535472452640533,0.44245919585227966,0.2733234167098999,0.3581022024154663,0.2097204476594925,0.20519042015075684,0.31091248989105225
