,who,did,martin,luther,marry,?
martin,0.22000780701637268,0.15959656238555908,0.9999999403953552,0.6228963136672974,0.1770680844783783,0.060103293508291245
luther,0.21013082563877106,0.23667675256729126,0.6228963136672974,1.0,0.19635523855686188,0.1732746809720993
married,0.299703449010849,0.199991375207901,0.1844695657491684,0.1496782898902893,0.6243249773979187,0.18062160909175873
katharina,0.2242349237203598,0.20237471163272858,0.2808230519294739,0.34570983052253723,0.30512726306915283,0.13054367899894714
von,0.1834137886762619,0.22224590182304382,0.23812420666217804,0.30416905879974365,0.2060830444097519,0.13907472789287567
bora,0.142595574259758,0.06930505484342575,0.2335331290960312,0.1740429401397705,0.13293145596981049,0.13829001784324646
",",0.3365725874900818,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2495274543762207,0.31091248989105225
one,0.40083858370780945,0.27659472823143005,0.08929091691970825,0.1255420446395874,0.17340616881847382,0.2673267424106598
of,0.2827862501144409,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.15853992104530334,0.1826142966747284
12,0.07916399836540222,0.11160892248153687,-0.04301225766539574,-0.047294799238443375,0.10557319223880768,0.10021790862083435
nuns,0.2998189628124237,0.25228947401046753,0.16782696545124054,0.3110099732875824,0.4092094600200653,0.17051644623279572
he,0.5500732064247131,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.34828096628189087,0.2089974731206894
had,0.36173108220100403,0.540525496006012,0.14995867013931274,0.16133075952529907,0.30949753522872925,0.20728366076946259
helped,0.36359652876853943,0.48476338386535645,0.1666891723871231,0.18291553854942322,0.16593217849731445,0.16572049260139465
escape,0.23021169006824493,0.20764513313770294,0.2216944694519043,0.18148590624332428,0.2102685123682022,0.11586874723434448
from,0.27839982509613037,0.20248863101005554,0.10372040420770645,0.10716932266950607,0.1076827198266983,0.19969791173934937
the,0.3733934462070465,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.16624797880649567,0.22068053483963013
nimbschen,0.2589993476867676,0.21465983986854553,0.24549563229084015,0.31799793243408203,0.25982609391212463,0.27361300587654114
cistercian,0.20221349596977234,0.17436152696609497,0.1831628680229187,0.2527329623699188,0.2511207163333893,0.13337573409080505
convent,0.19095948338508606,0.18329010903835297,0.1916983276605606,0.23039324581623077,0.33975276350975037,0.13633914291858673
in,0.2792111933231354,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.17190752923488617,0.20430970191955566
april,0.2566681504249573,0.2925565242767334,0.16644775867462158,0.1579839140176773,0.19817379117012024,0.25704094767570496
1523,-0.029038963839411736,-0.12093567103147507,0.052465107291936874,0.004445450380444527,0.007496494799852371,-0.1076718270778656
",",0.3365725874900818,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2495274543762207,0.31091248989105225
when,0.48282691836357117,0.3228907287120819,0.18206718564033508,0.14516782760620117,0.26985645294189453,0.22841128706932068
he,0.5500732064247131,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.34828096628189087,0.2089974731206894
arranged,0.13102956116199493,0.28978756070137024,0.17339734733104706,0.1628410816192627,0.2910892069339752,0.08499907702207565
for,0.37110671401023865,0.318512886762619,0.1178249642252922,0.12958186864852905,0.1640104055404663,0.264628142118454
them,0.5243523120880127,0.44189682602882385,0.13661283254623413,0.1940135955810547,0.32197022438049316,0.35435691475868225
to,0.42656609416007996,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.3244785964488983,0.29463258385658264
be,0.3371641933917999,0.22657383978366852,0.12242191284894943,0.15299063920974731,0.25950872898101807,0.3324260413646698
smuggled,0.24977006018161774,0.28233614563941956,0.14693602919578552,0.10699933022260666,0.22079682350158691,0.12332867830991745
out,0.3129808306694031,0.28413498401641846,0.148545503616333,0.1738509088754654,0.21814662218093872,0.22020699083805084
in,0.2792111933231354,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.17190752923488617,0.20430970191955566
herring,0.13734175264835358,0.09271272271871567,0.11953931301832199,0.10724107176065445,0.12586699426174164,0.1397291123867035
barrels,0.1836770623922348,0.19286583364009857,0.15193690359592438,0.16945824027061462,0.15747755765914917,0.19082021713256836
.,0.3541337847709656,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.19600537419319153,0.4130953550338745
