,in,what,year,was,nikola,tesla,born,?
nikola,0.11547333002090454,0.1137276440858841,0.1048557385802269,0.19991572201251984,1.0000001192092896,0.5656248331069946,0.22355380654335022,0.06297405064105988
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.16455206274986267,0.5656248331069946,0.9999999403953552,0.12690365314483643,0.10250775516033173
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.24323949217796326,0.2156914919614792,0.33313798904418945,0.40561532974243164
serbian,0.15489621460437775,0.17299731075763702,0.09635969251394272,0.20167015492916107,0.4758182168006897,0.3454362452030182,0.1910347044467926,0.11544056981801987
cyrillic,0.1405302882194519,0.1837560385465622,0.07009723782539368,0.13883039355278015,0.37088891863822937,0.31796056032180786,0.1778212934732437,0.24746108055114746
:,0.020521078258752823,-0.12022944539785385,0.05222936347126961,0.002802103292196989,0.11818728595972061,0.0028187385760247707,0.08634662628173828,-0.07156077772378922
никола,0.28847888112068176,0.2412203997373581,0.21029536426067352,0.3449854254722595,0.5593558549880981,0.34388217329978943,0.4704119563102722,0.3388248085975647
тесла,0.04704396426677704,0.18688637018203735,0.06631327420473099,0.054509665817022324,0.12708701193332672,0.0784570723772049,0.13227668404579163,0.10631050914525986
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,-0.04930856451392174,-0.03835732489824295,0.019102130085229874,0.10349778085947037
10,0.22690178453922272,0.11840458959341049,0.01397665310651064,0.16597506403923035,-0.03272216394543648,-0.08889484405517578,0.13198421895503998,0.022911956533789635
july,0.26500701904296875,0.22688010334968567,0.3052220940589905,0.40724116563796997,0.1284438967704773,0.1044287383556366,0.4545561969280243,0.2897891402244568
1856,0.0679522380232811,0.1704813838005066,0.10286320000886917,0.06661546975374222,-0.17474672198295593,-0.11941852420568466,-0.1394749879837036,0.10880891233682632
–,0.23687128722667694,0.13008765876293182,0.2199735790491104,0.30754852294921875,0.2615921199321747,0.15910647809505463,0.4501894414424896,0.2714554965496063
7,-0.02604081481695175,-0.1699475795030594,-0.12103487551212311,0.002381215337663889,0.024872995913028717,-0.026343144476413727,0.05854012817144394,-0.15092156827449799
january,0.28467586636543274,0.19257698953151703,0.29697200655937195,0.3933098316192627,0.17630094289779663,0.13615937530994415,0.4579422175884247,0.28608936071395874
1943,0.18595553934574127,-0.007620702963322401,0.08575372397899628,0.12445774674415588,0.0014133896911516786,-0.028515523299574852,0.1429545283317566,-0.08025530725717545
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.24754275381565094,0.22692398726940155,0.3665171265602112,0.42300865054130554
