,boycotting,",",refusing,to,pay,taxes,",",sit,ins,",",and,draft,dodging,all,make,what,harder,?
some,0.3502722382545471,0.42400437593460083,0.35875165462493896,0.4636894166469574,0.2534595727920532,0.2639988362789154,0.42400437593460083,0.21599340438842773,0.20067107677459717,0.42400437593460083,0.5337774157524109,0.17202281951904297,0.2958483099937439,0.583402693271637,0.4977634847164154,0.4491020441055298,0.3735700845718384,0.2562315762042999
forms,0.14102566242218018,0.2570338547229767,0.1801367551088333,0.2363802045583725,0.10322410613298416,0.17356501519680023,0.2570338547229767,0.10404393821954727,0.15569059550762177,0.2570338547229767,0.31425848603248596,0.05022053420543671,0.22721047699451447,0.24997323751449585,0.2461681216955185,0.16334041953086853,0.20485728979110718,0.1196754202246666
of,0.2720297873020172,0.4946078956127167,0.26638922095298767,0.41548454761505127,0.1583462655544281,0.24622385203838348,0.4946078956127167,0.17225311696529388,0.16820625960826874,0.4946078956127167,0.5116966962814331,0.1597527265548706,0.2930799126625061,0.42798417806625366,0.2912110388278961,0.33290785551071167,0.1802113950252533,0.1826142966747284
civil,0.3334505558013916,0.24795588850975037,0.25204139947891235,0.2019355595111847,0.18614430725574493,0.26520809531211853,0.24795588850975037,0.18955445289611816,0.23299255967140198,0.24795588850975037,0.25259146094322205,0.14474128186702728,0.1455683410167694,0.17187000811100006,0.13057351112365723,0.15091551840305328,0.14456269145011902,0.1494513899087906
disobedience,0.4818486273288727,0.2878543734550476,0.5258447527885437,0.30665844678878784,0.3165281414985657,0.34347501397132874,0.2878543734550476,0.3177710473537445,0.3528335690498352,0.2878543734550476,0.3041999638080597,0.1815602332353592,0.2805095613002777,0.2801477909088135,0.22929057478904724,0.3298627436161041,0.18662892282009125,0.19890835881233215
",",0.2997815012931824,1.0000001192092896,0.2451290637254715,0.44245919585227966,0.18754567205905914,0.2147572934627533,1.0000001192092896,0.15586790442466736,0.18287859857082367,1.0000001192092896,0.6633074283599854,0.2209516018629074,0.2647726535797119,0.425624817609787,0.324553906917572,0.3087472915649414,0.25041988492012024,0.31091248989105225
such,0.2863199710845947,0.39626169204711914,0.24849970638751984,0.2871878743171692,0.15978676080703735,0.20655223727226257,0.39626169204711914,0.11064327508211136,0.11267377436161041,0.39626169204711914,0.44540345668792725,0.13672882318496704,0.37793901562690735,0.38558536767959595,0.3655013144016266,0.23989605903625488,0.2987852096557617,0.17851735651493073
as,0.26751548051834106,0.48816442489624023,0.23885758221149445,0.42092081904411316,0.191909521818161,0.17344869673252106,0.48816442489624023,0.12054470181465149,0.159467414021492,0.48816442489624023,0.49487000703811646,0.19257506728172302,0.3438437283039093,0.33195313811302185,0.3324085772037506,0.31749409437179565,0.23459455370903015,0.27043893933296204
illegal,0.38827499747276306,0.20470735430717468,0.3802199959754944,0.26434260606765747,0.3576866686344147,0.3364797830581665,0.20470735430717468,0.13076236844062805,0.23493678867816925,0.20470735430717468,0.2925715148448944,0.17062093317508698,0.292554646730423,0.21626190841197968,0.26830634474754333,0.21956031024456024,0.2641659080982208,0.1562941074371338
boycotts,0.8747764229774475,0.251463383436203,0.4088249206542969,0.23288534581661224,0.2872900068759918,0.3805117905139923,0.251463383436203,0.2937869429588318,0.3972424566745758,0.251463383436203,0.266356885433197,0.1923873871564865,0.33834680914878845,0.24688172340393066,0.22352592647075653,0.16994649171829224,0.13155943155288696,0.10877533257007599
",",0.2997815012931824,1.0000001192092896,0.2451290637254715,0.44245919585227966,0.18754567205905914,0.2147572934627533,1.0000001192092896,0.15586790442466736,0.18287859857082367,1.0000001192092896,0.6633074283599854,0.2209516018629074,0.2647726535797119,0.425624817609787,0.324553906917572,0.3087472915649414,0.25041988492012024,0.31091248989105225
refusals,0.48535215854644775,0.290730744600296,0.7496352195739746,0.4792836904525757,0.31587812304496765,0.40374553203582764,0.290730744600296,0.2707349956035614,0.36212465167045593,0.290730744600296,0.3176988661289215,0.22832176089286804,0.3721403479576111,0.39976179599761963,0.26135557889938354,0.33958330750465393,0.22619594633579254,0.20675933361053467
to,0.26218560338020325,0.44245919585227966,0.4428732693195343,1.0,0.26723966002464294,0.2727338671684265,0.44245919585227966,0.21244771778583527,0.2029130458831787,0.44245919585227966,0.48971283435821533,0.20236501097679138,0.3756600618362427,0.42520734667778015,0.497876912355423,0.455847829580307,0.3694044053554535,0.29463258385658264
pay,0.30471763014793396,0.18754567205905914,0.3261736035346985,0.26723966002464294,1.0,0.5265017747879028,0.18754567205905914,0.2089797407388687,0.23884938657283783,0.18754567205905914,0.2487477958202362,0.18184055387973785,0.2614665627479553,0.23617897927761078,0.2876473069190979,0.2870062291622162,0.1953219175338745,0.19821009039878845
taxes,0.39987531304359436,0.2147572934627533,0.36504653096199036,0.2727338671684265,0.5265017747879028,1.0000001192092896,0.2147572934627533,0.11440548300743103,0.24080248177051544,0.2147572934627533,0.26607903838157654,0.1773972064256668,0.3151205778121948,0.22398892045021057,0.2899722158908844,0.2839719355106354,0.1828232854604721,0.18323048949241638
",",0.2997815012931824,1.0000001192092896,0.2451290637254715,0.44245919585227966,0.18754567205905914,0.2147572934627533,1.0000001192092896,0.15586790442466736,0.18287859857082367,1.0000001192092896,0.6633074283599854,0.2209516018629074,0.2647726535797119,0.425624817609787,0.324553906917572,0.3087472915649414,0.25041988492012024,0.31091248989105225
draft,0.20655854046344757,0.2209516018629074,0.19201785326004028,0.20236501097679138,0.18184055387973785,0.1773972064256668,0.2209516018629074,0.17036646604537964,0.1652253121137619,0.2209516018629074,0.2078089863061905,0.9999999403953552,0.1825229525566101,0.21950645744800568,0.2416033148765564,0.20352119207382202,0.13052746653556824,0.1941390335559845
dodging,0.4186479151248932,0.2647726535797119,0.40760624408721924,0.3756600618362427,0.2614665627479553,0.3151205778121948,0.2647726535797119,0.21061791479587555,0.27008092403411865,0.2647726535797119,0.2917705774307251,0.1825229525566101,1.0,0.3072752356529236,0.2895045280456543,0.27553412318229675,0.2136046588420868,0.21169091761112213
",",0.2997815012931824,1.0000001192092896,0.2451290637254715,0.44245919585227966,0.18754567205905914,0.2147572934627533,1.0000001192092896,0.15586790442466736,0.18287859857082367,1.0000001192092896,0.6633074283599854,0.2209516018629074,0.2647726535797119,0.425624817609787,0.324553906917572,0.3087472915649414,0.25041988492012024,0.31091248989105225
distributed,0.20923450589179993,0.2189924418926239,0.13717252016067505,0.21244101226329803,0.18118540942668915,0.17187391221523285,0.2189924418926239,0.06458956748247147,0.07614832371473312,0.2189924418926239,0.2595985233783722,0.16173714399337769,0.26485124230384827,0.27453482151031494,0.19897961616516113,0.12753748893737793,0.11979197710752487,0.08428370952606201
denial-of-service,0.37007859349250793,0.3350573182106018,0.3356042504310608,0.332734078168869,0.2929096817970276,0.3371839225292206,0.3350573182106018,0.14001448452472687,0.31288957595825195,0.3350573182106018,0.27675193548202515,0.17911118268966675,0.34734582901000977,0.2990475296974182,0.21641355752944946,0.357603520154953,0.12160857021808624,0.3332744240760803
attacks,0.3287336230278015,0.25300389528274536,0.24638114869594574,0.20225100219249725,0.12869893014431,0.1600414365530014,0.25300389528274536,0.16807956993579865,0.19506816565990448,0.25300389528274536,0.28638073801994324,0.08019764721393585,0.2642951011657715,0.2447158843278885,0.2187841385602951,0.19946885108947754,0.19337505102157593,0.14532065391540527
",",0.2997815012931824,1.0000001192092896,0.2451290637254715,0.44245919585227966,0.18754567205905914,0.2147572934627533,1.0000001192092896,0.15586790442466736,0.18287859857082367,1.0000001192092896,0.6633074283599854,0.2209516018629074,0.2647726535797119,0.425624817609787,0.324553906917572,0.3087472915649414,0.25041988492012024,0.31091248989105225
and,0.3237855136394501,0.6633074283599854,0.2839726209640503,0.48971283435821533,0.2487477958202362,0.26607903838157654,0.6633074283599854,0.16847562789916992,0.18083487451076508,0.6633074283599854,1.0,0.2078089863061905,0.2917705774307251,0.4542157053947449,0.4160483181476593,0.31309178471565247,0.33005550503730774,0.20544172823429108
sit-ins,0.3271316885948181,0.3352285325527191,0.2607254385948181,0.27496087551116943,0.1992318481206894,0.21533769369125366,0.3352285325527191,0.5818800330162048,0.5657549500465393,0.3352285325527191,0.3400040864944458,0.18723200261592865,0.24532148241996765,0.28979751467704773,0.26484668254852295,0.23901569843292236,0.2602868676185608,0.24522903561592102
",",0.2997815012931824,1.0000001192092896,0.2451290637254715,0.44245919585227966,0.18754567205905914,0.2147572934627533,1.0000001192092896,0.15586790442466736,0.18287859857082367,1.0000001192092896,0.6633074283599854,0.2209516018629074,0.2647726535797119,0.425624817609787,0.324553906917572,0.3087472915649414,0.25041988492012024,0.31091248989105225
