,what,instrument,is,used,to,examine,steam,engine,performance,?
the,0.42745697498321533,0.2132672667503357,0.5823672413825989,0.3718377649784088,0.535392165184021,0.285955548286438,0.23105813562870026,0.21651263535022736,0.260756254196167,0.22068053483963013
most,0.3219912350177765,0.14351701736450195,0.41165053844451904,0.306323766708374,0.321603000164032,0.1691022366285324,0.2003706395626068,0.19863130152225494,0.2254915088415146,0.2107497900724411
useful,0.3494568169116974,0.2630918025970459,0.24038434028625488,0.502171516418457,0.3279949128627777,0.2412320077419281,0.27264997363090515,0.24449877440929413,0.13942347466945648,0.3377096951007843
instrument,0.26433292031288147,1.0000001192092896,0.19740279018878937,0.301986962556839,0.23756927251815796,0.24038133025169373,0.21280093491077423,0.24765034019947052,0.2633958160877228,0.14794185757637024
for,0.3017193675041199,0.2312220335006714,0.43268078565597534,0.4236139953136444,0.4451248347759247,0.27226734161376953,0.19393667578697205,0.17779722809791565,0.37339621782302856,0.264628142118454
analyzing,0.3381609320640564,0.249334916472435,0.19878950715065002,0.35626086592674255,0.3400440812110901,0.5190806984901428,0.19947855174541473,0.21097028255462646,0.27411821484565735,0.20892402529716492
the,0.42745697498321533,0.2132672667503357,0.5823672413825989,0.3718377649784088,0.535392165184021,0.285955548286438,0.23105813562870026,0.21651263535022736,0.260756254196167,0.22068053483963013
performance,0.1804763227701187,0.2633958160877228,0.21145814657211304,0.20059089362621307,0.21638664603233337,0.2296704202890396,0.12594909965991974,0.2606891989707947,1.0000001192092896,0.1587955504655838
of,0.33290785551071167,0.2250969111919403,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.26203855872154236,0.20239725708961487,0.17095594108104706,0.18957610428333282,0.1826142966747284
steam,0.15672586858272552,0.21280093491077423,0.13029660284519196,0.2604328691959381,0.22894427180290222,0.09717322885990143,1.0000001192092896,0.4921848475933075,0.12594909965991974,0.113324373960495
engines,0.1634974628686905,0.22293706238269806,0.1648903638124466,0.2519303560256958,0.24536406993865967,0.11169076710939407,0.4903687536716461,0.8767010569572449,0.25462573766708374,0.18940703570842743
is,0.28837618231773376,0.19740279018878937,1.0,0.3288823366165161,0.42745086550712585,0.2112477868795395,0.13029660284519196,0.18856970965862274,0.21145814657211304,0.22961433231830597
the,0.42745697498321533,0.2132672667503357,0.5823672413825989,0.3718377649784088,0.535392165184021,0.285955548286438,0.23105813562870026,0.21651263535022736,0.260756254196167,0.22068053483963013
steam,0.15672586858272552,0.21280093491077423,0.13029660284519196,0.2604328691959381,0.22894427180290222,0.09717322885990143,1.0000001192092896,0.4921848475933075,0.12594909965991974,0.113324373960495
engine,0.18463268876075745,0.24765034019947052,0.18856970965862274,0.21100758016109467,0.20794793963432312,0.10394234955310822,0.4921848475933075,1.0,0.2606891989707947,0.17739196121692657
indicator,0.27311187982559204,0.2360657900571823,0.28645625710487366,0.28480640053749084,0.2300722599029541,0.2936762869358063,0.12344299256801605,0.2206995189189911,0.1238880306482315,0.2145715057849884
.,0.3567904531955719,0.17175766825675964,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2390889972448349,0.22855372726917267,0.21814921498298645,0.18741370737552643,0.4130953550338745
