,on,what,street,was,the,theatre,royal,'s,replacement,built,?
it,0.4529881477355957,0.45803478360176086,0.1877664178609848,0.4577186405658722,0.6251175999641418,0.19067174196243286,0.11707678437232971,0.06608816236257553,0.24963794648647308,0.28878268599510193,0.25732165575027466
was,0.3909217119216919,0.22111038863658905,0.21281053125858307,1.0000001192092896,0.48711544275283813,0.2824205458164215,0.2874114215373993,0.008974763564765453,0.24185067415237427,0.3424932360649109,0.18412111699581146
demolished,0.2102835476398468,0.1541847437620163,0.3437376618385315,0.33886510133743286,0.29508069157600403,0.3012946546077728,0.21759338676929474,-0.025960886850953102,0.23863188922405243,0.5503377914428711,0.15856656432151794
to,0.41031414270401,0.455847829580307,0.1956864446401596,0.3636345863342285,0.535392165184021,0.1744728684425354,0.20404569804668427,0.03782717138528824,0.3162372410297394,0.2183011770248413,0.29463258385658264
make,0.27031177282333374,0.3792211413383484,0.1583852916955948,0.20205417275428772,0.3146495521068573,0.13392943143844604,0.06684092432260513,0.09622383862733841,0.20813338458538055,0.23671534657478333,0.28314751386642456
way,0.2997978627681732,0.4835909903049469,0.18551313877105713,0.2418399453163147,0.36217406392097473,0.15068529546260834,0.1819804161787033,-0.010326403193175793,0.19254906475543976,0.15668605268001556,0.31575819849967957
for,0.36199691891670227,0.3017193675041199,0.24031898379325867,0.3863949179649353,0.4739971458911896,0.23226462304592133,0.20729990303516388,-0.07241261005401611,0.3152933418750763,0.19757427275180817,0.264628142118454
grey,0.25375762581825256,0.13404807448387146,0.11912738531827927,0.15459232032299042,0.3208131790161133,0.10915391147136688,0.1228979155421257,0.00626614922657609,0.18585962057113647,0.1541985273361206,0.1291438490152359
street,0.20150774717330933,0.14271703362464905,1.0000001192092896,0.21281053125858307,0.20947860181331635,0.32172900438308716,0.16869406402111053,0.06000900641083717,0.15438801050186157,0.25730544328689575,0.07315441966056824
",",0.49057599902153015,0.3087472915649414,0.22759395837783813,0.45456063747406006,0.4933079481124878,0.29216358065605164,0.24590183794498444,-0.0016132977325469255,0.20311833918094635,0.22658206522464752,0.31091248989105225
where,0.37630224227905273,0.4457937180995941,0.2266174852848053,0.20731619000434875,0.5003893971443176,0.2170681208372116,0.21012668311595917,0.0007701900321990252,0.19354526698589325,0.23154333233833313,0.24793872237205505
its,0.34331920742988586,0.30393704771995544,0.2353723794221878,0.3518870174884796,0.559237003326416,0.1463027447462082,0.1699800044298172,0.03202139586210251,0.2354010045528412,0.26613008975982666,0.15103481709957123
replacement,0.2629721164703369,0.19443123042583466,0.15438801050186157,0.24185067415237427,0.27791428565979004,0.0877726674079895,0.1472214311361313,-0.031702689826488495,1.0,0.16088058054447174,0.14126648008823395
was,0.3909217119216919,0.22111038863658905,0.21281053125858307,1.0000001192092896,0.48711544275283813,0.2824205458164215,0.2874114215373993,0.008974763564765453,0.24185067415237427,0.3424932360649109,0.18412111699581146
built,0.1758279800415039,0.1554843783378601,0.25730544328689575,0.3424932360649109,0.2950156033039093,0.22830547392368317,0.15800219774246216,0.09241583198308945,0.16088058054447174,1.0000001192092896,0.09449632465839386
.,0.49257001280784607,0.3567904531955719,0.2408841997385025,0.40146201848983765,0.5934505462646484,0.2394188642501831,0.19540183246135712,-0.003708066651597619,0.26630303263664246,0.2374027520418167,0.4130953550338745
,on,what,street,was,the,theatre,royal,'s,replacement,built,?
the,0.5107308030128479,0.42745697498321533,0.20947860181331635,0.48711544275283813,1.0,0.25594043731689453,0.2997032403945923,-0.01540423184633255,0.27791428565979004,0.2950156033039093,0.22068053483963013
original,0.21149557828903198,0.24651947617530823,0.21547314524650574,0.32203906774520874,0.4037000238895416,0.20552122592926025,0.17273204028606415,0.0564689077436924,0.24916349351406097,0.22398509085178375,0.17256900668144226
theatre,0.20269522070884705,0.12211663275957108,0.32172900438308716,0.2824205458164215,0.25594043731689453,1.0,0.33194202184677124,0.041160330176353455,0.0877726674079895,0.22830547392368317,0.1159285232424736
royal,0.17692488431930542,0.16189028322696686,0.16869406402111053,0.2874114215373993,0.2997032403945923,0.33194202184677124,0.9999999403953552,-0.0776824876666069,0.1472214311361313,0.15800219774246216,0.11453001946210861
in,0.46853652596473694,0.30808621644973755,0.2281111478805542,0.45514053106307983,0.6662389636039734,0.26776230335235596,0.22172321379184723,-0.037580832839012146,0.2093958556652069,0.25829681754112244,0.20430970191955566
newcastle,0.1698579639196396,0.16276082396507263,0.18945761024951935,0.25710436701774597,0.2253497689962387,0.17483371496200562,0.21508808434009552,-0.017262522131204605,0.1263923943042755,0.21985043585300446,0.0902252271771431
was,0.3909217119216919,0.22111038863658905,0.21281053125858307,1.0000001192092896,0.48711544275283813,0.2824205458164215,0.2874114215373993,0.008974763564765453,0.24185067415237427,0.3424932360649109,0.18412111699581146
