,how,much,money,was,to,go,to,dumont,television,network,under,goldenson,'s,merger,plan,?
as,0.33782753348350525,0.36514025926589966,0.17608045041561127,0.3677520453929901,0.42092081904411316,0.22090423107147217,0.42092081904411316,0.15243558585643768,0.25070273876190186,0.2054080367088318,0.29018887877464294,0.21473665535449982,-0.05775856226682663,0.17435221374034882,0.22160357236862183,0.27043893933296204
part,0.218691885471344,0.3357490599155426,0.17458872497081757,0.3407018780708313,0.2875264883041382,0.09227047860622406,0.2875264883041382,0.14381377398967743,0.1663149893283844,0.20589607954025269,0.21344450116157532,0.23263631761074066,0.007562864106148481,0.2907150089740753,0.24828225374221802,0.08557961881160736
of,0.2480744868516922,0.2671096920967102,0.23114095628261566,0.4069072902202606,0.41548454761505127,0.21881330013275146,0.41548454761505127,0.1679115891456604,0.21995750069618225,0.21800683438777924,0.32766106724739075,0.21861588954925537,-0.03817026689648628,0.18576329946517944,0.2742128372192383,0.1826142966747284
this,0.45272302627563477,0.5015546083450317,0.3117899000644684,0.3638818562030792,0.5759071707725525,0.3145105242729187,0.5759071707725525,0.1316787600517273,0.19965235888957977,0.2292335033416748,0.2380402684211731,0.26477110385894775,0.02106832154095173,0.17849606275558472,0.2665008008480072,0.3155723512172699
merger,0.03326486423611641,0.1251087486743927,0.13865900039672852,0.23289446532726288,0.11012744158506393,0.15076038241386414,0.11012744158506393,0.24475815892219543,0.10048628598451614,0.17532873153686523,0.13141435384750366,0.19289769232273102,-0.03215087205171585,1.0000001192092896,0.08845504373311996,0.1345871090888977
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.3221358060836792,0.27995240688323975,0.1932937651872635,0.24875585734844208,0.3194567561149597,-0.0016132977325469255,0.25569602847099304,0.21265573799610138,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.48711544275283813,0.535392165184021,0.29801803827285767,0.535392165184021,0.2146940976381302,0.24569597840309143,0.27187061309814453,0.3348022699356079,0.28907305002212524,-0.01540423184633255,0.2557354271411896,0.2852855324745178,0.22068053483963013
network,0.22464405000209808,0.1864682137966156,0.16282407939434052,0.1994880586862564,0.25940340757369995,0.113741934299469,0.25940340757369995,0.2999393939971924,0.4371747076511383,1.0000001192092896,0.18131254613399506,0.17995120584964752,0.07819218933582306,0.17532873153686523,0.23410461843013763,0.17853789031505585
would,0.43239715695381165,0.41720274090766907,0.32096996903419495,0.41663143038749695,0.5965728163719177,0.34386715292930603,0.5965728163719177,0.15310817956924438,0.17012080550193787,0.15532255172729492,0.23248223960399628,0.19278213381767273,0.036968596279621124,0.23162338137626648,0.38749009370803833,0.37178951501846313
have,0.4370637536048889,0.440376877784729,0.26669734716415405,0.2863433063030243,0.4544740617275238,0.3391336500644684,0.4544740617275238,0.14048928022384644,0.1811555027961731,0.18361559510231018,0.2579502761363983,0.28394392132759094,-0.02807004563510418,0.16327521204948425,0.25992006063461304,0.32991164922714233
been,0.26456597447395325,0.34950098395347595,0.1977289319038391,0.518218457698822,0.34945759177207947,0.1643182337284088,0.34945759177207947,0.1679638773202896,0.22197875380516052,0.16328434646129608,0.2124975323677063,0.20637622475624084,-0.10734795778989792,0.17207111418247223,0.224736288189888,0.24354910850524902
renamed,0.07090584933757782,0.1406671553850174,0.13191631436347961,0.36580079793930054,0.20950868725776672,0.1677602082490921,0.20950868725776672,0.16255180537700653,0.17121635377407074,0.10577879846096039,0.2623398005962372,0.16139744222164154,-0.008603058755397797,0.3998890519142151,0.19245684146881104,0.13648955523967743
``,-0.01591024175286293,0.02682921104133129,0.030175037682056427,-0.012679691426455975,0.06720756739377975,-0.0746922492980957,0.06720756739377975,0.045300476253032684,-0.06242398917675018,-0.02085288055241108,-0.001388426753692329,-0.11276380717754364,-0.03416389226913452,0.03815806284546852,-0.004457088187336922,0.0685480609536171
abc-dumont,0.14369618892669678,0.09012046456336975,0.2516762912273407,0.30614012479782104,0.23720896244049072,0.15627549588680267,0.23720896244049072,0.930474042892456,0.3600543737411499,0.30155429244041443,0.14114689826965332,0.3166859745979309,0.08338285237550735,0.2570103704929352,0.16242139041423798,0.17657902836799622
'',-0.0029843549709767103,-0.014185515232384205,0.05662612244486809,0.04456103965640068,-0.009905828163027763,-0.060829803347587585,-0.009905828163027763,-0.01957002654671669,0.06711827218532562,0.022929158061742783,0.07581566274166107,0.08447376638650894,-0.04859459400177002,0.02889258600771427,-0.03986729308962822,0.018684765323996544
for,0.3308170735836029,0.2994346022605896,0.3105318546295166,0.3863949179649353,0.4451248347759247,0.2588973641395569,0.4451248347759247,0.22395318746566772,0.27045196294784546,0.253274142742157,0.2930702269077301,0.2793877124786377,-0.07241261005401611,0.17767630517482758,0.22760893404483795,0.264628142118454
five,0.20553050935268402,0.13753974437713623,0.2011885792016983,0.310379296541214,0.29041585326194763,0.1980930119752884,0.29041585326194763,0.1860833615064621,0.22070199251174927,0.14268331229686737,0.20466069877147675,0.2445983588695526,0.04895230755209923,0.14350031316280365,0.19714345037937164,0.18342848122119904
years,0.21949264407157898,0.2631898522377014,0.20765183866024017,0.35855233669281006,0.23891852796077728,0.2218853235244751,0.23891852796077728,0.20536252856254578,0.22295363247394562,0.11687681078910828,0.19817161560058594,0.2403595894575119,0.05563735216856003,0.16416500508785248,0.14335159957408905,0.1914375126361847
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.3221358060836792,0.27995240688323975,0.1932937651872635,0.24875585734844208,0.3194567561149597,-0.0016132977325469255,0.25569602847099304,0.21265573799610138,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.3740963041782379,0.48971283435821533,0.35260969400405884,0.48971283435821533,0.28118643164634705,0.29514092206954956,0.27591994404792786,0.3005301356315613,0.2949160933494568,0.06895173341035843,0.16802267730236053,0.26844465732574463,0.20544172823429108
dumont,0.11979851126670837,0.08899971842765808,0.22954681515693665,0.26621323823928833,0.20185938477516174,0.14316874742507935,0.20185938477516174,1.0000001192092896,0.35438209772109985,0.2999393939971924,0.10902838408946991,0.30818021297454834,0.10887061059474945,0.24475815892219543,0.13088038563728333,0.1635250747203827
would,0.43239715695381165,0.41720274090766907,0.32096996903419495,0.41663143038749695,0.5965728163719177,0.34386715292930603,0.5965728163719177,0.15310817956924438,0.17012080550193787,0.15532255172729492,0.23248223960399628,0.19278213381767273,0.036968596279621124,0.23162338137626648,0.38749009370803833,0.37178951501846313
have,0.4370637536048889,0.440376877784729,0.26669734716415405,0.2863433063030243,0.4544740617275238,0.3391336500644684,0.4544740617275238,0.14048928022384644,0.1811555027961731,0.18361559510231018,0.2579502761363983,0.28394392132759094,-0.02807004563510418,0.16327521204948425,0.25992006063461304,0.32991164922714233
received,0.09265316277742386,0.14948271214962006,0.2465563863515854,0.3745744526386261,0.18226240575313568,0.19684313237667084,0.18226240575313568,0.17525459825992584,0.22301791608333588,0.1470135897397995,0.14923399686813354,0.19351564347743988,-0.07378163188695908,0.10907571762800217,0.16848286986351013,0.11905962228775024
$,0.18718640506267548,0.205519899725914,0.49513715505599976,0.23838669061660767,0.22282108664512634,0.19602301716804504,0.22282108664512634,0.24580560624599457,0.17058062553405762,0.14140687882900238,0.10010425001382828,0.2468573898077011,0.03734852001070976,0.13011173903942108,0.2102862298488617,0.2786129117012024
5,0.03444203734397888,0.03798956796526909,0.013624994084239006,-0.020029501989483833,0.03588335961103439,-0.06938502937555313,0.03588335961103439,0.028481027111411095,-0.04267050698399544,0.04141693189740181,0.04710564762353897,-0.003004285506904125,-0.00032236112747341394,0.022940687835216522,0.020482610911130905,0.06222071498632431
million,0.21114659309387207,0.2792966067790985,0.30804139375686646,0.24203833937644958,0.22033339738845825,0.10953029245138168,0.22033339738845825,0.17429089546203613,0.18836712837219238,0.21709464490413666,0.11494484543800354,0.22068706154823303,0.05079329386353493,0.11996101588010788,0.10101260989904404,0.23092924058437347
in,0.2601168751716614,0.2725222110748291,0.2393328845500946,0.45514053106307983,0.45010748505592346,0.22233200073242188,0.45010748505592346,0.224955752491951,0.2689782977104187,0.19496823847293854,0.2535393238067627,0.2430626004934311,-0.037580832839012146,0.22860760986804962,0.23924663662910461,0.20430970191955566
cash,0.2096092700958252,0.2541382610797882,0.5010799169540405,0.2413153201341629,0.21293103694915771,0.17942577600479126,0.21293103694915771,0.24718861281871796,0.16368776559829712,0.19284163415431976,0.12172885984182358,0.26710978150367737,0.07478693872690201,0.08741604536771774,0.12480388581752777,0.19009602069854736
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.3221358060836792,0.27995240688323975,0.1932937651872635,0.24875585734844208,0.3194567561149597,-0.0016132977325469255,0.25569602847099304,0.21265573799610138,0.31091248989105225
room,0.19825907051563263,0.20232230424880981,0.2342682033777237,0.18439160287380219,0.2809727191925049,0.26945164799690247,0.2809727191925049,0.18520234525203705,0.1892792284488678,0.11719678342342377,0.16124647855758667,0.2440289407968521,-0.019757287576794624,0.06354403495788574,0.20424383878707886,0.1769251674413681
