,why,was,wesley,compelled,to,break,with,standard,practice,and,ordain,two,of,his,lay,preachers,as,presbyters,?
as,0.3103298544883728,0.3677520453929901,0.1965806782245636,0.22849535942077637,0.42092081904411316,0.22824549674987793,0.40387406945228577,0.22084009647369385,0.22643209993839264,0.49487000703811646,0.20738409459590912,0.3029302954673767,0.3886612355709076,0.3146366477012634,0.1565297544002533,0.23403526842594147,1.0,0.16884495317935944,0.27043893933296204
a,0.2667238116264343,0.4508470594882965,0.21911776065826416,0.29106801748275757,0.45503583550453186,0.26504021883010864,0.3783375024795532,0.2876655161380768,0.27658340334892273,0.3739250600337982,0.18444013595581055,0.3289857804775238,0.5052502155303955,0.3497250974178314,0.19378824532032013,0.20959411561489105,0.39550232887268066,0.20757059752941132,0.23916715383529663
result,0.27512499690055847,0.18558235466480255,0.0923624262213707,0.20289449393749237,0.23653174936771393,0.24498452246189117,0.21787862479686737,0.25088346004486084,0.20372538268566132,0.27436327934265137,0.11078067123889923,0.18018943071365356,0.231380432844162,0.1872090995311737,0.1118815690279007,0.08155147731304169,0.2939164340496063,0.09827589988708496,0.17218433320522308
of,0.28464117646217346,0.4069072902202606,0.18802838027477264,0.26182663440704346,0.41548454761505127,0.14277319610118866,0.41827285289764404,0.2296806275844574,0.2597380578517914,0.5116966962814331,0.25633227825164795,0.37726253271102905,1.0,0.38364991545677185,0.24545599520206451,0.225238636136055,0.3886612355709076,0.26839208602905273,0.1826142966747284
the,0.30742117762565613,0.48711544275283813,0.1425647884607315,0.27291247248649597,0.535392165184021,0.28229501843452454,0.4223487675189972,0.29008856415748596,0.27333036065101624,0.5171257257461548,0.18942506611347198,0.43858039379119873,0.733189046382904,0.4394008219242096,0.22321242094039917,0.2553023397922516,0.48381632566452026,0.21018612384796143,0.22068053483963013
american,0.19654372334480286,0.31632548570632935,0.30035799741744995,0.14230898022651672,0.16338081657886505,0.1503259390592575,0.20245933532714844,0.11032965034246445,0.1571464091539383,0.32290002703666687,0.10829892754554749,0.18351642787456512,0.22180068492889404,0.21155373752117157,0.09049169719219208,0.1818501204252243,0.2994234561920166,0.19168123602867126,0.18877598643302917
revolution,0.17523181438446045,0.3365444839000702,0.1492162048816681,0.13107097148895264,0.18777814507484436,0.14831912517547607,0.17262804508209229,0.09909725189208984,0.19596897065639496,0.21575188636779785,0.17687925696372986,0.20028866827487946,0.27144062519073486,0.21103349328041077,0.11555418372154236,0.1629796177148819,0.18969079852104187,0.19033797085285187,0.1727980077266693
",",0.2827242314815521,0.45456063747406006,0.262672483921051,0.24078017473220825,0.44245919585227966,0.25781646370887756,0.4120737314224243,0.2593318521976471,0.2838936448097229,0.6633074283599854,0.2306559681892395,0.35859420895576477,0.4946078956127167,0.3378419280052185,0.2087278813123703,0.2536037862300873,0.48816442489624023,0.2976883053779602,0.31091248989105225
john,0.22121897339820862,0.2875721752643585,0.43004438281059265,0.10589770972728729,0.2070634365081787,0.11606397479772568,0.1736196130514145,0.08742081373929977,0.14687874913215637,0.21634717285633087,0.2816982567310333,0.18749317526817322,0.2407056987285614,0.288114070892334,0.13479958474636078,0.28603261709213257,0.1664888858795166,0.2897283732891083,0.13162356615066528
wesley,0.11203139275312424,0.244222953915596,0.9999999403953552,0.1672380119562149,0.18164515495300293,0.09310466051101685,0.15681828558444977,0.10192663967609406,0.18022918701171875,0.19792525470256805,0.23747257888317108,0.17607976496219635,0.18802838027477264,0.2921638488769531,0.11660580337047577,0.3359251320362091,0.1965806782245636,0.3526515066623688,0.1662333607673645
was,0.23341619968414307,1.0000001192092896,0.244222953915596,0.2629784643650055,0.3636345863342285,0.17381805181503296,0.27411898970603943,0.17353598773479462,0.21849672496318817,0.3740963041782379,0.19902244210243225,0.27166637778282166,0.4069072902202606,0.4405253231525421,0.1557055562734604,0.23510462045669556,0.3677520453929901,0.2585779130458832,0.18412111699581146
compelled,0.33092522621154785,0.2629784643650055,0.1672380119562149,1.0,0.32844340801239014,0.2576078772544861,0.17419110238552094,0.11262952536344528,0.23565664887428284,0.18005211651325226,0.19234541058540344,0.1433689296245575,0.26182663440704346,0.34709271788597107,0.23110844194889069,0.23819446563720703,0.22849535942077637,0.140450119972229,0.1936596781015396
in,0.23227278888225555,0.45514053106307983,0.14970102906227112,0.20503534376621246,0.45010748505592346,0.17133235931396484,0.4080928862094879,0.24721406400203705,0.24572531878948212,0.4954058527946472,0.2210543006658554,0.36463531851768494,0.5696388483047485,0.3598145842552185,0.15272527933120728,0.17906790971755981,0.3887844979763031,0.251817524433136,0.20430970191955566
1784,0.10451093316078186,0.12762801349163055,0.06391192227602005,0.05044594407081604,0.09324829280376434,0.06014793738722801,0.18067069351673126,0.15052609145641327,0.0838426724076271,0.14187809824943542,0.2509778141975403,0.13410905003547668,0.2020951360464096,0.052278049290180206,0.14771950244903564,0.06791757047176361,0.11256851255893707,0.13305822014808655,0.12145309150218964
to,0.4100138247013092,0.3636345863342285,0.18164515495300293,0.32844340801239014,1.0,0.32659798860549927,0.4239959120750427,0.1969985067844391,0.289366751909256,0.48971283435821533,0.22104080021381378,0.3343428373336792,0.41548454761505127,0.3715193271636963,0.21070170402526855,0.2178247720003128,0.42092081904411316,0.30197346210479736,0.29463258385658264
break,0.29055899381637573,0.17381805181503296,0.09310466051101685,0.2576078772544861,0.32659798860549927,0.9999999403953552,0.2797669470310211,0.14591847360134125,0.20383602380752563,0.2812328040599823,0.0581694096326828,0.2861745357513428,0.14277319610118866,0.20606279373168945,0.17436788976192474,0.12659136950969696,0.22824549674987793,0.16025039553642273,0.19753244519233704
with,0.24107445776462555,0.27411898970603943,0.15681828558444977,0.17419110238552094,0.4239959120750427,0.2797669470310211,0.9999999403953552,0.21688394248485565,0.21465755999088287,0.5477725267410278,0.08667490631341934,0.4333336651325226,0.41827285289764404,0.33836179971694946,0.1646386981010437,0.14139150083065033,0.40387406945228577,0.17926271259784698,0.2433311939239502
standard,0.20394982397556305,0.17353598773479462,0.10192663967609406,0.11262952536344528,0.1969985067844391,0.14591847360134125,0.21688394248485565,1.0,0.2637960910797119,0.24117660522460938,0.12100867927074432,0.15000273287296295,0.2296806275844574,0.10972879081964493,0.08692026883363724,0.10001315921545029,0.22084009647369385,0.17383913695812225,0.17029257118701935
practice,0.2299521267414093,0.21849672496318817,0.18022918701171875,0.23565664887428284,0.289366751909256,0.20383602380752563,0.21465755999088287,0.2637960910797119,1.0000001192092896,0.2791718542575836,0.3184182047843933,0.18508708477020264,0.2597380578517914,0.28994324803352356,0.16515035927295685,0.2753571569919586,0.22643209993839264,0.2674168646335602,0.21386858820915222
and,0.27806392312049866,0.3740963041782379,0.19792525470256805,0.18005211651325226,0.48971283435821533,0.2812328040599823,0.5477725267410278,0.24117660522460938,0.2791718542575836,1.0,0.16141174733638763,0.4671151638031006,0.5116966962814331,0.4234102666378021,0.244028240442276,0.2792433202266693,0.49487000703811646,0.2564232647418976,0.20544172823429108
ordain,0.21594251692295074,0.19902244210243225,0.23747257888317108,0.19234541058540344,0.22104080021381378,0.0581694096326828,0.08667490631341934,0.12100867927074432,0.3184182047843933,0.16141174733638763,1.0,0.0877988338470459,0.25633227825164795,0.2015397697687149,0.1938881129026413,0.41869211196899414,0.20738409459590912,0.4292964041233063,0.2507603168487549
two,0.2816469669342041,0.27166637778282166,0.17607976496219635,0.1433689296245575,0.3343428373336792,0.2861745357513428,0.4333336651325226,0.15000273287296295,0.18508708477020264,0.4671151638031006,0.0877988338470459,1.0000001192092896,0.37726253271102905,0.3376699388027191,0.15954171121120453,0.19899311661720276,0.3029302954673767,0.18635541200637817,0.19645625352859497
of,0.28464117646217346,0.4069072902202606,0.18802838027477264,0.26182663440704346,0.41548454761505127,0.14277319610118866,0.41827285289764404,0.2296806275844574,0.2597380578517914,0.5116966962814331,0.25633227825164795,0.37726253271102905,1.0,0.38364991545677185,0.24545599520206451,0.225238636136055,0.3886612355709076,0.26839208602905273,0.1826142966747284
his,0.19196097552776337,0.4405253231525421,0.2921638488769531,0.34709271788597107,0.3715193271636963,0.20606279373168945,0.33836179971694946,0.10972879081964493,0.28994324803352356,0.4234102666378021,0.2015397697687149,0.3376699388027191,0.38364991545677185,0.9999998807907104,0.1969456970691681,0.283130943775177,0.3146366477012634,0.2249937802553177,0.18075084686279297
lay,0.18653565645217896,0.1557055562734604,0.11660580337047577,0.23110844194889069,0.21070170402526855,0.17436788976192474,0.1646386981010437,0.08692026883363724,0.16515035927295685,0.244028240442276,0.1938881129026413,0.15954171121120453,0.24545599520206451,0.1969456970691681,1.0,0.2589651644229889,0.1565297544002533,0.24407914280891418,0.19041578471660614
preachers,0.1566435694694519,0.23510462045669556,0.3359251320362091,0.23819446563720703,0.2178247720003128,0.12659136950969696,0.14139150083065033,0.10001315921545029,0.2753571569919586,0.2792433202266693,0.41869211196899414,0.19899311661720276,0.225238636136055,0.283130943775177,0.2589651644229889,1.0,0.23403526842594147,0.49062231183052063,0.18691442906856537
as,0.3103298544883728,0.3677520453929901,0.1965806782245636,0.22849535942077637,0.42092081904411316,0.22824549674987793,0.40387406945228577,0.22084009647369385,0.22643209993839264,0.49487000703811646,0.20738409459590912,0.3029302954673767,0.3886612355709076,0.3146366477012634,0.1565297544002533,0.23403526842594147,1.0,0.16884495317935944,0.27043893933296204
