,what,did,the,public,health,cigarette,smoking,act,ban,?
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.29074716567993164,0.2500189542770386,0.20918990671634674,0.1981072574853897,0.22050046920776367,0.16131305694580078,0.20430970191955566
april,0.21502700448036194,0.2925565242767334,0.23232673108577728,0.1987769603729248,0.16586026549339294,0.12158114463090897,0.12180245667695999,0.08607092499732971,0.20851247012615204,0.25704094767570496
1970,-0.04533620923757553,0.019275525584816933,0.013761552982032299,0.03596102446317673,0.05337553471326828,0.06317758560180664,0.13126245141029358,-0.07323449850082397,-0.029557211324572563,-0.007446378003805876
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2588968276977539,0.2331448197364807,0.18937896192073822,0.1608671396970749,0.1787904053926468,0.2151244729757309,0.31091248989105225
congress,0.16679982841014862,0.18929614126682281,0.27082565426826477,0.27190858125686646,0.17184390127658844,0.12450948357582092,0.17795690894126892,0.3640654981136322,0.2188652902841568,0.2020287960767746
passed,0.22233739495277405,0.22102504968643188,0.3173406720161438,0.1715141236782074,0.1681845337152481,0.11164207756519318,0.18794070184230804,0.4205443859100342,0.2451905608177185,0.12064517289400101
the,0.42745697498321533,0.34736719727516174,1.0,0.22857438027858734,0.2340974360704422,0.17768365144729614,0.21646365523338318,0.28682878613471985,0.1830999106168747,0.22068053483963013
public,0.1729622185230255,0.19092120230197906,0.22857438027858734,1.0000001192092896,0.3813157081604004,0.18178671598434448,0.32980814576148987,0.2281842827796936,0.2286716252565384,0.19872993230819702
health,0.21460163593292236,0.21597589552402496,0.2340974360704422,0.3813157081604004,1.0000001192092896,0.31003430485725403,0.4258492588996887,0.21110229194164276,0.2627658247947693,0.16094304621219635
cigarette,0.1766926646232605,0.11106657981872559,0.17768365144729614,0.18178671598434448,0.31003430485725403,1.0,0.46877241134643555,0.09320660680532455,0.29189780354499817,0.2157122939825058
smoking,0.18952961266040802,0.2132624387741089,0.21646365523338318,0.32980814576148987,0.4258492588996887,0.46877241134643555,1.0,0.19658733904361725,0.2876819670200348,0.20594528317451477
act,0.2622668445110321,0.15918971598148346,0.28682878613471985,0.2281842827796936,0.21110229194164276,0.09320660680532455,0.19658733904361725,1.0,0.20957861840724945,0.1482519507408142
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.2544276714324951,0.23529647290706635,0.20740832388401031,0.23086203634738922,0.3216746747493744,0.21716086566448212,0.25814583897590637
banned,0.28035780787467957,0.3102046251296997,0.2399827241897583,0.26023492217063904,0.1969699263572693,0.28534427285194397,0.3856407403945923,0.21971310675144196,0.6187858581542969,0.3147534728050232
cigarette,0.1766926646232605,0.11106657981872559,0.17768365144729614,0.18178671598434448,0.31003430485725403,1.0,0.46877241134643555,0.09320660680532455,0.29189780354499817,0.2157122939825058
advertising,0.2192491590976715,0.21803075075149536,0.2048189342021942,0.3133441209793091,0.2432490438222885,0.3619861304759979,0.36710166931152344,0.2157553732395172,0.29534342885017395,0.23602379858493805
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.22383596003055573,0.17037683725357056,0.15866245329380035,0.2027508020401001,0.15529605746269226,0.16998670995235443,0.19969791173934937
all,0.41981086134910583,0.33943864703178406,0.4860881567001343,0.17971737682819366,0.2381928265094757,0.11983447521924973,0.21630552411079407,0.22487662732601166,0.1932755410671234,0.29575422406196594
television,0.19838058948516846,0.17055591940879822,0.24569597840309143,0.2514288127422333,0.23320303857326508,0.13937900960445404,0.15800447762012482,0.13938944041728973,0.11390078067779541,0.16825827956199646
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.3227643668651581,0.3215619623661041,0.1970135122537613,0.19772499799728394,0.2776535749435425,0.15939861536026,0.20544172823429108
radio,0.16863368451595306,0.16486462950706482,0.23511973023414612,0.2922729551792145,0.19296689331531525,0.11392759531736374,0.1777847558259964,0.1320374459028244,0.08369756489992142,0.08763375133275986
networks,0.18279550969600677,0.06869131326675415,0.24705806374549866,0.32500335574150085,0.2011539191007614,0.14208988845348358,0.12249825894832611,0.21730957925319672,0.13581737875938416,0.17815114557743073
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2588968276977539,0.2331448197364807,0.18937896192073822,0.1608671396970749,0.1787904053926468,0.2151244729757309,0.31091248989105225
including,0.18328791856765747,0.26678287982940674,0.3738902807235718,0.20826534926891327,0.25139471888542175,0.07373359054327011,0.17996345460414886,0.20563490688800812,0.13842755556106567,0.1633303165435791
abc,0.1317344456911087,0.13353709876537323,0.2068762183189392,0.1555427610874176,0.18127435445785522,0.06744128465652466,0.1158139631152153,0.14649154245853424,0.141238272190094,0.19065172970294952
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2588968276977539,0.2331448197364807,0.18937896192073822,0.1608671396970749,0.1787904053926468,0.2151244729757309,0.31091248989105225
when,0.4700249433517456,0.3228907287120819,0.5091903209686279,0.18564704060554504,0.24215827882289886,0.19723202288150787,0.2394810914993286,0.22280360758304596,0.20362064242362976,0.22841128706932068
it,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.2047269344329834,0.20076502859592438,0.22100068628787994,0.20871055126190186,0.23389169573783875,0.24239091575145721,0.25732165575027466
took,0.1316593885421753,0.42470768094062805,0.31657639145851135,0.15622185170650482,0.11767502874135971,0.04452958703041077,0.16789336502552032,0.15410678088665009,0.13554273545742035,0.14109265804290771
effect,0.2546532452106476,0.19503958523273468,0.2865084111690521,0.12865205109119415,0.2699953615665436,0.246740460395813,0.3229583501815796,0.3189552426338196,0.26931232213974,0.1783771812915802
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.25951382517814636,0.1687779426574707,0.1325964331626892,0.1677699238061905,0.17222115397453308,0.24485474824905396,0.2714994251728058
january,0.19257698953151703,0.23508968949317932,0.2467057853937149,0.159604012966156,0.16233059763908386,0.10526628792285919,0.12578599154949188,0.0956408828496933,0.2557532787322998,0.28608936071395874
2,-0.049862053245306015,-0.044790901243686676,-0.019434669986367226,0.027609918266534805,-0.03712090104818344,0.0780256986618042,0.05937407165765762,0.08635396510362625,0.03623205050826073,0.001977203879505396
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2588968276977539,0.2331448197364807,0.18937896192073822,0.1608671396970749,0.1787904053926468,0.2151244729757309,0.31091248989105225
1971,0.19641290605068207,0.17965981364250183,0.21928679943084717,0.14652910828590393,0.19413334131240845,0.31022006273269653,0.26009178161621094,0.1864878535270691,0.22999998927116394,0.29388657212257385
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.21888655424118042,0.25832483172416687,0.20854347944259644,0.20428258180618286,0.2025400698184967,0.20274263620376587,0.4130953550338745
