,what,is,norman,art,'s,most,well,known,piece,?
by,0.2455483376979828,0.3899846076965332,0.20111693441867828,0.2189643532037735,-0.010884488001465797,0.270847886800766,0.2519793212413788,0.24461808800697327,0.2057439088821411,0.17966607213020325
far,0.34794166684150696,0.30568554997444153,0.09876246750354767,0.2209669053554535,-0.04955904185771942,0.3364282250404358,0.4817579984664917,0.21005059778690338,0.12405556440353394,0.2170870453119278
the,0.42745697498321533,0.5823672413825989,0.23459704220294952,0.20297785103321075,-0.01540423184633255,0.47635307908058167,0.42630070447921753,0.3624623417854309,0.2841556668281555,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.1615052968263626,0.18962311744689941,0.024445664137601852,1.0,0.4756048619747162,0.3850763440132141,0.21673466265201569,0.2107497900724411
famous,0.1616666167974472,0.26248517632484436,0.2117583304643631,0.20668289065361023,0.01744024269282818,0.4934774339199066,0.4244558811187744,0.5231455564498901,0.2440343201160431,0.10379006713628769
work,0.3762225806713104,0.22475390136241913,0.12055236101150513,0.2805716097354889,-0.03332063928246498,0.2797144949436188,0.4186696410179138,0.2729601263999939,0.28032246232032776,0.2621155381202698
of,0.33290785551071167,0.4854315221309662,0.15827171504497528,0.22648051381111145,-0.03817026689648628,0.4178851246833801,0.3343164324760437,0.35814476013183594,0.24685195088386536,0.1826142966747284
norman,0.12319435924291611,0.15238438546657562,1.0000001192092896,0.20486220717430115,-0.10612574219703674,0.1615052968263626,0.17530390620231628,0.17013879120349884,0.10056310147047043,0.12243545055389404
art,0.19292277097702026,0.17386884987354279,0.20486220717430115,1.0,-0.0026162867434322834,0.18962311744689941,0.20695503056049347,0.15160098671913147,0.2167646884918213,0.138971745967865
is,0.28837618231773376,1.0,0.15238438546657562,0.17386884987354279,0.02396530658006668,0.41165053844451904,0.33406564593315125,0.41921812295913696,0.31525421142578125,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.23459704220294952,0.20297785103321075,-0.01540423184633255,0.47635307908058167,0.42630070447921753,0.3624623417854309,0.2841556668281555,0.22068053483963013
bayeux,0.191652312874794,0.2405693680047989,0.36039116978645325,0.15147942304611206,0.01032438687980175,0.2243081033229828,0.21013979613780975,0.1902492493391037,0.26394978165626526,0.1535405069589615
tapestry,0.21666374802589417,0.21666821837425232,0.31435027718544006,0.3752393424510956,0.05011945962905884,0.29493448138237,0.24113702774047852,0.2468976527452469,0.3798116445541382,0.14881201088428497
",",0.3087472915649414,0.4691906273365021,0.20281735062599182,0.2700960636138916,-0.0016132977325469255,0.3636029064655304,0.4331948161125183,0.3604377806186676,0.2074742168188095,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.1315736174583435,0.19862167537212372,0.03856118768453598,0.4637843072414398,0.42522135376930237,0.30223485827445984,0.3451104462146759,0.25814583897590637
is,0.28837618231773376,1.0,0.15238438546657562,0.17386884987354279,0.02396530658006668,0.41165053844451904,0.33406564593315125,0.41921812295913696,0.31525421142578125,0.22961433231830597
not,0.5449194312095642,0.3776007890701294,0.1682167649269104,0.16331879794597626,0.002583299996331334,0.419027179479599,0.46717700362205505,0.22453871369361877,0.2212759554386139,0.41942933201789856
a,0.3320399522781372,0.658733606338501,0.16633400321006775,0.1329297125339508,0.04866964742541313,0.3508910834789276,0.320642352104187,0.30882248282432556,0.37707507610321045,0.23916715383529663
tapestry,0.21666374802589417,0.21666821837425232,0.31435027718544006,0.3752393424510956,0.05011945962905884,0.29493448138237,0.24113702774047852,0.2468976527452469,0.3798116445541382,0.14881201088428497
but,0.5029441118240356,0.4106791317462921,0.14812763035297394,0.19559556245803833,0.04136733338236809,0.45211657881736755,0.4705239534378052,0.22940602898597717,0.2892673909664154,0.27921953797340393
a,0.3320399522781372,0.658733606338501,0.16633400321006775,0.1329297125339508,0.04866964742541313,0.3508910834789276,0.320642352104187,0.30882248282432556,0.37707507610321045,0.23916715383529663
work,0.3762225806713104,0.22475390136241913,0.12055236101150513,0.2805716097354889,-0.03332063928246498,0.2797144949436188,0.4186696410179138,0.2729601263999939,0.28032246232032776,0.2621155381202698
of,0.33290785551071167,0.4854315221309662,0.15827171504497528,0.22648051381111145,-0.03817026689648628,0.4178851246833801,0.3343164324760437,0.35814476013183594,0.24685195088386536,0.1826142966747284
embroidery,0.18996359407901764,0.18633320927619934,0.15783946216106415,0.3668302893638611,0.025463707745075226,0.2726307213306427,0.23777364194393158,0.1380753368139267,0.2990460693836212,0.17243218421936035
.,0.3567904531955719,0.4569662809371948,0.24800069630146027,0.21795564889907837,-0.003708066651597619,0.35404038429260254,0.42422395944595337,0.283290296792984,0.24882741272449493,0.4130953550338745
