,when,did,the,herald,tribune,publish,its,tesla,article,?
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.2594722807407379,0.1959809511899948,0.2230350375175476,0.34331920742988586,0.16159376502037048,0.2953488528728485,0.2714994251728058
11,0.03520116209983826,0.07614340633153915,-0.0219515822827816,-0.057907406240701675,0.013782038353383541,0.014360584318637848,0.04762215539813042,-0.047794681042432785,-0.10730772465467453,-0.04295448586344719
july,0.24211758375167847,0.25485745072364807,0.2371699959039688,0.24493512511253357,0.26436662673950195,0.19596150517463684,0.14621853828430176,0.1044287383556366,0.2742968499660492,0.2897891402244568
1934,0.04899667203426361,-0.07294992357492447,0.14980897307395935,-0.03953986614942551,-0.029186127707362175,-0.13553519546985626,0.1182795912027359,-0.04413159564137459,-0.19834615290164948,-0.21139533817768097
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.27830228209495544,0.25235486030578613,0.25024911761283875,0.33157986402511597,0.20599327981472015,0.28605279326438904,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.265569806098938,0.236148402094841,0.1611112356185913,0.559237003326416,0.1324402391910553,0.3329811692237854,0.22068053483963013
new,0.257220059633255,0.227974995970726,0.3845241069793701,0.330066442489624,0.2664906084537506,0.2358858585357666,0.2215755134820938,0.15999311208724976,0.24096214771270752,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.3034006953239441,0.33728089928627014,0.3294486701488495,0.2317228615283966,0.14121976494789124,0.15629629790782928,0.21279115974903107,0.15262620151042938
herald,0.13661420345306396,0.18389885127544403,0.265569806098938,1.0000001192092896,0.4666147828102112,0.35331296920776367,0.20884042978286743,0.09760250896215439,0.1960337907075882,0.1466006487607956
tribune,0.15232224762439728,0.20339007675647736,0.236148402094841,0.4666147828102112,1.0000001192092896,0.3972811996936798,0.16904541850090027,0.17250993847846985,0.286556601524353,0.18817296624183655
published,0.1944759637117386,0.17877818644046783,0.22017472982406616,0.313474178314209,0.35377219319343567,0.7399125099182129,0.2027382254600525,0.16719935834407806,0.2783300280570984,0.16280238330364227
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.1835145652294159,0.15208280086517334,0.11950496584177017,0.28139030933380127,0.13714656233787537,0.2350708693265915,0.19793890416622162
article,0.2636274993419647,0.27629354596138,0.3329811692237854,0.1960337907075882,0.286556601524353,0.31332749128341675,0.2887636721134186,0.14590303599834442,0.9999999403953552,0.4948462247848511
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.2594722807407379,0.1959809511899948,0.2230350375175476,0.34331920742988586,0.16159376502037048,0.2953488528728485,0.2714994251728058
tesla,0.1504557579755783,0.09757418930530548,0.1324402391910553,0.09760250896215439,0.17250993847846985,0.139564648270607,0.20526613295078278,0.9999999403953552,0.14590303599834442,0.10250775516033173
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.27830228209495544,0.25235486030578613,0.25024911761283875,0.33157986402511597,0.20599327981472015,0.28605279326438904,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20198775827884674,0.20888765156269073,0.17019827663898468,0.3793783485889435,0.17097744345664978,0.26153311133384705,0.20430970191955566
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.18865077197551727,0.1560899317264557,0.1858435571193695,0.5154205560684204,0.2203940600156784,0.3171063959598541,0.25814583897590637
he,0.39115971326828003,0.3292143940925598,0.4571082592010498,0.2696593403816223,0.24896787106990814,0.22674933075904846,0.31198829412460327,0.12373391538858414,0.24431072175502777,0.2089974731206894
recalled,0.30327659845352173,0.3526061773300171,0.3245868384838104,0.11742395907640457,0.27159059047698975,0.17372892796993256,0.20040905475616455,0.15195220708847046,0.19762499630451202,0.1700260043144226
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.1835145652294159,0.15208280086517334,0.11950496584177017,0.28139030933380127,0.13714656233787537,0.2350708693265915,0.19793890416622162
event,0.2685905992984772,0.17957442998886108,0.2960145175457001,0.19054898619651794,0.1993815004825592,0.1369079202413559,0.19036348164081573,0.19044435024261475,0.2336757481098175,0.16076280176639557
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.1706041395664215,0.21523930132389069,0.299892783164978,0.416561484336853,0.22102725505828857,0.41666144132614136,0.32716336846351624
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.18474282324314117,0.2368279993534088,0.22959905862808228,0.27556702494621277,0.14290116727352142,0.40502163767814636,0.37178951501846313
occasionally,0.3680891990661621,0.25732186436653137,0.2797514796257019,0.13042514026165009,0.1351437121629715,0.17675137519836426,0.22704321146011353,0.06431978195905685,0.160846546292305,0.13541953265666962
take,0.32727745175361633,0.2583002746105194,0.31620436906814575,0.14412707090377808,0.13572949171066284,0.29048967361450195,0.2256559580564499,0.11447508633136749,0.22082030773162842,0.21897350251674652
place,0.23831914365291595,0.24020224809646606,0.4179787337779999,0.12435948103666306,0.09151188284158707,0.17315730452537537,0.27794507145881653,0.10752473026514053,0.27087464928627014,0.2455766350030899
while,0.548916757106781,0.3330625295639038,0.39804592728614807,0.15275898575782776,0.17299357056617737,0.18074658513069153,0.3084518015384674,0.15711884200572968,0.2646554410457611,0.21076419949531555
experimenting,0.3269754946231842,0.2851540446281433,0.22658103704452515,0.07886051386594772,0.11839957535266876,0.2966795563697815,0.1653740257024765,0.31389424204826355,0.2571655213832855,0.20757123827934265
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.16646865010261536,0.15134893357753754,0.2073194831609726,0.3087116777896881,0.16424812376499176,0.23478515446186066,0.2433311939239502
his,0.37120407819747925,0.3546801507472992,0.4394008219242096,0.215183287858963,0.2382846623659134,0.27212437987327576,0.37344956398010254,0.1580733060836792,0.21151746809482574,0.18075084686279297
single-electrode,0.26950204372406006,0.1592593640089035,0.2613867521286011,0.13371704518795013,0.1444830745458603,0.18978796899318695,0.21913251280784607,0.3878171741962433,0.304500013589859,0.2120702713727951
vacuum,0.2472143918275833,0.13815660774707794,0.17016367614269257,0.041563596576452255,0.15831738710403442,0.18193580210208893,0.10195816308259964,0.3939276337623596,0.20820114016532898,0.10335687547922134
tubes,0.22368124127388,0.14567458629608154,0.19047345221042633,0.06426389515399933,0.004718574229627848,0.1060863509774208,0.07170325517654419,0.2336166948080063,0.16710972785949707,0.1610335409641266
;,0.022927695885300636,0.10727239400148392,0.09152708947658539,0.012501820921897888,0.016430523246526718,0.037551067769527435,0.056731753051280975,-0.03835732489824295,0.08590476214885712,0.10349778085947037
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.219717338681221,0.19049422442913055,0.16920465230941772,0.4424409866333008,0.2211925983428955,0.30913418531417847,0.23916715383529663
minute,0.26680076122283936,0.20494002103805542,0.1967015564441681,0.0621386393904686,0.15595726668834686,0.11367481201887131,0.18864044547080994,0.24244755506515503,0.23685821890830994,0.12793943285942078
