,how,far,does,one,pharmacy,in,croatia,date,back,to,?
in,0.2601168751716614,0.2599720060825348,0.214483380317688,0.4129433035850525,0.22082467377185822,1.0,0.19649738073349,0.21362407505512238,0.25397348403930664,0.45010748505592346,0.20430970191955566
europe,0.1606675088405609,0.2564871609210968,0.1306854486465454,0.2713710069656372,0.13920579850673676,0.33061710000038147,0.3285260796546936,0.22459180653095245,0.19557669758796692,0.24889446794986725,0.18278923630714417
there,0.3328511416912079,0.3121122121810913,0.2930194139480591,0.43285492062568665,0.1661815345287323,0.5361666083335876,0.13885638117790222,0.1866472065448761,0.2553664445877075,0.40669289231300354,0.29405656456947327
are,0.311818927526474,0.30228713154792786,0.3126322329044342,0.42537835240364075,0.1491841822862625,0.3841303884983063,0.16116324067115784,0.1222395971417427,0.18491026759147644,0.3504326641559601,0.24591213464736938
old,0.1789429783821106,0.15159477293491364,0.20156827569007874,0.35032495856285095,0.16153360903263092,0.2865324318408966,0.07114741951227188,0.20621830224990845,0.22640980780124664,0.2412436157464981,0.20577076077461243
pharmacies,0.29057905077934265,0.2144426703453064,0.20345522463321686,0.24642056226730347,0.8590922355651855,0.23778970539569855,0.10762953758239746,0.15024201571941376,0.1421729326248169,0.22669687867164612,0.13542459905147552
still,0.38034671545028687,0.3635680079460144,0.3817117214202881,0.38286080956459045,0.18144448101520538,0.3424699008464813,0.2423597127199173,0.20506644248962402,0.3397529423236847,0.41205283999443054,0.3039587736129761
operating,0.21919433772563934,0.1773214191198349,0.2529928386211395,0.22072526812553406,0.20069292187690735,0.2706070840358734,0.23775151371955872,0.1369306594133377,0.14986133575439453,0.27687832713127136,0.15840965509414673
in,0.2601168751716614,0.2599720060825348,0.214483380317688,0.4129433035850525,0.22082467377185822,1.0,0.19649738073349,0.21362407505512238,0.25397348403930664,0.45010748505592346,0.20430970191955566
dubrovnik,0.023003069683909416,0.142144575715065,0.06481324881315231,0.21328851580619812,0.10713160783052444,0.2457076609134674,0.5053984522819519,0.20245394110679626,0.1827668398618698,0.1481361985206604,0.13759583234786987
",",0.22659391164779663,0.346853643655777,0.28617382049560547,0.3696635365486145,0.19815339148044586,0.5201468467712402,0.23640559613704681,0.2279704213142395,0.3066370487213135,0.44245919585227966,0.31091248989105225
croatia,0.11337804049253464,0.10584955662488937,0.1302173137664795,0.16839154064655304,0.12022756040096283,0.19649738073349,0.9999998807907104,0.10203564167022705,0.0922616645693779,0.1477854698896408,0.17525659501552582
",",0.22659391164779663,0.346853643655777,0.28617382049560547,0.3696635365486145,0.19815339148044586,0.5201468467712402,0.23640559613704681,0.2279704213142395,0.3066370487213135,0.44245919585227966,0.31091248989105225
located,0.09566320478916168,0.20421364903450012,0.20630888640880585,0.2584690451622009,0.21698743104934692,0.35149815678596497,0.12605756521224976,0.1399552971124649,0.20171961188316345,0.20850814878940582,0.08983194828033447
