,to,what,is,50,kilopascals,equal,?
[,0.07649242132902145,0.010752761736512184,-0.06921151280403137,0.07946284860372543,0.025677870959043503,-0.024414943531155586,0.011015460826456547
j,0.11675981432199478,0.15030516684055328,0.1219203919172287,0.038581881672143936,0.21442587673664093,0.1394229680299759,0.14581649005413055
],-0.04249158129096031,-0.03775298595428467,-0.02998926118016243,-0.04457986727356911,-0.00041423283983021975,0.06773509830236435,-0.0022520492784678936
oxygen,0.24193501472473145,0.16781960427761078,0.21825239062309265,-0.03149377182126045,0.22352629899978638,0.17493391036987305,0.16786395013332367
toxicity,0.26099494099617004,0.27705809473991394,0.28579196333885193,-0.03931225463747978,0.3287319540977478,0.2260618507862091,0.283039927482605
usually,0.3824864327907562,0.32521089911460876,0.4230746626853943,0.08248047530651093,0.3148528039455414,0.3135937452316284,0.19435347616672516
begins,0.2261325567960739,0.1788426637649536,0.25563162565231323,0.010193905793130398,0.1816282421350479,0.09881842881441116,0.09518900513648987
to,1.0,0.455847829580307,0.42745086550712585,-0.024239253252744675,0.26242515444755554,0.28325995802879333,0.29463258385658264
occur,0.1967356950044632,0.2129514068365097,0.24761207401752472,0.014688298106193542,0.29995444416999817,0.17281731963157654,0.17999543249607086
at,0.36524343490600586,0.2838611304759979,0.25906258821487427,-0.018447641283273697,0.27598097920417786,0.17292043566703796,0.21978627145290375
partial,0.19141130149364471,0.24140220880508423,0.23120467364788055,0.07554307579994202,0.18854466080665588,0.2333209067583084,0.16151700913906097
pressures,0.3563862144947052,0.2606661915779114,0.21779607236385345,-0.06522121280431747,0.3285083770751953,0.2597348093986511,0.12055351585149765
more,0.47084665298461914,0.3484537899494171,0.2946030795574188,0.03748876973986626,0.29250475764274597,0.23232722282409668,0.27894994616508484
than,0.3192550539970398,0.29388150572776794,0.2839990258216858,0.01451291423290968,0.31993454694747925,0.31262290477752686,0.24917294085025787
50,-0.024239253252744675,-0.04124141484498978,0.0017694636480882764,0.9999999403953552,-0.08214300125837326,0.023096732795238495,0.030512850731611252
kilopascals,0.26242515444755554,0.25337982177734375,0.3174498677253723,-0.08214300125837326,1.0,0.34272274374961853,0.26199403405189514
