,what,organization,runs,the,satellite,that,measured,dust,that,landed,on,the,amazon,?
nasa,0.21178755164146423,0.1568109393119812,0.0988917127251625,0.19786997139453888,0.4262261390686035,0.26653343439102173,0.22957336902618408,0.3085649311542511,0.26653343439102173,0.31004324555397034,0.18220403790473938,0.19786997139453888,0.1661357581615448,0.1809994876384735
's,0.02692362666130066,0.033295970410108566,-0.007082540541887283,-0.01540423184633255,0.1227913498878479,0.04397977516055107,-0.01571306400001049,-0.038515426218509674,0.04397977516055107,0.003920604009181261,0.0026888418942689896,-0.01540423184633255,0.062328040599823,-0.023395681753754616
calipso,0.2718275785446167,0.2390415072441101,0.1619364470243454,0.31254130601882935,0.2711276412010193,0.27075010538101196,0.2540299594402313,0.25767600536346436,0.27075010538101196,0.23370173573493958,0.20299457013607025,0.31254130601882935,0.19004616141319275,0.2649646997451782
satellite,0.17739586532115936,0.20391137897968292,0.09268996864557266,0.22563834488391876,0.9999999403953552,0.21998104453086853,0.2683982253074646,0.29698875546455383,0.21998104453086853,0.22468753159046173,0.2525777816772461,0.22563834488391876,0.12525847554206848,0.13568443059921265
has,0.20338068902492523,0.1966867297887802,0.26821380853652954,0.4177538752555847,0.13467611372470856,0.41272613406181335,0.20514222979545593,0.14267772436141968,0.41272613406181335,0.14640246331691742,0.34604379534721375,0.4177538752555847,0.1779293268918991,0.15994466841220856
measured,0.23318471014499664,0.1317169964313507,0.15652543306350708,0.279002845287323,0.2683982253074646,0.2979315221309662,1.0000001192092896,0.23971869051456451,0.2979315221309662,0.20621974766254425,0.20655377209186554,0.279002845287323,0.1639031171798706,0.17351430654525757
the,0.42745697498321533,0.311172217130661,0.30832576751708984,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,0.2346910536289215,0.5473989248275757,0.2935211956501007,0.5107308030128479,1.0,0.260541707277298,0.22068053483963013
amount,0.2602839767932892,0.18000586330890656,0.1360885500907898,0.3336862325668335,0.12078920006752014,0.3969508707523346,0.4279309809207916,0.2806089520454407,0.3969508707523346,0.13657456636428833,0.2525322437286377,0.3336862325668335,0.1940114051103592,0.17984020709991455
of,0.33290785551071167,0.25438958406448364,0.22292760014533997,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.25486329197883606,0.41498205065727234,0.20002318918704987,0.3966929316520691,0.733189046382904,0.20143137872219086,0.1826142966747284
dust,0.1907336562871933,0.08208347111940384,0.04898069426417351,0.2346910536289215,0.29698875546455383,0.26238390803337097,0.23971869051456451,1.0,0.26238390803337097,0.1835853010416031,0.16006799042224884,0.2346910536289215,0.13802170753479004,0.15803812444210052
transported,0.17293962836265564,0.11310650408267975,0.1825711578130722,0.2550795376300812,0.14126485586166382,0.2946196496486664,0.2812153398990631,0.21931618452072144,0.2946196496486664,0.3313235640525818,0.20679953694343567,0.2550795376300812,0.21860341727733612,0.1354173868894577
by,0.2455483376979828,0.19509689509868622,0.14847011864185333,0.4408751428127289,0.1882091760635376,0.37496164441108704,0.2737140357494354,0.1268737018108368,0.37496164441108704,0.23073728382587433,0.33887791633605957,0.4408751428127289,0.16320857405662537,0.17966607213020325
wind,0.2056615948677063,0.11538233608007431,0.10021096467971802,0.2338196188211441,0.21244357526302338,0.19486463069915771,0.2933620512485504,0.36152732372283936,0.19486463069915771,0.18364836275577545,0.19720415771007538,0.2338196188211441,0.1388091892004013,0.17669273912906647
from,0.2737620174884796,0.14886677265167236,0.2119603008031845,0.40150508284568787,0.2617102265357971,0.3477667272090912,0.2360648363828659,0.21349763870239258,0.3477667272090912,0.1937648355960846,0.36926645040512085,0.40150508284568787,0.08236479759216309,0.19969791173934937
the,0.42745697498321533,0.311172217130661,0.30832576751708984,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,0.2346910536289215,0.5473989248275757,0.2935211956501007,0.5107308030128479,1.0,0.260541707277298,0.22068053483963013
sahara,0.24191512167453766,0.20670059323310852,0.13239921629428864,0.23516924679279327,0.20361272990703583,0.22486364841461182,0.13201680779457092,0.28134268522262573,0.22486364841461182,0.21074403822422028,0.194625124335289,0.23516924679279327,0.26794329285621643,0.17314527928829193
to,0.455847829580307,0.26166829466819763,0.16705270111560822,0.535392165184021,0.19631412625312805,0.5436353087425232,0.20595905184745789,0.26756495237350464,0.5436353087425232,0.26572170853614807,0.41031414270401,0.535392165184021,0.17033490538597107,0.29463258385658264
the,0.42745697498321533,0.311172217130661,0.30832576751708984,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,0.2346910536289215,0.5473989248275757,0.2935211956501007,0.5107308030128479,1.0,0.260541707277298,0.22068053483963013
amazon,0.16355936229228973,0.21578143537044525,0.1552986055612564,0.260541707277298,0.12525847554206848,0.2228476107120514,0.1639031171798706,0.13802170753479004,0.2228476107120514,0.11297132074832916,0.27227091789245605,0.260541707277298,1.0000001192092896,0.18144656717777252
:,-0.12022944539785385,0.0022286728490144014,-0.04861442744731903,-0.03403344005346298,-0.09316598623991013,-0.12200210988521576,-0.07392064481973648,-0.13309550285339355,-0.12200210988521576,-0.049489375203847885,-0.06502202153205872,-0.03403344005346298,-0.12260514497756958,-0.07156077772378922
an,0.2821882665157318,0.23346354067325592,0.14448092877864838,0.4207492768764496,0.15826226770877838,0.365763783454895,0.1947242021560669,0.17542733252048492,0.365763783454895,0.19314143061637878,0.3192969560623169,0.4207492768764496,0.16257908940315247,0.19793890416622162
average,0.24068789184093475,0.18054938316345215,0.2710830569267273,0.27058175206184387,0.16067804396152496,0.2513456642627716,0.3696230351924896,0.16783887147903442,0.2513456642627716,0.1760929375886917,0.2780454754829407,0.27058175206184387,0.24211540818214417,0.21764592826366425
182,-0.04681291803717613,-0.039684124290943146,0.06849291175603867,0.03700842335820198,-0.008805311284959316,0.014717614278197289,-0.03495508432388306,-0.0033743770327419043,0.014717614278197289,-0.06809179484844208,-0.08146843314170837,0.03700842335820198,-0.02199956402182579,-0.048216577619314194
million,0.22197039425373077,0.1776210218667984,0.14176824688911438,0.277012437582016,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.19205474853515625,0.2637370228767395,0.12902043759822845,0.1741691380739212,0.277012437582016,0.18845590949058533,0.23092924058437347
tons,0.15041828155517578,0.09902942180633545,0.09547463059425354,0.20730508863925934,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.2439376562833786,0.2261660397052765,0.2095291167497635,0.2241503745317459,0.20730508863925934,0.19077828526496887,0.19717051088809967
of,0.33290785551071167,0.25438958406448364,0.22292760014533997,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.25486329197883606,0.41498205065727234,0.20002318918704987,0.3966929316520691,0.733189046382904,0.20143137872219086,0.1826142966747284
dust,0.1907336562871933,0.08208347111940384,0.04898069426417351,0.2346910536289215,0.29698875546455383,0.26238390803337097,0.23971869051456451,1.0,0.26238390803337097,0.1835853010416031,0.16006799042224884,0.2346910536289215,0.13802170753479004,0.15803812444210052
are,0.29724663496017456,0.1841304749250412,0.22761638462543488,0.40399202704429626,0.12365440279245377,0.45265161991119385,0.24699005484580994,0.2122032791376114,0.45265161991119385,0.16995751857757568,0.268924742937088,0.40399202704429626,0.15230076014995575,0.24591213464736938
windblown,0.2304677665233612,0.18432514369487762,0.23349851369857788,0.3168978691101074,0.22122317552566528,0.3038787245750427,0.30358463525772095,0.36643874645233154,0.3038787245750427,0.38266074657440186,0.25645872950553894,0.3168978691101074,0.2061614990234375,0.2240144908428192
out,0.3633197546005249,0.17770901322364807,0.22986705601215363,0.39404502511024475,0.20247168838977814,0.43996092677116394,0.2359967976808548,0.29918667674064636,0.43996092677116394,0.2570053040981293,0.39060163497924805,0.39404502511024475,0.15031638741493225,0.22020699083805084
of,0.33290785551071167,0.25438958406448364,0.22292760014533997,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.25486329197883606,0.41498205065727234,0.20002318918704987,0.3966929316520691,0.733189046382904,0.20143137872219086,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.30832576751708984,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,0.2346910536289215,0.5473989248275757,0.2935211956501007,0.5107308030128479,1.0,0.260541707277298,0.22068053483963013
sahara,0.24191512167453766,0.20670059323310852,0.13239921629428864,0.23516924679279327,0.20361272990703583,0.22486364841461182,0.13201680779457092,0.28134268522262573,0.22486364841461182,0.21074403822422028,0.194625124335289,0.23516924679279327,0.26794329285621643,0.17314527928829193
each,0.3353266417980194,0.18462742865085602,0.23149320483207703,0.470844566822052,0.11691509932279587,0.46111494302749634,0.28927627205848694,0.15729188919067383,0.46111494302749634,0.17014920711517334,0.30782750248908997,0.470844566822052,0.1488005518913269,0.21173812448978424
year,0.15184831619262695,0.16272927820682526,0.13620609045028687,0.3609684407711029,0.14653939008712769,0.2826407253742218,0.18661636114120483,0.10882840305566788,0.2826407253742218,0.18731501698493958,0.27628999948501587,0.3609684407711029,0.1589571088552475,0.18315006792545319
",",0.3087472915649414,0.1819751113653183,0.22710935771465302,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.23566173017024994,0.4137537479400635,0.2338905930519104,0.49057599902153015,0.4933079481124878,0.2214922308921814,0.31091248989105225
at,0.2838611304759979,0.11811204999685287,0.18116068840026855,0.457212895154953,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.11504963040351868,0.3183255195617676,0.22353938221931458,0.4806317389011383,0.457212895154953,0.1615314781665802,0.21978627145290375
15,-0.01077192835509777,-0.04653657227754593,0.06551285833120346,-0.011810222640633583,-0.07609573751688004,-0.06895352154970169,-0.11819065362215042,0.09154774993658066,-0.06895352154970169,0.06594458222389221,-0.025620462372899055,-0.011810222640633583,-0.012911608442664146,-0.010706285014748573
degrees,0.2201736718416214,0.17789512872695923,0.18710801005363464,0.22473014891147614,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.10859503597021103,0.2528930604457855,0.12866748869419098,0.15918809175491333,0.22473014891147614,0.13714446127414703,0.1299446076154709
west,0.1946573108434677,0.13053402304649353,0.18220137059688568,0.32918402552604675,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.1870882660150528,0.14288705587387085,0.2183368057012558,0.22540061175823212,0.32918402552604675,0.138602152466774,0.12088293582201004
longitude,0.2653953433036804,0.10361194610595703,0.21954715251922607,0.2508544325828552,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.18386469781398773,0.2028481513261795,0.16986802220344543,0.20692728459835052,0.2508544325828552,0.15005739033222198,0.19342944025993347
",",0.3087472915649414,0.1819751113653183,0.22710935771465302,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.23566173017024994,0.4137537479400635,0.2338905930519104,0.49057599902153015,0.4933079481124878,0.2214922308921814,0.31091248989105225
across,0.24809791147708893,0.22732342779636383,0.31142839789390564,0.3816230297088623,0.23825125396251678,0.33602073788642883,0.3032621145248413,0.21413765847682953,0.33602073788642883,0.2578023374080658,0.411987841129303,0.3816230297088623,0.21476200222969055,0.17034576833248138
"1,600",0.0013495675520971417,-0.07252192497253418,0.06037990376353264,0.04439349099993706,0.023032164201140404,0.11611638218164444,0.2338145524263382,0.08849801123142242,0.11611638218164444,0.04970686137676239,0.018485194072127342,0.04439349099993706,0.03478460758924484,0.05657687783241272
miles,0.1893789917230606,0.13955490291118622,0.27676165103912354,0.25706055760383606,0.2153729647397995,0.16484005749225616,0.33142396807670593,0.20904326438903809,0.16484005749225616,0.2414242923259735,0.17346006631851196,0.25706055760383606,0.1900368481874466,0.09363767504692078
(,0.2411840260028839,0.1716907024383545,0.14261752367019653,0.33289089798927307,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.14481011033058167,0.2264307141304016,0.12469758093357086,0.28656116127967834,0.33289089798927307,0.11605185270309448,0.40561532974243164
"2,600",0.015221815556287766,-0.02072826586663723,0.17411400377750397,0.11931554228067398,0.20597591996192932,0.12260016798973083,0.15069657564163208,0.09819567203521729,0.12260016798973083,0.1295178085565567,0.133856862783432,0.11931554228067398,0.1480444371700287,0.02350315824151039
km,0.1805391013622284,0.150801882147789,0.2751586437225342,0.21376769244670868,0.26901382207870483,0.1602332592010498,0.29542267322540283,0.16242605447769165,0.1602332592010498,0.24793414771556854,0.169756218791008,0.21376769244670868,0.17538169026374817,0.08180338144302368
),0.26259949803352356,0.19336465001106262,0.141518235206604,0.3456730246543884,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.14174848794937134,0.23478686809539795,0.12761209905147552,0.29937487840652466,0.3456730246543884,0.131951242685318,0.42300865054130554
over,0.28007611632347107,0.2049175649881363,0.17794543504714966,0.39856547117233276,0.19734211266040802,0.3882925808429718,0.30557629466056824,0.22320112586021423,0.3882925808429718,0.2362690418958664,0.39810362458229065,0.39856547117233276,0.18121705949306488,0.25742942094802856
the,0.42745697498321533,0.311172217130661,0.30832576751708984,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,0.2346910536289215,0.5473989248275757,0.2935211956501007,0.5107308030128479,1.0,0.260541707277298,0.22068053483963013
atlantic,0.16333554685115814,0.20714247226715088,0.23171234130859375,0.31052014231681824,0.20694757997989655,0.2559850513935089,0.1332535743713379,0.20432595908641815,0.2559850513935089,0.21911703050136566,0.22113218903541565,0.31052014231681824,0.30139192938804626,0.15355663001537323
