,after,what,year,did,compounding,cease,to,be,used,in,britain,?
this,0.3357301354408264,0.5489566326141357,0.24877788126468658,0.3609912693500519,0.3081057369709015,0.26414617896080017,0.5759071707725525,0.566177248954773,0.3996967375278473,0.45205554366111755,0.2555267810821533,0.3155723512172699
is,0.2835143506526947,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.29229074716567993,0.21461550891399384,0.42745086550712585,0.4819129705429077,0.3288823366165161,0.5394441485404968,0.1415579617023468,0.22961433231830597
partly,0.2159956842660904,0.2688411772251129,0.02364850416779518,0.17420697212219238,0.14071503281593323,0.13433754444122314,0.18536102771759033,0.20423634350299835,0.17107324302196503,0.261019229888916,0.12148499488830566,0.12213768810033798
due,0.4325949549674988,0.15204688906669617,0.13679523766040802,0.15152592957019806,0.2335466742515564,0.34422239661216736,0.35188060998916626,0.29785820841789246,0.22744520008563995,0.2516716718673706,0.12967170774936676,0.10954997688531876
to,0.37890323996543884,0.455847829580307,0.23523004353046417,0.4452643394470215,0.29567065834999084,0.32300570607185364,1.0,0.4972836375236511,0.40058770775794983,0.45010748505592346,0.25324371457099915,0.29463258385658264
the,0.4565047025680542,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2295212745666504,0.317424476146698,0.535392165184021,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.29784059524536133,0.22068053483963013
harsh,0.17453697323799133,0.2798868715763092,0.1737520694732666,0.25000086426734924,0.22256207466125488,0.17435762286186218,0.21316491067409515,0.24592162668704987,0.19459079205989838,0.14321373403072357,0.22228755056858063,0.1875905692577362
railway,0.1825571358203888,0.16704553365707397,0.1384669691324234,0.13646093010902405,0.10561233013868332,0.20010584592819214,0.20460735261440277,0.16290557384490967,0.13920941948890686,0.2326211929321289,0.27780744433403015,0.07994066178798676
operating,0.18482060730457306,0.25311869382858276,0.1009943038225174,0.164720818400383,0.21140152215957642,0.283092737197876,0.27687832713127136,0.26751333475112915,0.3266882002353668,0.2706070840358734,0.22354118525981903,0.15840965509414673
environment,0.13598378002643585,0.213022843003273,0.15709242224693298,0.10747723281383514,0.31014564633369446,0.20946316421031952,0.274095743894577,0.2868114411830902,0.2368508279323578,0.2854640781879425,0.16094665229320526,0.19478057324886322
and,0.3765919506549835,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.27331241965293884,0.22589343786239624,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.4954058527946472,0.3187123239040375,0.20544172823429108
limited,0.1804143190383911,0.23110276460647583,0.17465004324913025,0.2072332352399826,0.18178264796733856,0.21573658287525177,0.2564510405063629,0.27087798714637756,0.2955353260040283,0.23956921696662903,0.26575225591659546,0.09444807469844818
space,0.15923935174942017,0.20525942742824554,0.1583017259836197,0.1488010138273239,0.2143673151731491,0.15870024263858795,0.22712917625904083,0.21281394362449646,0.18470054864883423,0.17648501694202423,0.10951158404350281,0.1885536164045334
afforded,0.1402186155319214,0.2611384391784668,0.14030636847019196,0.3796940743923187,0.20943135023117065,0.2456345558166504,0.3434794545173645,0.3348931074142456,0.29941481351852417,0.2510310411453247,0.2227165251970291,0.22542934119701385
by,0.41259682178497314,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.23510871827602386,0.1469738632440567,0.33534231781959534,0.43158695101737976,0.27705541253089905,0.370934396982193,0.20873384177684784,0.17966607213020325
the,0.4565047025680542,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2295212745666504,0.317424476146698,0.535392165184021,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.29784059524536133,0.22068053483963013
loading,0.17672577500343323,0.23428459465503693,0.12027483433485031,0.13775192201137543,0.27220219373703003,0.22006425261497498,0.2367693930864334,0.2718755602836609,0.3136714696884155,0.17241041362285614,0.2036309391260147,0.2776219844818115
gauge,0.09877989441156387,0.27817800641059875,0.1512661874294281,0.14966030418872833,0.1917290836572647,0.18496200442314148,0.2121875286102295,0.2060207724571228,0.17775958776474,0.18491436541080475,0.23482894897460938,0.2129381000995636
(,0.2132600098848343,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.18474355340003967,0.18371430039405823,0.30882009863853455,0.2349044382572174,0.19005385041236877,0.3087427020072937,0.15627750754356384,0.40561532974243164
particularly,0.15506112575531006,0.33027681708335876,0.1375369280576706,0.2694823145866394,0.35245561599731445,0.20411042869091034,0.33588847517967224,0.3334096074104309,0.37769636511802673,0.33242201805114746,0.20711301267147064,0.2644225060939789
in,0.44050168991088867,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.20182771980762482,0.22824470698833466,0.45010748505592346,0.3481820821762085,0.3090210556983948,1.0,0.26246872544288635,0.20430970191955566
britain,0.2650264799594879,0.24206450581550598,0.20549042522907257,0.23567047715187073,0.11299778521060944,0.18844173848628998,0.25324371457099915,0.2473866045475006,0.28008559346199036,0.26246872544288635,1.0000001192092896,0.1268460750579834
",",0.38860568404197693,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2131453901529312,0.23913204669952393,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.26227492094039917,0.31091248989105225
where,0.31753596663475037,0.4457937180995941,0.20427323877811432,0.24159270524978638,0.24909266829490662,0.21299998462200165,0.47735077142715454,0.3651217818260193,0.31140151619911194,0.5344807505607605,0.17394061386585236,0.24793872237205505
compounding,0.19390618801116943,0.26605767011642456,0.17748653888702393,0.16196072101593018,0.9999998807907104,0.2572403848171234,0.29567065834999084,0.33505216240882874,0.35277843475341797,0.20182771980762482,0.11299778521060944,0.22128498554229736
was,0.49306565523147583,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.13572673499584198,0.1867532879114151,0.3636345863342285,0.42228707671165466,0.23679393529891968,0.45514053106307983,0.27792006731033325,0.18412111699581146
never,0.32713600993156433,0.42662814259529114,0.23912523686885834,0.4329567551612854,0.17731128633022308,0.2733251750469208,0.386821448802948,0.40902143716812134,0.24341391026973724,0.3081892728805542,0.2234051376581192,0.24137508869171143
common,0.12873466312885284,0.19989867508411407,0.23339608311653137,0.12848728895187378,0.35177525877952576,0.12164562940597534,0.21109338104724884,0.2283303439617157,0.42905712127685547,0.23149342834949493,0.22029376029968262,0.20434872806072235
and,0.3765919506549835,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.27331241965293884,0.22589343786239624,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.4954058527946472,0.3187123239040375,0.20544172823429108
not,0.3115830719470978,0.5449194312095642,0.23447993397712708,0.6481515765190125,0.2975088059902191,0.31721049547195435,0.5149973034858704,0.5788898468017578,0.358921617269516,0.3403114080429077,0.20630425214767456,0.41942933201789856
employed,0.1370631456375122,0.15165269374847412,0.18371367454528809,0.24664080142974854,0.20962148904800415,0.10413865000009537,0.22010761499404907,0.21992658078670502,0.4061715006828308,0.2670619785785675,0.21276119351387024,0.1261894851922989
after,1.0,0.21973377466201782,0.336445689201355,0.30330467224121094,0.19390618801116943,0.22497373819351196,0.37890323996543884,0.32360681891441345,0.19914907217025757,0.44050168991088867,0.2650264799594879,0.16608688235282898
1930,0.07974202930927277,-0.017727119848132133,0.034025877714157104,-0.04309258982539177,-0.02669624239206314,0.03594326227903366,0.044961195439100266,-0.02023077942430973,-0.09402194619178772,0.046094030141830444,-0.020995449274778366,-0.18270333111286163
),0.24162524938583374,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.19145053625106812,0.18480558693408966,0.31236231327056885,0.24578070640563965,0.1905621439218521,0.3326910734176636,0.17229953408241272,0.42300865054130554
