,what,symbol,was,employed,until,early,in,the,20th,century,?
the,0.42745697498321533,0.22023849189281464,0.48711544275283813,0.2112865000963211,0.37191009521484375,0.34442198276519775,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
two,0.23363454639911652,0.05434996634721756,0.27166637778282166,0.16911964118480682,0.3112592101097107,0.27826380729675293,0.36463531851768494,0.43858039379119873,0.16819386184215546,0.1838531643152237,0.19645625352859497
symbols,0.2427739053964615,0.7318593859672546,0.11560206115245819,0.14214745163917542,0.06614668667316437,0.16720269620418549,0.15397359430789948,0.22359615564346313,0.2056143879890442,0.16446715593338013,0.16658984124660492
most,0.3219912350177765,0.19314289093017578,0.29933857917785645,0.2536141276359558,0.20077821612358093,0.3838981091976166,0.41416558623313904,0.47635307908058167,0.17971672117710114,0.3330184817314148,0.2107497900724411
commonly,0.18122613430023193,0.2915186583995819,0.21922515332698822,0.20755910873413086,0.07937705516815186,0.20513148605823517,0.2769457697868347,0.2974449694156647,0.11265650391578674,0.2032262086868286,0.13546277582645416
associated,0.15836219489574432,0.23322932422161102,0.16673633456230164,0.3033652901649475,0.03751176968216896,0.2750566005706787,0.23328746855258942,0.2742886245250702,0.11027412116527557,0.16583041846752167,0.1453326791524887
with,0.2464839518070221,0.15766042470932007,0.27411898970603943,0.29051893949508667,0.25182005763053894,0.23919914662837982,0.4080928862094879,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.2433311939239502
pharmacy,0.21638189256191254,0.11009613424539566,0.17978692054748535,0.22871239483356476,0.15045447647571564,0.06825239211320877,0.22082467377185822,0.1938311904668808,0.137918159365654,0.09608059376478195,0.1355620175600052
in,0.30808621644973755,0.1552523821592331,0.45514053106307983,0.2670619785785675,0.38338494300842285,0.34672921895980835,1.0,0.6662389636039734,0.20743919909000397,0.3174034655094147,0.20430970191955566
english-speaking,0.3927338719367981,0.18771947920322418,0.29306459426879883,0.2195010781288147,0.21373559534549713,0.3183535039424896,0.3136231005191803,0.4021326005458832,0.21537257730960846,0.3434475362300873,0.2801855504512787
countries,0.22319257259368896,0.128437802195549,0.24139733612537384,0.2228083312511444,0.19352398812770844,0.21228578686714172,0.3027990758419037,0.33290645480155945,0.13439320027828217,0.25549882650375366,0.15128466486930847
are,0.29724663496017456,0.12635833024978638,0.3076191842556,0.21375364065170288,0.154075488448143,0.21465954184532166,0.3841303884983063,0.40399202704429626,0.10521938651800156,0.217155322432518,0.24591213464736938
the,0.42745697498321533,0.22023849189281464,0.48711544275283813,0.2112865000963211,0.37191009521484375,0.34442198276519775,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
mortar,0.11504332721233368,0.15493711829185486,0.26292091608047485,0.24427001178264618,0.18051443994045258,0.16020937263965607,0.20863710343837738,0.2107647955417633,0.14880888164043427,0.15952272713184357,0.10277507454156876
and,0.31309178471565247,0.16780322790145874,0.3740963041782379,0.27885523438453674,0.3372601866722107,0.29847630858421326,0.4954058527946472,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
pestle,0.20649226009845734,0.21251003444194794,0.122981958091259,0.18256312608718872,0.08672378957271576,0.11951344460248947,0.12296780198812485,0.2082812339067459,0.15991701185703278,0.16752661764621735,0.20456084609031677
and,0.31309178471565247,0.16780322790145874,0.3740963041782379,0.27885523438453674,0.3372601866722107,0.29847630858421326,0.4954058527946472,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
the,0.42745697498321533,0.22023849189281464,0.48711544275283813,0.2112865000963211,0.37191009521484375,0.34442198276519775,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
℞,0.05823778733611107,0.0877227932214737,0.03062138333916664,0.03573537990450859,0.004729048348963261,0.08103054016828537,0.028663642704486847,0.049483634531497955,0.09769851714372635,0.007977926172316074,0.0999094620347023
(,0.2411840260028839,0.19844968616962433,0.2980341613292694,0.14020662009716034,0.24892988801002502,0.1926054060459137,0.3087427020072937,0.33289089798927307,0.24042166769504547,0.15864071249961853,0.40561532974243164
recipere,0.2997841238975525,0.19705848395824432,0.25404444336891174,0.22995807230472565,0.18432913720607758,0.2313670665025711,0.34542372822761536,0.2943364679813385,0.1898292750120163,0.3259117603302002,0.16681893169879913
),0.26259949803352356,0.2016175091266632,0.3267642855644226,0.13719399273395538,0.2535041272640228,0.2297687977552414,0.3326910734176636,0.3456730246543884,0.2530856132507324,0.14800427854061127,0.42300865054130554
character,0.22097444534301758,0.25663796067237854,0.22428974509239197,0.14149628579616547,0.16074441373348236,0.14256039261817932,0.20910993218421936,0.25992274284362793,0.2507117986679077,0.13874231278896332,0.18056271970272064
",",0.3087472915649414,0.20107677578926086,0.45456063747406006,0.24196110665798187,0.2947838604450226,0.3022546172142029,0.5201468467712402,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
