,in,which,case,was,a,dutch,national,not,entitled,to,continue,receiving,benefits,when,he,moved,to,belgium,?
in,1.0,0.4840516746044159,0.2190418541431427,0.45514053106307983,0.539380669593811,0.17559829354286194,0.28915393352508545,0.3403114080429077,0.2123948633670807,0.45010748505592346,0.249076247215271,0.24162860214710236,0.14132487773895264,0.4431333839893341,0.41690486669540405,0.3323737680912018,0.45010748505592346,0.2803505063056946,0.20430970191955566
hendrix,0.24973364174365997,0.2097930908203125,0.17871816456317902,0.224788099527359,0.2209487110376358,0.19096584618091583,0.1494450718164444,0.2637937068939209,0.16765587031841278,0.24114398658275604,0.19592605531215668,0.10302264988422394,0.17333091795444489,0.23851263523101807,0.3248503804206848,0.16435694694519043,0.24114398658275604,0.15207591652870178,0.20626389980316162
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.16128918528556824,0.21861357986927032,0.06204941123723984,0.10848595201969147,0.1493779718875885,0.1260095089673996,0.2109750658273697,0.1528645157814026,0.07185791432857513,0.13486652076244354,0.20079591870307922,0.12488074600696564,0.09450827538967133,0.2109750658273697,0.1854671686887741,0.28677162528038025
employee,0.21618928015232086,0.1568908393383026,0.22145918011665344,0.21671681106090546,0.26013827323913574,0.1674608588218689,0.14466752111911774,0.1955166459083557,0.15043827891349792,0.2249952256679535,0.12711498141288757,0.24476107954978943,0.31345272064208984,0.20850889384746552,0.1937732845544815,0.13493666052818298,0.2249952256679535,0.1493278443813324,0.2091246396303177
insurance,0.205348938703537,0.25096604228019714,0.22311605513095856,0.231072798371315,0.2790697515010834,0.143474742770195,0.208068385720253,0.29731476306915283,0.1917751133441925,0.21319086849689484,0.22632907330989838,0.15008525550365448,0.4339401125907898,0.2030685544013977,0.21898838877677917,0.18315978348255157,0.21319086849689484,0.11610351502895355,0.16563807427883148
institute,0.2517135441303253,0.22107067704200745,0.1387825906276703,0.25862374901771545,0.15834029018878937,0.19231675565242767,0.38719651103019714,0.13257604837417603,0.14749346673488617,0.18375186622142792,0.1401594877243042,0.18484127521514893,0.21483838558197021,0.14507931470870972,0.24067096412181854,0.17464391887187958,0.18375186622142792,0.12315131723880768,0.115291528403759
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.48711544275283813,0.5829201340675354,0.1705695390701294,0.32739606499671936,0.4310511648654938,0.2671615183353424,0.535392165184021,0.28966447710990906,0.3056924641132355,0.20434671640396118,0.5091903209686279,0.4571082592010498,0.32031023502349854,0.535392165184021,0.24047598242759705,0.22068053483963013
court,0.2793687880039215,0.19263212382793427,0.4225234091281891,0.2737988233566284,0.23624834418296814,0.11459442973136902,0.1857565939426422,0.21835780143737793,0.17838029563426971,0.24824365973472595,0.17636239528656006,0.0857691690325737,0.1383218616247177,0.23927445709705353,0.3171530067920685,0.16200615465641022,0.24824365973472595,0.14949309825897217,0.17100423574447632
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.4069072902202606,0.5052502155303955,0.14408773183822632,0.3314673602581024,0.3307090103626251,0.2524459660053253,0.41548454761505127,0.19578875601291656,0.2806481420993805,0.1838720440864563,0.3757161796092987,0.38706058263778687,0.22242598235607147,0.41548454761505127,0.2526414394378662,0.1826142966747284
justice,0.2678598463535309,0.16124017536640167,0.284448504447937,0.24932703375816345,0.20230674743652344,0.03029491752386093,0.18591716885566711,0.12427773326635361,0.2464778572320938,0.19197677075862885,0.17878343164920807,0.07877696305513382,0.19427534937858582,0.15634077787399292,0.25223541259765625,0.1033812090754509,0.19197677075862885,0.059781234711408615,0.19269752502441406
held,0.3127288818359375,0.2626747488975525,0.1021638736128807,0.30231067538261414,0.22326228022575378,0.07870341837406158,0.2380104959011078,0.1698913723230362,0.19385886192321777,0.22177374362945557,0.11563625186681747,0.19422292709350586,0.09962771832942963,0.1848648637533188,0.2682671546936035,0.2575400173664093,0.22177374362945557,0.16911521553993225,0.14103956520557404
that,0.435920387506485,0.6894589066505432,0.4129708409309387,0.33670201897621155,0.47537946701049805,0.15895026922225952,0.20268747210502625,0.6600887179374695,0.27380138635635376,0.5436353087425232,0.39601582288742065,0.22018229961395264,0.3614796996116638,0.5860282182693481,0.36068853735923767,0.17167751491069794,0.5436353087425232,0.1712908148765564,0.32716336846351624
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.4508470594882965,1.0,0.1946597695350647,0.27889734506607056,0.3791346549987793,0.266441285610199,0.45503583550453186,0.21998350322246552,0.2866498827934265,0.22249166667461395,0.44397395849227905,0.4393508732318878,0.22416134178638458,0.45503583550453186,0.17649415135383606,0.23916715383529663
