,what,does,``,tgif,'',stand,for,?
following,0.2506418824195862,0.22666849195957184,0.04280305653810501,0.20534870028495789,0.04169570282101631,0.14602994918823242,0.2965082824230194,0.1555173695087433
the,0.42745697498321533,0.35928019881248474,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.2531624138355255,0.4739971458911896,0.22068053483963013
initial,0.2771121859550476,0.25702667236328125,0.09197677671909332,0.22870895266532898,-0.019325068220496178,0.18133994936943054,0.2634814977645874,0.16868601739406586
success,0.22873179614543915,0.15373119711875916,-0.00912145059555769,0.16621722280979156,-0.03503505140542984,0.1017199233174324,0.25930920243263245,0.1216118186712265
of,0.33290785551071167,0.3119818866252899,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2038130760192871,0.4185989499092102,0.1826142966747284
these,0.4164220690727234,0.31633180379867554,0.09766163676977158,0.14867278933525085,-0.010087166912853718,0.20092202723026276,0.41566818952560425,0.2571668326854706
series,0.17328087985515594,0.11163214594125748,-0.08478077501058578,0.11284953355789185,-0.014226003549993038,0.1631261259317398,0.2715710699558258,0.1709602326154709
",",0.3087472915649414,0.28617382049560547,0.09681109338998795,0.25964197516441345,-0.037358131259679794,0.27589988708496094,0.4464869201183319,0.31091248989105225
abc,0.1317344456911087,0.1641341596841812,-0.04806871339678764,0.20804943144321442,-0.05768610164523125,0.15134811401367188,0.22510288655757904,0.19065172970294952
revamped,0.32078325748443604,0.17363658547401428,-0.16335894167423248,0.21308055520057678,0.03331468626856804,0.18954253196716309,0.2685343325138092,0.2505996525287628
its,0.30393704771995544,0.33437713980674744,0.06146819889545441,0.21559324860572815,-0.001744768233038485,0.19137318432331085,0.2992613911628723,0.15103481709957123
friday,0.17519022524356842,0.11786610633134842,-0.007684127427637577,0.2250029742717743,-0.05732453241944313,0.1707264631986618,0.17577068507671356,0.15959392488002777
night,0.20251014828681946,0.17079299688339233,-0.02761312574148178,0.20655131340026855,-0.007448260672390461,0.2882627546787262,0.16021959483623505,0.13794848322868347
schedule,0.22513388097286224,0.23353101313114166,0.057896509766578674,0.22619104385375977,-0.040448904037475586,0.1262514293193817,0.2543735206127167,0.16743622720241547
around,0.27475327253341675,0.19845978915691376,0.052384864538908005,0.20580501854419708,-0.025410326197743416,0.16866715252399445,0.3193374276161194,0.14729668200016022
family-friendly,0.2962312698364258,0.20738442242145538,0.06055083125829697,0.3049454391002655,-0.020834608003497124,0.16253019869327545,0.2408420741558075,0.3086082339286804
comedies,0.2392551153898239,0.18861691653728485,0.06795667111873627,0.12013477832078934,0.09773941338062286,0.3338228166103363,0.27943098545074463,0.20290277898311615
in,0.30808621644973755,0.214483380317688,0.04765888676047325,0.2538115680217743,0.07432962208986282,0.20552469789981842,0.4322226941585541,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.2531624138355255,0.4739971458911896,0.22068053483963013
late,0.1576872020959854,0.10720925778150558,-0.026514390483498573,0.23922936618328094,-0.01184503361582756,0.198237806558609,0.2018979787826538,0.11339222639799118
1980s,-0.06585196405649185,-0.007845640182495117,0.02393430285155773,0.15005163848400116,0.07377815246582031,-0.00981447845697403,0.01433656644076109,-0.0718669518828392
",",0.3087472915649414,0.28617382049560547,0.09681109338998795,0.25964197516441345,-0.037358131259679794,0.27589988708496094,0.4464869201183319,0.31091248989105225
culminating,0.1666601598262787,0.14302675426006317,0.09527678787708282,0.1791771948337555,-0.11753609776496887,0.17625273764133453,0.2595823407173157,0.09890694916248322
in,0.30808621644973755,0.214483380317688,0.04765888676047325,0.2538115680217743,0.07432962208986282,0.20552469789981842,0.4322226941585541,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.2531624138355255,0.4739971458911896,0.22068053483963013
1989,-0.08951251208782196,-0.11397380381822586,-0.002708947751671076,0.0706653892993927,-0.043100129812955856,-0.05138440802693367,-0.06098385527729988,0.08110656589269638
debut,0.12330318242311478,0.1764071136713028,-0.024234045296907425,0.14018620550632477,-0.02802959643304348,0.17715294659137726,0.2246619164943695,0.10726679861545563
of,0.33290785551071167,0.3119818866252899,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2038130760192871,0.4185989499092102,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.2531624138355255,0.4739971458911896,0.22068053483963013
``,0.008517155423760414,0.06539655476808548,1.0,0.13913261890411377,-0.09173435717821121,0.02428029663860798,0.01270448137074709,0.0685480609536171
tgif,0.283943235874176,0.22783878445625305,0.13913261890411377,0.9999999403953552,-0.04729583486914635,0.1391780525445938,0.21575021743774414,0.3252810835838318
'',0.08143015950918198,-0.004023602232336998,-0.09173435717821121,-0.04729583486914635,1.0,0.08268814533948898,-0.04479556903243065,0.018684765323996544
block,0.33229514956474304,0.27775833010673523,0.1250908523797989,0.3445141613483429,0.013385987840592861,0.240286722779274,0.2480357587337494,0.27211859822273254
(,0.2411840260028839,0.2728188931941986,0.15585018694400787,0.24866566061973572,-0.022970275953412056,0.15827840566635132,0.3357032239437103,0.40561532974243164
which,0.5261979103088379,0.39111801981925964,0.05178012326359749,0.22292566299438477,-0.03332270681858063,0.19788064062595367,0.44095608592033386,0.25814583897590637
promotions,0.19845254719257355,0.22475005686283112,-0.01616670750081539,0.17150290310382843,-0.027604704722762108,0.17883846163749695,0.2772783041000366,0.23684287071228027
referenced,0.32221609354019165,0.2764366865158081,0.009971236810088158,0.23749029636383057,0.0841737911105156,0.2229687124490738,0.2980940341949463,0.35227951407432556
stood,0.2212754786014557,0.1756989061832428,0.03696191683411598,0.115799181163311,-0.03387138247489929,0.4286428689956665,0.2500189542770386,0.12488352507352829
for,0.3017193675041199,0.35159170627593994,0.01270448137074709,0.21575021743774414,-0.04479556903243065,0.29936376214027405,0.9999999403953552,0.264628142118454
``,0.008517155423760414,0.06539655476808548,1.0,0.13913261890411377,-0.09173435717821121,0.02428029663860798,0.01270448137074709,0.0685480609536171
thank,0.3728628158569336,0.2852807939052582,0.02216413803398609,0.31267109513282776,-0.0016755711985751987,0.18758051097393036,0.30523526668548584,0.5172257423400879
goodness,0.4231394827365875,0.36374589800834656,0.057139452546834946,0.182572603225708,-0.025786425918340683,0.1993083953857422,0.29505324363708496,0.330630362033844
it,0.45803478360176086,0.34188351035118103,0.035206809639930725,0.30831021070480347,-0.016964951530098915,0.23952847719192505,0.32171204686164856,0.25732165575027466
's,0.02692362666130066,-0.02895052544772625,-0.03416389226913452,0.06855997443199158,-0.04859459400177002,-0.022507183253765106,-0.07241261005401611,-0.023395681753754616
funny,0.37906503677368164,0.25676295161247253,-0.0434865839779377,0.21900609135627747,0.11609362065792084,0.278473824262619,0.2286243736743927,0.2938595414161682
