,where,did,he,claim,the,blueprint,was,stored,?
he,0.3705328106880188,0.3292143940925598,1.0000001192092896,0.2535962760448456,0.4571082592010498,0.19518248736858368,0.5410010814666748,0.0945802628993988,0.2089974731206894
said,0.20639373362064362,0.5119821429252625,0.3578285872936249,0.37391042709350586,0.3024602234363556,0.20651166141033173,0.43711766600608826,0.15767179429531097,0.28991883993148804
that,0.4876193106174469,0.47518548369407654,0.36068853735923767,0.39801377058029175,0.5473989248275757,0.3524036407470703,0.33670201897621155,0.3146079182624817,0.32716336846351624
there,0.5016061663627625,0.29736605286598206,0.29805925488471985,0.2507663369178772,0.47025805711746216,0.28071075677871704,0.24909798800945282,0.26492130756378174,0.29405656456947327
was,0.20731619000434875,0.41399896144866943,0.5410010814666748,0.15881295502185822,0.48711544275283813,0.17733338475227356,1.0000001192092896,0.14786455035209656,0.18412111699581146
no,0.26967066526412964,0.23735837638378143,0.22998741269111633,0.2733549177646637,0.3461136817932129,0.26222535967826843,0.19955526292324066,0.19184358417987823,0.32165053486824036
danger,0.2790561616420746,0.1650974601507187,0.21803757548332214,0.13649414479732513,0.2524585425853729,0.1422942727804184,0.14433898031711578,0.15152204036712646,0.18314020335674286
that,0.4876193106174469,0.47518548369407654,0.36068853735923767,0.39801377058029175,0.5473989248275757,0.3524036407470703,0.33670201897621155,0.3146079182624817,0.32716336846351624
his,0.29880598187446594,0.3546801507472992,0.7171558737754822,0.24642159044742584,0.4394008219242096,0.23332999646663666,0.4405253231525421,0.13084137439727783,0.18075084686279297
invention,0.19001013040542603,0.23599016666412354,0.2276153415441513,0.22155693173408508,0.22278180718421936,0.32549816370010376,0.248048335313797,0.20161139965057373,0.15906493365764618
could,0.39511504769325256,0.6308382749557495,0.2828438878059387,0.25326234102249146,0.35393214225769043,0.2298622578382492,0.39896807074546814,0.24572564661502838,0.3411986827850342
be,0.3651217818260193,0.22657383978366852,0.3325980603694916,0.2544366419315338,0.4248143136501312,0.3079642355442047,0.42228707671165466,0.35856205224990845,0.3324260413646698
stolen,0.17982055246829987,0.1922174096107483,0.27043643593788147,0.17672377824783325,0.21084141731262207,0.25867870450019836,0.20185692608356476,0.35499414801597595,0.13950592279434204
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.2664267122745514,0.4933079481124878,0.29636669158935547,0.45456063747406006,0.24477602541446686,0.31091248989105225
for,0.38599511981010437,0.318512886762619,0.4540175199508667,0.22986814379692078,0.4739971458911896,0.27570995688438416,0.3863949179649353,0.27449387311935425,0.264628142118454
he,0.3705328106880188,0.3292143940925598,1.0000001192092896,0.2535962760448456,0.4571082592010498,0.19518248736858368,0.5410010814666748,0.0945802628993988,0.2089974731206894
had,0.2596948444843292,0.540525496006012,0.43657350540161133,0.23739901185035706,0.3875846862792969,0.1643732339143753,0.5927209258079529,0.17331086099147797,0.20728366076946259
at,0.4402937591075897,0.28390252590179443,0.3280475437641144,0.2042684257030487,0.457212895154953,0.1911623328924179,0.36707764863967896,0.22892236709594727,0.21978627145290375
no,0.26967066526412964,0.23735837638378143,0.22998741269111633,0.2733549177646637,0.3461136817932129,0.26222535967826843,0.19955526292324066,0.19184358417987823,0.32165053486824036
time,0.3538551926612854,0.3567926585674286,0.37626320123672485,0.23527570068836212,0.43061500787734985,0.29515334963798523,0.3641340136528015,0.268372505903244,0.27391523122787476
committed,0.17114463448524475,0.27259406447410583,0.32261237502098083,0.2821025550365448,0.18229636549949646,0.10981861501932144,0.3178342878818512,0.14325010776519775,0.20722328126430511
any,0.3528640866279602,0.37563082575798035,0.24951131641864777,0.34857285022735596,0.4525727927684784,0.3094407021999359,0.22746296226978302,0.30233603715896606,0.4113408327102661
part,0.3328706920146942,0.23558001220226288,0.2723296284675598,0.18261636793613434,0.527681291103363,0.2501561641693115,0.3407018780708313,0.21138626337051392,0.08557961881160736
of,0.38066378235816956,0.2513895630836487,0.38706058263778687,0.2833690047264099,0.733189046382904,0.3022735118865967,0.4069072902202606,0.2396228164434433,0.1826142966747284
it,0.36972272396087646,0.2993364930152893,0.36018872261047363,0.2609662115573883,0.6251175999641418,0.26686787605285645,0.4577186405658722,0.2852884531021118,0.25732165575027466
to,0.47735077142715454,0.4452643394470215,0.385390967130661,0.324158638715744,0.535392165184021,0.29336172342300415,0.3636345863342285,0.2547496259212494,0.29463258385658264
paper,0.1673184335231781,0.2034338414669037,0.19870227575302124,0.17142532765865326,0.2077420949935913,0.40392717719078064,0.18939059972763062,0.27355867624282837,0.12693770229816437
;,-0.020392686128616333,0.10727239400148392,0.05541064962744713,0.12490049749612808,0.09152708947658539,0.03349531069397926,0.0754367932677269,0.07219386845827103,0.10349778085947037
the,0.5003893971443176,0.34736719727516174,0.4571082592010498,0.25873351097106934,1.0,0.2958637773990631,0.48711544275283813,0.2634609043598175,0.22068053483963013
blueprint,0.30364513397216797,0.2004726231098175,0.19518248736858368,0.2002381533384323,0.2958637773990631,0.9999999403953552,0.17733338475227356,0.3553546667098999,0.2517049014568329
for,0.38599511981010437,0.318512886762619,0.4540175199508667,0.22986814379692078,0.4739971458911896,0.27570995688438416,0.3863949179649353,0.27449387311935425,0.264628142118454
the,0.5003893971443176,0.34736719727516174,0.4571082592010498,0.25873351097106934,1.0,0.2958637773990631,0.48711544275283813,0.2634609043598175,0.22068053483963013
teleforce,0.2113332599401474,0.18754354119300842,0.24642504751682281,0.19054147601127625,0.293785959482193,0.23778919875621796,0.25807541608810425,0.16089917719364166,0.20566901564598083
weapon,0.18257814645767212,0.26148879528045654,0.23669371008872986,0.18298812210559845,0.23810851573944092,0.1460423618555069,0.21395646035671234,0.1489131599664688,0.1571889966726303
was,0.20731619000434875,0.41399896144866943,0.5410010814666748,0.15881295502185822,0.48711544275283813,0.17733338475227356,1.0000001192092896,0.14786455035209656,0.18412111699581146
all,0.36365973949432373,0.33943864703178406,0.31727755069732666,0.2500428259372711,0.4860881567001343,0.26810306310653687,0.23179835081100464,0.23427166044712067,0.29575422406196594
in,0.5344807505607605,0.2593238651752472,0.41690486669540405,0.16881313920021057,0.6662389636039734,0.268386572599411,0.45514053106307983,0.26229971647262573,0.20430970191955566
his,0.29880598187446594,0.3546801507472992,0.7171558737754822,0.24642159044742584,0.4394008219242096,0.23332999646663666,0.4405253231525421,0.13084137439727783,0.18075084686279297
mind,0.15300989151000977,0.19437313079833984,0.19713859260082245,0.25374293327331543,0.16300682723522186,0.261726975440979,0.18094420433044434,0.21758846938610077,0.22109316289424896
.,0.41390106081962585,0.35288307070732117,0.38061028718948364,0.24773532152175903,0.5934505462646484,0.2857381999492645,0.40146201848983765,0.27817240357398987,0.4130953550338745
