,how,was,sadat,rewarded,by,the,islamists,for,his,attempts,to,bring,egypt,into,modern,times,and,civilization,?
sadat,0.15242356061935425,0.25343289971351624,0.9999999403953552,0.220039963722229,0.20625722408294678,0.274522602558136,0.4798591136932373,0.24794068932533264,0.29460886120796204,0.18925517797470093,0.16968092322349548,0.16368815302848816,0.50239098072052,0.08466566354036331,0.16139256954193115,0.1538204699754715,0.2117219865322113,0.24328409135341644,0.2286619395017624
was,0.16678167879581451,1.0000001192092896,0.25343289971351624,0.2781914472579956,0.4752357602119446,0.48711544275283813,0.20672175288200378,0.3863949179649353,0.4405253231525421,0.1730942279100418,0.3636345863342285,0.17927412688732147,0.20915520191192627,0.2322220653295517,0.23571695387363434,0.2859917879104614,0.3740963041782379,0.2154090255498886,0.18412111699581146
later,0.2534695267677307,0.5684447288513184,0.242165207862854,0.25593969225883484,0.3747883439064026,0.4060266613960266,0.20980443060398102,0.3573088049888611,0.4538118839263916,0.27098530530929565,0.393297016620636,0.21959301829338074,0.2376709133386612,0.36569949984550476,0.25565528869628906,0.2978288531303406,0.4216292202472687,0.21755020320415497,0.1417175978422165
assassinated,0.060304976999759674,0.25925588607788086,0.4382317066192627,0.19705885648727417,0.2034400850534439,0.18071621656417847,0.3378758132457733,0.18229307234287262,0.28522351384162903,0.32988885045051575,0.18433107435703278,0.19020693004131317,0.30496299266815186,0.10345975309610367,0.1944430023431778,0.1722446233034134,0.1572960466146469,0.18707484006881714,0.1823584884405136
and,0.33647966384887695,0.3740963041782379,0.2117219865322113,0.2048105150461197,0.4289871156215668,0.5171257257461548,0.24194714426994324,0.5064792633056641,0.4234102666378021,0.2632209062576294,0.48971283435821533,0.33058565855026245,0.25949424505233765,0.36597734689712524,0.3277876079082489,0.2611900568008423,1.0,0.25433996319770813,0.20544172823429108
a,0.29312583804130554,0.4508470594882965,0.21997956931591034,0.23821644484996796,0.32094135880470276,0.5829201340675354,0.24227473139762878,0.44038116931915283,0.3497250974178314,0.2561189830303192,0.45503583550453186,0.2624867260456085,0.14361631870269775,0.3461161255836487,0.24361324310302734,0.2745400369167328,0.3739250600337982,0.1699720323085785,0.23916715383529663
formidable,0.1343761533498764,0.218621626496315,0.14040401577949524,0.29257115721702576,0.18482567369937897,0.2630093991756439,0.17365610599517822,0.26998016238212585,0.36467674374580383,0.2189352661371231,0.1972590535879135,0.2055094689130783,0.11999045312404633,0.15527760982513428,0.18116286396980286,0.1275184452533722,0.24259734153747559,0.14636240899562836,0.15249060094356537
insurgency,0.15683014690876007,0.2621520459651947,0.4166274666786194,0.14732971787452698,0.17244285345077515,0.24925687909126282,0.4557902216911316,0.18062427639961243,0.2112579047679901,0.16896003484725952,0.20229141414165497,0.18411807715892792,0.23171332478523254,0.15470722317695618,0.1480325162410736,0.10402310639619827,0.19084325432777405,0.23495106399059296,0.11632584035396576
was,0.16678167879581451,1.0000001192092896,0.25343289971351624,0.2781914472579956,0.4752357602119446,0.48711544275283813,0.20672175288200378,0.3863949179649353,0.4405253231525421,0.1730942279100418,0.3636345863342285,0.17927412688732147,0.20915520191192627,0.2322220653295517,0.23571695387363434,0.2859917879104614,0.3740963041782379,0.2154090255498886,0.18412111699581146
formed,0.13206253945827484,0.3009849190711975,0.08939779549837112,0.09349701553583145,0.2924628257751465,0.28813210129737854,0.20520684123039246,0.18147863447666168,0.14771054685115814,0.05484241247177124,0.15433534979820251,0.1433999389410019,0.10980632901191711,0.2905314266681671,0.14701609313488007,0.10949727892875671,0.27619341015815735,0.11381788551807404,0.09686966985464096
in,0.2601168751716614,0.45514053106307983,0.21590189635753632,0.21160532534122467,0.370934396982193,0.6662389636039734,0.19650150835514069,0.4322226941585541,0.3598145842552185,0.17033050954341888,0.45010748505592346,0.2299850881099701,0.21889975666999817,0.38021373748779297,0.29808807373046875,0.2427823841571808,0.4954058527946472,0.2539329528808594,0.20430970191955566
egypt,0.15728935599327087,0.20915520191192627,0.50239098072052,0.16542842984199524,0.1705920398235321,0.2536296546459198,0.41131311655044556,0.17121455073356628,0.17757120728492737,0.19958177208900452,0.2233564704656601,0.23154819011688232,1.0,0.15950608253479004,0.21645472943782806,0.18824434280395508,0.25949424505233765,0.3756078779697418,0.17769601941108704
in,0.2601168751716614,0.45514053106307983,0.21590189635753632,0.21160532534122467,0.370934396982193,0.6662389636039734,0.19650150835514069,0.4322226941585541,0.3598145842552185,0.17033050954341888,0.45010748505592346,0.2299850881099701,0.21889975666999817,0.38021373748779297,0.29808807373046875,0.2427823841571808,0.4954058527946472,0.2539329528808594,0.20430970191955566
the,0.33890387415885925,0.48711544275283813,0.274522602558136,0.25468435883522034,0.4408751428127289,1.0,0.2982981204986572,0.4739971458911896,0.4394008219242096,0.27231332659721375,0.535392165184021,0.31620702147483826,0.2536296546459198,0.39493247866630554,0.3283970355987549,0.29093852639198303,0.5171257257461548,0.3128751516342163,0.22068053483963013
1990s,0.04509050026535988,0.023869428783655167,0.15131090581417084,0.14333711564540863,-0.023473674431443214,-0.09473290294408798,0.15588350594043732,0.0328381322324276,0.057365164160728455,0.012699234299361706,0.0236239992082119,0.08958753943443298,0.03553164377808571,-0.12080555409193039,-0.089164599776268,-0.01939086616039276,-0.1066596508026123,0.029305491596460342,0.11282819509506226
.,0.3287222981452942,0.40146201848983765,0.2527462840080261,0.23058851063251495,0.3936232924461365,0.5934505462646484,0.22075964510440826,0.4726039469242096,0.3119256794452667,0.1988128274679184,0.4645031690597534,0.2875753343105316,0.2821582555770874,0.26250120997428894,0.22790057957172394,0.2891986668109894,0.588965117931366,0.23833215236663818,0.4130953550338745
,how,was,sadat,rewarded,by,the,islamists,for,his,attempts,to,bring,egypt,into,modern,times,and,civilization,?
this,0.45272302627563477,0.3638818562030792,0.23789985477924347,0.2467404305934906,0.38438332080841064,0.6274310946464539,0.3022429645061493,0.5082864165306091,0.3549620509147644,0.2476610392332077,0.5759071707725525,0.3293350338935852,0.20868252217769623,0.32724273204803467,0.28370019793510437,0.2644273638725281,0.42353692650794983,0.25899115204811096,0.3155723512172699
``,-0.01591024175286293,-0.012679691426455975,0.16582044959068298,-0.03316771239042282,-0.030704375356435776,0.029072100296616554,0.11650486290454865,0.01270448137074709,0.008275155909359455,-0.019643649458885193,0.06720756739377975,-0.04662468656897545,0.0835157185792923,0.02736244536936283,0.07341054081916809,0.027419542893767357,0.036644238978624344,0.012472773902118206,0.0685480609536171
