,when,was,this,proclamation,issued,?
even,0.5135882496833801,0.27441510558128357,0.4644889533519745,0.246547669172287,0.15574857592582703,0.30082517862319946
before,0.5650408267974854,0.38607707619667053,0.39637717604637146,0.31477221846580505,0.22609220445156097,0.2507109045982361
the,0.5091903209686279,0.48711544275283813,0.6274310946464539,0.3199230134487152,0.22837360203266144,0.22068053483963013
edict,0.22003233432769775,0.20409467816352844,0.2323581576347351,0.3906402289867401,0.30887192487716675,0.16218337416648865
of,0.3757161796092987,0.4069072902202606,0.45148900151252747,0.31100159883499146,0.2873246371746063,0.1826142966747284
alès,0.16881465911865234,0.19296440482139587,0.13459113240242004,0.10963772237300873,0.0813370943069458,0.16735033690929413
(,0.2459595799446106,0.2980341613292694,0.3388223350048065,0.22906190156936646,0.15583530068397522,0.40561532974243164
1629,0.21628955006599426,0.2461477518081665,0.249360129237175,0.0667949840426445,0.16930289566516876,0.23148755729198456
),0.2538422644138336,0.3267642855644226,0.3621573746204376,0.22156158089637756,0.16145581007003784,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4316047728061676,0.30962246656417847,0.21577242016792297,0.31091248989105225
protestant,0.17039497196674347,0.25246119499206543,0.24984940886497498,0.30243465304374695,0.22913198173046112,0.14798137545585632
rule,0.28752797842025757,0.19895824790000916,0.31583675742149353,0.3317548930644989,0.1806805580854416,0.1955260932445526
was,0.37326499819755554,1.0000001192092896,0.3638818562030792,0.27917757630348206,0.273990273475647,0.18412111699581146
dead,0.21453317999839783,0.19978050887584686,0.18944710493087769,0.11374735832214355,0.04307800903916359,0.1856520175933838
and,0.4716290831565857,0.3740963041782379,0.42353692650794983,0.20539095997810364,0.1752057820558548,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.6274310946464539,0.3199230134487152,0.22837360203266144,0.22068053483963013
ville,0.08906059712171555,0.16793842613697052,0.13088248670101166,0.16961155831813812,0.0711139515042305,0.1566779911518097
de,0.15837545692920685,0.20575080811977386,0.1538555771112442,0.18714484572410583,0.14733999967575073,0.11064168810844421
sûreté,0.18660609424114227,0.2233753800392151,0.20705367624759674,0.25631293654441833,0.1575426161289215,0.22893624007701874
was,0.37326499819755554,1.0000001192092896,0.3638818562030792,0.27917757630348206,0.273990273475647,0.18412111699581146
no,0.28761178255081177,0.19955526292324066,0.47783583402633667,0.21453966200351715,0.18506157398223877,0.32165053486824036
more,0.359977662563324,0.21525104343891144,0.5430014133453369,0.2063455581665039,0.12274623662233353,0.27894994616508484
.,0.475719153881073,0.40146201848983765,0.500583827495575,0.23395371437072754,0.2158607542514801,0.4130953550338745
