,what,type,of,system,takes,students,from,one,specialist,to,another,for,each,subject,?
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.2139107882976532,0.27319440245628357,0.30329474806785583,0.32194891571998596,1.0000001192092896,0.20723913609981537,0.4025384783744812,0.5444791913032532,0.384836345911026,0.5339822173118591,0.2708847224712372,0.2673267424106598
of,0.33290785551071167,0.18112817406654358,1.0,0.25597915053367615,0.3277401030063629,0.25513339042663574,0.4249346852302551,0.4999135136604309,0.1815623939037323,0.41548454761505127,0.38147079944610596,0.4185989499092102,0.38460010290145874,0.21533280611038208,0.1826142966747284
these,0.4164220690727234,0.26445475220680237,0.42684608697891235,0.3248380720615387,0.14118951559066772,0.267805814743042,0.2928802967071533,0.41197383403778076,0.24360573291778564,0.46852558851242065,0.28603002429008484,0.41566818952560425,0.4341791272163391,0.27399691939353943,0.2571668326854706
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18439900875091553,0.2755669057369232,0.26501646637916565,0.39760664105415344,0.3696635365486145,0.2856637239456177,0.44245919585227966,0.3283841907978058,0.4464869201183319,0.207483172416687,0.25792038440704346,0.31091248989105225
sometimes,0.34229418635368347,0.29955020546913147,0.296434611082077,0.24330569803714752,0.20965181291103363,0.17899005115032196,0.3064781725406647,0.3097780644893646,0.21758320927619934,0.4055429697036743,0.33024510741233826,0.28293126821517944,0.3607385456562042,0.1483902931213379,0.1751544177532196
referred,0.16724665462970734,0.1660090535879135,0.317892849445343,0.08864474296569824,0.13769209384918213,0.08796537667512894,0.2135668396949768,0.255192369222641,0.09005285799503326,0.22845174372196198,0.1965261995792389,0.21213997900485992,0.13664394617080688,0.18246538937091827,0.06677805632352829
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.26662686467170715,0.29472896456718445,0.2905822694301605,0.4069952368736267,0.4025384783744812,0.1679907888174057,1.0,0.48769932985305786,0.4451248347759247,0.3941934108734131,0.3198980987071991,0.29463258385658264
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.1973835676908493,0.1749710589647293,0.2101105898618698,0.3251767158508301,0.3954789340496063,0.23853540420532227,0.42092081904411316,0.3282026946544647,0.44774648547172546,0.27854636311531067,0.2579971253871918,0.27043893933296204
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2589043080806732,0.3491862416267395,0.2676560878753662,0.322764128446579,0.4910551905632019,0.24759195744991302,0.45503583550453186,0.6191956996917725,0.44038116931915283,0.434999018907547,0.31756800413131714,0.23916715383529663
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.07236211001873016,0.01829352416098118,-0.0182420052587986,0.02677825279533863,0.1164957657456398,0.07997483760118484,0.06720756739377975,0.06123349070549011,0.01270448137074709,0.1741076558828354,0.0066905757412314415,0.0685480609536171
platoon,0.16139377653598785,0.05789855867624283,0.18691344559192657,0.1734558641910553,0.11423055082559586,0.21276399493217468,0.18697287142276764,0.15110193192958832,0.30315887928009033,0.2194526493549347,0.19772827625274658,0.1730710119009018,0.17294730246067047,0.13128389418125153,0.10790127515792847
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.018831472843885422,-0.07048869132995605,-0.024092674255371094,-0.011389154009521008,0.036477331072092056,-0.04126822203397751,-0.009905828163027763,0.0015353172784671187,-0.04479556903243065,-0.02088087610900402,0.04051326587796211,0.018684765323996544
system,0.23557309806346893,0.24706636369228363,0.25597915053367615,1.0000001192092896,0.18523268401622772,0.20193026959896088,0.22092437744140625,0.2139107882976532,0.23376329243183136,0.26662686467170715,0.21004892885684967,0.2630598843097687,0.19864937663078308,0.21018706262111664,0.15556083619594574
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18439900875091553,0.2755669057369232,0.26501646637916565,0.39760664105415344,0.3696635365486145,0.2856637239456177,0.44245919585227966,0.3283841907978058,0.4464869201183319,0.207483172416687,0.25792038440704346,0.31091248989105225
involves,0.2138185203075409,0.3002933859825134,0.32495999336242676,0.29083719849586487,0.4253416359424591,0.19598619639873505,0.16050751507282257,0.2736104726791382,0.27065086364746094,0.2485104203224182,0.3274102807044983,0.3458130657672882,0.3060915470123291,0.30205991864204407,0.14038428664207458
placing,0.264282763004303,0.2029268741607666,0.31249165534973145,0.1728220134973526,0.28691646456718445,0.18685531616210938,0.18196514248847961,0.3123287856578827,0.14014579355716705,0.3024216890335083,0.28771206736564636,0.3609459400177002,0.3345554769039154,0.20977172255516052,0.1590770035982132
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2589043080806732,0.3491862416267395,0.2676560878753662,0.322764128446579,0.4910551905632019,0.24759195744991302,0.45503583550453186,0.6191956996917725,0.44038116931915283,0.434999018907547,0.31756800413131714,0.23916715383529663
group,0.2114069163799286,0.23933224380016327,0.25542253255844116,0.18851925432682037,0.1272534877061844,0.25015988945961,0.2369973510503769,0.3194190263748169,0.2438393086194992,0.2672896385192871,0.278802752494812,0.24519909918308258,0.21427947282791138,0.18665234744548798,0.13827809691429138
of,0.33290785551071167,0.18112817406654358,1.0,0.25597915053367615,0.3277401030063629,0.25513339042663574,0.4249346852302551,0.4999135136604309,0.1815623939037323,0.41548454761505127,0.38147079944610596,0.4185989499092102,0.38460010290145874,0.21533280611038208,0.1826142966747284
students,0.2380729615688324,0.11906036734580994,0.25513339042663574,0.20193026959896088,0.19861051440238953,1.0,0.20272988080978394,0.30329474806785583,0.24594344198703766,0.2905822694301605,0.2176370769739151,0.2460945099592209,0.22041748464107513,0.26945367455482483,0.18017297983169556
together,0.22179445624351501,0.08996237814426422,0.26678720116615295,0.1072215810418129,0.20014643669128418,0.21622322499752045,0.22114437818527222,0.32663747668266296,0.11465618759393692,0.33225905895233154,0.318354994058609,0.20928718149662018,0.34179630875587463,0.13795332610607147,0.1690303236246109
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.21978288888931274,0.2945663630962372,0.2676171064376831,0.4274188280105591,0.4129433035850525,0.18930992484092712,0.45010748505592346,0.3397690951824188,0.4322226941585541,0.30816060304641724,0.21163184940814972,0.20430970191955566
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.2139107882976532,0.27319440245628357,0.30329474806785583,0.32194891571998596,1.0000001192092896,0.20723913609981537,0.4025384783744812,0.5444791913032532,0.384836345911026,0.5339822173118591,0.2708847224712372,0.2673267424106598
class,0.16880196332931519,0.29117298126220703,0.19740594923496246,0.16998769342899323,0.06085984408855438,0.26189082860946655,0.17733758687973022,0.1857146918773651,0.18531447649002075,0.18696844577789307,0.1522136777639389,0.17833863198757172,0.13021305203437805,0.16836044192314148,0.12778934836387634
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3088737428188324,0.22034741938114166,0.2510627210140228,0.3477667272090912,0.5133185982704163,0.16047076880931854,0.5436353087425232,0.5273378491401672,0.4137635827064514,0.46111494302749634,0.3529222309589386,0.32716336846351624
moves,0.21504245698451996,0.17487622797489166,0.2320866733789444,0.21221962571144104,0.3697231709957123,0.13152067363262177,0.25265583395957947,0.21186690032482147,0.13282376527786255,0.2611854076385498,0.2901060879230499,0.14095422625541687,0.25385791063308716,0.1548158824443817,0.22897186875343323
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.22092437744140625,0.22145387530326843,0.20272988080978394,1.0,0.32194891571998596,0.13619032502174377,0.4069952368736267,0.31349602341651917,0.314039945602417,0.22863267362117767,0.17748963832855225,0.19969791173934937
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.2139107882976532,0.27319440245628357,0.30329474806785583,0.32194891571998596,1.0000001192092896,0.20723913609981537,0.4025384783744812,0.5444791913032532,0.384836345911026,0.5339822173118591,0.2708847224712372,0.2673267424106598
specialist,0.16228291392326355,0.2188112735748291,0.1815623939037323,0.23376329243183136,0.19325107336044312,0.24594344198703766,0.13619032502174377,0.20723913609981537,1.0000001192092896,0.1679907888174057,0.22105146944522858,0.23220853507518768,0.15382608771324158,0.220999613404274,0.17958256602287292
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.26662686467170715,0.29472896456718445,0.2905822694301605,0.4069952368736267,0.4025384783744812,0.1679907888174057,1.0,0.48769932985305786,0.4451248347759247,0.3941934108734131,0.3198980987071991,0.29463258385658264
another,0.4190070629119873,0.27761194109916687,0.38147079944610596,0.21004892885684967,0.335077702999115,0.2176370769739151,0.31349602341651917,0.5444791913032532,0.22105146944522858,0.48769932985305786,1.0000001192092896,0.36770403385162354,0.5001723170280457,0.3242284953594208,0.295511931180954
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2630598843097687,0.2826521694660187,0.2460945099592209,0.314039945602417,0.384836345911026,0.23220853507518768,0.4451248347759247,0.36770403385162354,0.9999999403953552,0.3044290542602539,0.28390559554100037,0.264628142118454
every,0.30284011363983154,0.19791007041931152,0.3414052724838257,0.2411162257194519,0.30470144748687744,0.256399005651474,0.20213665068149567,0.47272300720214844,0.15888088941574097,0.3643300235271454,0.4408537745475769,0.35918429493904114,0.5941283702850342,0.24287855625152588,0.24066033959388733
subject,0.3828662037849426,0.18238309025764465,0.21533280611038208,0.21018706262111664,0.20213472843170166,0.26945367455482483,0.17748963832855225,0.2708847224712372,0.220999613404274,0.3198980987071991,0.3242284953594208,0.28390559554100037,0.2273717224597931,1.0,0.33952999114990234
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2277725487947464,0.23161891102790833,0.2607303857803345,0.41536515951156616,0.4123194217681885,0.2201537787914276,0.4645031690597534,0.3817248046398163,0.4726039469242096,0.31204065680503845,0.2536076307296753,0.4130953550338745
