,when,did,people,once,again,start,to,show,an,interest,in,tesla,?
there,0.34822648763656616,0.29736605286598206,0.4820519685745239,0.2826100289821625,0.266778826713562,0.2630957067012787,0.40669289231300354,0.2588506042957306,0.22476400434970856,0.26483869552612305,0.5361666083335876,0.16046448051929474,0.29405656456947327
has,0.34538573026657104,0.2124989777803421,0.2147672474384308,0.40599149465560913,0.2967955768108368,0.14226070046424866,0.3619994819164276,0.2685723900794983,0.2991473078727722,0.23859544098377228,0.4173259735107422,0.14853088557720184,0.15994466841220856
been,0.3339833617210388,0.2835664749145508,0.23209184408187866,0.48635080456733704,0.37312382459640503,0.2125440537929535,0.34945759177207947,0.23647178709506989,0.24947525560855865,0.2711270749568939,0.3515113592147827,0.049614984542131424,0.24354910850524902
a,0.44397395849227905,0.2552328109741211,0.3483705520629883,0.4225178360939026,0.3266791105270386,0.29672953486442566,0.45503583550453186,0.24886544048786163,0.44552403688430786,0.2706421911716461,0.539380669593811,0.2211925983428955,0.23916715383529663
resurgence,0.19652262330055237,0.19937846064567566,0.2273731529712677,0.17786388099193573,0.21419337391853333,0.1920519918203354,0.2341705709695816,0.1455531269311905,0.19655613601207733,0.23263739049434662,0.26721858978271484,0.19338291883468628,0.16093435883522034
in,0.4431333839893341,0.2593238651752472,0.39605680108070374,0.33631399273872375,0.3318929970264435,0.29979339241981506,0.45010748505592346,0.27595704793930054,0.2605783939361572,0.27232617139816284,1.0,0.17097744345664978,0.20430970191955566
popular,0.18394137918949127,0.20788706839084625,0.22035932540893555,0.2073115110397339,0.2316242754459381,0.08279460668563843,0.20657874643802643,0.22703948616981506,0.17249290645122528,0.26224619150161743,0.3157482445240021,0.18711842596530914,0.13108457624912262
interest,0.24956586956977844,0.21788068115711212,0.16097421944141388,0.18883074820041656,0.20355473458766937,0.1986907422542572,0.29384326934814453,0.23000331223011017,0.18294550478458405,1.0000001192092896,0.27232617139816284,0.137537881731987,0.2411724328994751
in,0.4431333839893341,0.2593238651752472,0.39605680108070374,0.33631399273872375,0.3318929970264435,0.29979339241981506,0.45010748505592346,0.27595704793930054,0.2605783939361572,0.27232617139816284,1.0,0.17097744345664978,0.20430970191955566
tesla,0.1504557579755783,0.09757418930530548,0.1363585740327835,0.09063416719436646,0.07658610492944717,0.08448467403650284,0.17548894882202148,0.1518956422805786,0.13714656233787537,0.137537881731987,0.17097744345664978,0.9999999403953552,0.10250775516033173
since,0.42774689197540283,0.27613121271133423,0.2502933144569397,0.38783136010169983,0.460166871547699,0.248488649725914,0.3733763098716736,0.2719241678714752,0.19151140749454498,0.23067501187324524,0.4325680434703827,0.16858826577663422,0.2876587212085724
the,0.5091903209686279,0.34736719727516174,0.36838498711586,0.4227895736694336,0.4104243218898773,0.3656389117240906,0.535392165184021,0.319829523563385,0.4207492768764496,0.197127103805542,0.6662389636039734,0.1324402391910553,0.22068053483963013
1990s,-0.031555335968732834,0.1284751147031784,0.049773961305618286,-0.025233974680304527,0.03238983452320099,-0.01692228391766548,0.0236239992082119,-0.0422215536236763,0.01927143707871437,0.05689695104956627,-0.1172933429479599,0.0035806165542453527,0.11282819509506226
.,0.475719153881073,0.35288307070732117,0.33118996024131775,0.32454150915145874,0.3829076290130615,0.3501981496810913,0.4645031690597534,0.3016606271266937,0.3581749200820923,0.2713910639286041,0.5591574311256409,0.17949827015399933,0.4130953550338745
