,what,must,be,passed,using,democratic,means,by,the,entire,school,community,?
sudbury,0.2615657150745392,0.1449744999408722,0.15598773956298828,0.0404258668422699,0.1107080802321434,0.19384583830833435,0.0811300054192543,0.1793985217809677,0.2794460952281952,0.17838303744792938,0.21871720254421234,0.14580747485160828,0.18414859473705292
model,0.2303347885608673,0.07851886749267578,0.1368791162967682,0.08683300018310547,0.15568937361240387,0.1192646324634552,0.15082049369812012,0.12459231913089752,0.14028635621070862,0.17016908526420593,0.09528788924217224,0.11397399008274078,0.14843042194843292
democratic,0.1858556717634201,0.10399093478918076,0.14320175349712372,0.14594045281410217,0.12971282005310059,0.9999999403953552,0.12843649089336395,0.1770065426826477,0.21570740640163422,0.15554556250572205,0.2522745430469513,0.23640355467796326,0.1668088138103485
schools,0.1820785105228424,0.17610707879066467,0.21943484246730804,0.19424062967300415,0.14544157683849335,0.23193933069705963,0.21177297830581665,0.1415957361459732,0.22905772924423218,0.16722406446933746,0.7602541446685791,0.29134321212768555,0.18349280953407288
',0.3245812654495239,0.1110309362411499,0.2717236876487732,0.19755230844020844,0.16344590485095978,0.22266943752765656,0.24612219631671906,0.2610379159450531,0.474788099527359,0.2688048779964447,0.21672244369983673,0.2098499983549118,0.330942302942276
proponents,0.2205575704574585,0.2554076611995697,0.2819526493549347,0.17086102068424225,0.24796690046787262,0.33015257120132446,0.2350073754787445,0.20308855175971985,0.2398470640182495,0.11237049102783203,0.14332501590251923,0.23287361860275269,0.1591157615184784
argue,0.41590559482574463,0.26541176438331604,0.317128986120224,0.1557489037513733,0.25925740599632263,0.20140440762043,0.21460744738578796,0.21607817709445953,0.20374833047389984,0.1978316456079483,0.21612785756587982,0.17805759608745575,0.32235559821128845
that,0.6297725439071655,0.42000943422317505,0.6036020517349243,0.27556318044662476,0.4372335970401764,0.1640322208404541,0.3582829535007477,0.37496164441108704,0.5473989248275757,0.40228042006492615,0.2190830111503601,0.2687637507915497,0.32716336846351624
a,0.3320399522781372,0.3016769587993622,0.39883795380592346,0.24766449630260468,0.32226553559303284,0.1920643150806427,0.34418490529060364,0.32094135880470276,0.5829201340675354,0.3950728178024292,0.2245093584060669,0.2694961726665497,0.23916715383529663
school,0.18774057924747467,0.12960760295391083,0.16095811128616333,0.1639774739742279,0.13408270478248596,0.2522745430469513,0.14589378237724304,0.1477794349193573,0.22953221201896667,0.13910239934921265,1.0,0.20976486802101135,0.15091250836849213
that,0.6297725439071655,0.42000943422317505,0.6036020517349243,0.27556318044662476,0.4372335970401764,0.1640322208404541,0.3582829535007477,0.37496164441108704,0.5473989248275757,0.40228042006492615,0.2190830111503601,0.2687637507915497,0.32716336846351624
has,0.20338068902492523,0.30250290036201477,0.3863394856452942,0.20046541094779968,0.2739419937133789,0.1815493255853653,0.2788167893886566,0.3254803419113159,0.4177538752555847,0.2927992343902588,0.1724022775888443,0.2515353262424469,0.15994466841220856
good,0.3916934132575989,0.30945849418640137,0.3490540385246277,0.17891056835651398,0.24197083711624146,0.17706966400146484,0.25727954506874084,0.18340454995632172,0.2735973596572876,0.14184559881687164,0.2328210175037384,0.22421643137931824,0.3187684714794159
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
clear,0.4239453375339508,0.26124146580696106,0.30344653129577637,0.21343737840652466,0.26794660091400146,0.19197899103164673,0.2908013164997101,0.11504243314266205,0.3209454417228699,0.2138376533985138,0.15253983438014984,0.24377518892288208,0.2738020122051239
laws,0.29636016488075256,0.306985467672348,0.24180686473846436,0.4200894832611084,0.22100166976451874,0.2095777541399002,0.25917214155197144,0.2311946451663971,0.2587076723575592,0.18314394354820251,0.17404109239578247,0.20347146689891815,0.17911791801452637
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
fairly,0.34488388895988464,0.2766309976577759,0.37627166509628296,0.16992735862731934,0.2426871955394745,0.12864363193511963,0.21578915417194366,0.2242097705602646,0.24584251642227173,0.2899036705493927,0.13557931780815125,0.2788091003894806,0.269774466753006
and,0.31309178471565247,0.33253467082977295,0.41766801476478577,0.2603820264339447,0.33157408237457275,0.20003819465637207,0.25371095538139343,0.4289871156215668,0.5171257257461548,0.3080313205718994,0.2752758264541626,0.2756517827510834,0.20544172823429108
democratically,0.1758069396018982,0.1977849006652832,0.2525131404399872,0.19831447303295135,0.149322971701622,0.8635551333427429,0.1618219017982483,0.28989189863204956,0.27997997403144836,0.22109569609165192,0.20532603561878204,0.26281383633613586,0.14828304946422577
passed,0.22233739495277405,0.2574000358581543,0.23445354402065277,1.0,0.2290014624595642,0.14594045281410217,0.18597228825092316,0.27371692657470703,0.3173406720161438,0.18435798585414886,0.1639774739742279,0.16524356603622437,0.12064517289400101
by,0.2455483376979828,0.2841154634952545,0.43158695101737976,0.27371692657470703,0.349493145942688,0.1770065426826477,0.16834649443626404,1.0000001192092896,0.4408751428127289,0.3104330599308014,0.1477794349193573,0.15702028572559357,0.17966607213020325
the,0.42745697498321533,0.2713140547275543,0.4248143136501312,0.3173406720161438,0.28364112973213196,0.21570740640163422,0.32225894927978516,0.4408751428127289,1.0,0.4870373010635376,0.22953221201896667,0.2601400911808014,0.22068053483963013
entire,0.37562522292137146,0.2409851998090744,0.28462302684783936,0.18435798585414886,0.2277565896511078,0.15554556250572205,0.1711108684539795,0.3104330599308014,0.4870373010635376,1.0,0.13910239934921265,0.2345285415649414,0.17068447172641754
school,0.18774057924747467,0.12960760295391083,0.16095811128616333,0.1639774739742279,0.13408270478248596,0.2522745430469513,0.14589378237724304,0.1477794349193573,0.22953221201896667,0.13910239934921265,1.0,0.20976486802101135,0.15091250836849213
community,0.29032719135284424,0.15822182595729828,0.22295649349689484,0.16524356603622437,0.13085485994815826,0.23640355467796326,0.22021989524364471,0.15702028572559357,0.2601400911808014,0.2345285415649414,0.20976486802101135,0.9999998807907104,0.2380419820547104
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
