,what,scientist,created,the,daleks,",",by,mutation,?
the,0.42745697498321533,0.16244260966777802,0.3539263904094696,1.0,0.3154934346675873,0.4933079481124878,0.4408751428127289,0.25447967648506165,0.22068053483963013
daleks,0.2009461522102356,0.2684573233127594,0.2636711299419403,0.3154934346675873,0.9999999403953552,0.14506761729717255,0.1699552834033966,0.25653791427612305,0.13693755865097046
are,0.29724663496017456,0.11930045485496521,0.19794130325317383,0.40399202704429626,0.1444697231054306,0.4062570035457611,0.37842893600463867,0.21990635991096497,0.24591213464736938
kaleds,0.24363598227500916,0.24100123345851898,0.15411308407783508,0.2851877212524414,0.36321312189102173,0.3190602958202362,0.23547501862049103,0.3317350447177887,0.2652730643749237
from,0.2737620174884796,0.1665131002664566,0.18235871195793152,0.40150508284568787,0.22310593724250793,0.39760664105415344,0.3373257517814636,0.18103435635566711,0.19969791173934937
the,0.42745697498321533,0.16244260966777802,0.3539263904094696,1.0,0.3154934346675873,0.4933079481124878,0.4408751428127289,0.25447967648506165,0.22068053483963013
planet,0.2183026820421219,0.27578842639923096,0.17090022563934326,0.2470240592956543,0.3595793843269348,0.19326971471309662,0.19697460532188416,0.24437981843948364,0.16979767382144928
skaro,0.1891235113143921,0.1728449910879135,0.1688442826271057,0.2888260781764984,0.2325795441865921,0.3039339780807495,0.14986202120780945,0.17232675850391388,0.1993425041437149
",",0.3087472915649414,0.2815703749656677,0.2755771577358246,0.4933079481124878,0.14506761729717255,1.0000001192092896,0.3680937886238098,0.2261444628238678,0.31091248989105225
mutated,0.2048579603433609,0.13239099085330963,0.22830185294151306,0.2305857390165329,0.3750515878200531,0.1810069978237152,0.2270381599664688,0.8030058741569519,0.14609591662883759
by,0.2455483376979828,0.224509134888649,0.3492257595062256,0.4408751428127289,0.1699552834033966,0.3680937886238098,1.0000001192092896,0.20049826800823212,0.17966607213020325
the,0.42745697498321533,0.16244260966777802,0.3539263904094696,1.0,0.3154934346675873,0.4933079481124878,0.4408751428127289,0.25447967648506165,0.22068053483963013
scientist,0.19887776672840118,1.0000001192092896,0.2045731246471405,0.16244260966777802,0.2684573233127594,0.2815703749656677,0.224509134888649,0.16863858699798584,0.1278093308210373
davros,0.1798819750547409,0.30218660831451416,0.29499587416648865,0.30321943759918213,0.5186195373535156,0.2535463273525238,0.18462955951690674,0.29622194170951843,0.15493494272232056
and,0.31309178471565247,0.21329741179943085,0.2873832881450653,0.5171257257461548,0.20103956758975983,0.6633074283599854,0.4289871156215668,0.1741504818201065,0.20544172823429108
housed,0.14229431748390198,0.15521952509880066,0.24550968408584595,0.320347398519516,0.1791439801454544,0.2876562178134918,0.1991807371377945,0.07424236088991165,0.08815091848373413
in,0.30808621644973755,0.16458964347839355,0.2843434810638428,0.6662389636039734,0.2037806212902069,0.5201468467712402,0.370934396982193,0.20921196043491364,0.20430970191955566
mechanical,0.22318285703659058,0.2614006996154785,0.1593955010175705,0.2918589413166046,0.21545405685901642,0.21404018998146057,0.24171027541160583,0.28045275807380676,0.10079140216112137
armour,0.1756889820098877,0.13462042808532715,0.12353186309337616,0.25583913922309875,0.24853962659835815,0.21382147073745728,0.1458442658185959,0.19327634572982788,0.1588597148656845
shells,0.21712204813957214,0.0832720696926117,0.10052304714918137,0.2135874330997467,0.2296505719423294,0.25738105177879333,0.1813923716545105,0.20223073661327362,0.12549249827861786
for,0.3017193675041199,0.14764516055583954,0.25684574246406555,0.4739971458911896,0.1443338692188263,0.4464869201183319,0.3248702883720398,0.21809892356395721,0.264628142118454
mobility,0.17530418932437897,0.14535999298095703,0.09436118602752686,0.2575506269931793,0.2063322216272354,0.16655971109867096,0.13419334590435028,0.2416754513978958,0.13310691714286804
.,0.3567904531955719,0.1925404816865921,0.3230568766593933,0.5934505462646484,0.23017093539237976,0.6812511086463928,0.3936232924461365,0.23147642612457275,0.4130953550338745
