,in,what,month,and,year,was,the,revised,manual,of,regulations,for,private,schools,released,?
government,0.3066793978214264,0.28074538707733154,0.15317274630069733,0.2859337627887726,0.181336909532547,0.2995857298374176,0.31798112392425537,0.13860592246055603,0.1155339926481247,0.3475167155265808,0.3743968605995178,0.23902073502540588,0.3261575996875763,0.3405122756958008,0.11076214909553528,0.18851417303085327
regulations,0.24893879890441895,0.21871556341648102,0.11579694598913193,0.29460906982421875,0.18265260756015778,0.17856933176517487,0.31027951836586,0.25161856412887573,0.31444376707077026,0.24404282867908478,0.9999998807907104,0.29771095514297485,0.21023112535476685,0.32943618297576904,0.12715984880924225,0.17806588113307953
have,0.36843645572662354,0.39808809757232666,0.2107875794172287,0.4711785912513733,0.23220738768577576,0.2863433063030243,0.40389683842658997,0.2100289762020111,0.22348657250404358,0.3802283704280853,0.3477776348590851,0.41175219416618347,0.1496797353029251,0.26828762888908386,0.19418354332447052,0.32991164922714233
given,0.2528568208217621,0.21883496642112732,0.2324719876050949,0.30185943841934204,0.2564636766910553,0.26878538727760315,0.37508252263069153,0.18768346309661865,0.1850564181804657,0.39388060569763184,0.1838310956954956,0.44294488430023193,0.19473399221897125,0.13663077354431152,0.20446553826332092,0.2570464313030243
private,0.21135757863521576,0.16778090596199036,0.13226236402988434,0.2557651102542877,0.14490066468715668,0.18122155964374542,0.18291357159614563,0.12198683619499207,0.11994566023349762,0.18706899881362915,0.21023112535476685,0.22242696583271027,1.0,0.4158569872379303,0.09718001633882523,0.14389030635356903
education,0.2654339671134949,0.19940856099128723,0.11881587654352188,0.308173805475235,0.18821442127227783,0.23187610507011414,0.23982903361320496,0.23087312281131744,0.20517706871032715,0.3015166223049164,0.2889412045478821,0.27265021204948425,0.34071704745292664,0.6035618185997009,0.15324239432811737,0.18067774176597595
more,0.32563260197639465,0.3484537899494171,0.21999967098236084,0.39880692958831787,0.2547462582588196,0.21525104343891144,0.39758381247520447,0.18602506816387177,0.20027200877666473,0.30478984117507935,0.30555403232574463,0.3891189992427826,0.1487022042274475,0.16193780303001404,0.16311143338680267,0.27894994616508484
flexibility,0.17230384051799774,0.27463263273239136,0.11847700923681259,0.24416102468967438,0.11009640246629715,0.10582005977630615,0.2562227249145508,0.20492327213287354,0.31082502007484436,0.21308168768882751,0.41475796699523926,0.3131520450115204,0.16833405196666718,0.25283312797546387,0.10082101821899414,0.22000673413276672
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.17458297312259674,0.2190054953098297,0.5116966962814331,0.29460906982421875,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.2706851661205292,0.20544172823429108
autonomy,0.21107697486877441,0.28485414385795593,0.14865711331367493,0.22034603357315063,0.09567809104919434,0.14699424803256989,0.2267274558544159,0.20415319502353668,0.2355065643787384,0.2911231815814972,0.33052828907966614,0.20090118050575256,0.1861448884010315,0.25729677081108093,0.05962933227419853,0.16934052109718323
in,1.0,0.30808621644973755,0.2385365217924118,0.4954058527946472,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.19535814225673676,0.1263403296470642,0.5696388483047485,0.24893879890441895,0.4322226941585541,0.21135757863521576,0.2632134258747101,0.2659924626350403,0.20430970191955566
recent,0.2857761085033417,0.24256184697151184,0.22208881378173828,0.2640383541584015,0.23897750675678253,0.2536894679069519,0.31046223640441895,0.27276623249053955,0.16413840651512146,0.2896444797515869,0.2778039574623108,0.3207632005214691,0.1537993848323822,0.1426505744457245,0.1621226966381073,0.2544887959957123
years,0.33554986119270325,0.1981470286846161,0.2997092604637146,0.300204873085022,0.5195499062538147,0.35855233669281006,0.2912273406982422,0.19147944450378418,0.09792286157608032,0.2904134690761566,0.1705998182296753,0.2878222167491913,0.19353486597537994,0.23278145492076874,0.17769335210323334,0.1914375126361847
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2112094908952713,0.22073061764240265,0.4946078956127167,0.24835379421710968,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.2775750756263733,0.31091248989105225
notably,0.395790159702301,0.1358402669429779,0.02163458615541458,0.3233007490634918,0.16377654671669006,0.20736795663833618,0.33497244119644165,0.19126096367835999,0.07947226613759995,0.3080497682094574,0.3124442994594574,0.2568889260292053,0.1437090039253235,0.19236211478710175,0.18440011143684387,0.10343469679355621
by,0.370934396982193,0.2455483376979828,0.13876639306545258,0.4289871156215668,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.23103463649749756,0.14429354667663574,0.3646814823150635,0.23725494742393494,0.3248702883720398,0.18554414808750153,0.1415957361459732,0.31595227122306824,0.17966607213020325
lifting,0.187885582447052,0.2479977011680603,0.13182882964611053,0.2323833554983139,0.11665523052215576,0.16137026250362396,0.2662302851676941,0.11026303470134735,0.16706708073616028,0.23233890533447266,0.3618369698524475,0.302033394575119,0.09776866436004639,0.07746075093746185,0.11287596076726913,0.2032245248556137
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.48711544275283813,1.0,0.2513941526412964,0.17641127109527588,0.733189046382904,0.31027951836586,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.24578391015529633,0.22068053483963013
moratorium,0.3166060149669647,0.20226705074310303,0.08573941141366959,0.20865881443023682,0.16886603832244873,0.2526490092277527,0.25167834758758545,0.19202078878879547,0.20080232620239258,0.24769330024719238,0.18370923399925232,0.26423928141593933,0.1962561458349228,0.2749597430229187,0.14873196184635162,0.1400432586669922
on,0.46853652596473694,0.34226128458976746,0.32571008801460266,0.4077630043029785,0.27628999948501587,0.3909217119216919,0.5107308030128479,0.17106640338897705,0.1813606321811676,0.3966929316520691,0.23538736999034882,0.36199691891670227,0.21000011265277863,0.18452578783035278,0.31313204765319824,0.2714994251728058
applications,0.2334391176700592,0.20821766555309296,0.18442891538143158,0.2504773437976837,0.1568620353937149,0.18077130615711212,0.23664557933807373,0.21703775227069855,0.295283704996109,0.24918507039546967,0.43859973549842834,0.35100895166397095,0.2171769142150879,0.26205652952194214,0.2328353077173233,0.19125857949256897
for,0.4322226941585541,0.3017193675041199,0.23262934386730194,0.5064792633056641,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.17281793057918549,0.2320803701877594,0.4185989499092102,0.29771095514297485,0.9999999403953552,0.22242696583271027,0.2320515662431717,0.2211005687713623,0.264628142118454
new,0.3758552670478821,0.2130378633737564,0.15320423245429993,0.31402453780174255,0.25045546889305115,0.2748313844203949,0.3845241069793701,0.2676893174648285,0.14098751544952393,0.343457967042923,0.19733917713165283,0.2700757384300232,0.15541495382785797,0.13635335862636566,0.17329274117946625,0.14782847464084625
courses,0.23575085401535034,0.16680994629859924,0.1463392972946167,0.32115012407302856,0.22232379019260406,0.15843605995178223,0.23517842590808868,0.219679594039917,0.27822762727737427,0.2450425922870636,0.35864290595054626,0.2532649636268616,0.2818797528743744,0.4639241397380829,0.14756864309310913,0.15338684618473053
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2112094908952713,0.22073061764240265,0.4946078956127167,0.24835379421710968,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.2775750756263733,0.31091248989105225
new,0.3758552670478821,0.2130378633737564,0.15320423245429993,0.31402453780174255,0.25045546889305115,0.2748313844203949,0.3845241069793701,0.2676893174648285,0.14098751544952393,0.343457967042923,0.19733917713165283,0.2700757384300232,0.15541495382785797,0.13635335862636566,0.17329274117946625,0.14782847464084625
schools,0.2632134258747101,0.1820785105228424,0.11794456094503403,0.29319998621940613,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.14882390201091766,0.23452520370483398,0.265506386756897,0.32943618297576904,0.2320515662431717,0.4158569872379303,1.0,0.12363333255052567,0.18349280953407288
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.17458297312259674,0.2190054953098297,0.5116966962814331,0.29460906982421875,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.2706851661205292,0.20544172823429108
conversions,0.1774338036775589,0.23349939286708832,0.24352715909481049,0.28360503911972046,0.174749493598938,0.09787621349096298,0.23137284815311432,0.2898513376712799,0.22041469812393188,0.2007407695055008,0.3599814176559448,0.24001096189022064,0.1207452043890953,0.20030640065670013,0.1945575773715973,0.21860064566135406
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2112094908952713,0.22073061764240265,0.4946078956127167,0.24835379421710968,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.2775750756263733,0.31091248989105225
by,0.370934396982193,0.2455483376979828,0.13876639306545258,0.4289871156215668,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.23103463649749756,0.14429354667663574,0.3646814823150635,0.23725494742393494,0.3248702883720398,0.18554414808750153,0.1415957361459732,0.31595227122306824,0.17966607213020325
liberalizing,0.22602777183055878,0.29602307081222534,0.10842277854681015,0.34625330567359924,0.1251799762248993,0.21167640388011932,0.2600109577178955,0.14137549698352814,0.18669594824314117,0.3047589659690857,0.27434292435646057,0.2956860065460205,0.2934984564781189,0.2192142754793167,0.16324783861637115,0.1915537416934967
tuition,0.24434132874011993,0.2307644784450531,0.1935143917798996,0.28055885434150696,0.29884806275367737,0.20323017239570618,0.22994613647460938,0.2345476597547531,0.2094394564628601,0.28940895199775696,0.37251919507980347,0.3458143174648285,0.3631826937198639,0.4599091112613678,0.20325975120067596,0.2023361474275589
fee,0.17606133222579956,0.15150974690914154,0.22836434841156006,0.179038405418396,0.2571037709712982,0.15327097475528717,0.17181991040706635,0.1479393094778061,0.10935605317354202,0.14403757452964783,0.24921554327011108,0.27223673462867737,0.3025624752044678,0.2450968623161316,0.1145816221833229,0.13206739723682404
policy,0.1459147185087204,0.3869883120059967,0.22177250683307648,0.2148873209953308,0.25289830565452576,0.1882478892803192,0.2358427494764328,0.3045197129249573,0.2272757738828659,0.24393197894096375,0.3941294550895691,0.2759707272052765,0.22811582684516907,0.27516844868659973,0.1407669633626938,0.30462446808815
for,0.4322226941585541,0.3017193675041199,0.23262934386730194,0.5064792633056641,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.17281793057918549,0.2320803701877594,0.4185989499092102,0.29771095514297485,0.9999999403953552,0.22242696583271027,0.2320515662431717,0.2211005687713623,0.264628142118454
private,0.21135757863521576,0.16778090596199036,0.13226236402988434,0.2557651102542877,0.14490066468715668,0.18122155964374542,0.18291357159614563,0.12198683619499207,0.11994566023349762,0.18706899881362915,0.21023112535476685,0.22242696583271027,1.0,0.4158569872379303,0.09718001633882523,0.14389030635356903
schools,0.2632134258747101,0.1820785105228424,0.11794456094503403,0.29319998621940613,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.14882390201091766,0.23452520370483398,0.265506386756897,0.32943618297576904,0.2320515662431717,0.4158569872379303,1.0,0.12363333255052567,0.18349280953407288
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2112094908952713,0.22073061764240265,0.4946078956127167,0.24835379421710968,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.2775750756263733,0.31091248989105225
by,0.370934396982193,0.2455483376979828,0.13876639306545258,0.4289871156215668,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.23103463649749756,0.14429354667663574,0.3646814823150635,0.23725494742393494,0.3248702883720398,0.18554414808750153,0.1415957361459732,0.31595227122306824,0.17966607213020325
replacing,0.19875891506671906,0.1711706519126892,0.12354591488838196,0.3180992901325226,0.14447036385536194,0.23676848411560059,0.29703330993652344,0.18253542482852936,0.08611249178647995,0.22912712395191193,0.13953331112861633,0.29616579413414,0.07413670420646667,0.06522656232118607,0.1536312848329544,0.16467362642288208
values,0.165708988904953,0.28629231452941895,0.20712976157665253,0.2952605187892914,0.19310586154460907,0.1286422163248062,0.23992402851581573,0.1895555704832077,0.2069384753704071,0.21286797523498535,0.24721884727478027,0.2713778018951416,0.17099741101264954,0.20630083978176117,0.1288062036037445,0.23432563245296478
education,0.2654339671134949,0.19940856099128723,0.11881587654352188,0.308173805475235,0.18821442127227783,0.23187610507011414,0.23982903361320496,0.23087312281131744,0.20517706871032715,0.3015166223049164,0.2889412045478821,0.27265021204948425,0.34071704745292664,0.6035618185997009,0.15324239432811737,0.18067774176597595
