,what,event,did,storch,and,muntzer,help,instigate,?
preachers,0.25719547271728516,0.1767846643924713,0.23781318962574005,0.255405455827713,0.2792433202266693,0.21811069548130035,0.22477027773857117,0.15625469386577606,0.18691442906856537
such,0.23989605903625488,0.18841488659381866,0.24497397243976593,0.11744575202465057,0.44540345668792725,0.15977513790130615,0.26905423402786255,0.19141295552253723,0.17851735651493073
as,0.31749409437179565,0.21454742550849915,0.3596470057964325,0.2028103768825531,0.49487000703811646,0.24868756532669067,0.2739662528038025,0.18907979130744934,0.27043893933296204
zwickau,0.20605064928531647,0.06268338859081268,0.1890689581632614,0.21210257709026337,0.2902536690235138,0.33715102076530457,0.10616907477378845,0.09441177546977997,0.14503100514411926
prophet,0.30057501792907715,0.18365578353405,0.22390902042388916,0.21842890977859497,0.15567442774772644,0.2869482934474945,0.15934264659881592,0.1307736337184906,0.22816047072410583
nicholas,0.1245560422539711,0.12234514951705933,0.1579025387763977,0.24916552007198334,0.17142973840236664,0.1974724531173706,0.13355839252471924,0.1815243661403656,0.17208030819892883
storch,0.13532592356204987,0.19533760845661163,0.14202450215816498,0.9999998807907104,0.2716425359249115,0.468026340007782,0.0907885730266571,0.14177364110946655,0.1719537079334259
and,0.31309178471565247,0.17869816720485687,0.34479495882987976,0.2716425359249115,1.0,0.24531228840351105,0.34926167130470276,0.2171332687139511,0.20544172823429108
thomas,0.1806955188512802,0.12401993572711945,0.20728807151317596,0.24991808831691742,0.20946627855300903,0.27151310443878174,0.09666425734758377,0.14795608818531036,0.16133050620555878
müntzer,0.13931939005851746,0.08941887319087982,0.2127189338207245,0.3073773682117462,0.2365580052137375,0.7525894641876221,0.1602701097726822,0.1312703639268875,0.16854120790958405
helped,0.1926339715719223,0.13537420332431793,0.48476338386535645,0.15781742334365845,0.318156898021698,0.18977586925029755,0.5497440695762634,0.1388627290725708,0.16572049260139465
instigate,0.246870219707489,0.12575051188468933,0.18870295584201813,0.14177364110946655,0.2171332687139511,0.1402849406003952,0.32451239228248596,1.0,0.1600562036037445
the,0.42745697498321533,0.2960145175457001,0.34736719727516174,0.22131173312664032,0.5171257257461548,0.23476047813892365,0.30064165592193604,0.2504764497280121,0.22068053483963013
german,0.1960553526878357,0.05154574289917946,0.2048940509557724,0.22675198316574097,0.25850871205329895,0.3205116391181946,0.16187897324562073,0.12949000298976898,0.13978645205497742
peasants,0.22674663364887238,0.14327697455883026,0.283174604177475,0.11515222489833832,0.25373342633247375,0.13426965475082397,0.19725298881530762,0.12507860362529755,0.14431370794773102
',0.3245812654495239,0.23141597211360931,0.25488927960395813,0.23969177901744843,0.3053182065486908,0.3299674093723297,0.22314856946468353,0.1111956462264061,0.330942302942276
war,0.22516006231307983,0.20626740157604218,0.27422013878822327,0.19630742073059082,0.29695844650268555,0.21714814007282257,0.24232563376426697,0.18173925578594208,0.15510529279708862
of,0.33290785551071167,0.19878064095973969,0.2513895630836487,0.20249547064304352,0.5116966962814331,0.23700179159641266,0.22745388746261597,0.22890152037143707,0.1826142966747284
1524–25,0.190999373793602,0.023103494197130203,0.20005810260772705,0.02632458508014679,0.0790880098938942,-0.04553208127617836,0.188448965549469,-0.025127625092864037,0.21132934093475342
",",0.3087472915649414,0.22701776027679443,0.3015086054801941,0.3266906142234802,0.6633074283599854,0.3510388731956482,0.2855570912361145,0.1991579830646515,0.31091248989105225
during,0.24137552082538605,0.30241382122039795,0.30679523944854736,0.21240341663360596,0.36462149024009705,0.16732704639434814,0.2078983634710312,0.16983045637607574,0.1325719803571701
which,0.5261979103088379,0.37649205327033997,0.2750149369239807,0.18570266664028168,0.506277859210968,0.1628970503807068,0.2722613513469696,0.23999539017677307,0.25814583897590637
many,0.36131182312965393,0.17792239785194397,0.375588983297348,0.14818838238716125,0.5296266674995422,0.12058702856302261,0.2875923216342926,0.21255186200141907,0.2124512493610382
atrocities,0.2294779270887375,0.2151714563369751,0.24800485372543335,0.12664617598056793,0.2993272840976715,0.16558723151683807,0.23652826249599457,0.3181706368923187,0.2020578682422638
were,0.22298263013362885,0.22349928319454193,0.4162326455116272,0.16583500802516937,0.42175528407096863,0.139108806848526,0.20385180413722992,0.15962809324264526,0.17890112102031708
committed,0.2308928668498993,0.18134212493896484,0.27259406447410583,0.12085253745317459,0.2324819564819336,0.11138077080249786,0.21970421075820923,0.33599308133125305,0.20722328126430511
",",0.3087472915649414,0.22701776027679443,0.3015086054801941,0.3266906142234802,0.6633074283599854,0.3510388731956482,0.2855570912361145,0.1991579830646515,0.31091248989105225
often,0.3849453330039978,0.22785478830337524,0.26973026990890503,0.17649827897548676,0.42465832829475403,0.17027908563613892,0.2575799226760864,0.18183954060077667,0.23748154938220978
in,0.30808621644973755,0.27304479479789734,0.2593238651752472,0.26495906710624695,0.4954058527946472,0.26072442531585693,0.21321536600589752,0.18777531385421753,0.20430970191955566
luther,0.2134782373905182,0.12294711917638779,0.23667675256729126,0.26810961961746216,0.20796556770801544,0.28082141280174255,0.14639104902744293,0.12953445315361023,0.1732746809720993
's,0.02692362666130066,0.026449335739016533,0.05069678649306297,0.01892719604074955,0.06895173341035843,0.04605088382959366,0.01472728792577982,-0.0755356103181839,-0.023395681753754616
name,0.18623162806034088,0.11547470837831497,0.17557460069656372,0.1884372979402542,0.21235932409763336,0.187616229057312,0.12160512804985046,0.02733023092150688,0.15381577610969543
.,0.3567904531955719,0.2068977802991867,0.35288307070732117,0.22887878119945526,0.588965117931366,0.27635782957077026,0.32205137610435486,0.2310967594385147,0.4130953550338745
