,what,year,did,a,super,bowl,play,in,the,bay,area,around,san,francisco,",",prior,to,super,bowl,50,?
it,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.5452592968940735,0.19638319313526154,0.1748591959476471,0.2560184895992279,0.5130809545516968,0.6251175999641418,0.16472025215625763,0.34513235092163086,0.4002610445022583,0.1953807920217514,0.16692332923412323,0.48329564929008484,0.19259445369243622,0.513711154460907,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.25732165575027466
is,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.658733606338501,0.15390309691429138,0.14233897626399994,0.2174319475889206,0.5394441485404968,0.5823672413825989,0.1959105283021927,0.29283958673477173,0.286477267742157,0.1594623327255249,0.12765364348888397,0.4691906273365021,0.14228065311908722,0.42745086550712585,0.15390309691429138,0.14233897626399994,0.0017694636480882764,0.22961433231830597
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.24793598055839539,0.6662389636039734,1.0,0.2441686987876892,0.37834644317626953,0.40085816383361816,0.2858080565929413,0.25086042284965515,0.4933079481124878,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.4287874400615692,0.2717077434062958,0.20817767083644867,0.28701257705688477,0.4127444326877594,0.49448907375335693,0.17893928289413452,0.19156944751739502,0.2861560881137848,0.24836140871047974,0.2252713292837143,0.34503069519996643,0.3186335265636444,0.3792489171028137,0.2717077434062958,0.20817767083644867,0.07933352887630463,0.18701928853988647
super,0.13651713728904724,0.20762673020362854,0.16038043797016144,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.17709366977214813,0.18576006591320038,0.21959073841571808,0.12241406738758087,0.09147491306066513,0.1288387030363083,0.15279507637023926,0.1658499836921692,0.22322475910186768,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.22878921031951904,0.18569406867027283,0.19533146917819977,0.4848237931728363,1.0,0.19427603483200073,0.17236235737800598,0.21576224267482758,0.1972428411245346,0.19680163264274597,0.13265609741210938,0.18508543074131012,0.20152677595615387,0.1810409277677536,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
held,0.0974166989326477,0.2161356508731842,0.18607917428016663,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.15105700492858887,0.3127288818359375,0.32185450196266174,0.1768934279680252,0.21001197397708893,0.2345881313085556,0.1226641833782196,0.12840238213539124,0.2880980372428894,0.20017679035663605,0.22177374362945557,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.14103956520557404
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.539380669593811,0.18576006591320038,0.17236235737800598,0.24321173131465912,1.0,0.6662389636039734,0.1926257163286209,0.33632898330688477,0.41294145584106445,0.2617562413215637,0.21278683841228485,0.5201468467712402,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.24793598055839539,0.6662389636039734,1.0,0.2441686987876892,0.37834644317626953,0.40085816383361816,0.2858080565929413,0.25086042284965515,0.4933079481124878,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.145152747631073,0.1785750538110733,0.19931553304195404,0.15279507637023926,0.18508543074131012,0.15317264199256897,0.2617562413215637,0.2858080565929413,0.38444605469703674,0.22260162234306335,0.1911974549293518,0.9999999403953552,0.8108479976654053,0.25561806559562683,0.20334714651107788,0.21651452779769897,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
