,in,what,year,was,the,lunar,module,(,lm,),dropped,because,it,was,n't,seen,as,useful,?
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.19755837321281433,0.13346926867961884,0.3206180930137634,0.1819782704114914,0.3640355169773102,0.2742196023464203,0.42230045795440674,0.5452592968940735,0.4508470594882965,0.013574101030826569,0.26090866327285767,0.39550232887268066,0.30460384488105774,0.23916715383529663
1964,0.00943821482360363,-0.0811573788523674,-0.051297448575496674,-0.10244843363761902,-0.01880853809416294,0.039845868945121765,-0.018840307369828224,-0.017947344109416008,-0.0627531111240387,-0.02978496626019478,-0.09066939353942871,-0.02701798640191555,0.0024942245800048113,-0.10244843363761902,-0.04861553758382797,0.06325263530015945,-0.03478003293275833,0.0364387109875679,0.041380032896995544
msc,0.1759924739599228,0.315031498670578,0.16012710332870483,0.18175546824932098,0.18571171164512634,0.18448510766029358,0.3024802803993225,0.2771703004837036,0.27163165807724,0.29748743772506714,0.07414136081933975,0.15113148093223572,0.20833998918533325,0.18175546824932098,0.19814792275428772,0.1310928612947464,0.2338077872991562,0.26449084281921387,0.25734561681747437
study,0.2875489294528961,0.3123835027217865,0.13795387744903564,0.18420368432998657,0.2533665597438812,0.2407490462064743,0.15603114664554596,0.14299337565898895,0.18862155079841614,0.14638109505176544,0.09259618073701859,0.2241341471672058,0.2164122611284256,0.18420368432998657,0.08017817884683609,0.1754010170698166,0.23803003132343292,0.2784973084926605,0.15902167558670044
concluded,0.2758161425590515,0.29084116220474243,0.1631210446357727,0.25460392236709595,0.3024786412715912,0.2509786784648895,0.09705638140439987,0.12140446901321411,0.28326261043548584,0.11409768462181091,0.24254798889160156,0.2561718225479126,0.1680341362953186,0.25460392236709595,-0.03168937936425209,0.2843518555164337,0.23680326342582703,0.22579452395439148,0.13595789670944214
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.19076566398143768,0.14771580696105957,0.6363511681556702,0.15934062004089355,0.63033527135849,0.23572582006454468,0.372031033039093,0.48329564929008484,0.45456063747406006,0.11016341298818588,0.28642043471336365,0.48816442489624023,0.29760420322418213,0.31091248989105225
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.004240268375724554,0.06851312518119812,0.15585018694400787,0.021933961659669876,0.1698397845029831,0.000336715136654675,0.013636519201099873,0.035206809639930725,-0.012679691426455975,0.1096503809094429,-0.08176438510417938,0.03910288214683533,0.09392611682415009,0.0685480609536171
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.23309995234012604,0.15147453546524048,0.33289089798927307,0.25534775853157043,0.3456730246543884,0.2875209450721741,0.44596394896507263,0.6251175999641418,0.48711544275283813,-0.11449059844017029,0.3442007005214691,0.48381632566452026,0.24760913848876953,0.22068053483963013
lm,0.14918769896030426,0.22412168979644775,0.17117877304553986,0.14216841757297516,0.25534775853157043,0.42166680097579956,0.3337670564651489,0.13334642350673676,1.0000001192092896,0.14235086739063263,0.13720951974391937,0.1510758101940155,0.21401625871658325,0.14216841757297516,0.05843707174062729,0.19438549876213074,0.1790187805891037,0.27159014344215393,0.2270602136850357
[,0.12324675917625427,0.010752761736512184,0.14371466636657715,0.03263993561267853,0.07130392640829086,0.09736597537994385,0.10208290815353394,0.015164350159466267,0.010998480953276157,0.02100626565515995,0.13168185949325562,0.0034955048467963934,0.008456743322312832,0.03263993561267853,-0.07673652470111847,0.17193979024887085,0.018050309270620346,0.060717660933732986,0.011015460826456547
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.48381632566452026,0.11347655206918716,0.16972720623016357,0.32029855251312256,0.1790187805891037,0.32161882519721985,0.19994346797466278,0.42073941230773926,0.4461488723754883,0.3677520453929901,-0.08284513652324677,0.35132327675819397,1.0,0.29324379563331604,0.27043893933296204
lifeboat,0.1942255049943924,0.19931671023368835,0.1778150051832199,0.2364250123500824,0.22414268553256989,0.33344247937202454,0.25575488805770874,0.07220092415809631,0.23273567855358124,0.09911401569843292,0.23408280313014984,0.2661711871623993,0.21313059329986572,0.2364250123500824,-0.04287227988243103,0.19154822826385498,0.19268916547298431,0.20483800768852234,0.1711137443780899
