,what,did,luther,state,he,would,not,exchange,for,his,life,with,his,wife,?
luther,0.2134782373905182,0.23667675256729126,1.0,0.1824490875005722,0.2454872578382492,0.14161886274814606,0.21636232733726501,0.09265404939651489,0.12958186864852905,0.27093374729156494,0.20761863887310028,0.14705438911914825,0.27093374729156494,0.22566832602024078,0.1732746809720993
confided,0.28406795859336853,0.3079001009464264,0.12425074726343155,0.18934990465641022,0.18736495077610016,0.44478607177734375,0.3281100392341614,0.13715341687202454,0.23875857889652252,0.2872200310230255,0.1991872936487198,0.30149662494659424,0.2872200310230255,0.16853107511997223,0.22922152280807495
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.25557461380958557,0.385390967130661,0.5965728163719177,0.5149973034858704,0.20507046580314636,0.4451248347759247,0.3715193271636963,0.24560359120368958,0.4239959120750427,0.3715193271636963,0.20460014045238495,0.29463258385658264
michael,0.12049687653779984,0.14375849068164825,0.2672004699707031,0.1378418356180191,0.22730565071105957,0.1735873818397522,0.11010126769542694,0.14263363182544708,0.15234217047691345,0.2296333611011505,0.14165253937244415,0.12070296704769135,0.2296333611011505,0.17540685832500458,0.0667748749256134
stiefel,0.1599692553281784,0.17510059475898743,0.3363606631755829,0.20632515847682953,0.31931284070014954,0.17682218551635742,0.18966242671012878,0.1468961089849472,0.2441808581352234,0.3583562672138214,0.21980848908424377,0.26984676718711853,0.3583562672138214,0.35717448592185974,0.22479617595672607
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.18138433992862701,0.32403138279914856,0.35589995980262756,0.3516409695148468,0.18436235189437866,0.36199691891670227,0.32064297795295715,0.19639495015144348,0.40749499201774597,0.32064297795295715,0.1834355890750885,0.2714994251728058
11,0.0032819851767271757,0.07614340633153915,0.012887943536043167,-0.029637301340699196,0.10780657082796097,0.0034837203565984964,0.01470490824431181,-0.08780702203512192,-0.05063733458518982,0.09203435480594635,0.13206210732460022,-0.04597003385424614,0.09203435480594635,0.04348152503371239,-0.04295448586344719
august,0.2305731326341629,0.26378265023231506,0.17724208533763885,0.14758671820163727,0.2793651223182678,0.24219940602779388,0.1993153989315033,0.11099140346050262,0.28123795986175537,0.2511364817619324,0.13826963305473328,0.1911354959011078,0.2511364817619324,0.22876667976379395,0.3006744682788849
1526,0.02043684758245945,0.05647687613964081,0.06294608861207962,0.011112703941762447,0.16005007922649384,0.05564652755856514,-0.050302863121032715,0.07889893651008606,-0.024222100153565407,0.15417766571044922,0.14123855531215668,0.07576186954975128,0.15417766571044922,0.13380856812000275,-0.08619783073663712
:,-0.12022944539785385,-0.05305134505033493,-0.0567622147500515,-0.09040265530347824,0.13130375742912292,-0.09726555645465851,-0.09143596887588501,-0.03660793602466583,-0.02522280067205429,-0.010826457291841507,-0.13699789345264435,0.039687950164079666,-0.010826457291841507,-0.0024197320453822613,-0.07156077772378922
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.041566602885723114,0.05585138872265816,0.08063928782939911,0.09406080842018127,0.08087406307458878,0.01270448137074709,0.008275155909359455,0.020149845629930496,0.08974023163318634,0.008275155909359455,0.04050786420702934,0.0685480609536171
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.1291699856519699,0.25311392545700073,0.357064813375473,0.302336722612381,0.12272964417934418,0.26856884360313416,0.467661589384079,0.24229495227336884,0.2272084504365921,0.467661589384079,0.20224320888519287,0.4195883572101593
katie,0.13367398083209991,0.15937258303165436,0.18713514506816864,0.09157466888427734,0.17530521750450134,0.17347323894500732,0.12446269392967224,0.16848085820674896,0.22767344117164612,0.17399241030216217,0.1379602551460266,0.21094131469726562,0.17399241030216217,0.2689574062824249,0.10154073685407639
