,who,is,given,credit,for,discovering,geoglyphs,along,the,amazon,river,?
since,0.27765995264053345,0.3567592203617096,0.2612641453742981,0.16536812484264374,0.36751601099967957,0.17887140810489655,0.13051959872245789,0.17021682858467102,0.4054957628250122,0.044190503656864166,0.14252382516860962,0.2876587212085724
the,0.3733934462070465,0.5823672413825989,0.37508252263069153,0.20452284812927246,0.4739971458911896,0.32662686705589294,0.28739407658576965,0.39495137333869934,1.0,0.260541707277298,0.2894456386566162,0.22068053483963013
1970s,0.02405538223683834,-0.0592941977083683,0.10837092995643616,-0.0368538461625576,0.04791708290576935,0.021345237269997597,-0.01895171031355858,-0.013446697033941746,0.004102230537682772,0.05962200462818146,-0.02567339316010475,0.03861190751194954
",",0.3365725874900818,0.4691906273365021,0.2843315005302429,0.2032226324081421,0.4464869201183319,0.2761021554470062,0.24075524508953094,0.29824912548065186,0.4933079481124878,0.2214922308921814,0.26637205481529236,0.31091248989105225
numerous,0.24434210360050201,0.14785398542881012,0.22479033470153809,0.13498391211032867,0.2626895606517792,0.20153476297855377,0.23369291424751282,0.24003715813159943,0.3353725075721741,0.20288096368312836,0.11780849099159241,0.0875130444765091
geoglyphs,0.11566822975873947,0.19972674548625946,0.1452539712190628,0.1603279560804367,0.21137669682502747,0.24189725518226624,1.0,0.2247992753982544,0.28739407658576965,0.31580930948257446,0.3014454245567322,0.21607805788516998
have,0.39246654510498047,0.3613572418689728,0.34415629506111145,0.18405990302562714,0.41175219416618347,0.2484394758939743,0.32899144291877747,0.2685122489929199,0.40389683842658997,0.20372521877288818,0.11765187978744507,0.32991164922714233
been,0.3295723795890808,0.39566612243652344,0.26774612069129944,0.12558430433273315,0.39068686962127686,0.24956916272640228,0.2337958961725235,0.235473170876503,0.3563927710056305,0.13283225893974304,0.1514108031988144,0.24354910850524902
discovered,0.2225436121225357,0.21262536942958832,0.261394739151001,0.13267748057842255,0.15577654540538788,0.7987562417984009,0.2759598195552826,0.23788847029209137,0.27493247389793396,0.20010435581207275,0.12460961937904358,0.08452875912189484
on,0.2340552806854248,0.3635730445384979,0.2107619345188141,0.16827398538589478,0.36199691891670227,0.22744572162628174,0.20877650380134583,0.41361382603645325,0.5107308030128479,0.27227091789245605,0.2033996731042862,0.2714994251728058
deforested,0.2462710440158844,0.2558184266090393,0.15433397889137268,0.15308210253715515,0.25240686535835266,0.3041831851005554,0.23187406361103058,0.28255656361579895,0.2549322545528412,0.2873900830745697,0.3106537163257599,0.14068925380706787
land,0.2111203372478485,0.22457899153232574,0.1763576716184616,0.14392273128032684,0.19845563173294067,0.07931967824697495,0.2769302725791931,0.17430128157138824,0.28587454557418823,0.18616637587547302,0.27846759557724,0.1432059109210968
dating,0.15735501050949097,0.20874302089214325,0.13278762996196747,0.13466328382492065,0.20495396852493286,0.2976512312889099,0.28627198934555054,0.1146119087934494,0.23401090502738953,0.04739570990204811,0.06733045727014542,0.1135709211230278
between,0.20718061923980713,0.26809602975845337,0.19117572903633118,0.08703997731208801,0.24671313166618347,0.13320770859718323,0.18767867982387543,0.3784843385219574,0.39067012071609497,0.12149064987897873,0.11233054101467133,0.12887074053287506
ad,0.1504530906677246,0.19672587513923645,0.11693761497735977,0.11685929447412491,0.09682639688253403,0.127424955368042,0.22344695031642914,0.08601915836334229,0.24233382940292358,0.09995925426483154,0.1717604696750641,0.20824462175369263
0–1250,-0.03624087944626808,0.07391900569200516,-0.002222416689619422,-0.04120682552456856,-0.05341183766722679,0.0015562066109851003,0.2015584409236908,0.09043493866920471,0.09619086235761642,0.08868856728076935,0.1850930154323578,0.007967631332576275
",",0.3365725874900818,0.4691906273365021,0.2843315005302429,0.2032226324081421,0.4464869201183319,0.2761021554470062,0.24075524508953094,0.29824912548065186,0.4933079481124878,0.2214922308921814,0.26637205481529236,0.31091248989105225
furthering,0.23727282881736755,0.22423802316188812,0.2611769735813141,0.20494070649147034,0.34585145115852356,0.33963868021965027,0.32265233993530273,0.22023145854473114,0.3398258090019226,0.14726011455059052,0.10226378589868546,0.18987780809402466
claims,0.21581514179706573,0.18619538843631744,0.2594705820083618,0.2622912526130676,0.19757677614688873,0.2531791627407074,0.16817356646060944,0.1712338626384735,0.24698559939861298,0.20779481530189514,0.12827567756175995,0.18741291761398315
about,0.3477841317653656,0.3532065451145172,0.2077912986278534,0.1182047501206398,0.3312419354915619,0.31738147139549255,0.22743993997573853,0.2418469786643982,0.37995871901512146,0.20610886812210083,0.16182227432727814,0.302409827709198
pre-columbian,0.21163761615753174,0.22500868141651154,0.1435289829969406,0.21356910467147827,0.20946885645389557,0.2545546591281891,0.37367215752601624,0.18998339772224426,0.3354031443595886,0.32084381580352783,0.2210218459367752,0.1626415103673935
civilizations,0.19547297060489655,0.22348475456237793,0.15703575313091278,0.20326101779937744,0.19087664783000946,0.28613120317459106,0.48926350474357605,0.2252996265888214,0.3179224133491516,0.26926207542419434,0.24768082797527313,0.192657008767128
.,0.3541337847709656,0.4569662809371948,0.3169408142566681,0.2024930715560913,0.4726039469242096,0.27546462416648865,0.2285386323928833,0.27491724491119385,0.5934505462646484,0.262887567281723,0.21443960070610046,0.4130953550338745
